,AXP US Equity
2023-06-24,12.463
2023-06-25,12.463
2023-06-26,12.449
2023-06-27,12.449
2023-06-28,12.449
2023-06-29,12.454
2023-06-30,12.449
2023-07-01,12.449
2023-07-02,12.449
2023-07-03,12.449
2023-07-04,12.449
2023-07-05,12.441
2023-07-06,12.441
2023-07-07,12.369
2023-07-08,12.369
2023-07-09,12.369
2023-07-10,12.363
2023-07-11,12.363
2023-07-12,12.363
2023-07-13,12.363
2023-07-14,12.363
2023-07-15,12.363
2023-07-16,12.363
2023-07-17,12.362
2023-07-18,12.362
2023-07-19,12.362
2023-07-20,12.434
2023-07-21,12.299
2023-07-22,12.295
2023-07-23,12.258
2023-07-24,12.223
2023-07-25,12.305
2023-07-26,12.319
2023-07-27,12.319
2023-07-28,12.316
2023-07-29,12.316
2023-07-30,12.316
2023-07-31,12.318
2023-08-01,12.318
2023-08-02,12.305
2023-08-03,12.305
2023-08-04,12.299
2023-08-05,12.299
2023-08-06,12.299
2023-08-07,12.299
2023-08-08,12.299
2023-08-09,12.299
2023-08-10,12.299
2023-08-11,12.299
2023-08-12,12.299
2023-08-13,12.299
2023-08-14,12.299
2023-08-15,12.303
2023-08-16,12.305
2023-08-17,12.305
2023-08-18,12.305
2023-08-19,12.305
2023-08-20,12.305
2023-08-21,12.305
2023-08-22,12.305
2023-08-23,12.305
2023-08-24,12.305
2023-08-25,12.305
2023-08-26,12.305
2023-08-27,12.305
2023-08-28,12.305
2023-08-29,12.305
2023-08-30,12.305
2023-08-31,12.314
2023-09-01,12.302
2023-09-02,12.302
2023-09-03,12.302
2023-09-04,12.302
2023-09-05,12.302
2023-09-06,12.302
2023-09-07,12.302
2023-09-08,12.302
2023-09-09,12.302
2023-09-10,12.302
2023-09-11,12.302
2023-09-12,12.302
2023-09-13,12.302
2023-09-14,12.302
2023-09-15,12.302
2023-09-16,12.302
2023-09-17,12.302
2023-09-18,12.302
2023-09-19,12.302
2023-09-20,12.302
2023-09-21,12.302
2023-09-22,12.302
2023-09-23,12.302
2023-09-24,12.302
2023-09-25,12.302
2023-09-26,12.302
2023-09-27,12.304
2023-09-28,12.304
2023-09-29,12.304
2023-09-30,12.304
2023-10-01,12.304
2023-10-02,12.293
2023-10-03,12.299
2023-10-04,12.305
2023-10-05,12.302
2023-10-06,12.388
2023-10-07,12.388
2023-10-08,12.388
2023-10-09,12.388
2023-10-10,12.39
2023-10-11,12.39
2023-10-12,12.383
2023-10-13,12.383
2023-10-14,12.383
2023-10-15,12.383
2023-10-16,12.357
2023-10-17,12.349
2023-10-18,12.349
2023-10-19,12.349
2023-10-20,12.326
2023-10-21,12.308
2023-10-22,12.323
2023-10-23,12.339
2023-10-24,12.305
2023-10-25,12.305
2023-10-26,12.305
2023-10-27,12.305
2023-10-28,12.305
2023-10-29,12.306
2023-10-30,12.308
2023-10-31,12.308
2023-11-01,12.308
2023-11-02,12.308
2023-11-03,12.308
2023-11-04,12.308
2023-11-05,12.308
2023-11-06,12.308
2023-11-07,12.308
2023-11-08,12.308
2023-11-09,12.308
2023-11-10,12.308
2023-11-11,12.308
2023-11-12,12.307
2023-11-13,12.307
2023-11-14,12.321
2023-11-15,12.317
2023-11-16,12.324
2023-11-17,12.32
2023-11-18,12.32
2023-11-19,12.32
2023-11-20,12.32
2023-11-21,12.32
2023-11-22,12.32
2023-11-23,12.32
2023-11-24,12.32
2023-11-25,12.32
2023-11-26,12.32
2023-11-27,12.32
2023-11-28,12.32
2023-11-29,12.331
2023-11-30,12.331
2023-12-01,12.332
2023-12-02,12.332
2023-12-03,12.332
2023-12-04,12.332
2023-12-05,12.329
2023-12-06,12.329
2023-12-07,12.329
2023-12-08,12.329
2023-12-09,12.329
2023-12-10,12.329
2023-12-11,12.329
2023-12-12,12.328
2023-12-13,12.328
2023-12-14,12.332
2023-12-15,12.332
2023-12-16,12.332
2023-12-17,12.332
2023-12-18,12.332
2023-12-19,12.332
2023-12-20,12.319
2023-12-21,12.319
2023-12-22,12.319
2023-12-23,12.319
2023-12-24,12.319
2023-12-25,12.319
2023-12-26,12.319
2023-12-27,12.319
2023-12-28,12.319
2023-12-29,12.319
2023-12-30,12.319
2023-12-31,12.319
2024-01-01,12.319
2024-01-02,12.334
2024-01-03,12.334
2024-01-04,12.343
2024-01-05,12.343
2024-01-06,12.343
2024-01-07,12.307
2024-01-08,12.303
2024-01-09,12.353
2024-01-10,12.382
2024-01-11,12.382
2024-01-12,12.368
2024-01-13,12.368
2024-01-14,12.368
2024-01-15,12.382
2024-01-16,12.398
2024-01-17,12.397
2024-01-18,12.397
2024-01-19,12.397
2024-01-20,12.397
2024-01-21,12.397
2024-01-22,12.397
2024-01-23,12.397
2024-01-24,12.397
2024-01-25,12.397
2024-01-26,12.557
2024-01-27,12.586
2024-01-28,12.616
2024-01-29,12.727
2024-01-30,12.72
2024-01-31,12.72
2024-02-01,12.719
2024-02-02,12.729
2024-02-03,12.729
2024-02-04,12.729
2024-02-05,12.729
2024-02-06,12.831
2024-02-07,12.831
2024-02-08,12.836
2024-02-09,12.836
2024-02-10,12.836
2024-02-11,12.836
2024-02-12,12.836
2024-02-13,12.862
2024-02-14,12.862
2024-02-15,12.86
2024-02-16,12.86
2024-02-17,12.86
2024-02-18,12.86
2024-02-19,12.86
2024-02-20,12.86
2024-02-21,12.86
2024-02-22,12.866
2024-02-23,12.865
2024-02-24,12.865
2024-02-25,12.865
2024-02-26,12.862
2024-02-27,12.862
2024-02-28,12.862
2024-02-29,12.862
2024-03-01,12.862
2024-03-02,12.862
2024-03-03,12.862
2024-03-04,12.862
2024-03-05,12.862
2024-03-06,12.862
2024-03-07,12.862
2024-03-08,12.862
2024-03-09,12.862
2024-03-10,12.862
2024-03-11,12.862
2024-03-12,12.862
2024-03-13,12.862
2024-03-14,12.862
2024-03-15,12.823
2024-03-16,12.823
2024-03-17,12.827
2024-03-18,12.827
2024-03-19,12.832
2024-03-20,12.832
2024-03-21,12.832
2024-03-22,12.832
2024-03-23,12.832
2024-03-24,12.832
2024-03-25,12.82
2024-03-26,12.82
2024-03-27,12.82
2024-03-28,12.82
2024-03-29,12.82
2024-03-30,12.82
2024-03-31,12.82
2024-04-01,12.821
2024-04-02,12.836
2024-04-03,12.831
2024-04-04,12.832
2024-04-05,12.836
2024-04-06,12.836
2024-04-07,12.837
2024-04-08,12.835
