,SNA US Equity
2023-07-25,18.831
2023-07-26,18.831
2023-07-27,18.838
2023-07-28,18.838
2023-07-29,18.838
2023-07-30,18.838
2023-07-31,18.838
2023-08-01,18.838
2023-08-02,18.838
2023-08-03,18.917
2023-08-04,18.917
2023-08-05,18.917
2023-08-06,18.917
2023-08-07,18.917
2023-08-08,18.917
2023-08-09,18.917
2023-08-10,18.917
2023-08-11,18.917
2023-08-12,18.917
2023-08-13,18.917
2023-08-14,18.917
2023-08-15,18.917
2023-08-16,18.917
2023-08-17,18.917
2023-08-18,18.917
2023-08-19,18.917
2023-08-20,18.917
2023-08-21,18.917
2023-08-22,18.917
2023-08-23,18.917
2023-08-24,18.917
2023-08-25,18.917
2023-08-26,18.917
2023-08-27,18.917
2023-08-28,18.917
2023-08-29,18.917
2023-08-30,18.917
2023-08-31,18.917
2023-09-01,18.939
2023-09-02,18.939
2023-09-03,18.939
2023-09-04,18.939
2023-09-05,18.939
2023-09-06,18.939
2023-09-07,18.939
2023-09-08,18.939
2023-09-09,18.939
2023-09-10,18.939
2023-09-11,18.939
2023-09-12,18.939
2023-09-13,18.939
2023-09-14,18.939
2023-09-15,18.939
2023-09-16,18.939
2023-09-17,18.939
2023-09-18,18.939
2023-09-19,18.939
2023-09-20,18.939
2023-09-21,18.939
2023-09-22,18.939
2023-09-23,18.939
2023-09-24,18.939
2023-09-25,18.939
2023-09-26,18.939
2023-09-27,18.939
2023-09-28,18.939
2023-09-29,18.939
2023-09-30,18.939
2023-10-01,18.939
2023-10-02,18.939
2023-10-03,18.939
2023-10-04,18.939
2023-10-05,18.939
2023-10-06,18.939
2023-10-07,18.949
2023-10-08,18.949
2023-10-09,18.949
2023-10-10,18.945
2023-10-11,18.945
2023-10-12,18.858
2023-10-13,18.858
2023-10-14,18.858
2023-10-15,18.858
2023-10-16,18.858
2023-10-17,18.858
2023-10-18,18.858
2023-10-19,19.003
2023-10-20,19.157
2023-10-21,19.157
2023-10-22,19.157
2023-10-23,19.157
2023-10-24,19.177
2023-10-25,19.177
2023-10-26,19.177
2023-10-27,19.177
2023-10-28,19.177
2023-10-29,19.177
2023-10-30,19.177
2023-10-31,19.177
2023-11-01,19.177
2023-11-02,19.189
2023-11-03,19.189
2023-11-04,19.189
2023-11-05,19.189
2023-11-06,19.189
2023-11-07,19.189
2023-11-08,19.189
2023-11-09,19.189
2023-11-10,19.189
2023-11-11,19.189
2023-11-12,19.189
2023-11-13,19.189
2023-11-14,19.189
2023-11-15,19.189
2023-11-16,19.189
2023-11-17,19.189
2023-11-18,19.189
2023-11-19,19.189
2023-11-20,19.189
2023-11-21,19.189
2023-11-22,19.189
2023-11-23,19.189
2023-11-24,19.189
2023-11-25,19.189
2023-11-26,19.189
2023-11-27,19.189
2023-11-28,19.189
2023-11-29,19.189
2023-11-30,19.189
2023-12-01,19.189
2023-12-02,19.189
2023-12-03,19.189
2023-12-04,19.189
2023-12-05,19.189
2023-12-06,19.189
2023-12-07,19.189
2023-12-08,19.189
2023-12-09,19.189
2023-12-10,19.189
2023-12-11,19.189
2023-12-12,19.189
2023-12-13,19.189
2023-12-14,19.189
2023-12-15,19.189
2023-12-16,19.189
2023-12-17,19.189
2023-12-18,19.189
2023-12-19,19.189
2023-12-20,19.189
2023-12-21,19.189
2023-12-22,19.189
2023-12-23,19.189
2023-12-24,19.189
2023-12-25,19.189
2023-12-26,19.189
2023-12-27,19.189
2023-12-28,19.189
2023-12-29,19.189
2023-12-30,19.189
2023-12-31,19.189
2024-01-01,19.189
2024-01-02,19.189
2024-01-03,19.189
2024-01-04,19.189
2024-01-05,19.431
2024-01-06,19.431
2024-01-07,19.431
2024-01-08,19.431
2024-01-09,19.431
2024-01-10,19.431
2024-01-11,19.262
2024-01-12,19.268
2024-01-13,19.268
2024-01-14,19.268
2024-01-15,19.268
2024-01-16,19.268
2024-01-17,19.275
2024-01-18,19.275
2024-01-19,19.275
2024-01-20,19.275
2024-01-21,19.275
2024-01-22,19.275
2024-01-23,19.275
2024-01-24,19.275
2024-01-25,19.275
2024-01-26,19.275
2024-01-27,19.275
2024-01-28,19.275
2024-01-29,19.275
2024-01-30,19.275
2024-01-31,19.275
2024-02-01,19.231
2024-02-02,19.231
2024-02-03,19.231
2024-02-04,19.231
2024-02-05,19.231
2024-02-06,19.231
2024-02-07,19.231
2024-02-08,19.157
2024-02-09,19.023
2024-02-10,19.023
2024-02-11,19.023
2024-02-12,19.091
2024-02-13,19.091
2024-02-14,19.091
2024-02-15,19.098
2024-02-16,19.098
2024-02-17,19.098
2024-02-18,19.098
2024-02-19,19.098
2024-02-20,19.098
2024-02-21,19.098
2024-02-22,19.098
2024-02-23,19.098
2024-02-24,19.098
2024-02-25,19.098
2024-02-26,19.098
2024-02-27,19.098
2024-02-28,19.098
2024-02-29,19.098
2024-03-01,19.098
2024-03-02,19.098
2024-03-03,19.098
2024-03-04,19.098
2024-03-05,19.098
2024-03-06,19.098
2024-03-07,19.098
2024-03-08,19.137
2024-03-09,19.137
2024-03-10,19.137
2024-03-11,19.137
2024-03-12,19.137
2024-03-13,19.137
2024-03-14,19.137
2024-03-15,19.137
2024-03-16,19.137
2024-03-17,19.137
2024-03-18,19.137
2024-03-19,19.137
2024-03-20,19.137
2024-03-21,19.137
2024-03-22,19.137
2024-03-23,19.137
2024-03-24,19.137
2024-03-25,19.137
2024-03-26,19.137
2024-03-27,19.137
2024-03-28,19.137
2024-03-29,19.137
2024-03-30,19.137
2024-03-31,19.137
2024-04-01,19.137
2024-04-02,19.137
2024-04-03,19.137
2024-04-04,19.137
2024-04-05,19.015
2024-04-06,19.015
2024-04-07,19.015
2024-04-08,19.015
