,NTRS US Equity
2023-07-24,6.629
2023-07-25,6.629
2023-07-26,6.629
2023-07-27,6.629
2023-07-28,6.665
2023-07-29,6.665
2023-07-30,6.665
2023-07-31,6.665
2023-08-01,6.665
2023-08-02,6.665
2023-08-03,6.665
2023-08-04,6.665
2023-08-05,6.665
2023-08-06,6.665
2023-08-07,6.665
2023-08-08,6.665
2023-08-09,6.665
2023-08-10,6.665
2023-08-11,6.665
2023-08-12,6.665
2023-08-13,6.665
2023-08-14,6.665
2023-08-15,6.665
2023-08-16,6.665
2023-08-17,6.661
2023-08-18,6.661
2023-08-19,6.661
2023-08-20,6.661
2023-08-21,6.659
2023-08-22,6.659
2023-08-23,6.659
2023-08-24,6.659
2023-08-25,6.659
2023-08-26,6.659
2023-08-27,6.659
2023-08-28,6.659
2023-08-29,6.659
2023-08-30,6.659
2023-08-31,6.659
2023-09-01,6.666
2023-09-02,6.666
2023-09-03,6.666
2023-09-04,6.666
2023-09-05,6.666
2023-09-06,6.666
2023-09-07,6.666
2023-09-08,6.666
2023-09-09,6.666
2023-09-10,6.666
2023-09-11,6.666
2023-09-12,6.604
2023-09-13,6.604
2023-09-14,6.546
2023-09-15,6.546
2023-09-16,6.546
2023-09-17,6.546
2023-09-18,6.472
2023-09-19,6.472
2023-09-20,6.472
2023-09-21,6.472
2023-09-22,6.472
2023-09-23,6.472
2023-09-24,6.472
2023-09-25,6.472
2023-09-26,6.443
2023-09-27,6.443
2023-09-28,6.393
2023-09-29,6.352
2023-09-30,6.352
2023-10-01,6.352
2023-10-02,6.303
2023-10-03,6.288
2023-10-04,6.275
2023-10-05,6.231
2023-10-06,6.231
2023-10-07,6.231
2023-10-08,6.231
2023-10-09,6.156
2023-10-10,6.14
2023-10-11,6.092
2023-10-12,6.092
2023-10-13,6.092
2023-10-14,6.092
2023-10-15,6.092
2023-10-16,6.092
2023-10-17,6.092
2023-10-18,5.971
2023-10-19,5.894
2023-10-20,5.894
2023-10-21,5.894
2023-10-22,5.894
2023-10-23,5.894
2023-10-24,5.894
2023-10-25,5.894
2023-10-26,5.887
2023-10-27,5.864
2023-10-28,5.864
2023-10-29,5.864
2023-10-30,5.864
2023-10-31,5.864
2023-11-01,5.883
2023-11-02,5.867
2023-11-03,5.867
2023-11-04,5.867
2023-11-05,5.867
2023-11-06,5.848
2023-11-07,5.848
2023-11-08,5.848
2023-11-09,5.848
2023-11-10,5.851
2023-11-11,5.851
2023-11-12,5.851
2023-11-13,5.851
2023-11-14,5.828
2023-11-15,5.828
2023-11-16,5.828
2023-11-17,5.828
2023-11-18,5.828
2023-11-19,5.828
2023-11-20,5.828
2023-11-21,5.828
2023-11-22,5.828
2023-11-23,5.828
2023-11-24,5.828
2023-11-25,5.828
2023-11-26,5.828
2023-11-27,5.828
2023-11-28,5.828
2023-11-29,5.828
2023-11-30,5.828
2023-12-01,5.836
2023-12-02,5.836
2023-12-03,5.836
2023-12-04,5.836
2023-12-05,5.836
2023-12-06,5.836
2023-12-07,5.836
2023-12-08,5.848
2023-12-09,5.848
2023-12-10,5.865
2023-12-11,5.865
2023-12-12,5.865
2023-12-13,5.865
2023-12-14,5.865
2023-12-15,5.865
2023-12-16,5.865
2023-12-17,5.865
2023-12-18,5.832
2023-12-19,5.832
2023-12-20,5.832
2023-12-21,5.871
2023-12-22,5.871
2023-12-23,5.871
2023-12-24,5.871
2023-12-25,5.871
2023-12-26,5.871
2023-12-27,5.871
2023-12-28,5.871
2023-12-29,5.871
2023-12-30,5.871
2023-12-31,5.871
2024-01-01,5.871
2024-01-02,5.872
2024-01-03,6.084
2024-01-04,5.935
2024-01-05,5.959
2024-01-06,5.976
2024-01-07,5.976
2024-01-08,5.976
2024-01-09,6.107
2024-01-10,6.104
2024-01-11,6.104
2024-01-12,6.104
2024-01-13,6.104
2024-01-14,6.104
2024-01-15,6.104
2024-01-16,6.104
2024-01-17,6.104
2024-01-18,6.179
2024-01-19,6.239
2024-01-20,6.239
2024-01-21,6.245
2024-01-22,6.254
2024-01-23,6.254
2024-01-24,6.254
2024-01-25,6.184
2024-01-26,6.184
2024-01-27,6.184
2024-01-28,6.184
2024-01-29,6.184
2024-01-30,6.184
2024-01-31,6.184
2024-02-01,6.184
2024-02-02,6.184
2024-02-03,6.184
2024-02-04,6.174
2024-02-05,6.184
2024-02-06,6.184
2024-02-07,6.206
2024-02-08,6.206
2024-02-09,6.206
2024-02-10,6.206
2024-02-11,6.206
2024-02-12,6.206
2024-02-13,6.206
2024-02-14,6.206
2024-02-15,6.206
2024-02-16,6.213
2024-02-17,6.213
2024-02-18,6.213
2024-02-19,6.213
2024-02-20,6.213
2024-02-21,6.213
2024-02-22,6.213
2024-02-23,6.213
2024-02-24,6.213
2024-02-25,6.213
2024-02-26,6.213
2024-02-27,6.213
2024-02-28,6.213
2024-02-29,6.213
2024-03-01,6.218
2024-03-02,6.218
2024-03-03,6.218
2024-03-04,6.218
2024-03-05,6.171
2024-03-06,6.171
2024-03-07,6.171
2024-03-08,6.171
2024-03-09,6.171
2024-03-10,6.171
2024-03-11,6.171
2024-03-12,6.171
2024-03-13,6.171
2024-03-14,6.171
2024-03-15,6.171
2024-03-16,6.171
2024-03-17,6.171
2024-03-18,6.171
2024-03-19,6.177
2024-03-20,6.177
2024-03-21,6.183
2024-03-22,6.183
2024-03-23,6.183
2024-03-24,6.183
2024-03-25,6.183
2024-03-26,6.183
2024-03-27,6.196
2024-03-28,6.196
2024-03-29,6.206
2024-03-30,6.206
2024-03-31,6.206
2024-04-01,6.25
2024-04-02,6.265
2024-04-03,6.305
2024-04-04,6.266
2024-04-05,6.3
2024-04-06,6.3
2024-04-07,6.3
2024-04-08,6.407
