,ALB US Equity
2023-07-29,21.458
2023-07-30,21.458
2023-07-31,21.458
2023-08-01,21.458
2023-08-02,21.41
2023-08-03,21.274
2023-08-04,21.398
2023-08-05,21.398
2023-08-06,21.398
2023-08-07,21.869
2023-08-08,21.869
2023-08-09,21.869
2023-08-10,21.859
2023-08-11,21.863
2023-08-12,21.863
2023-08-13,21.863
2023-08-14,21.863
2023-08-15,21.894
2023-08-16,22.02
2023-08-17,22.02
2023-08-18,22.02
2023-08-19,22.02
2023-08-20,22.02
2023-08-21,21.996
2023-08-22,21.996
2023-08-23,21.996
2023-08-24,21.996
2023-08-25,21.996
2023-08-26,21.996
2023-08-27,21.996
2023-08-28,22.171
2023-08-29,22.171
2023-08-30,22.171
2023-08-31,21.873
2023-09-01,22.133
2023-09-02,22.133
2023-09-03,22.133
2023-09-04,22.015
2023-09-05,21.31
2023-09-06,21.702
2023-09-07,21.702
2023-09-08,22.257
2023-09-09,22.257
2023-09-10,22.257
2023-09-11,22.257
2023-09-12,22.928
2023-09-13,22.928
2023-09-14,22.928
2023-09-15,22.928
2023-09-16,22.928
2023-09-17,22.928
2023-09-18,23.125
2023-09-19,23.125
2023-09-20,23.125
2023-09-21,23.125
2023-09-22,23.125
2023-09-23,23.125
2023-09-24,23.125
2023-09-25,22.688
2023-09-26,22.688
2023-09-27,22.688
2023-09-28,22.688
2023-09-29,22.688
2023-09-30,22.688
2023-10-01,22.688
2023-10-02,22.489
2023-10-03,22.45
2023-10-04,22.45
2023-10-05,22.45
2023-10-06,22.45
2023-10-07,22.45
2023-10-08,22.306
2023-10-09,22.098
2023-10-10,22.03
2023-10-11,22.03
2023-10-12,21.303
2023-10-13,21.303
2023-10-14,21.303
2023-10-15,21.303
2023-10-16,21.13
2023-10-17,21.087
2023-10-18,20.597
2023-10-19,20.597
2023-10-20,20.597
2023-10-21,20.597
2023-10-22,20.597
2023-10-23,20.597
2023-10-24,19.97
2023-10-25,19.97
2023-10-26,19.825
2023-10-27,19.665
2023-10-28,19.665
2023-10-29,19.665
2023-10-30,19.323
2023-10-31,19.323
2023-11-01,19.199
2023-11-02,17.311
2023-11-03,16.515
2023-11-04,16.515
2023-11-05,16.019
2023-11-06,15.414
2023-11-07,15.414
2023-11-08,15.414
2023-11-09,15.414
2023-11-10,15.414
2023-11-11,15.414
2023-11-12,15.414
2023-11-13,15.222
2023-11-14,15.222
2023-11-15,15.204
2023-11-16,15.204
2023-11-17,15.204
2023-11-18,15.204
2023-11-19,15.204
2023-11-20,15.109
2023-11-21,14.714
2023-11-22,14.714
2023-11-23,14.23
2023-11-24,14.228
2023-11-25,14.228
2023-11-26,14.228
2023-11-27,14.23
2023-11-28,13.65
2023-11-29,13.5
2023-11-30,13.5
2023-12-01,13.31
2023-12-02,13.31
2023-12-03,13.31
2023-12-04,13.226
2023-12-05,13.122
2023-12-06,13.122
2023-12-07,13.122
2023-12-08,13.06
2023-12-09,13.06
2023-12-10,13.06
2023-12-11,13.06
2023-12-12,13.004
2023-12-13,12.921
2023-12-14,12.774
2023-12-15,12.774
2023-12-16,12.774
2023-12-17,12.774
2023-12-18,12.774
2023-12-19,12.774
2023-12-20,12.774
2023-12-21,12.629
2023-12-22,12.629
2023-12-23,12.629
2023-12-24,12.629
2023-12-25,12.629
2023-12-26,12.629
2023-12-27,12.629
2023-12-28,12.629
2023-12-29,12.629
2023-12-30,12.629
2023-12-31,12.629
2024-01-01,12.629
2024-01-02,12.629
2024-01-03,12.629
2024-01-04,12.629
2024-01-05,12.629
2024-01-06,12.629
2024-01-07,12.629
2024-01-08,12.286
2024-01-09,12.307
2024-01-10,12.215
2024-01-11,12.211
2024-01-12,12.211
2024-01-13,12.211
2024-01-14,12.211
2024-01-15,12.211
2024-01-16,12.115
2024-01-17,11.472
2024-01-18,11.433
2024-01-19,11.433
2024-01-20,11.433
2024-01-21,11.654
2024-01-22,11.089
2024-01-23,11.089
2024-01-24,11.069
2024-01-25,10.792
2024-01-26,10.792
2024-01-27,10.792
2024-01-28,10.527
2024-01-29,10.158
2024-01-30,9.363
2024-01-31,9.283
2024-02-01,9.283
2024-02-02,9.283
2024-02-03,9.283
2024-02-04,9.283
2024-02-05,9.185
2024-02-06,9.185
2024-02-07,9.185
2024-02-08,9.114
2024-02-09,8.889
2024-02-10,8.889
2024-02-11,8.889
2024-02-12,8.889
2024-02-13,8.889
2024-02-14,8.206
2024-02-15,6.95
2024-02-16,6.356
2024-02-17,6.356
2024-02-18,6.167
2024-02-19,6.167
2024-02-20,5.931
2024-02-21,5.931
2024-02-22,5.838
2024-02-23,5.838
2024-02-24,5.838
2024-02-25,5.838
2024-02-26,5.838
2024-02-27,5.838
2024-02-28,5.702
2024-02-29,5.622
2024-03-01,5.622
2024-03-02,5.622
2024-03-03,5.472
2024-03-04,5.602
2024-03-05,4.824
2024-03-06,4.595
2024-03-07,4.515
2024-03-08,4.511
2024-03-09,4.511
2024-03-10,4.511
2024-03-11,4.683
2024-03-12,4.255
2024-03-13,4.255
2024-03-14,4.255
2024-03-15,4.23
2024-03-16,4.23
2024-03-17,4.23
2024-03-18,4.23
2024-03-19,4.161
2024-03-20,4.161
2024-03-21,4.161
2024-03-22,4.161
2024-03-23,4.161
2024-03-24,4.161
2024-03-25,4.043
2024-03-26,4.043
2024-03-27,4.043
2024-03-28,4.043
2024-03-29,4.043
2024-03-30,4.043
2024-03-31,4.043
2024-04-01,4.043
2024-04-02,4.043
2024-04-03,4.043
2024-04-04,4.043
2024-04-05,4.043
2024-04-06,4.043
2024-04-07,4.043
2024-04-08,4.048
