,ALLY US Equity
2023-08-14,4.408
2023-08-15,4.408
2023-08-16,4.408
2023-08-17,4.408
2023-08-18,4.408
2023-08-19,4.408
2023-08-20,4.408
2023-08-21,4.408
2023-08-22,4.408
2023-08-23,4.31
2023-08-24,4.31
2023-08-25,4.31
2023-08-26,4.31
2023-08-27,4.31
2023-08-28,4.31
2023-08-29,4.31
2023-08-30,4.31
2023-08-31,4.31
2023-09-01,4.34
2023-09-02,4.34
2023-09-03,4.34
2023-09-04,4.34
2023-09-05,4.34
2023-09-06,4.34
2023-09-07,4.34
2023-09-08,4.34
2023-09-09,4.34
2023-09-10,4.34
2023-09-11,4.34
2023-09-12,4.34
2023-09-13,4.34
2023-09-14,4.34
2023-09-15,4.34
2023-09-16,4.34
2023-09-17,4.34
2023-09-18,4.34
2023-09-19,4.34
2023-09-20,4.34
2023-09-21,4.34
2023-09-22,4.34
2023-09-23,4.34
2023-09-24,4.34
2023-09-25,4.34
2023-09-26,4.34
2023-09-27,4.34
2023-09-28,4.327
2023-09-29,4.329
2023-09-30,4.329
2023-10-01,4.329
2023-10-02,4.303
2023-10-03,4.303
2023-10-04,4.303
2023-10-05,4.303
2023-10-06,4.293
2023-10-07,4.293
2023-10-08,4.293
2023-10-09,4.293
2023-10-10,4.247
2023-10-11,4.247
2023-10-12,4.249
2023-10-13,4.249
2023-10-14,4.249
2023-10-15,4.249
2023-10-16,4.249
2023-10-17,4.225
2023-10-18,4.06
2023-10-19,3.942
2023-10-20,3.942
2023-10-21,3.942
2023-10-22,3.942
2023-10-23,3.942
2023-10-24,3.942
2023-10-25,3.942
2023-10-26,3.942
2023-10-27,3.942
2023-10-28,3.942
2023-10-29,3.942
2023-10-30,3.91
2023-10-31,3.823
2023-11-01,3.823
2023-11-02,3.823
2023-11-03,3.823
2023-11-04,3.823
2023-11-05,3.815
2023-11-06,3.815
2023-11-07,3.815
2023-11-08,3.815
2023-11-09,3.815
2023-11-10,3.815
2023-11-11,3.815
2023-11-12,3.815
2023-11-13,3.815
2023-11-14,3.815
2023-11-15,3.815
2023-11-16,3.815
2023-11-17,3.81
2023-11-18,3.81
2023-11-19,3.81
2023-11-20,3.81
2023-11-21,3.81
2023-11-22,3.81
2023-11-23,3.81
2023-11-24,3.81
2023-11-25,3.81
2023-11-26,3.81
2023-11-27,3.81
2023-11-28,3.81
2023-11-29,3.809
2023-11-30,3.809
2023-12-01,3.809
2023-12-02,3.809
2023-12-03,3.809
2023-12-04,3.809
2023-12-05,3.809
2023-12-06,3.809
2023-12-07,3.782
2023-12-08,3.749
2023-12-09,3.749
2023-12-10,3.749
2023-12-11,3.749
2023-12-12,3.749
2023-12-13,3.756
2023-12-14,3.712
2023-12-15,3.715
2023-12-16,3.715
2023-12-17,3.715
2023-12-18,3.715
2023-12-19,3.701
2023-12-20,3.701
2023-12-21,3.661
2023-12-22,3.661
2023-12-23,3.661
2023-12-24,3.661
2023-12-25,3.661
2023-12-26,3.661
2023-12-27,3.661
2023-12-28,3.661
2023-12-29,3.661
2023-12-30,3.661
2023-12-31,3.661
2024-01-01,3.661
2024-01-02,3.63
2024-01-03,3.628
2024-01-04,3.606
2024-01-05,3.579
2024-01-06,3.579
2024-01-07,3.531
2024-01-08,3.521
2024-01-09,3.52
2024-01-10,3.509
2024-01-11,3.509
2024-01-12,3.509
2024-01-13,3.509
2024-01-14,3.509
2024-01-15,3.509
2024-01-16,3.445
2024-01-17,3.443
2024-01-18,3.443
2024-01-19,3.43
2024-01-20,3.41
2024-01-21,3.366
2024-01-22,3.319
2024-01-23,3.298
2024-01-24,3.298
2024-01-25,3.298
2024-01-26,3.298
2024-01-27,3.298
2024-01-28,3.298
2024-01-29,3.298
2024-01-30,3.298
2024-01-31,3.266
2024-02-01,3.256
2024-02-02,3.256
2024-02-03,3.256
2024-02-04,3.256
2024-02-05,3.256
2024-02-06,3.251
2024-02-07,3.251
2024-02-08,3.251
2024-02-09,3.251
2024-02-10,3.251
2024-02-11,3.251
2024-02-12,3.251
2024-02-13,3.251
2024-02-14,3.231
2024-02-15,3.231
2024-02-16,3.236
2024-02-17,3.236
2024-02-18,3.236
2024-02-19,3.236
2024-02-20,3.236
2024-02-21,3.236
2024-02-22,3.236
2024-02-23,3.236
2024-02-24,3.236
2024-02-25,3.236
2024-02-26,3.234
2024-02-27,3.234
2024-02-28,3.234
2024-02-29,3.234
2024-03-01,3.234
2024-03-02,3.234
2024-03-03,3.234
2024-03-04,3.234
2024-03-05,3.234
2024-03-06,3.211
2024-03-07,3.192
2024-03-08,3.192
2024-03-09,3.192
2024-03-10,3.192
2024-03-11,3.192
2024-03-12,3.192
2024-03-13,3.189
2024-03-14,3.093
2024-03-15,3.093
2024-03-16,3.093
2024-03-17,3.099
2024-03-18,3.099
2024-03-19,3.099
2024-03-20,3.099
2024-03-21,3.067
2024-03-22,3.07
2024-03-23,3.07
2024-03-24,3.07
2024-03-25,3.098
2024-03-26,3.098
2024-03-27,3.084
2024-03-28,3.051
2024-03-29,3.051
2024-03-30,3.051
2024-03-31,3.051
2024-04-01,3.056
2024-04-02,3.056
2024-04-03,3.019
2024-04-04,3.019
2024-04-05,3.019
2024-04-06,3.019
2024-04-07,3.019
2024-04-08,2.989
