,CLB US Equity
2023-07-22,1.169
2023-07-23,1.169
2023-07-24,1.17
2023-07-25,1.177
2023-07-26,1.177
2023-07-27,1.174
2023-07-28,1.174
2023-07-29,1.174
2023-07-30,1.168
2023-07-31,1.166
2023-08-01,1.166
2023-08-02,1.166
2023-08-03,1.166
2023-08-04,1.166
2023-08-05,1.166
2023-08-06,1.166
2023-08-07,1.166
2023-08-08,1.174
2023-08-09,1.168
2023-08-10,1.168
2023-08-11,1.168
2023-08-12,1.168
2023-08-13,1.168
2023-08-14,1.168
2023-08-15,1.168
2023-08-16,1.168
2023-08-17,1.168
2023-08-18,1.168
2023-08-19,1.168
2023-08-20,1.168
2023-08-21,1.168
2023-08-22,1.168
2023-08-23,1.168
2023-08-24,1.168
2023-08-25,1.168
2023-08-26,1.168
2023-08-27,1.161
2023-08-28,1.161
2023-08-29,1.161
2023-08-30,1.161
2023-08-31,1.161
2023-09-01,1.169
2023-09-02,1.169
2023-09-03,1.169
2023-09-04,1.169
2023-09-05,1.169
2023-09-06,1.169
2023-09-07,1.169
2023-09-08,1.169
2023-09-09,1.169
2023-09-10,1.169
2023-09-11,1.174
2023-09-12,1.174
2023-09-13,1.174
2023-09-14,1.173
2023-09-15,1.163
2023-09-16,1.163
2023-09-17,1.163
2023-09-18,1.163
2023-09-19,1.163
2023-09-20,1.163
2023-09-21,1.163
2023-09-22,1.163
2023-09-23,1.163
2023-09-24,1.163
2023-09-25,1.163
2023-09-26,1.163
2023-09-27,1.163
2023-09-28,1.163
2023-09-29,1.163
2023-09-30,1.175
2023-10-01,1.175
2023-10-02,1.175
2023-10-03,1.175
2023-10-04,1.175
2023-10-05,1.173
2023-10-06,1.173
2023-10-07,1.173
2023-10-08,1.173
2023-10-09,1.173
2023-10-10,1.173
2023-10-11,1.173
2023-10-12,1.173
2023-10-13,1.173
2023-10-14,1.174
2023-10-15,1.174
2023-10-16,1.182
2023-10-17,1.182
2023-10-18,1.182
2023-10-19,1.182
2023-10-20,1.182
2023-10-21,1.182
2023-10-22,1.17
2023-10-23,1.17
2023-10-24,1.17
2023-10-25,1.17
2023-10-26,1.17
2023-10-27,1.17
2023-10-28,1.17
2023-10-29,1.17
2023-10-30,1.17
2023-10-31,1.17
2023-11-01,1.17
2023-11-02,1.137
2023-11-03,1.103
2023-11-04,1.103
2023-11-05,1.103
2023-11-06,1.106
2023-11-07,1.106
2023-11-08,1.106
2023-11-09,1.106
2023-11-10,1.106
2023-11-11,1.106
2023-11-12,1.106
2023-11-13,1.106
2023-11-14,1.1
2023-11-15,1.1
2023-11-16,1.1
2023-11-17,1.1
2023-11-18,1.1
2023-11-19,1.1
2023-11-20,1.1
2023-11-21,1.1
2023-11-22,1.1
2023-11-23,1.1
2023-11-24,1.1
2023-11-25,1.1
2023-11-26,1.1
2023-11-27,1.1
2023-11-28,1.1
2023-11-29,1.1
2023-11-30,1.1
2023-12-01,1.1
2023-12-02,1.1
2023-12-03,1.1
2023-12-04,1.081
2023-12-05,1.081
2023-12-06,1.081
2023-12-07,1.081
2023-12-08,1.081
2023-12-09,1.081
2023-12-10,1.081
2023-12-11,1.081
2023-12-12,1.081
2023-12-13,1.081
2023-12-14,1.081
2023-12-15,1.081
2023-12-16,1.081
2023-12-17,1.081
2023-12-18,1.081
2023-12-19,1.081
2023-12-20,1.081
2023-12-21,1.081
2023-12-22,1.081
2023-12-23,1.081
2023-12-24,1.081
2023-12-25,1.081
2023-12-26,1.081
2023-12-27,1.081
2023-12-28,1.076
2023-12-29,1.076
2023-12-30,1.076
2023-12-31,1.076
2024-01-01,1.076
2024-01-02,1.076
2024-01-03,1.076
2024-01-04,1.076
2024-01-05,1.064
2024-01-06,1.064
2024-01-07,1.064
2024-01-08,1.064
2024-01-09,1.064
2024-01-10,1.064
2024-01-11,1.068
2024-01-12,1.051
2024-01-13,1.051
2024-01-14,1.051
2024-01-15,1.036
2024-01-16,1.02
2024-01-17,1.02
2024-01-18,1.02
2024-01-19,1.02
2024-01-20,1.02
2024-01-21,0.982
2024-01-22,0.982
2024-01-23,0.982
2024-01-24,0.982
2024-01-25,0.982
2024-01-26,0.971
2024-01-27,0.971
2024-01-28,0.971
2024-01-29,0.971
2024-01-30,0.959
2024-01-31,0.959
2024-02-01,0.946
2024-02-02,0.946
2024-02-03,0.952
2024-02-04,0.952
2024-02-05,0.952
2024-02-06,0.952
2024-02-07,0.952
2024-02-08,0.952
2024-02-09,0.952
2024-02-10,0.952
2024-02-11,0.952
2024-02-12,0.952
2024-02-13,0.938
2024-02-14,0.938
2024-02-15,0.938
2024-02-16,0.938
2024-02-17,0.938
2024-02-18,0.938
2024-02-19,0.959
2024-02-20,0.959
2024-02-21,0.959
2024-02-22,0.959
2024-02-23,0.959
2024-02-24,0.959
2024-02-25,0.959
2024-02-26,0.959
2024-02-27,0.959
2024-02-28,0.941
2024-02-29,0.941
2024-03-01,0.941
2024-03-02,0.941
2024-03-03,0.941
2024-03-04,0.913
2024-03-05,0.913
2024-03-06,0.913
2024-03-07,0.913
2024-03-08,0.913
2024-03-09,0.913
2024-03-10,0.913
2024-03-11,0.913
2024-03-12,0.913
2024-03-13,0.913
2024-03-14,0.913
2024-03-15,0.913
2024-03-16,0.913
2024-03-17,0.913
2024-03-18,0.867
2024-03-19,0.867
2024-03-20,0.867
2024-03-21,0.867
2024-03-22,0.867
2024-03-23,0.867
2024-03-24,0.867
2024-03-25,0.867
2024-03-26,0.867
2024-03-27,0.867
2024-03-28,0.867
2024-03-29,0.867
2024-03-30,0.867
2024-03-31,0.867
2024-04-01,0.867
2024-04-02,0.867
2024-04-03,0.867
2024-04-04,0.867
2024-04-05,0.867
2024-04-06,0.867
2024-04-07,0.867
2024-04-08,0.867
