,JBLU US Equity
2023-09-18,0.679
2023-09-19,0.586
2023-09-20,0.586
2023-09-21,0.586
2023-09-22,0.569
2023-09-23,0.569
2023-09-24,0.569
2023-09-25,0.569
2023-09-26,0.569
2023-09-27,0.569
2023-09-28,0.493
2023-09-29,0.493
2023-09-30,0.493
2023-10-01,0.493
2023-10-02,0.412
2023-10-03,0.412
2023-10-04,0.222
2023-10-05,0.228
2023-10-06,0.228
2023-10-07,0.228
2023-10-08,0.228
2023-10-09,0.228
2023-10-10,0.228
2023-10-11,0.237
2023-10-12,0.237
2023-10-13,0.237
2023-10-14,0.237
2023-10-15,0.237
2023-10-16,0.237
2023-10-17,0.237
2023-10-18,0.237
2023-10-19,0.237
2023-10-20,0.237
2023-10-21,0.237
2023-10-22,0.237
2023-10-23,0.237
2023-10-24,0.237
2023-10-25,0.237
2023-10-26,0.237
2023-10-27,0.237
2023-10-28,0.237
2023-10-29,0.237
2023-10-30,0.237
2023-10-31,-0.346
2023-11-01,-0.402
2023-11-02,-0.402
2023-11-03,-0.417
2023-11-04,-0.417
2023-11-05,-0.417
2023-11-06,-0.576
2023-11-07,-0.576
2023-11-08,-0.599
2023-11-09,-0.599
2023-11-10,-0.599
2023-11-11,-0.599
2023-11-12,-0.599
2023-11-13,-0.599
2023-11-14,-0.55
2023-11-15,-0.624
2023-11-16,-0.624
2023-11-17,-0.624
2023-11-18,-0.624
2023-11-19,-0.624
2023-11-20,-0.624
2023-11-21,-0.624
2023-11-22,-0.624
2023-11-23,-0.624
2023-11-24,-0.624
2023-11-25,-0.624
2023-11-26,-0.624
2023-11-27,-0.624
2023-11-28,-0.624
2023-11-29,-0.624
2023-11-30,-0.651
2023-12-01,-0.651
2023-12-02,-0.651
2023-12-03,-0.651
2023-12-04,-0.651
2023-12-05,-0.651
2023-12-06,-0.651
2023-12-07,-0.651
2023-12-08,-0.651
2023-12-09,-0.651
2023-12-10,-0.644
2023-12-11,-0.633
2023-12-12,-0.656
2023-12-13,-0.656
2023-12-14,-0.656
2023-12-15,-0.656
2023-12-16,-0.656
2023-12-17,-0.656
2023-12-18,-0.656
2023-12-19,-0.656
2023-12-20,-0.656
2023-12-21,-0.656
2023-12-22,-0.656
2023-12-23,-0.656
2023-12-24,-0.656
2023-12-25,-0.656
2023-12-26,-0.656
2023-12-27,-0.656
2023-12-28,-0.656
2023-12-29,-0.667
2023-12-30,-0.667
2023-12-31,-0.667
2024-01-01,-0.667
2024-01-02,-0.662
2024-01-03,-0.662
2024-01-04,-0.64
2024-01-05,-0.64
2024-01-06,-0.64
2024-01-07,-0.64
2024-01-08,-0.605
2024-01-09,-0.609
2024-01-10,-0.575
2024-01-11,-0.593
2024-01-12,-0.593
2024-01-13,-0.593
2024-01-14,-0.593
2024-01-15,-0.593
2024-01-16,-0.593
2024-01-17,-0.593
2024-01-18,-0.593
2024-01-19,-0.593
2024-01-20,-0.559
2024-01-21,-0.559
2024-01-22,-0.559
2024-01-23,-0.559
2024-01-24,-0.585
2024-01-25,-0.585
2024-01-26,-0.585
2024-01-27,-0.585
2024-01-28,-0.585
2024-01-29,-0.585
2024-01-30,-0.614
2024-01-31,-0.6
2024-02-01,-0.599
2024-02-02,-0.649
2024-02-03,-0.649
2024-02-04,-0.649
2024-02-05,-0.675
2024-02-06,-0.675
2024-02-07,-0.675
2024-02-08,-0.679
2024-02-09,-0.679
2024-02-10,-0.679
2024-02-11,-0.679
2024-02-12,-0.705
2024-02-13,-0.779
2024-02-14,-0.779
2024-02-15,-0.779
2024-02-16,-0.779
2024-02-17,-0.779
2024-02-18,-0.779
2024-02-19,-0.779
2024-02-20,-0.779
2024-02-21,-0.779
2024-02-22,-0.779
2024-02-23,-0.779
2024-02-24,-0.779
2024-02-25,-0.779
2024-02-26,-0.779
2024-02-27,-0.779
2024-02-28,-0.779
2024-02-29,-0.779
2024-03-01,-0.779
2024-03-02,-0.779
2024-03-03,-0.779
2024-03-04,-0.779
2024-03-05,-0.779
2024-03-06,-0.779
2024-03-07,-0.779
2024-03-08,-0.779
2024-03-09,-0.779
2024-03-10,-0.779
2024-03-11,-0.779
2024-03-12,-0.774
2024-03-13,-0.771
2024-03-14,-0.756
2024-03-15,-0.761
2024-03-16,-0.761
2024-03-17,-0.761
2024-03-18,-0.761
2024-03-19,-0.761
2024-03-20,-0.761
2024-03-21,-0.761
2024-03-22,-0.761
2024-03-23,-0.761
2024-03-24,-0.761
2024-03-25,-0.761
2024-03-26,-0.761
2024-03-27,-0.757
2024-03-28,-0.748
2024-03-29,-0.748
2024-03-30,-0.748
2024-03-31,-0.748
2024-04-01,-0.748
2024-04-02,-0.748
2024-04-03,-0.748
2024-04-04,-0.708
2024-04-05,-0.708
2024-04-06,-0.685
2024-04-07,-0.685
2024-04-08,-0.704
