,BOH US Equity
2023-09-20,3.628
2023-09-21,3.628
2023-09-22,3.628
2023-09-23,3.628
2023-09-24,3.628
2023-09-25,3.628
2023-09-26,3.628
2023-09-27,3.608
2023-09-28,3.628
2023-09-29,3.598
2023-09-30,3.598
2023-10-01,3.598
2023-10-02,3.598
2023-10-03,3.598
2023-10-04,3.598
2023-10-05,3.598
2023-10-06,3.598
2023-10-07,3.598
2023-10-08,3.598
2023-10-09,3.598
2023-10-10,3.548
2023-10-11,3.548
2023-10-12,3.548
2023-10-13,3.548
2023-10-14,3.548
2023-10-15,3.548
2023-10-16,3.548
2023-10-17,3.604
2023-10-18,3.604
2023-10-19,3.604
2023-10-20,3.604
2023-10-21,3.604
2023-10-22,3.604
2023-10-23,3.564
2023-10-24,3.618
2023-10-25,3.618
2023-10-26,3.618
2023-10-27,3.618
2023-10-28,3.618
2023-10-29,3.618
2023-10-30,3.618
2023-10-31,3.618
2023-11-01,3.688
2023-11-02,3.688
2023-11-03,3.688
2023-11-04,3.688
2023-11-05,3.688
2023-11-06,3.688
2023-11-07,3.688
2023-11-08,3.688
2023-11-09,3.688
2023-11-10,3.688
2023-11-11,3.688
2023-11-12,3.688
2023-11-13,3.688
2023-11-14,3.688
2023-11-15,3.688
2023-11-16,3.688
2023-11-17,3.688
2023-11-18,3.688
2023-11-19,3.688
2023-11-20,3.688
2023-11-21,3.688
2023-11-22,3.688
2023-11-23,3.688
2023-11-24,3.688
2023-11-25,3.688
2023-11-26,3.688
2023-11-27,3.688
2023-11-28,3.688
2023-11-29,3.688
2023-11-30,3.688
2023-12-01,3.688
2023-12-02,3.688
2023-12-03,3.688
2023-12-04,3.688
2023-12-05,3.688
2023-12-06,3.688
2023-12-07,3.688
2023-12-08,3.688
2023-12-09,3.688
2023-12-10,3.688
2023-12-11,3.688
2023-12-12,3.688
2023-12-13,3.688
2023-12-14,3.688
2023-12-15,3.688
2023-12-16,3.688
2023-12-17,3.688
2023-12-18,3.688
2023-12-19,3.688
2023-12-20,3.688
2023-12-21,3.668
2023-12-22,3.668
2023-12-23,3.668
2023-12-24,3.668
2023-12-25,3.668
2023-12-26,3.668
2023-12-27,3.668
2023-12-28,3.668
2023-12-29,3.668
2023-12-30,3.668
2023-12-31,3.668
2024-01-01,3.668
2024-01-02,3.668
2024-01-03,3.668
2024-01-04,3.67
2024-01-05,3.67
2024-01-06,3.67
2024-01-07,3.67
2024-01-08,3.67
2024-01-09,3.79
2024-01-10,3.79
2024-01-11,3.79
2024-01-12,3.79
2024-01-13,3.79
2024-01-14,3.79
2024-01-15,3.79
2024-01-16,3.79
2024-01-17,3.79
2024-01-18,3.79
2024-01-19,3.79
2024-01-20,3.79
2024-01-21,3.79
2024-01-22,3.732
2024-01-23,3.742
2024-01-24,3.742
2024-01-25,3.742
2024-01-26,3.742
2024-01-27,3.742
2024-01-28,3.742
2024-01-29,3.742
2024-01-30,3.742
2024-01-31,3.742
2024-02-01,3.742
2024-02-02,3.742
2024-02-03,3.742
2024-02-04,3.742
2024-02-05,3.69
2024-02-06,3.69
2024-02-07,3.69
2024-02-08,3.69
2024-02-09,3.69
2024-02-10,3.69
2024-02-11,3.69
2024-02-12,3.69
2024-02-13,3.69
2024-02-14,3.69
2024-02-15,3.702
2024-02-16,3.702
2024-02-17,3.702
2024-02-18,3.702
2024-02-19,3.702
2024-02-20,3.702
2024-02-21,3.702
2024-02-22,3.702
2024-02-23,3.702
2024-02-24,3.702
2024-02-25,3.702
2024-02-26,3.702
2024-02-27,3.702
2024-02-28,3.702
2024-02-29,3.702
2024-03-01,3.702
2024-03-02,3.702
2024-03-03,3.702
2024-03-04,3.702
2024-03-05,3.702
2024-03-06,3.702
2024-03-07,3.708
2024-03-08,3.703
2024-03-09,3.703
2024-03-10,3.703
2024-03-11,3.703
2024-03-12,3.703
2024-03-13,3.703
2024-03-14,3.703
2024-03-15,3.703
2024-03-16,3.703
2024-03-17,3.703
2024-03-18,3.703
2024-03-19,3.703
2024-03-20,3.703
2024-03-21,3.703
2024-03-22,3.703
2024-03-23,3.703
2024-03-24,3.703
2024-03-25,3.703
2024-03-26,3.703
2024-03-27,3.703
2024-03-28,3.703
2024-03-29,3.703
2024-03-30,3.703
2024-03-31,3.703
2024-04-01,3.703
2024-04-02,3.705
2024-04-03,3.705
2024-04-04,3.705
2024-04-05,3.705
2024-04-06,3.705
2024-04-07,3.705
2024-04-08,3.722
