,FL US Equity
2023-08-02,2.974
2023-08-03,2.974
2023-08-04,2.974
2023-08-05,2.974
2023-08-06,2.974
2023-08-07,2.978
2023-08-08,2.978
2023-08-09,2.978
2023-08-10,2.978
2023-08-11,2.978
2023-08-12,2.978
2023-08-13,2.978
2023-08-14,2.954
2023-08-15,2.954
2023-08-16,2.949
2023-08-17,2.908
2023-08-18,2.909
2023-08-19,2.909
2023-08-20,2.909
2023-08-21,2.909
2023-08-22,2.909
2023-08-23,2.445
2023-08-24,2.318
2023-08-25,2.236
2023-08-26,2.147
2023-08-27,2.147
2023-08-28,2.147
2023-08-29,2.147
2023-08-30,2.147
2023-08-31,2.147
2023-09-01,2.147
2023-09-02,2.147
2023-09-03,2.147
2023-09-04,2.147
2023-09-05,2.14
2023-09-06,2.141
2023-09-07,2.141
2023-09-08,2.141
2023-09-09,2.141
2023-09-10,2.141
2023-09-11,2.141
2023-09-12,2.141
2023-09-13,2.135
2023-09-14,2.135
2023-09-15,2.135
2023-09-16,2.135
2023-09-17,2.135
2023-09-18,2.148
2023-09-19,2.148
2023-09-20,2.148
2023-09-21,2.148
2023-09-22,2.146
2023-09-23,2.146
2023-09-24,2.146
2023-09-25,2.104
2023-09-26,2.104
2023-09-27,2.104
2023-09-28,2.104
2023-09-29,2.104
2023-09-30,2.104
2023-10-01,2.104
2023-10-02,2.104
2023-10-03,2.104
2023-10-04,2.104
2023-10-05,2.086
2023-10-06,2.086
2023-10-07,2.086
2023-10-08,2.086
2023-10-09,2.086
2023-10-10,2.086
2023-10-11,2.086
2023-10-12,2.086
2023-10-13,2.086
2023-10-14,2.086
2023-10-15,2.086
2023-10-16,2.086
2023-10-17,2.086
2023-10-18,2.086
2023-10-19,2.086
2023-10-20,2.086
2023-10-21,2.086
2023-10-22,2.086
2023-10-23,2.086
2023-10-24,2.075
2023-10-25,2.075
2023-10-26,2.075
2023-10-27,2.075
2023-10-28,2.075
2023-10-29,2.075
2023-10-30,2.075
2023-10-31,2.075
2023-11-01,2.075
2023-11-02,2.075
2023-11-03,2.075
2023-11-04,2.075
2023-11-05,2.075
2023-11-06,2.04
2023-11-07,2.04
2023-11-08,2.04
2023-11-09,2.036
2023-11-10,2.036
2023-11-11,2.036
2023-11-12,2.036
2023-11-13,2.027
2023-11-14,2.027
2023-11-15,2.027
2023-11-16,2.027
2023-11-17,2.027
2023-11-18,2.027
2023-11-19,2.027
2023-11-20,1.997
2023-11-21,1.997
2023-11-22,1.983
2023-11-23,1.983
2023-11-24,1.983
2023-11-25,1.983
2023-11-26,1.983
2023-11-27,1.925
2023-11-28,1.915
2023-11-29,1.994
2023-11-30,1.987
2023-12-01,1.987
2023-12-02,1.966
2023-12-03,1.966
2023-12-04,1.966
2023-12-05,1.966
2023-12-06,1.966
2023-12-07,1.966
2023-12-08,1.966
2023-12-09,1.966
2023-12-10,1.966
2023-12-11,1.966
2023-12-12,1.966
2023-12-13,1.978
2023-12-14,1.978
2023-12-15,1.978
2023-12-16,1.978
2023-12-17,1.978
2023-12-18,1.978
2023-12-19,1.978
2023-12-20,1.978
2023-12-21,1.978
2023-12-22,1.978
2023-12-23,1.999
2023-12-24,1.999
2023-12-25,1.999
2023-12-26,1.999
2023-12-27,1.999
2023-12-28,1.991
2023-12-29,1.991
2023-12-30,1.991
2023-12-31,1.991
2024-01-01,1.991
2024-01-02,1.991
2024-01-03,1.991
2024-01-04,1.991
2024-01-05,1.991
2024-01-06,1.991
2024-01-07,1.991
2024-01-08,1.991
2024-01-09,1.991
2024-01-10,1.991
2024-01-11,1.97
2024-01-12,1.97
2024-01-13,1.97
2024-01-14,1.97
2024-01-15,1.97
2024-01-16,1.989
2024-01-17,1.989
2024-01-18,1.989
2024-01-19,1.961
2024-01-20,1.961
2024-01-21,1.961
2024-01-22,1.961
2024-01-23,1.961
2024-01-24,1.961
2024-01-25,1.961
2024-01-26,1.961
2024-01-27,1.961
2024-01-28,1.961
2024-01-29,1.961
2024-01-30,1.961
2024-01-31,1.961
2024-02-01,1.961
2024-02-02,1.961
2024-02-03,1.961
2024-02-04,1.961
2024-02-05,1.961
2024-02-06,1.961
2024-02-07,1.961
2024-02-08,1.961
2024-02-09,1.957
2024-02-10,1.957
2024-02-11,1.957
2024-02-12,1.957
2024-02-13,1.957
2024-02-14,1.957
2024-02-15,1.957
2024-02-16,1.957
2024-02-17,1.957
2024-02-18,1.957
2024-02-19,1.957
2024-02-20,1.957
2024-02-21,1.957
2024-02-22,1.94
2024-02-23,1.94
2024-02-24,1.94
2024-02-25,1.94
2024-02-26,1.94
2024-02-27,1.929
2024-02-28,1.929
2024-02-29,1.929
2024-03-01,1.911
2024-03-02,1.911
2024-03-03,1.911
2024-03-04,1.911
2024-03-05,1.911
2024-03-06,1.724
2024-03-07,1.587
2024-03-08,1.593
2024-03-09,1.593
2024-03-10,1.593
2024-03-11,1.593
2024-03-12,1.54
2024-03-13,1.54
2024-03-14,1.54
2024-03-15,1.54
2024-03-16,1.54
2024-03-17,1.54
2024-03-18,1.54
2024-03-19,1.54
2024-03-20,1.539
2024-03-21,1.539
2024-03-22,1.539
2024-03-23,1.539
2024-03-24,1.539
2024-03-25,1.53
2024-03-26,1.53
2024-03-27,1.53
2024-03-28,1.53
2024-03-29,1.527
2024-03-30,1.527
2024-03-31,1.527
2024-04-01,1.527
2024-04-02,1.568
2024-04-03,1.568
2024-04-04,1.568
2024-04-05,1.566
2024-04-06,1.566
2024-04-07,1.566
2024-04-08,1.566
