,LFUS US Equity
2023-09-14,13.607
2023-09-15,13.607
2023-09-16,13.607
2023-09-17,13.607
2023-09-18,13.607
2023-09-19,13.607
2023-09-20,13.607
2023-09-21,13.607
2023-09-22,13.607
2023-09-23,13.607
2023-09-24,13.607
2023-09-25,13.607
2023-09-26,13.607
2023-09-27,13.607
2023-09-28,13.607
2023-09-29,13.607
2023-09-30,13.607
2023-10-01,13.607
2023-10-02,13.607
2023-10-03,13.607
2023-10-04,13.607
2023-10-05,13.607
2023-10-06,13.607
2023-10-07,13.607
2023-10-08,13.607
2023-10-09,13.607
2023-10-10,13.607
2023-10-11,13.543
2023-10-12,13.543
2023-10-13,13.543
2023-10-14,13.543
2023-10-15,13.543
2023-10-16,13.543
2023-10-17,13.543
2023-10-18,13.543
2023-10-19,13.543
2023-10-20,13.543
2023-10-21,13.543
2023-10-22,13.543
2023-10-23,13.543
2023-10-24,13.543
2023-10-25,13.543
2023-10-26,13.543
2023-10-27,13.543
2023-10-28,13.543
2023-10-29,13.543
2023-10-30,13.543
2023-10-31,13.543
2023-11-01,12.457
2023-11-02,11.794
2023-11-03,11.794
2023-11-04,11.794
2023-11-05,11.794
2023-11-06,11.794
2023-11-07,11.794
2023-11-08,11.794
2023-11-09,11.794
2023-11-10,11.468
2023-11-11,11.468
2023-11-12,11.468
2023-11-13,11.468
2023-11-14,11.468
2023-11-15,11.468
2023-11-16,11.468
2023-11-17,11.468
2023-11-18,11.468
2023-11-19,11.468
2023-11-20,11.468
2023-11-21,11.468
2023-11-22,11.468
2023-11-23,11.468
2023-11-24,11.468
2023-11-25,11.468
2023-11-26,11.468
2023-11-27,11.468
2023-11-28,11.468
2023-11-29,11.468
2023-11-30,11.468
2023-12-01,11.468
2023-12-02,11.468
2023-12-03,11.468
2023-12-04,11.468
2023-12-05,11.468
2023-12-06,11.468
2023-12-07,11.468
2023-12-08,11.468
2023-12-09,11.468
2023-12-10,11.468
2023-12-11,11.468
2023-12-12,11.468
2023-12-13,11.468
2023-12-14,11.468
2023-12-15,11.468
2023-12-16,11.468
2023-12-17,11.468
2023-12-18,11.468
2023-12-19,11.468
2023-12-20,11.468
2023-12-21,11.468
2023-12-22,11.468
2023-12-23,11.468
2023-12-24,11.468
2023-12-25,11.468
2023-12-26,11.468
2023-12-27,11.468
2023-12-28,11.468
2023-12-29,11.468
2023-12-30,11.468
2023-12-31,11.468
2024-01-01,11.468
2024-01-02,11.468
2024-01-03,11.468
2024-01-04,11.468
2024-01-05,11.468
2024-01-06,11.468
2024-01-07,11.468
2024-01-08,11.468
2024-01-09,11.468
2024-01-10,11.468
2024-01-11,11.468
2024-01-12,11.468
2024-01-13,11.468
2024-01-14,11.468
2024-01-15,11.468
2024-01-16,11.468
2024-01-17,11.468
2024-01-18,11.468
2024-01-19,11.468
2024-01-20,11.468
2024-01-21,11.393
2024-01-22,11.208
2024-01-23,11.208
2024-01-24,11.208
2024-01-25,11.208
2024-01-26,11.208
2024-01-27,11.208
2024-01-28,11.208
2024-01-29,11.208
2024-01-30,11.208
2024-01-31,9.498
2024-02-01,9.498
2024-02-02,9.498
2024-02-03,9.498
2024-02-04,9.498
2024-02-05,9.498
2024-02-06,9.498
2024-02-07,9.498
2024-02-08,9.498
2024-02-09,9.498
2024-02-10,9.498
2024-02-11,9.498
2024-02-12,9.498
2024-02-13,9.498
2024-02-14,9.498
2024-02-15,9.498
2024-02-16,9.498
2024-02-17,9.498
2024-02-18,9.498
2024-02-19,9.498
2024-02-20,9.498
2024-02-21,9.498
2024-02-22,9.498
2024-02-23,9.498
2024-02-24,9.498
2024-02-25,9.498
2024-02-26,9.498
2024-02-27,9.498
2024-02-28,9.498
2024-02-29,9.498
2024-03-01,9.498
2024-03-02,9.498
2024-03-03,9.498
2024-03-04,9.498
2024-03-05,9.498
2024-03-06,9.498
2024-03-07,9.498
2024-03-08,9.498
2024-03-09,9.498
2024-03-10,9.498
2024-03-11,9.498
2024-03-12,9.498
2024-03-13,9.498
2024-03-14,9.498
2024-03-15,9.498
2024-03-16,9.498
2024-03-17,9.498
2024-03-18,9.498
2024-03-19,9.498
2024-03-20,9.498
2024-03-21,9.498
2024-03-22,9.498
2024-03-23,9.498
2024-03-24,9.498
2024-03-25,9.498
2024-03-26,9.498
2024-03-27,9.498
2024-03-28,9.498
2024-03-29,9.498
2024-03-30,9.498
2024-03-31,9.498
2024-04-01,9.912
2024-04-02,9.912
2024-04-03,9.912
2024-04-04,9.912
2024-04-05,9.912
2024-04-06,9.912
2024-04-07,9.912
2024-04-08,9.912
