,CCK US Equity
2023-08-18,7.185
2023-08-19,7.185
2023-08-20,7.185
2023-08-21,7.185
2023-08-22,7.185
2023-08-23,7.185
2023-08-24,7.185
2023-08-25,7.185
2023-08-26,7.185
2023-08-27,7.185
2023-08-28,7.185
2023-08-29,7.185
2023-08-30,7.185
2023-08-31,7.185
2023-09-01,7.189
2023-09-02,7.189
2023-09-03,7.189
2023-09-04,7.189
2023-09-05,7.189
2023-09-06,7.189
2023-09-07,7.189
2023-09-08,7.189
2023-09-09,7.189
2023-09-10,7.189
2023-09-11,7.189
2023-09-12,7.189
2023-09-13,7.205
2023-09-14,7.205
2023-09-15,7.205
2023-09-16,7.205
2023-09-17,7.205
2023-09-18,7.189
2023-09-19,7.189
2023-09-20,7.189
2023-09-21,7.189
2023-09-22,7.189
2023-09-23,7.189
2023-09-24,7.189
2023-09-25,7.189
2023-09-26,7.189
2023-09-27,7.189
2023-09-28,7.189
2023-09-29,7.189
2023-09-30,7.189
2023-10-01,7.189
2023-10-02,7.189
2023-10-03,7.189
2023-10-04,7.189
2023-10-05,7.189
2023-10-06,7.189
2023-10-07,7.189
2023-10-08,7.189
2023-10-09,7.189
2023-10-10,7.189
2023-10-11,7.189
2023-10-12,7.189
2023-10-13,7.177
2023-10-14,7.176
2023-10-15,7.176
2023-10-16,7.165
2023-10-17,7.165
2023-10-18,7.031
2023-10-19,7.031
2023-10-20,7.031
2023-10-21,7.031
2023-10-22,7.031
2023-10-23,7.031
2023-10-24,7.019
2023-10-25,6.945
2023-10-26,6.945
2023-10-27,6.945
2023-10-28,6.945
2023-10-29,6.945
2023-10-30,6.945
2023-10-31,6.945
2023-11-01,6.945
2023-11-02,6.945
2023-11-03,6.945
2023-11-04,6.945
2023-11-05,6.945
2023-11-06,6.945
2023-11-07,6.945
2023-11-08,6.945
2023-11-09,6.945
2023-11-10,6.945
2023-11-11,6.945
2023-11-12,6.945
2023-11-13,6.945
2023-11-14,6.945
2023-11-15,6.945
2023-11-16,6.945
2023-11-17,6.945
2023-11-18,6.945
2023-11-19,6.945
2023-11-20,6.945
2023-11-21,6.945
2023-11-22,6.891
2023-11-23,6.891
2023-11-24,6.891
2023-11-25,6.891
2023-11-26,6.891
2023-11-27,6.891
2023-11-28,6.892
2023-11-29,6.892
2023-11-30,6.892
2023-12-01,6.892
2023-12-02,6.892
2023-12-03,6.892
2023-12-04,6.892
2023-12-05,6.892
2023-12-06,6.892
2023-12-07,6.892
2023-12-08,6.892
2023-12-09,6.892
2023-12-10,6.892
2023-12-11,6.892
2023-12-12,6.892
2023-12-13,6.892
2023-12-14,6.892
2023-12-15,6.892
2023-12-16,6.892
2023-12-17,6.892
2023-12-18,6.892
2023-12-19,6.892
2023-12-20,6.892
2023-12-21,6.892
2023-12-22,6.892
2023-12-23,6.892
2023-12-24,6.892
2023-12-25,6.892
2023-12-26,6.892
2023-12-27,6.892
2023-12-28,6.892
2023-12-29,6.892
2023-12-30,6.892
2023-12-31,6.892
2024-01-01,6.892
2024-01-02,6.888
2024-01-03,6.867
2024-01-04,6.854
2024-01-05,6.854
2024-01-06,6.854
2024-01-07,6.854
2024-01-08,6.854
2024-01-09,6.854
2024-01-10,6.746
2024-01-11,6.854
2024-01-12,6.854
2024-01-13,6.854
2024-01-14,6.854
2024-01-15,6.854
2024-01-16,6.869
2024-01-17,6.869
2024-01-18,6.847
2024-01-19,6.847
2024-01-20,6.847
2024-01-21,6.847
2024-01-22,6.847
2024-01-23,6.847
2024-01-24,6.847
2024-01-25,6.847
2024-01-26,6.847
2024-01-27,6.847
2024-01-28,6.847
2024-01-29,6.847
2024-01-30,6.847
2024-01-31,6.847
2024-02-01,6.847
2024-02-02,6.847
2024-02-03,6.847
2024-02-04,6.847
2024-02-05,6.737
2024-02-06,6.354
2024-02-07,6.064
2024-02-08,6.064
2024-02-09,6.064
2024-02-10,6.064
2024-02-11,6.064
2024-02-12,6.064
2024-02-13,6.064
2024-02-14,5.982
2024-02-15,5.982
2024-02-16,5.982
2024-02-17,5.982
2024-02-18,5.982
2024-02-19,5.982
2024-02-20,5.982
2024-02-21,5.982
2024-02-22,5.982
2024-02-23,5.982
2024-02-24,5.982
2024-02-25,5.982
2024-02-26,5.982
2024-02-27,5.982
2024-02-28,5.982
2024-02-29,5.99
2024-03-01,5.99
2024-03-02,5.99
2024-03-03,5.99
2024-03-04,5.99
2024-03-05,5.99
2024-03-06,5.99
2024-03-07,5.99
2024-03-08,5.99
2024-03-09,5.99
2024-03-10,5.99
2024-03-11,5.99
2024-03-12,5.99
2024-03-13,5.99
2024-03-14,5.99
2024-03-15,5.99
2024-03-16,5.99
2024-03-17,5.99
2024-03-18,5.999
2024-03-19,5.999
2024-03-20,5.999
2024-03-21,5.999
2024-03-22,5.999
2024-03-23,5.999
2024-03-24,5.999
2024-03-25,5.999
2024-03-26,5.999
2024-03-27,5.988
2024-03-28,5.988
2024-03-29,5.988
2024-03-30,5.988
2024-03-31,5.988
2024-04-01,5.988
2024-04-02,5.988
2024-04-03,5.988
2024-04-04,5.988
2024-04-05,5.988
2024-04-06,5.988
2024-04-07,5.988
2024-04-08,5.988
