,TAP US Equity
2023-07-19,4.776
2023-07-20,4.888
2023-07-21,4.888
2023-07-22,4.888
2023-07-23,4.888
2023-07-24,4.888
2023-07-25,4.912
2023-07-26,4.912
2023-07-27,4.946
2023-07-28,4.946
2023-07-29,4.946
2023-07-30,4.946
2023-07-31,4.946
2023-08-01,4.976
2023-08-02,4.978
2023-08-03,4.981
2023-08-04,5.034
2023-08-05,5.034
2023-08-06,5.034
2023-08-07,5.073
2023-08-08,5.073
2023-08-09,5.073
2023-08-10,5.073
2023-08-11,5.073
2023-08-12,5.073
2023-08-13,5.073
2023-08-14,5.058
2023-08-15,5.058
2023-08-16,5.058
2023-08-17,5.058
2023-08-18,5.058
2023-08-19,5.058
2023-08-20,5.058
2023-08-21,5.058
2023-08-22,5.058
2023-08-23,5.058
2023-08-24,5.058
2023-08-25,5.058
2023-08-26,5.058
2023-08-27,5.058
2023-08-28,5.052
2023-08-29,5.052
2023-08-30,5.052
2023-08-31,5.052
2023-09-01,5.066
2023-09-02,5.066
2023-09-03,5.066
2023-09-04,5.066
2023-09-05,5.066
2023-09-06,5.066
2023-09-07,5.066
2023-09-08,5.066
2023-09-09,5.066
2023-09-10,5.066
2023-09-11,5.066
2023-09-12,5.069
2023-09-13,5.069
2023-09-14,5.078
2023-09-15,5.078
2023-09-16,5.078
2023-09-17,5.078
2023-09-18,5.078
2023-09-19,5.079
2023-09-20,5.079
2023-09-21,5.079
2023-09-22,5.079
2023-09-23,5.079
2023-09-24,5.079
2023-09-25,5.079
2023-09-26,5.094
2023-09-27,5.094
2023-09-28,5.094
2023-09-29,5.094
2023-09-30,5.094
2023-10-01,5.094
2023-10-02,5.094
2023-10-03,5.117
2023-10-04,5.148
2023-10-05,5.135
2023-10-06,5.135
2023-10-07,5.135
2023-10-08,5.135
2023-10-09,5.135
2023-10-10,5.135
2023-10-11,5.156
2023-10-12,5.156
2023-10-13,5.171
2023-10-14,5.171
2023-10-15,5.171
2023-10-16,5.171
2023-10-17,5.171
2023-10-18,5.171
2023-10-19,5.171
2023-10-20,5.171
2023-10-21,5.171
2023-10-22,5.171
2023-10-23,5.176
2023-10-24,5.181
2023-10-25,5.181
2023-10-26,5.181
2023-10-27,5.181
2023-10-28,5.181
2023-10-29,5.181
2023-10-30,5.181
2023-10-31,5.179
2023-11-01,5.179
2023-11-02,5.219
2023-11-03,5.367
2023-11-04,5.367
2023-11-05,5.367
2023-11-06,5.391
2023-11-07,5.391
2023-11-08,5.433
2023-11-09,5.433
2023-11-10,5.433
2023-11-11,5.433
2023-11-12,5.438
2023-11-13,5.438
2023-11-14,5.438
2023-11-15,5.438
2023-11-16,5.438
2023-11-17,5.438
2023-11-18,5.438
2023-11-19,5.438
2023-11-20,5.438
2023-11-21,5.438
2023-11-22,5.438
2023-11-23,5.438
2023-11-24,5.438
2023-11-25,5.438
2023-11-26,5.438
2023-11-27,5.438
2023-11-28,5.438
2023-11-29,5.454
2023-11-30,5.454
2023-12-01,5.454
2023-12-02,5.454
2023-12-03,5.454
2023-12-04,5.454
2023-12-05,5.454
2023-12-06,5.454
2023-12-07,5.454
2023-12-08,5.454
2023-12-09,5.454
2023-12-10,5.454
2023-12-11,5.454
2023-12-12,5.454
2023-12-13,5.454
2023-12-14,5.454
2023-12-15,5.454
2023-12-16,5.454
2023-12-17,5.454
2023-12-18,5.453
2023-12-19,5.453
2023-12-20,5.453
2023-12-21,5.453
2023-12-22,5.453
2023-12-23,5.453
2023-12-24,5.453
2023-12-25,5.453
2023-12-26,5.453
2023-12-27,5.453
2023-12-28,5.453
2023-12-29,5.453
2023-12-30,5.453
2023-12-31,5.453
2024-01-01,5.453
2024-01-02,5.453
2024-01-03,5.453
2024-01-04,5.453
2024-01-05,5.453
2024-01-06,5.453
2024-01-07,5.453
2024-01-08,5.453
2024-01-09,5.461
2024-01-10,5.461
2024-01-11,5.461
2024-01-12,5.456
2024-01-13,5.456
2024-01-14,5.456
2024-01-15,5.468
2024-01-16,5.472
2024-01-17,5.474
2024-01-18,5.474
2024-01-19,5.474
2024-01-20,5.474
2024-01-21,5.474
2024-01-22,5.462
2024-01-23,5.462
2024-01-24,5.462
2024-01-25,5.462
2024-01-26,5.462
2024-01-27,5.462
2024-01-28,5.462
2024-01-29,5.462
2024-01-30,5.471
2024-01-31,5.518
2024-02-01,5.518
2024-02-02,5.518
2024-02-03,5.518
2024-02-04,5.518
2024-02-05,5.519
2024-02-06,5.52
2024-02-07,5.532
2024-02-08,5.532
2024-02-09,5.532
2024-02-10,5.532
2024-02-11,5.532
2024-02-12,5.532
2024-02-13,5.578
2024-02-14,5.6
2024-02-15,5.63
2024-02-16,5.63
2024-02-17,5.63
2024-02-18,5.63
2024-02-19,5.63
2024-02-20,5.63
2024-02-21,5.628
2024-02-22,5.628
2024-02-23,5.628
2024-02-24,5.628
2024-02-25,5.628
2024-02-26,5.63
2024-02-27,5.63
2024-02-28,5.647
2024-02-29,5.647
2024-03-01,5.647
2024-03-02,5.647
2024-03-03,5.647
2024-03-04,5.647
2024-03-05,5.647
2024-03-06,5.647
2024-03-07,5.647
2024-03-08,5.647
2024-03-09,5.647
2024-03-10,5.647
2024-03-11,5.647
2024-03-12,5.647
2024-03-13,5.647
2024-03-14,5.647
2024-03-15,5.647
2024-03-16,5.647
2024-03-17,5.647
2024-03-18,5.647
2024-03-19,5.647
2024-03-20,5.647
2024-03-21,5.648
2024-03-22,5.65
2024-03-23,5.65
2024-03-24,5.65
2024-03-25,5.666
2024-03-26,5.666
2024-03-27,5.666
2024-03-28,5.666
2024-03-29,5.666
2024-03-30,5.666
2024-03-31,5.666
2024-04-01,5.666
2024-04-02,5.666
2024-04-03,5.666
2024-04-04,5.666
2024-04-05,5.666
2024-04-06,5.666
2024-04-07,5.666
2024-04-08,5.666
