,TALO US Equity
2020-07-01,2.263
2020-07-02,2.263
2020-07-03,2.263
2020-07-04,2.263
2020-07-05,2.263
2020-07-06,2.263
2020-07-07,2.263
2020-07-08,2.263
2020-07-09,2.263
2020-07-10,2.263
2020-07-11,2.263
2020-07-12,2.263
2020-07-13,2.263
2020-07-14,2.263
2020-07-15,2.263
2020-07-16,2.263
2020-07-17,2.25
2020-07-18,2.25
2020-07-19,2.25
2020-07-20,2.25
2020-07-21,2.25
2020-07-22,2.25
2020-07-23,2.25
2020-07-24,2.25
2020-07-25,2.25
2020-07-26,2.25
2020-07-27,2.25
2020-07-28,2.25
2020-07-29,2.25
2020-07-30,2.25
2020-07-31,2.25
2020-08-01,2.25
2020-08-02,2.25
2020-08-03,2.25
2020-08-04,2.25
2020-08-05,2.25
2020-08-06,2.25
2020-08-07,2.25
2020-08-08,2.25
2020-08-09,2.25
2020-08-10,2.057
2020-08-11,2.057
2020-08-12,2.057
2020-08-13,2.057
2020-08-14,2.057
2020-08-15,2.057
2020-08-16,2.057
2020-08-17,2.057
2020-08-18,2.057
2020-08-19,1.963
2020-08-20,1.963
2020-08-21,1.963
2020-08-22,1.963
2020-08-23,1.963
2020-08-24,1.963
2020-08-25,1.963
2020-08-26,1.963
2020-08-27,1.963
2020-08-28,1.963
2020-08-29,1.963
2020-08-30,1.963
2020-08-31,1.963
2020-09-01,1.963
2020-09-02,1.963
2020-09-03,1.963
2020-09-04,1.963
2020-09-05,1.963
2020-09-06,1.963
2020-09-07,1.963
2020-09-08,1.963
2020-09-09,1.963
2020-09-10,1.963
2020-09-11,1.963
2020-09-12,1.963
2020-09-13,1.963
2020-09-14,1.963
2020-09-15,1.963
2020-09-16,1.963
2020-09-17,1.963
2020-09-18,1.963
2020-09-19,1.963
2020-09-20,1.963
2020-09-21,1.963
2020-09-22,1.963
2020-09-23,1.963
2020-09-24,1.963
2020-09-25,1.963
2020-09-26,1.963
2020-09-27,1.963
2020-09-28,1.963
2020-09-29,1.963
2020-09-30,1.963
2020-10-01,1.963
2020-10-02,1.963
2020-10-03,1.963
2020-10-04,1.963
2020-10-05,1.963
2020-10-06,1.963
2020-10-07,1.963
2020-10-08,1.963
2020-10-09,1.963
2020-10-10,1.963
2020-10-11,1.963
2020-10-12,1.963
2020-10-13,1.963
2020-10-14,1.963
2020-10-15,1.963
2020-10-16,1.963
2020-10-17,1.963
2020-10-18,1.963
2020-10-19,2.05
2020-10-20,2.05
2020-10-21,2.05
2020-10-22,2.05
2020-10-23,2.05
2020-10-24,2.05
2020-10-25,2.05
2020-10-26,2.05
2020-10-27,2.05
2020-10-28,2.05
2020-10-29,2.05
2020-10-30,2.05
2020-10-31,2.05
2020-11-01,2.05
2020-11-02,2.05
2020-11-03,2.05
2020-11-04,2.05
2020-11-05,2.05
2020-11-06,2.05
2020-11-07,2.05
2020-11-08,2.05
2020-11-09,2.05
2020-11-10,2.05
2020-11-11,2.297
2020-11-12,2.297
2020-11-13,2.297
2020-11-14,2.297
2020-11-15,2.297
2020-11-16,2.367
2020-11-17,2.367
2020-11-18,2.367
2020-11-19,2.367
2020-11-20,2.367
2020-11-21,2.367
2020-11-22,2.367
2020-11-23,2.367
2020-11-24,2.367
2020-11-25,2.367
2020-11-26,2.367
2020-11-27,2.367
2020-11-28,2.367
2020-11-29,2.367
2020-11-30,2.367
2020-12-01,2.367
2020-12-02,2.367
2020-12-03,2.367
2020-12-04,2.367
2020-12-05,2.367
2020-12-06,2.367
2020-12-07,2.367
2020-12-08,2.47
2020-12-09,1.66
2020-12-10,1.66
2020-12-11,1.66
2020-12-12,1.66
2020-12-13,1.66
2020-12-14,1.66
2020-12-15,1.66
2020-12-16,1.66
2020-12-17,1.626
2020-12-18,1.626
2020-12-19,1.626
2020-12-20,1.626
2020-12-21,0.87
2020-12-22,0.87
2020-12-23,0.87
2020-12-24,0.87
2020-12-25,0.87
2020-12-26,0.87
2020-12-27,0.87
2020-12-28,0.87
2020-12-29,0.87
2020-12-30,0.87
2020-12-31,0.87
2021-01-01,0.87
2021-01-02,0.87
2021-01-03,0.87
2021-01-04,0.87
2021-01-05,0.87
2021-01-06,0.87
2021-01-07,0.87
2021-01-08,0.87
2021-01-09,0.87
2021-01-10,0.87
2021-01-11,1.29
2021-01-12,1.29
2021-01-13,1.29
2021-01-14,1.29
2021-01-15,1.29
2021-01-16,1.29
2021-01-17,1.29
2021-01-18,1.29
2021-01-19,1.29
2021-01-20,1.33
2021-01-21,1.33
2021-01-22,1.55
2021-01-23,1.55
2021-01-24,1.55
2021-01-25,1.493
2021-01-26,1.493
2021-01-27,1.493
2021-01-28,1.493
2021-01-29,1.493
2021-01-30,1.493
2021-01-31,1.493
2021-02-01,1.493
2021-02-02,1.493
2021-02-03,1.493
2021-02-04,1.493
2021-02-05,1.493
2021-02-06,1.493
2021-02-07,1.493
2021-02-08,1.493
2021-02-09,1.493
2021-02-10,1.533
2021-02-11,1.533
2021-02-12,1.533
2021-02-13,1.533
2021-02-14,1.533
2021-02-15,1.533
2021-02-16,1.533
2021-02-17,1.533
2021-02-18,1.533
2021-02-19,1.533
2021-02-20,1.533
2021-02-21,1.533
2021-02-22,1.533
2021-02-23,1.533
2021-02-24,1.533
2021-02-25,1.533
2021-02-26,1.533
2021-02-27,1.533
2021-02-28,1.533
2021-03-01,1.533
2021-03-02,1.533
2021-03-03,1.533
2021-03-04,1.547
2021-03-05,1.547
2021-03-06,1.547
2021-03-07,1.547
2021-03-08,1.547
2021-03-09,1.547
2021-03-10,1.547
2021-03-11,1.977
2021-03-12,1.977
2021-03-13,1.977
2021-03-14,1.977
2021-03-15,1.903
2021-03-16,1.903
2021-03-17,1.657
2021-03-18,1.657
2021-03-19,1.657
2021-03-20,1.657
2021-03-21,1.657
2021-03-22,1.657
2021-03-23,1.657
2021-03-24,1.657
2021-03-25,1.657
2021-03-26,1.657
2021-03-27,1.657
2021-03-28,1.657
2021-03-29,1.657
2021-03-30,1.657
2021-03-31,1.657
2021-04-01,1.657
2021-04-02,1.657
2021-04-03,1.657
2021-04-04,1.657
2021-04-05,1.657
2021-04-06,1.657
2021-04-07,1.657
2021-04-08,1.657
2021-04-09,1.657
2021-04-10,1.657
2021-04-11,1.657
2021-04-12,1.657
2021-04-13,1.657
2021-04-14,1.657
2021-04-15,1.657
2021-04-16,1.657
2021-04-17,1.657
2021-04-18,1.657
2021-04-19,1.617
2021-04-20,1.617
2021-04-21,1.603
2021-04-22,1.603
2021-04-23,1.603
2021-04-24,1.603
2021-04-25,1.603
2021-04-26,1.603
2021-04-27,1.603
2021-04-28,1.603
2021-04-29,1.603
2021-04-30,1.603
2021-05-01,1.603
2021-05-02,1.603
2021-05-03,1.687
2021-05-04,1.687
2021-05-05,1.687
2021-05-06,1.687
2021-05-07,1.687
2021-05-08,1.687
2021-05-09,1.687
2021-05-10,1.687
2021-05-11,1.0
2021-05-12,0.94
2021-05-13,0.94
2021-05-14,0.94
2021-05-15,0.94
2021-05-16,0.94
2021-05-17,0.647
2021-05-18,0.647
2021-05-19,0.647
2021-05-20,0.647
2021-05-21,0.647
2021-05-22,0.647
2021-05-23,0.647
2021-05-24,0.647
2021-05-25,0.647
2021-05-26,1.08
2021-05-27,1.08
2021-05-28,1.08
2021-05-29,1.08
2021-05-30,1.08
2021-05-31,1.08
2021-06-01,1.08
2021-06-02,1.08
2021-06-03,1.08
2021-06-04,1.08
2021-06-05,1.08
2021-06-06,1.08
2021-06-07,1.08
2021-06-08,1.08
2021-06-09,1.08
2021-06-10,1.08
2021-06-11,1.08
2021-06-12,1.08
2021-06-13,1.08
2021-06-14,1.08
2021-06-15,1.08
2021-06-16,1.08
2021-06-17,1.983
2021-06-18,1.983
2021-06-19,1.983
2021-06-20,1.983
2021-06-21,1.983
2021-06-22,1.983
2021-06-23,1.983
2021-06-24,1.983
2021-06-25,1.983
2021-06-26,1.983
2021-06-27,1.983
2021-06-28,1.983
2021-06-29,1.983
2021-06-30,1.983
2021-07-01,1.983
2021-07-02,1.983
2021-07-03,1.983
2021-07-04,1.983
2021-07-05,1.983
2021-07-06,1.983
2021-07-07,1.983
2021-07-08,1.983
2021-07-09,1.983
2021-07-10,1.983
2021-07-11,1.983
2021-07-12,1.983
2021-07-13,1.983
2021-07-14,1.983
2021-07-15,1.667
2021-07-16,1.667
2021-07-17,1.667
2021-07-18,1.667
2021-07-19,1.667
2021-07-20,1.667
2021-07-21,1.667
2021-07-22,1.667
2021-07-23,1.667
2021-07-24,1.667
2021-07-25,1.667
2021-07-26,1.443
2021-07-27,1.443
2021-07-28,1.443
2021-07-29,1.443
2021-07-30,1.443
2021-07-31,1.443
2021-08-01,1.443
2021-08-02,1.443
2021-08-03,1.887
2021-08-04,1.887
2021-08-05,1.887
2021-08-06,1.887
2021-08-07,1.887
2021-08-08,1.887
2021-08-09,1.887
2021-08-10,2.11
2021-08-11,2.11
2021-08-12,2.805
2021-08-13,2.805
2021-08-14,2.805
2021-08-15,2.805
2021-08-16,2.805
2021-08-17,2.805
2021-08-18,2.805
2021-08-19,2.805
2021-08-20,2.805
2021-08-21,2.805
2021-08-22,2.805
2021-08-23,2.805
2021-08-24,2.805
2021-08-25,2.805
2021-08-26,2.805
2021-08-27,2.805
2021-08-28,2.805
2021-08-29,2.805
2021-08-30,2.805
2021-08-31,2.805
2021-09-01,2.805
2021-09-02,2.805
2021-09-03,2.805
2021-09-04,2.805
2021-09-05,2.805
2021-09-06,2.805
2021-09-07,2.805
2021-09-08,2.805
2021-09-09,2.805
2021-09-10,2.805
2021-09-11,2.805
2021-09-12,2.805
2021-09-13,2.805
2021-09-14,2.805
2021-09-15,2.805
2021-09-16,2.805
2021-09-17,2.805
2021-09-18,2.805
2021-09-19,2.805
2021-09-20,2.805
2021-09-21,2.805
2021-09-22,2.805
2021-09-23,2.805
2021-09-24,2.775
2021-09-25,2.775
2021-09-26,2.775
2021-09-27,2.775
2021-09-28,2.775
2021-09-29,2.775
2021-09-30,2.775
2021-10-01,2.775
2021-10-02,2.775
2021-10-03,2.775
2021-10-04,2.775
2021-10-05,2.775
2021-10-06,2.775
2021-10-07,2.775
2021-10-08,2.775
2021-10-09,2.775
2021-10-10,2.775
2021-10-11,2.775
2021-10-12,2.775
2021-10-13,2.775
2021-10-14,2.775
2021-10-15,2.775
2021-10-16,2.775
2021-10-17,2.775
2021-10-18,2.775
2021-10-19,2.775
2021-10-20,2.775
2021-10-21,2.775
2021-10-22,2.775
2021-10-23,2.775
2021-10-24,2.775
2021-10-25,2.775
2021-10-26,2.775
2021-10-27,2.775
2021-10-28,2.775
2021-10-29,2.775
2021-10-30,2.775
2021-10-31,2.775
2021-11-01,2.775
2021-11-02,2.775
2021-11-03,2.775
2021-11-04,2.775
2021-11-05,2.775
2021-11-06,2.775
2021-11-07,2.775
2021-11-08,2.535
2021-11-09,2.535
2021-11-10,2.535
2021-11-11,2.255
2021-11-12,2.255
2021-11-13,2.255
2021-11-14,2.255
2021-11-15,2.255
2021-11-16,2.255
2021-11-17,2.255
2021-11-18,2.255
2021-11-19,2.255
2021-11-20,2.255
2021-11-21,2.255
2021-11-22,2.255
2021-11-23,2.255
2021-11-24,2.255
2021-11-25,2.255
2021-11-26,2.255
2021-11-27,2.255
2021-11-28,2.255
2021-11-29,2.255
2021-11-30,2.255
2021-12-01,2.255
2021-12-02,2.255
2021-12-03,2.295
2021-12-04,2.295
2021-12-05,2.295
2021-12-06,2.295
2021-12-07,2.295
2021-12-08,2.295
2021-12-09,2.295
2021-12-10,2.295
2021-12-11,2.295
2021-12-12,2.295
2021-12-13,2.295
2021-12-14,2.295
2021-12-15,2.295
2021-12-16,2.295
2021-12-17,2.295
2021-12-18,2.295
2021-12-19,2.295
2021-12-20,2.295
2021-12-21,2.295
2021-12-22,2.295
2021-12-23,2.295
2021-12-24,2.295
2021-12-25,2.295
2021-12-26,2.295
2021-12-27,2.295
2021-12-28,2.295
2021-12-29,2.295
2021-12-30,2.295
2021-12-31,2.295
2022-01-01,2.295
2022-01-02,2.295
2022-01-03,2.295
2022-01-04,2.295
2022-01-05,2.295
2022-01-06,2.295
2022-01-07,2.405
2022-01-08,2.405
2022-01-09,2.405
2022-01-10,2.405
2022-01-11,2.405
2022-01-12,2.405
2022-01-13,2.405
2022-01-14,2.405
2022-01-15,2.405
2022-01-16,2.405
2022-01-17,2.405
2022-01-18,1.695
2022-01-19,1.695
2022-01-20,1.695
2022-01-21,1.695
2022-01-22,1.695
2022-01-23,1.695
2022-01-24,1.695
2022-01-25,1.695
2022-01-26,1.695
2022-01-27,1.695
2022-01-28,1.695
2022-01-29,1.695
2022-01-30,1.695
2022-01-31,1.695
2022-02-01,1.695
2022-02-02,1.695
2022-02-03,1.695
2022-02-04,1.695
2022-02-05,1.695
2022-02-06,1.695
2022-02-07,1.695
2022-02-08,1.695
2022-02-09,1.695
2022-02-10,1.715
2022-02-11,1.715
2022-02-12,1.715
2022-02-13,1.715
2022-02-14,1.715
2022-02-15,1.715
2022-02-16,1.715
2022-02-17,1.715
2022-02-18,1.715
2022-02-19,1.715
2022-02-20,1.715
2022-02-21,1.715
2022-02-22,1.715
2022-02-23,1.715
2022-02-24,1.715
2022-02-25,1.715
2022-02-26,1.715
2022-02-27,1.715
2022-02-28,1.715
2022-03-01,2.49
2022-03-02,2.49
2022-03-03,2.265
2022-03-04,2.265
2022-03-05,2.265
2022-03-06,2.265
2022-03-07,2.265
2022-03-08,2.265
2022-03-09,2.265
2022-03-10,3.265
2022-03-11,3.265
2022-03-12,3.265
2022-03-13,3.265
2022-03-14,3.265
2022-03-15,3.265
2022-03-16,3.265
2022-03-17,3.265
2022-03-18,3.265
2022-03-19,3.265
2022-03-20,3.265
2022-03-21,3.265
2022-03-22,4.41
2022-03-23,4.41
2022-03-24,4.41
2022-03-25,4.41
2022-03-26,4.41
2022-03-27,4.41
2022-03-28,4.41
2022-03-29,4.41
2022-03-30,4.41
2022-03-31,4.41
2022-04-01,4.41
2022-04-02,4.41
2022-04-03,4.41
2022-04-04,4.41
2022-04-05,4.41
2022-04-06,4.41
2022-04-07,4.41
2022-04-08,4.41
2022-04-09,4.41
2022-04-10,4.41
2022-04-11,4.41
2022-04-12,4.41
2022-04-13,4.41
2022-04-14,4.44
2022-04-15,4.44
2022-04-16,4.44
2022-04-17,4.44
2022-04-18,4.44
2022-04-19,4.44
2022-04-20,4.175
2022-04-21,4.175
2022-04-22,4.175
2022-04-23,4.175
2022-04-24,4.175
2022-04-25,4.175
2022-04-26,4.175
2022-04-27,4.175
2022-04-28,4.175
2022-04-29,4.175
2022-04-30,4.175
2022-05-01,4.175
2022-05-02,4.175
2022-05-03,4.175
2022-05-04,4.035
2022-05-05,4.035
2022-05-06,4.035
2022-05-07,4.035
2022-05-08,4.035
2022-05-09,4.035
2022-05-10,4.035
2022-05-11,3.865
2022-05-12,3.865
2022-05-13,3.865
2022-05-14,3.865
2022-05-15,3.865
2022-05-16,3.865
2022-05-17,3.865
2022-05-18,3.865
2022-05-19,3.865
2022-05-20,3.865
2022-05-21,3.865
2022-05-22,3.865
2022-05-23,3.865
2022-05-24,3.865
2022-05-25,3.865
2022-05-26,3.865
2022-05-27,3.865
2022-05-28,3.865
2022-05-29,3.865
2022-05-30,3.865
2022-05-31,3.865
2022-06-01,3.865
2022-06-02,3.865
2022-06-03,3.865
2022-06-04,3.865
2022-06-05,3.865
2022-06-06,3.865
2022-06-07,3.865
2022-06-08,3.865
2022-06-09,3.865
2022-06-10,3.865
2022-06-11,3.865
2022-06-12,3.865
2022-06-13,3.865
2022-06-14,3.865
2022-06-15,3.865
2022-06-16,3.865
2022-06-17,3.865
2022-06-18,3.865
2022-06-19,3.865
2022-06-20,3.865
2022-06-21,4.95
2022-06-22,4.95
2022-06-23,4.95
2022-06-24,4.95
2022-06-25,4.95
2022-06-26,4.95
2022-06-27,4.95
2022-06-28,4.95
2022-06-29,4.95
2022-06-30,4.95
2022-07-01,4.95
2022-07-02,4.95
2022-07-03,4.95
2022-07-04,4.95
2022-07-05,4.95
2022-07-06,4.95
2022-07-07,4.95
2022-07-08,4.925
2022-07-09,4.925
2022-07-10,4.925
2022-07-11,4.925
2022-07-12,4.925
2022-07-13,4.925
2022-07-14,4.925
2022-07-15,4.925
2022-07-16,4.925
2022-07-17,4.925
2022-07-18,4.925
2022-07-19,4.925
2022-07-20,4.925
2022-07-21,4.925
2022-07-22,4.925
2022-07-23,4.925
2022-07-24,4.925
2022-07-25,4.925
2022-07-26,4.925
2022-07-27,4.925
2022-07-28,4.83
2022-07-29,4.83
2022-07-30,4.83
2022-07-31,4.83
2022-08-01,4.83
2022-08-02,4.83
2022-08-03,4.83
2022-08-04,4.425
2022-08-05,4.425
2022-08-06,4.425
2022-08-07,4.425
2022-08-08,4.425
2022-08-09,4.44
2022-08-10,4.44
2022-08-11,4.44
2022-08-12,4.44
2022-08-13,4.44
2022-08-14,4.44
2022-08-15,4.44
2022-08-16,4.44
2022-08-17,4.44
2022-08-18,4.44
2022-08-19,4.44
2022-08-20,4.44
2022-08-21,4.44
2022-08-22,4.44
2022-08-23,4.44
2022-08-24,4.44
2022-08-25,4.44
2022-08-26,4.44
2022-08-27,4.44
2022-08-28,4.44
2022-08-29,4.44
2022-08-30,4.44
2022-08-31,4.44
2022-09-01,4.44
2022-09-02,4.44
2022-09-03,4.44
2022-09-04,4.44
2022-09-05,4.44
2022-09-06,4.44
2022-09-07,4.44
2022-09-08,4.44
2022-09-09,4.44
2022-09-10,4.44
2022-09-11,4.44
2022-09-12,4.44
2022-09-13,4.44
2022-09-14,5.275
2022-09-15,5.275
2022-09-16,5.275
2022-09-17,5.275
2022-09-18,5.275
2022-09-19,5.275
2022-09-20,5.275
2022-09-21,5.275
2022-09-22,5.305
2022-09-23,5.305
2022-09-24,5.305
2022-09-25,5.305
2022-09-26,5.305
2022-09-27,5.305
2022-09-28,5.305
2022-09-29,5.305
2022-09-30,5.305
2022-10-01,5.305
2022-10-02,5.305
2022-10-03,5.305
2022-10-04,5.305
2022-10-05,5.305
2022-10-06,5.29
2022-10-07,5.29
2022-10-08,5.29
2022-10-09,5.29
2022-10-10,5.29
2022-10-11,5.29
2022-10-12,5.29
2022-10-13,5.29
2022-10-14,5.29
2022-10-15,5.29
2022-10-16,5.29
2022-10-17,5.29
2022-10-18,5.29
2022-10-19,5.29
2022-10-20,5.29
2022-10-21,5.29
2022-10-22,5.29
2022-10-23,5.29
2022-10-24,5.29
2022-10-25,5.29
2022-10-26,5.29
2022-10-27,5.29
2022-10-28,5.29
2022-10-29,5.29
2022-10-30,5.29
2022-10-31,5.29
2022-11-01,5.29
2022-11-02,5.29
2022-11-03,5.29
2022-11-04,5.29
2022-11-05,5.29
2022-11-06,5.29
2022-11-07,4.62
2022-11-08,4.62
2022-11-09,4.62
2022-11-10,4.62
2022-11-11,4.62
2022-11-12,4.62
2022-11-13,4.62
2022-11-14,4.62
2022-11-15,4.62
2022-11-16,4.62
2022-11-17,4.62
2022-11-18,4.57
2022-11-19,4.57
2022-11-20,4.57
2022-11-21,4.57
2022-11-22,4.57
2022-11-23,4.62
2022-11-24,4.62
2022-11-25,4.62
2022-11-26,4.62
2022-11-27,4.62
2022-11-28,4.62
2022-11-29,4.62
2022-11-30,4.62
2022-12-01,4.62
2022-12-02,4.62
2022-12-03,4.62
2022-12-04,4.62
2022-12-05,4.62
2022-12-06,4.62
2022-12-07,4.62
2022-12-08,4.62
2022-12-09,4.613
2022-12-10,4.613
2022-12-11,4.613
2022-12-12,4.613
2022-12-13,4.613
2022-12-14,4.613
2022-12-15,4.613
2022-12-16,4.613
2022-12-17,4.613
2022-12-18,4.613
2022-12-19,4.613
2022-12-20,4.613
2022-12-21,4.613
2022-12-22,4.613
2022-12-23,4.613
2022-12-24,4.613
2022-12-25,4.613
2022-12-26,4.613
2022-12-27,4.613
2022-12-28,4.613
2022-12-29,4.613
2022-12-30,4.613
2022-12-31,4.613
2023-01-01,4.613
2023-01-02,4.613
2023-01-03,4.613
2023-01-04,4.613
2023-01-05,4.613
2023-01-06,4.613
2023-01-07,4.613
2023-01-08,4.613
2023-01-09,4.613
2023-01-10,4.773
2023-01-11,4.773
2023-01-12,4.767
2023-01-13,4.767
2023-01-14,4.767
2023-01-15,4.767
2023-01-16,4.767
2023-01-17,4.767
2023-01-18,4.767
2023-01-19,4.767
2023-01-20,4.767
2023-01-21,4.767
2023-01-22,4.767
2023-01-23,4.203
2023-01-24,4.203
2023-01-25,4.203
2023-01-26,4.203
2023-01-27,4.203
2023-01-28,4.203
2023-01-29,4.223
2023-01-30,4.223
2023-01-31,4.223
2023-02-01,4.148
2023-02-02,4.148
2023-02-03,4.148
2023-02-04,4.148
2023-02-05,4.148
2023-02-06,4.148
2023-02-07,4.148
2023-02-08,4.148
2023-02-09,4.148
2023-02-10,4.148
2023-02-11,4.148
2023-02-12,4.148
2023-02-13,4.148
2023-02-14,4.148
2023-02-15,4.148
2023-02-16,4.148
2023-02-17,4.148
2023-02-18,4.148
2023-02-19,4.148
2023-02-20,4.148
2023-02-21,4.148
2023-02-22,4.148
2023-02-23,4.148
2023-02-24,4.148
2023-02-25,4.148
2023-02-26,4.148
2023-02-27,4.148
2023-02-28,4.148
2023-03-01,4.3
2023-03-02,4.3
2023-03-03,4.3
2023-03-04,4.3
2023-03-05,4.3
2023-03-06,3.996
2023-03-07,3.996
2023-03-08,3.996
2023-03-09,3.996
2023-03-10,3.996
2023-03-11,3.996
2023-03-12,3.996
2023-03-13,3.996
2023-03-14,3.996
2023-03-15,3.996
2023-03-16,3.996
2023-03-17,3.996
2023-03-18,3.996
2023-03-19,3.996
2023-03-20,3.996
2023-03-21,3.996
2023-03-22,3.953
2023-03-23,3.888
2023-03-24,3.888
2023-03-25,3.888
2023-03-26,3.888
2023-03-27,3.888
2023-03-28,3.888
2023-03-29,3.635
2023-03-30,3.635
2023-03-31,3.635
2023-04-01,3.635
2023-04-02,3.635
2023-04-03,3.635
2023-04-04,3.635
2023-04-05,3.635
2023-04-06,3.635
2023-04-07,3.635
2023-04-08,3.635
2023-04-09,3.635
2023-04-10,3.635
2023-04-11,3.618
2023-04-12,3.593
2023-04-13,3.598
2023-04-14,3.602
2023-04-15,3.602
2023-04-16,3.602
2023-04-17,3.602
2023-04-18,3.602
2023-04-19,3.482
2023-04-20,3.571
2023-04-21,3.556
2023-04-22,3.556
2023-04-23,3.556
2023-04-24,3.515
2023-04-25,3.515
2023-04-26,3.515
2023-04-27,3.518
2023-04-28,3.518
2023-04-29,3.518
2023-04-30,3.518
2023-05-01,3.518
2023-05-02,3.518
2023-05-03,3.518
2023-05-04,3.518
2023-05-05,3.518
2023-05-06,3.518
2023-05-07,3.518
2023-05-08,3.499
2023-05-09,2.814
2023-05-10,2.814
2023-05-11,2.814
2023-05-12,2.247
2023-05-13,2.247
2023-05-14,2.247
2023-05-15,2.247
2023-05-16,2.323
2023-05-17,2.323
2023-05-18,2.269
2023-05-19,2.269
2023-05-20,2.269
2023-05-21,2.269
2023-05-22,2.269
2023-05-23,2.269
2023-05-24,2.269
2023-05-25,2.06
2023-05-26,2.051
2023-05-27,2.051
2023-05-28,2.056
2023-05-29,2.056
2023-05-30,2.056
2023-05-31,2.056
2023-06-01,2.056
2023-06-02,2.056
2023-06-03,2.056
2023-06-04,2.056
2023-06-05,2.056
2023-06-06,2.056
2023-06-07,2.056
2023-06-08,2.056
2023-06-09,2.056
2023-06-10,2.056
2023-06-11,2.056
2023-06-12,2.056
2023-06-13,2.056
2023-06-14,2.056
2023-06-15,2.056
2023-06-16,2.056
2023-06-17,2.056
2023-06-18,2.056
2023-06-19,2.056
2023-06-20,2.049
2023-06-21,2.049
2023-06-22,2.049
2023-06-23,2.049
