,TXN US Equity
2023-07-16,8.024
2023-07-17,8.024
2023-07-18,8.024
2023-07-19,8.017
2023-07-20,7.965
2023-07-21,7.958
2023-07-22,7.958
2023-07-23,7.958
2023-07-24,7.951
2023-07-25,7.934
2023-07-26,7.928
2023-07-27,7.926
2023-07-28,7.926
2023-07-29,7.926
2023-07-30,7.926
2023-07-31,7.917
2023-08-01,7.917
2023-08-02,7.917
2023-08-03,7.917
2023-08-04,7.876
2023-08-05,7.876
2023-08-06,7.876
2023-08-07,7.876
2023-08-08,7.876
2023-08-09,7.876
2023-08-10,7.876
2023-08-11,7.876
2023-08-12,7.876
2023-08-13,7.876
2023-08-14,7.918
2023-08-15,7.918
2023-08-16,7.918
2023-08-17,7.918
2023-08-18,7.918
2023-08-19,7.918
2023-08-20,7.918
2023-08-21,7.918
2023-08-22,7.918
2023-08-23,7.918
2023-08-24,7.918
2023-08-25,7.918
2023-08-26,7.918
2023-08-27,7.918
2023-08-28,7.918
2023-08-29,7.918
2023-08-30,7.918
2023-08-31,7.918
2023-09-01,7.918
2023-09-02,7.918
2023-09-03,7.918
2023-09-04,7.918
2023-09-05,7.918
2023-09-06,7.918
2023-09-07,7.918
2023-09-08,7.918
2023-09-09,7.918
2023-09-10,7.918
2023-09-11,7.918
2023-09-12,7.918
2023-09-13,7.918
2023-09-14,7.96
2023-09-15,7.96
2023-09-16,7.96
2023-09-17,7.96
2023-09-18,7.96
2023-09-19,7.96
2023-09-20,7.96
2023-09-21,7.96
2023-09-22,7.96
2023-09-23,7.96
2023-09-24,7.96
2023-09-25,7.957
2023-09-26,7.957
2023-09-27,7.957
2023-09-28,7.957
2023-09-29,7.957
2023-09-30,7.957
2023-10-01,7.957
2023-10-02,7.957
2023-10-03,7.957
2023-10-04,7.946
2023-10-05,7.938
2023-10-06,7.938
2023-10-07,7.938
2023-10-08,7.938
2023-10-09,7.938
2023-10-10,7.931
2023-10-11,7.931
2023-10-12,7.907
2023-10-13,7.907
2023-10-14,7.907
2023-10-15,7.889
2023-10-16,7.876
2023-10-17,7.876
2023-10-18,7.876
2023-10-19,7.876
2023-10-20,7.876
2023-10-21,7.879
2023-10-22,7.879
2023-10-23,7.879
2023-10-24,7.603
2023-10-25,6.976
2023-10-26,6.94
2023-10-27,6.702
2023-10-28,6.702
2023-10-29,6.702
2023-10-30,6.702
2023-10-31,6.702
2023-11-01,6.702
2023-11-02,6.702
2023-11-03,6.702
2023-11-04,6.702
2023-11-05,6.702
2023-11-06,6.698
2023-11-07,6.698
2023-11-08,6.698
2023-11-09,6.698
2023-11-10,6.698
2023-11-11,6.698
2023-11-12,6.698
2023-11-13,6.698
2023-11-14,6.698
2023-11-15,6.698
2023-11-16,6.698
2023-11-17,6.698
2023-11-18,6.698
2023-11-19,6.698
2023-11-20,6.698
2023-11-21,6.698
2023-11-22,6.698
2023-11-23,6.698
2023-11-24,6.698
2023-11-25,6.698
2023-11-26,6.698
2023-11-27,6.698
2023-11-28,6.698
2023-11-29,6.698
2023-11-30,6.698
2023-12-01,6.698
2023-12-02,6.698
2023-12-03,6.698
2023-12-04,6.698
2023-12-05,6.698
2023-12-06,6.699
2023-12-07,6.699
2023-12-08,6.699
2023-12-09,6.699
2023-12-10,6.699
2023-12-11,6.699
2023-12-12,6.699
2023-12-13,6.699
2023-12-14,6.699
2023-12-15,6.699
2023-12-16,6.699
2023-12-17,6.699
2023-12-18,6.699
2023-12-19,6.699
2023-12-20,6.666
2023-12-21,6.666
2023-12-22,6.666
2023-12-23,6.666
2023-12-24,6.666
2023-12-25,6.666
2023-12-26,6.666
2023-12-27,6.666
2023-12-28,6.666
2023-12-29,6.666
2023-12-30,6.666
2023-12-31,6.666
2024-01-01,6.657
2024-01-02,6.657
2024-01-03,6.657
2024-01-04,6.657
2024-01-05,6.657
2024-01-06,6.657
2024-01-07,6.657
2024-01-08,6.657
2024-01-09,6.64
2024-01-10,6.63
2024-01-11,6.63
2024-01-12,6.63
2024-01-13,6.63
2024-01-14,6.63
2024-01-15,6.63
2024-01-16,6.611
2024-01-17,6.589
2024-01-18,6.589
2024-01-19,6.593
2024-01-20,6.593
2024-01-21,6.593
2024-01-22,6.593
2024-01-23,6.36
2024-01-24,5.864
2024-01-25,5.864
2024-01-26,5.781
2024-01-27,5.781
2024-01-28,5.781
2024-01-29,5.781
2024-01-30,5.781
2024-01-31,5.781
2024-02-01,5.781
2024-02-02,5.781
2024-02-03,5.781
2024-02-04,5.781
2024-02-05,5.382
2024-02-06,5.382
2024-02-07,5.382
2024-02-08,5.382
2024-02-09,5.382
2024-02-10,5.382
2024-02-11,5.382
2024-02-12,5.382
2024-02-13,5.382
2024-02-14,5.382
2024-02-15,5.365
2024-02-16,5.365
2024-02-17,5.365
2024-02-18,5.365
2024-02-19,5.365
2024-02-20,5.365
2024-02-21,5.365
2024-02-22,5.365
2024-02-23,5.365
2024-02-24,5.365
2024-02-25,5.365
2024-02-26,5.365
2024-02-27,5.365
2024-02-28,5.365
2024-02-29,5.365
2024-03-01,5.365
2024-03-02,5.365
2024-03-03,5.365
2024-03-04,5.356
2024-03-05,5.356
2024-03-06,5.356
2024-03-07,5.356
2024-03-08,5.356
2024-03-09,5.356
2024-03-10,5.356
2024-03-11,5.356
2024-03-12,5.356
2024-03-13,5.356
2024-03-14,5.356
2024-03-15,5.356
2024-03-16,5.356
2024-03-17,5.356
2024-03-18,5.356
2024-03-19,5.356
2024-03-20,5.356
2024-03-21,5.356
2024-03-22,5.356
2024-03-23,5.356
2024-03-24,5.356
2024-03-25,5.356
2024-03-26,5.356
2024-03-27,5.356
2024-03-28,5.356
2024-03-29,5.356
2024-03-30,5.356
2024-03-31,5.356
2024-04-01,5.356
2024-04-02,5.356
2024-04-03,5.356
2024-04-04,5.333
2024-04-05,5.333
2024-04-06,5.333
2024-04-07,5.333
2024-04-08,5.333
