,MGY US Equity
2023-08-05,2.277
2023-08-06,2.277
2023-08-07,2.277
2023-08-08,2.277
2023-08-09,2.277
2023-08-10,2.281
2023-08-11,2.305
2023-08-12,2.305
2023-08-13,2.305
2023-08-14,2.304
2023-08-15,2.304
2023-08-16,2.281
2023-08-17,2.281
2023-08-18,2.284
2023-08-19,2.284
2023-08-20,2.282
2023-08-21,2.282
2023-08-22,2.299
2023-08-23,2.3
2023-08-24,2.322
2023-08-25,2.342
2023-08-26,2.342
2023-08-27,2.342
2023-08-28,2.344
2023-08-29,2.344
2023-08-30,2.344
2023-08-31,2.344
2023-09-01,2.344
2023-09-02,2.344
2023-09-03,2.342
2023-09-04,2.342
2023-09-05,2.435
2023-09-06,2.446
2023-09-07,2.485
2023-09-08,2.485
2023-09-09,2.485
2023-09-10,2.483
2023-09-11,2.501
2023-09-12,2.501
2023-09-13,2.501
2023-09-14,2.501
2023-09-15,2.539
2023-09-16,2.539
2023-09-17,2.539
2023-09-18,2.528
2023-09-19,2.524
2023-09-20,2.524
2023-09-21,2.524
2023-09-22,2.524
2023-09-23,2.524
2023-09-24,2.524
2023-09-25,2.524
2023-09-26,2.524
2023-09-27,2.524
2023-09-28,2.524
2023-09-29,2.527
2023-09-30,2.495
2023-10-01,2.495
2023-10-02,2.536
2023-10-03,2.536
2023-10-04,2.537
2023-10-05,2.537
2023-10-06,2.562
2023-10-07,2.562
2023-10-08,2.562
2023-10-09,2.562
2023-10-10,2.555
2023-10-11,2.569
2023-10-12,2.545
2023-10-13,2.545
2023-10-14,2.547
2023-10-15,2.55
2023-10-16,2.544
2023-10-17,2.544
2023-10-18,2.544
2023-10-19,2.552
2023-10-20,2.552
2023-10-21,2.552
2023-10-22,2.552
2023-10-23,2.552
2023-10-24,2.552
2023-10-25,2.552
2023-10-26,2.552
2023-10-27,2.552
2023-10-28,2.552
2023-10-29,2.552
2023-10-30,2.55
2023-10-31,2.55
2023-11-01,2.55
2023-11-02,2.562
2023-11-03,2.563
2023-11-04,2.565
2023-11-05,2.58
2023-11-06,2.58
2023-11-07,2.6
2023-11-08,2.6
2023-11-09,2.598
2023-11-10,2.598
2023-11-11,2.598
2023-11-12,2.598
2023-11-13,2.609
2023-11-14,2.611
2023-11-15,2.61
2023-11-16,2.61
2023-11-17,2.61
2023-11-18,2.61
2023-11-19,2.61
2023-11-20,2.61
2023-11-21,2.61
2023-11-22,2.61
2023-11-23,2.61
2023-11-24,2.61
2023-11-25,2.61
2023-11-26,2.587
2023-11-27,2.577
2023-11-28,2.577
2023-11-29,2.577
2023-11-30,2.577
2023-12-01,2.577
2023-12-02,2.577
2023-12-03,2.577
2023-12-04,2.556
2023-12-05,2.556
2023-12-06,2.532
2023-12-07,2.523
2023-12-08,2.523
2023-12-09,2.523
2023-12-10,2.523
2023-12-11,2.526
2023-12-12,2.45
2023-12-13,2.448
2023-12-14,2.445
2023-12-15,2.445
2023-12-16,2.445
2023-12-17,2.445
2023-12-18,2.396
2023-12-19,2.37
2023-12-20,2.37
2023-12-21,2.318
2023-12-22,2.318
2023-12-23,2.318
2023-12-24,2.318
2023-12-25,2.318
2023-12-26,2.318
2023-12-27,2.318
2023-12-28,2.318
2023-12-29,2.344
2023-12-30,2.344
2023-12-31,2.344
2024-01-01,2.344
2024-01-02,2.331
2024-01-03,2.331
2024-01-04,2.331
2024-01-05,2.331
2024-01-06,2.331
2024-01-07,2.304
2024-01-08,2.304
2024-01-09,2.311
2024-01-10,2.273
2024-01-11,2.269
2024-01-12,2.244
2024-01-13,2.244
2024-01-14,2.244
2024-01-15,2.228
2024-01-16,2.176
2024-01-17,2.169
2024-01-18,2.133
2024-01-19,2.129
2024-01-20,2.129
2024-01-21,2.129
2024-01-22,2.116
2024-01-23,2.074
2024-01-24,2.095
2024-01-25,2.095
2024-01-26,2.065
2024-01-27,2.065
2024-01-28,2.065
2024-01-29,2.063
2024-01-30,2.07
2024-01-31,2.07
2024-02-01,2.054
2024-02-02,2.056
2024-02-03,2.056
2024-02-04,2.056
2024-02-05,2.056
2024-02-06,2.056
2024-02-07,2.056
2024-02-08,2.056
2024-02-09,2.055
2024-02-10,2.055
2024-02-11,2.055
2024-02-12,2.055
2024-02-13,2.055
2024-02-14,2.054
2024-02-15,2.012
2024-02-16,2.012
2024-02-17,2.012
2024-02-18,2.012
2024-02-19,2.012
2024-02-20,2.03
2024-02-21,2.03
2024-02-22,2.03
2024-02-23,2.03
2024-02-24,2.03
2024-02-25,2.03
2024-02-26,2.036
2024-02-27,2.036
2024-02-28,2.011
2024-02-29,2.009
2024-03-01,2.007
2024-03-02,1.998
2024-03-03,1.998
2024-03-04,1.986
2024-03-05,1.986
2024-03-06,1.99
2024-03-07,1.985
2024-03-08,1.985
2024-03-09,1.985
2024-03-10,1.985
2024-03-11,1.987
2024-03-12,1.987
2024-03-13,2.009
2024-03-14,2.022
2024-03-15,2.019
2024-03-16,2.019
2024-03-17,2.019
2024-03-18,2.053
2024-03-19,2.053
2024-03-20,2.053
2024-03-21,2.053
2024-03-22,2.053
2024-03-23,2.053
2024-03-24,2.053
2024-03-25,2.069
2024-03-26,2.069
2024-03-27,2.069
2024-03-28,2.069
2024-03-29,2.069
2024-03-30,2.069
2024-03-31,2.069
2024-04-01,2.069
2024-04-02,2.069
2024-04-03,2.069
2024-04-04,2.069
2024-04-05,2.081
2024-04-06,2.081
2024-04-07,2.081
2024-04-08,2.076
