,INTU US Equity
2023-08-02,16.072
2023-08-03,16.072
2023-08-04,16.072
2023-08-05,16.072
2023-08-06,16.072
2023-08-07,16.072
2023-08-08,16.072
2023-08-09,16.072
2023-08-10,16.072
2023-08-11,16.072
2023-08-12,16.072
2023-08-13,16.043
2023-08-14,16.049
2023-08-15,16.049
2023-08-16,16.049
2023-08-17,16.049
2023-08-18,16.047
2023-08-19,16.047
2023-08-20,16.047
2023-08-21,16.047
2023-08-22,16.046
2023-08-23,16.046
2023-08-24,16.298
2023-08-25,16.346
2023-08-26,16.346
2023-08-27,16.346
2023-08-28,16.346
2023-08-29,16.38
2023-08-30,16.388
2023-08-31,16.388
2023-09-01,16.388
2023-09-02,16.388
2023-09-03,16.388
2023-09-04,16.388
2023-09-05,16.388
2023-09-06,16.391
2023-09-07,16.391
2023-09-08,16.391
2023-09-09,16.391
2023-09-10,16.391
2023-09-11,16.391
2023-09-12,16.391
2023-09-13,16.391
2023-09-14,16.391
2023-09-15,16.391
2023-09-16,16.391
2023-09-17,16.391
2023-09-18,16.39
2023-09-19,16.39
2023-09-20,16.39
2023-09-21,16.39
2023-09-22,16.39
2023-09-23,16.39
2023-09-24,16.39
2023-09-25,16.39
2023-09-26,16.39
2023-09-27,16.39
2023-09-28,16.389
2023-09-29,16.389
2023-09-30,16.389
2023-10-01,16.389
2023-10-02,16.389
2023-10-03,16.389
2023-10-04,16.389
2023-10-05,16.389
2023-10-06,16.389
2023-10-07,16.389
2023-10-08,16.389
2023-10-09,16.389
2023-10-10,16.389
2023-10-11,16.389
2023-10-12,16.389
2023-10-13,16.389
2023-10-14,16.389
2023-10-15,16.389
2023-10-16,16.392
2023-10-17,16.392
2023-10-18,16.392
2023-10-19,16.392
2023-10-20,16.392
2023-10-21,16.392
2023-10-22,16.392
2023-10-23,16.392
2023-10-24,16.392
2023-10-25,16.392
2023-10-26,16.392
2023-10-27,16.392
2023-10-28,16.392
2023-10-29,16.392
2023-10-30,16.392
2023-10-31,16.392
2023-11-01,16.392
2023-11-02,16.392
2023-11-03,16.392
2023-11-04,16.392
2023-11-05,16.392
2023-11-06,16.392
2023-11-07,16.392
2023-11-08,16.392
2023-11-09,16.392
2023-11-10,16.392
2023-11-11,16.392
2023-11-12,16.392
2023-11-13,16.392
2023-11-14,16.39
2023-11-15,16.39
2023-11-16,16.39
2023-11-17,16.39
2023-11-18,16.39
2023-11-19,16.39
2023-11-20,16.386
2023-11-21,16.386
2023-11-22,16.386
2023-11-23,16.386
2023-11-24,16.386
2023-11-25,16.386
2023-11-26,16.386
2023-11-27,16.386
2023-11-28,16.386
2023-11-29,16.398
2023-11-30,16.408
2023-12-01,16.408
2023-12-02,16.408
2023-12-03,16.408
2023-12-04,16.408
2023-12-05,16.412
2023-12-06,16.393
2023-12-07,16.393
2023-12-08,16.393
2023-12-09,16.393
2023-12-10,16.393
2023-12-11,16.393
2023-12-12,16.393
2023-12-13,16.391
2023-12-14,16.391
2023-12-15,16.42
2023-12-16,16.42
2023-12-17,16.42
2023-12-18,16.42
2023-12-19,16.42
2023-12-20,16.42
2023-12-21,16.42
2023-12-22,16.42
2023-12-23,16.42
2023-12-24,16.42
2023-12-25,16.42
2023-12-26,16.42
2023-12-27,16.42
2023-12-28,16.42
2023-12-29,16.42
2023-12-30,16.42
2023-12-31,16.42
2024-01-01,16.42
2024-01-02,16.42
2024-01-03,16.42
2024-01-04,16.42
2024-01-05,16.42
2024-01-06,16.42
2024-01-07,16.421
2024-01-08,16.421
2024-01-09,16.421
2024-01-10,16.421
2024-01-11,16.422
2024-01-12,16.422
2024-01-13,16.422
2024-01-14,16.422
2024-01-15,16.422
2024-01-16,16.422
2024-01-17,16.422
2024-01-18,16.422
2024-01-19,16.422
2024-01-20,16.422
2024-01-21,16.422
2024-01-22,16.422
2024-01-23,16.422
2024-01-24,16.422
2024-01-25,16.422
2024-01-26,16.422
2024-01-27,16.422
2024-01-28,16.423
2024-01-29,16.423
2024-01-30,16.392
2024-01-31,16.392
2024-02-01,16.392
2024-02-02,16.392
2024-02-03,16.392
2024-02-04,16.392
2024-02-05,16.392
2024-02-06,16.392
2024-02-07,16.392
2024-02-08,16.392
2024-02-09,16.392
2024-02-10,16.392
2024-02-11,16.392
2024-02-12,16.392
2024-02-13,16.392
2024-02-14,16.392
2024-02-15,16.392
2024-02-16,16.39
2024-02-17,16.39
2024-02-18,16.39
2024-02-19,16.39
2024-02-20,16.39
2024-02-21,16.39
2024-02-22,16.411
2024-02-23,16.425
2024-02-24,16.425
2024-02-25,16.425
2024-02-26,16.427
2024-02-27,16.424
2024-02-28,16.424
2024-02-29,16.424
2024-03-01,16.424
2024-03-02,16.424
2024-03-03,16.424
2024-03-04,16.424
2024-03-05,16.424
2024-03-06,16.424
2024-03-07,16.424
2024-03-08,16.424
2024-03-09,16.424
2024-03-10,16.424
2024-03-11,16.424
2024-03-12,16.424
2024-03-13,16.424
2024-03-14,16.424
2024-03-15,16.424
2024-03-16,16.424
2024-03-17,16.424
2024-03-18,16.424
2024-03-19,16.424
2024-03-20,16.424
2024-03-21,16.424
2024-03-22,16.424
2024-03-23,16.424
2024-03-24,16.424
2024-03-25,16.424
2024-03-26,16.424
2024-03-27,16.424
2024-03-28,16.424
2024-03-29,16.424
2024-03-30,16.424
2024-03-31,16.424
2024-04-01,16.424
2024-04-02,16.424
2024-04-03,16.424
2024-04-04,16.424
2024-04-05,16.424
2024-04-06,16.424
2024-04-07,16.424
2024-04-08,16.424
