,JLL US Equity
2023-07-05,16.855
2023-07-06,16.855
2023-07-07,16.738
2023-07-08,16.738
2023-07-09,16.738
2023-07-10,16.738
2023-07-11,16.738
2023-07-12,16.738
2023-07-13,16.738
2023-07-14,16.738
2023-07-15,16.738
2023-07-16,16.738
2023-07-17,16.738
2023-07-18,16.738
2023-07-19,16.71
2023-07-20,16.676
2023-07-21,16.676
2023-07-22,16.676
2023-07-23,16.344
2023-07-24,16.196
2023-07-25,16.196
2023-07-26,16.195
2023-07-27,16.195
2023-07-28,16.195
2023-07-29,16.195
2023-07-30,16.195
2023-07-31,16.195
2023-08-01,16.195
2023-08-02,16.195
2023-08-03,15.667
2023-08-04,15.673
2023-08-05,15.673
2023-08-06,15.671
2023-08-07,15.671
2023-08-08,15.671
2023-08-09,15.671
2023-08-10,15.671
2023-08-11,15.471
2023-08-12,15.471
2023-08-13,15.471
2023-08-14,15.014
2023-08-15,15.001
2023-08-16,15.001
2023-08-17,15.124
2023-08-18,15.124
2023-08-19,15.124
2023-08-20,15.124
2023-08-21,15.124
2023-08-22,15.124
2023-08-23,15.124
2023-08-24,15.124
2023-08-25,15.124
2023-08-26,15.124
2023-08-27,15.124
2023-08-28,15.124
2023-08-29,15.124
2023-08-30,15.124
2023-08-31,15.124
2023-09-01,15.001
2023-09-02,15.001
2023-09-03,15.001
2023-09-04,15.001
2023-09-05,15.001
2023-09-06,15.001
2023-09-07,15.001
2023-09-08,15.001
2023-09-09,15.001
2023-09-10,15.001
2023-09-11,15.001
2023-09-12,15.001
2023-09-13,15.001
2023-09-14,15.001
2023-09-15,14.946
2023-09-16,14.946
2023-09-17,14.946
2023-09-18,14.946
2023-09-19,14.946
2023-09-20,14.946
2023-09-21,14.946
2023-09-22,14.946
2023-09-23,14.946
2023-09-24,14.946
2023-09-25,14.946
2023-09-26,14.946
2023-09-27,14.946
2023-09-28,14.946
2023-09-29,14.946
2023-09-30,14.946
2023-10-01,14.946
2023-10-02,14.451
2023-10-03,14.451
2023-10-04,14.014
2023-10-05,14.014
2023-10-06,14.014
2023-10-07,14.014
2023-10-08,14.014
2023-10-09,14.014
2023-10-10,14.014
2023-10-11,14.014
2023-10-12,14.014
2023-10-13,14.014
2023-10-14,14.014
2023-10-15,14.014
2023-10-16,14.014
2023-10-17,13.003
2023-10-18,13.003
2023-10-19,13.003
2023-10-20,13.003
2023-10-21,13.003
2023-10-22,13.003
2023-10-23,13.003
2023-10-24,13.003
2023-10-25,12.92
2023-10-26,12.92
2023-10-27,12.92
2023-10-28,12.92
2023-10-29,12.92
2023-10-30,12.92
2023-10-31,12.92
2023-11-01,12.92
2023-11-02,12.413
2023-11-03,12.413
2023-11-04,12.413
2023-11-05,12.413
2023-11-06,12.413
2023-11-07,12.346
2023-11-08,12.346
2023-11-09,12.346
2023-11-10,12.346
2023-11-11,12.346
2023-11-12,12.346
2023-11-13,12.211
2023-11-14,12.211
2023-11-15,12.211
2023-11-16,12.114
2023-11-17,12.114
2023-11-18,12.114
2023-11-19,12.114
2023-11-20,12.114
2023-11-21,12.114
2023-11-22,12.114
2023-11-23,11.945
2023-11-24,11.945
2023-11-25,11.945
2023-11-26,11.945
2023-11-27,11.945
2023-11-28,11.945
2023-11-29,11.945
2023-11-30,11.945
2023-12-01,11.945
2023-12-02,11.945
2023-12-03,11.945
2023-12-04,11.945
2023-12-05,11.83
2023-12-06,11.83
2023-12-07,11.83
2023-12-08,11.83
2023-12-09,11.83
2023-12-10,11.83
2023-12-11,11.83
2023-12-12,11.83
2023-12-13,11.83
2023-12-14,11.83
2023-12-15,11.83
2023-12-16,11.83
2023-12-17,11.83
2023-12-18,11.83
2023-12-19,11.83
2023-12-20,11.83
2023-12-21,11.83
2023-12-22,11.83
2023-12-23,11.83
2023-12-24,11.83
2023-12-25,11.83
2023-12-26,11.83
2023-12-27,11.83
2023-12-28,11.83
2023-12-29,11.83
2023-12-30,11.83
2023-12-31,11.83
2024-01-01,11.83
2024-01-02,11.83
2024-01-03,11.83
2024-01-04,11.83
2024-01-05,11.83
2024-01-06,11.83
2024-01-07,11.83
2024-01-08,11.83
2024-01-09,11.83
2024-01-10,11.83
2024-01-11,11.83
2024-01-12,11.83
2024-01-13,11.83
2024-01-14,11.83
2024-01-15,11.83
2024-01-16,11.83
2024-01-17,11.83
2024-01-18,11.768
2024-01-19,11.768
2024-01-20,11.768
2024-01-21,11.768
2024-01-22,11.768
2024-01-23,11.768
2024-01-24,11.768
2024-01-25,11.723
2024-01-26,11.723
2024-01-27,11.723
2024-01-28,11.723
2024-01-29,11.723
2024-01-30,11.723
2024-01-31,11.723
2024-02-01,11.723
2024-02-02,11.723
2024-02-03,11.723
2024-02-04,11.723
2024-02-05,11.723
2024-02-06,11.723
2024-02-07,11.723
2024-02-08,11.723
2024-02-09,11.723
2024-02-10,11.723
2024-02-11,11.723
2024-02-12,11.723
2024-02-13,11.723
2024-02-14,11.663
2024-02-15,11.663
2024-02-16,11.663
2024-02-17,11.663
2024-02-18,11.663
2024-02-19,11.663
2024-02-20,11.663
2024-02-21,11.663
2024-02-22,11.663
2024-02-23,11.663
2024-02-24,11.663
2024-02-25,11.663
2024-02-26,11.663
2024-02-27,11.906
2024-02-28,11.768
2024-02-29,11.768
2024-03-01,11.768
2024-03-02,11.768
2024-03-03,11.768
2024-03-04,11.768
2024-03-05,11.923
2024-03-06,11.923
2024-03-07,11.923
2024-03-08,12.066
2024-03-09,12.066
2024-03-10,12.066
2024-03-11,12.066
2024-03-12,12.066
2024-03-13,12.066
2024-03-14,12.066
2024-03-15,12.066
2024-03-16,12.066
2024-03-17,12.066
2024-03-18,12.066
2024-03-19,11.925
2024-03-20,11.925
2024-03-21,11.925
2024-03-22,11.925
2024-03-23,11.925
2024-03-24,11.925
2024-03-25,11.925
2024-03-26,11.925
2024-03-27,11.925
2024-03-28,11.925
2024-03-29,11.925
2024-03-30,11.925
2024-03-31,11.925
2024-04-01,11.925
2024-04-02,11.925
2024-04-03,11.925
2024-04-04,11.686
2024-04-05,11.686
2024-04-06,11.686
2024-04-07,11.686
2024-04-08,11.686
