,OSK US Equity
2023-07-24,7.334
2023-07-25,7.334
2023-07-26,7.334
2023-07-27,7.332
2023-07-28,7.332
2023-07-29,7.332
2023-07-30,7.332
2023-07-31,7.332
2023-08-01,7.833
2023-08-02,8.344
2023-08-03,8.495
2023-08-04,9.072
2023-08-05,9.072
2023-08-06,9.072
2023-08-07,9.072
2023-08-08,9.072
2023-08-09,9.129
2023-08-10,9.129
2023-08-11,9.129
2023-08-12,9.129
2023-08-13,9.129
2023-08-14,9.129
2023-08-15,9.103
2023-08-16,9.103
2023-08-17,9.103
2023-08-18,9.103
2023-08-19,9.103
2023-08-20,9.103
2023-08-21,9.103
2023-08-22,9.103
2023-08-23,9.103
2023-08-24,9.103
2023-08-25,9.103
2023-08-26,9.103
2023-08-27,9.103
2023-08-28,9.103
2023-08-29,9.103
2023-08-30,9.104
2023-08-31,9.118
2023-09-01,9.115
2023-09-02,9.115
2023-09-03,9.115
2023-09-04,9.115
2023-09-05,9.115
2023-09-06,9.115
2023-09-07,9.115
2023-09-08,9.123
2023-09-09,9.123
2023-09-10,9.123
2023-09-11,9.123
2023-09-12,9.123
2023-09-13,9.123
2023-09-14,9.123
2023-09-15,9.123
2023-09-16,9.123
2023-09-17,9.123
2023-09-18,9.189
2023-09-19,9.189
2023-09-20,9.189
2023-09-21,9.189
2023-09-22,9.189
2023-09-23,9.189
2023-09-24,9.189
2023-09-25,9.189
2023-09-26,9.189
2023-09-27,9.187
2023-09-28,9.187
2023-09-29,9.187
2023-09-30,9.187
2023-10-01,9.187
2023-10-02,9.187
2023-10-03,9.18
2023-10-04,9.18
2023-10-05,9.18
2023-10-06,9.18
2023-10-07,9.18
2023-10-08,9.18
2023-10-09,9.18
2023-10-10,9.18
2023-10-11,9.191
2023-10-12,9.191
2023-10-13,9.253
2023-10-14,9.253
2023-10-15,9.253
2023-10-16,9.173
2023-10-17,9.173
2023-10-18,9.173
2023-10-19,9.173
2023-10-20,9.173
2023-10-21,9.173
2023-10-22,9.173
2023-10-23,9.173
2023-10-24,9.173
2023-10-25,9.194
2023-10-26,9.493
2023-10-27,9.822
2023-10-28,9.822
2023-10-29,9.906
2023-10-30,9.963
2023-10-31,9.963
2023-11-01,10.089
2023-11-02,10.089
2023-11-03,10.089
2023-11-04,10.089
2023-11-05,10.089
2023-11-06,10.089
2023-11-07,10.089
2023-11-08,10.089
2023-11-09,10.089
2023-11-10,10.194
2023-11-11,10.194
2023-11-12,10.194
2023-11-13,10.194
2023-11-14,10.194
2023-11-15,10.194
2023-11-16,10.194
2023-11-17,10.194
2023-11-18,10.194
2023-11-19,10.194
2023-11-20,10.194
2023-11-21,10.194
2023-11-22,10.194
2023-11-23,10.194
2023-11-24,10.194
2023-11-25,10.194
2023-11-26,10.194
2023-11-27,10.211
2023-11-28,10.211
2023-11-29,10.211
2023-11-30,10.211
2023-12-01,10.211
2023-12-02,10.211
2023-12-03,10.211
2023-12-04,10.211
2023-12-05,10.211
2023-12-06,10.211
2023-12-07,10.211
2023-12-08,10.211
2023-12-09,10.211
2023-12-10,10.211
2023-12-11,10.291
2023-12-12,10.291
2023-12-13,10.311
2023-12-14,10.311
2023-12-15,10.311
2023-12-16,10.311
2023-12-17,10.311
2023-12-18,10.311
2023-12-19,10.311
2023-12-20,10.311
2023-12-21,10.311
2023-12-22,10.311
2023-12-23,10.311
2023-12-24,10.311
2023-12-25,10.311
2023-12-26,10.311
2023-12-27,10.311
2023-12-28,10.311
2023-12-29,10.311
2023-12-30,10.311
2023-12-31,10.311
2024-01-01,10.311
2024-01-02,10.311
2024-01-03,10.311
2024-01-04,10.311
2024-01-05,10.311
2024-01-06,10.311
2024-01-07,10.333
2024-01-08,10.269
2024-01-09,10.269
2024-01-10,10.269
2024-01-11,10.269
2024-01-12,10.269
2024-01-13,10.269
2024-01-14,10.269
2024-01-15,10.269
2024-01-16,10.269
2024-01-17,10.269
2024-01-18,10.269
2024-01-19,10.259
2024-01-20,10.259
2024-01-21,10.259
2024-01-22,10.259
2024-01-23,10.259
2024-01-24,10.259
2024-01-25,10.259
2024-01-26,10.265
2024-01-27,10.265
2024-01-28,10.265
2024-01-29,10.265
2024-01-30,10.353
2024-01-31,10.435
2024-02-01,10.435
2024-02-02,10.452
2024-02-03,10.452
2024-02-04,10.452
2024-02-05,10.445
2024-02-06,10.445
2024-02-07,10.445
2024-02-08,10.445
2024-02-09,10.445
2024-02-10,10.445
2024-02-11,10.445
2024-02-12,10.445
2024-02-13,10.445
2024-02-14,10.445
2024-02-15,10.445
2024-02-16,10.508
2024-02-17,10.508
2024-02-18,10.508
2024-02-19,10.506
2024-02-20,10.506
2024-02-21,10.506
2024-02-22,10.506
2024-02-23,10.506
2024-02-24,10.506
2024-02-25,10.506
2024-02-26,10.507
2024-02-27,10.507
2024-02-28,10.507
2024-02-29,10.507
2024-03-01,10.507
2024-03-02,10.507
2024-03-03,10.44
2024-03-04,10.444
2024-03-05,10.444
2024-03-06,10.444
2024-03-07,10.444
2024-03-08,10.444
2024-03-09,10.444
2024-03-10,10.444
2024-03-11,10.444
2024-03-12,10.444
2024-03-13,10.431
2024-03-14,10.431
2024-03-15,10.431
2024-03-16,10.431
2024-03-17,10.431
2024-03-18,10.431
2024-03-19,10.431
2024-03-20,10.431
2024-03-21,10.431
2024-03-22,10.431
2024-03-23,10.431
2024-03-24,10.431
2024-03-25,10.431
2024-03-26,10.431
2024-03-27,10.431
2024-03-28,10.431
2024-03-29,10.431
2024-03-30,10.431
2024-03-31,10.431
2024-04-01,10.431
2024-04-02,10.438
2024-04-03,10.438
2024-04-04,10.438
2024-04-05,10.438
2024-04-06,10.438
2024-04-07,10.438
2024-04-08,10.438
