,BWA US Equity
2023-07-28,4.939
2023-07-29,4.939
2023-07-30,4.939
2023-07-31,4.939
2023-08-01,4.939
2023-08-02,4.902
2023-08-03,4.781
2023-08-04,4.781
2023-08-05,4.781
2023-08-06,4.781
2023-08-07,4.708
2023-08-08,4.661
2023-08-09,4.661
2023-08-10,4.564
2023-08-11,4.564
2023-08-12,4.564
2023-08-13,4.564
2023-08-14,4.535
2023-08-15,4.535
2023-08-16,4.464
2023-08-17,4.369
2023-08-18,4.369
2023-08-19,4.369
2023-08-20,4.369
2023-08-21,4.311
2023-08-22,4.311
2023-08-23,4.311
2023-08-24,4.311
2023-08-25,4.311
2023-08-26,4.311
2023-08-27,4.311
2023-08-28,4.311
2023-08-29,4.311
2023-08-30,4.311
2023-08-31,4.311
2023-09-01,4.332
2023-09-02,4.332
2023-09-03,4.332
2023-09-04,4.332
2023-09-05,4.332
2023-09-06,4.332
2023-09-07,4.332
2023-09-08,4.332
2023-09-09,4.332
2023-09-10,4.332
2023-09-11,4.332
2023-09-12,4.332
2023-09-13,4.332
2023-09-14,4.332
2023-09-15,4.332
2023-09-16,4.332
2023-09-17,4.332
2023-09-18,4.332
2023-09-19,4.332
2023-09-20,4.332
2023-09-21,4.332
2023-09-22,4.332
2023-09-23,4.332
2023-09-24,4.332
2023-09-25,4.332
2023-09-26,4.332
2023-09-27,4.332
2023-09-28,4.332
2023-09-29,4.332
2023-09-30,4.332
2023-10-01,4.332
2023-10-02,4.332
2023-10-03,4.321
2023-10-04,4.321
2023-10-05,4.321
2023-10-06,4.321
2023-10-07,4.321
2023-10-08,4.321
2023-10-09,4.319
2023-10-10,4.333
2023-10-11,4.333
2023-10-12,4.331
2023-10-13,4.331
2023-10-14,4.331
2023-10-15,4.331
2023-10-16,4.331
2023-10-17,4.333
2023-10-18,4.338
2023-10-19,4.376
2023-10-20,4.376
2023-10-21,4.376
2023-10-22,4.376
2023-10-23,4.376
2023-10-24,4.375
2023-10-25,4.375
2023-10-26,4.375
2023-10-27,4.375
2023-10-28,4.375
2023-10-29,4.375
2023-10-30,4.375
2023-10-31,4.375
2023-11-01,4.375
2023-11-02,4.338
2023-11-03,4.333
2023-11-04,4.333
2023-11-05,4.333
2023-11-06,4.298
2023-11-07,4.298
2023-11-08,4.298
2023-11-09,4.292
2023-11-10,4.292
2023-11-11,4.292
2023-11-12,4.292
2023-11-13,4.277
2023-11-14,4.277
2023-11-15,4.272
2023-11-16,4.272
2023-11-17,4.272
2023-11-18,4.272
2023-11-19,4.272
2023-11-20,4.272
2023-11-21,4.272
2023-11-22,4.272
2023-11-23,4.272
2023-11-24,4.272
2023-11-25,4.272
2023-11-26,4.272
2023-11-27,4.272
2023-11-28,4.25
2023-11-29,4.25
2023-11-30,4.25
2023-12-01,4.25
2023-12-02,4.25
2023-12-03,4.25
2023-12-04,4.244
2023-12-05,4.309
2023-12-06,4.309
2023-12-07,4.309
2023-12-08,4.309
2023-12-09,4.309
2023-12-10,4.309
2023-12-11,4.309
2023-12-12,4.304
2023-12-13,4.295
2023-12-14,4.295
2023-12-15,4.295
2023-12-16,4.295
2023-12-17,4.295
2023-12-18,4.295
2023-12-19,4.295
2023-12-20,4.295
2023-12-21,4.295
2023-12-22,4.295
2023-12-23,4.295
2023-12-24,4.295
2023-12-25,4.295
2023-12-26,4.295
2023-12-27,4.295
2023-12-28,4.295
2023-12-29,4.295
2023-12-30,4.295
2023-12-31,4.295
2024-01-01,4.295
2024-01-02,4.295
2024-01-03,4.294
2024-01-04,4.294
2024-01-05,4.297
2024-01-06,4.297
2024-01-07,4.297
2024-01-08,4.297
2024-01-09,4.278
2024-01-10,4.278
2024-01-11,4.278
2024-01-12,4.278
2024-01-13,4.278
2024-01-14,4.278
2024-01-15,4.278
2024-01-16,4.278
2024-01-17,4.289
2024-01-18,4.289
2024-01-19,4.289
2024-01-20,4.289
2024-01-21,4.289
2024-01-22,4.295
2024-01-23,4.305
2024-01-24,4.299
2024-01-25,4.238
2024-01-26,4.238
2024-01-27,4.238
2024-01-28,4.238
2024-01-29,4.238
2024-01-30,4.238
2024-01-31,4.238
2024-02-01,4.238
2024-02-02,4.238
2024-02-03,4.238
2024-02-04,4.238
2024-02-05,4.238
2024-02-06,4.238
2024-02-07,4.238
2024-02-08,4.131
2024-02-09,4.048
2024-02-10,4.048
2024-02-11,4.048
2024-02-12,4.048
2024-02-13,4.048
2024-02-14,4.002
2024-02-15,3.978
2024-02-16,3.978
2024-02-17,3.978
2024-02-18,3.978
2024-02-19,3.978
2024-02-20,3.978
2024-02-21,3.959
2024-02-22,3.959
2024-02-23,3.937
2024-02-24,3.937
2024-02-25,3.937
2024-02-26,3.937
2024-02-27,3.937
2024-02-28,3.937
2024-02-29,3.937
2024-03-01,3.937
2024-03-02,3.937
2024-03-03,3.929
2024-03-04,3.929
2024-03-05,3.928
2024-03-06,3.914
2024-03-07,3.914
2024-03-08,3.914
2024-03-09,3.914
2024-03-10,3.914
2024-03-11,3.914
2024-03-12,3.914
2024-03-13,3.914
2024-03-14,3.889
2024-03-15,3.889
2024-03-16,3.889
2024-03-17,3.889
2024-03-18,3.888
2024-03-19,3.888
2024-03-20,3.888
2024-03-21,3.888
2024-03-22,3.888
2024-03-23,3.888
2024-03-24,3.888
2024-03-25,3.888
2024-03-26,3.888
2024-03-27,3.888
2024-03-28,3.888
2024-03-29,3.888
2024-03-30,3.888
2024-03-31,3.888
2024-04-01,3.888
2024-04-02,3.888
2024-04-03,3.888
2024-04-04,3.888
2024-04-05,3.893
2024-04-06,3.893
2024-04-07,3.893
2024-04-08,3.893
