,ETR US Equity
2023-08-20,7.173
2023-08-21,7.173
2023-08-22,7.172
2023-08-23,7.174
2023-08-24,7.18
2023-08-25,7.18
2023-08-26,7.18
2023-08-27,7.18
2023-08-28,7.18
2023-08-29,7.18
2023-08-30,7.18
2023-08-31,7.18
2023-09-01,7.188
2023-09-02,7.188
2023-09-03,7.188
2023-09-04,7.188
2023-09-05,7.188
2023-09-06,7.19
2023-09-07,7.19
2023-09-08,7.19
2023-09-09,7.19
2023-09-10,7.19
2023-09-11,7.193
2023-09-12,7.193
2023-09-13,7.193
2023-09-14,7.193
2023-09-15,7.193
2023-09-16,7.193
2023-09-17,7.193
2023-09-18,7.193
2023-09-19,7.193
2023-09-20,7.193
2023-09-21,7.193
2023-09-22,7.193
2023-09-23,7.193
2023-09-24,7.193
2023-09-25,7.193
2023-09-26,7.193
2023-09-27,7.193
2023-09-28,7.193
2023-09-29,7.193
2023-09-30,7.193
2023-10-01,7.193
2023-10-02,7.193
2023-10-03,7.193
2023-10-04,7.193
2023-10-05,7.193
2023-10-06,7.193
2023-10-07,7.193
2023-10-08,7.193
2023-10-09,7.193
2023-10-10,7.188
2023-10-11,7.191
2023-10-12,7.186
2023-10-13,7.186
2023-10-14,7.186
2023-10-15,7.186
2023-10-16,7.186
2023-10-17,7.186
2023-10-18,7.186
2023-10-19,7.186
2023-10-20,7.186
2023-10-21,7.186
2023-10-22,7.186
2023-10-23,7.186
2023-10-24,7.186
2023-10-25,7.186
2023-10-26,7.186
2023-10-27,7.186
2023-10-28,7.186
2023-10-29,7.186
2023-10-30,7.186
2023-10-31,7.186
2023-11-01,7.187
2023-11-02,7.191
2023-11-03,7.191
2023-11-04,7.191
2023-11-05,7.191
2023-11-06,7.192
2023-11-07,7.192
2023-11-08,7.192
2023-11-09,7.192
2023-11-10,7.192
2023-11-11,7.192
2023-11-12,7.192
2023-11-13,7.192
2023-11-14,7.192
2023-11-15,7.192
2023-11-16,7.189
2023-11-17,7.189
2023-11-18,7.189
2023-11-19,7.189
2023-11-20,7.189
2023-11-21,7.198
2023-11-22,7.198
2023-11-23,7.198
2023-11-24,7.204
2023-11-25,7.204
2023-11-26,7.204
2023-11-27,7.204
2023-11-28,7.204
2023-11-29,7.205
2023-11-30,7.205
2023-12-01,7.203
2023-12-02,7.2
2023-12-03,7.2
2023-12-04,7.2
2023-12-05,7.2
2023-12-06,7.2
2023-12-07,7.2
2023-12-08,7.2
2023-12-09,7.2
2023-12-10,7.2
2023-12-11,7.2
2023-12-12,7.2
2023-12-13,7.2
2023-12-14,7.199
2023-12-15,7.199
2023-12-16,7.199
2023-12-17,7.199
2023-12-18,7.199
2023-12-19,7.199
2023-12-20,7.199
2023-12-21,7.199
2023-12-22,7.199
2023-12-23,7.199
2023-12-24,7.199
2023-12-25,7.199
2023-12-26,7.199
2023-12-27,7.199
2023-12-28,7.199
2023-12-29,7.199
2023-12-30,7.199
2023-12-31,7.199
2024-01-01,7.199
2024-01-02,7.197
2024-01-03,7.197
2024-01-04,7.197
2024-01-05,7.197
2024-01-06,7.199
2024-01-07,7.199
2024-01-08,7.199
2024-01-09,7.199
2024-01-10,7.199
2024-01-11,7.199
2024-01-12,7.199
2024-01-13,7.199
2024-01-14,7.199
2024-01-15,7.199
2024-01-16,7.195
2024-01-17,7.195
2024-01-18,7.195
2024-01-19,7.195
2024-01-20,7.195
2024-01-21,7.199
2024-01-22,7.199
2024-01-23,7.199
2024-01-24,7.199
2024-01-25,7.199
2024-01-26,7.199
2024-01-27,7.199
2024-01-28,7.199
2024-01-29,7.199
2024-01-30,7.199
2024-01-31,7.199
2024-02-01,7.199
2024-02-02,7.199
2024-02-03,7.199
2024-02-04,7.199
2024-02-05,7.199
2024-02-06,7.199
2024-02-07,7.199
2024-02-08,7.199
2024-02-09,7.199
2024-02-10,7.199
2024-02-11,7.199
2024-02-12,7.199
2024-02-13,7.199
2024-02-14,7.199
2024-02-15,7.199
2024-02-16,7.199
2024-02-17,7.199
2024-02-18,7.199
2024-02-19,7.199
2024-02-20,7.199
2024-02-21,7.199
2024-02-22,7.2
2024-02-23,7.2
2024-02-24,7.2
2024-02-25,7.2
2024-02-26,7.205
2024-02-27,7.205
2024-02-28,7.205
2024-02-29,7.205
2024-03-01,7.206
2024-03-02,7.206
2024-03-03,7.206
2024-03-04,7.206
2024-03-05,7.206
2024-03-06,7.206
2024-03-07,7.206
2024-03-08,7.206
2024-03-09,7.206
2024-03-10,7.206
2024-03-11,7.206
2024-03-12,7.206
2024-03-13,7.208
2024-03-14,7.208
2024-03-15,7.208
2024-03-16,7.208
2024-03-17,7.208
2024-03-18,7.208
2024-03-19,7.208
2024-03-20,7.208
2024-03-21,7.208
2024-03-22,7.208
2024-03-23,7.208
2024-03-24,7.208
2024-03-25,7.2
2024-03-26,7.2
2024-03-27,7.2
2024-03-28,7.2
2024-03-29,7.2
2024-03-30,7.2
2024-03-31,7.2
2024-04-01,7.2
2024-04-02,7.2
2024-04-03,7.2
2024-04-04,7.2
2024-04-05,7.205
2024-04-06,7.205
2024-04-07,7.205
2024-04-08,7.205
