,TROW US Equity
2023-09-14,7.502
2023-09-15,7.502
2023-09-16,7.502
2023-09-17,7.502
2023-09-18,7.502
2023-09-19,7.502
2023-09-20,7.502
2023-09-21,7.502
2023-09-22,7.502
2023-09-23,7.502
2023-09-24,7.502
2023-09-25,7.502
2023-09-26,7.525
2023-09-27,7.525
2023-09-28,7.525
2023-09-29,7.525
2023-09-30,7.525
2023-10-01,7.525
2023-10-02,7.444
2023-10-03,7.401
2023-10-04,7.401
2023-10-05,7.401
2023-10-06,7.361
2023-10-07,7.361
2023-10-08,7.361
2023-10-09,7.326
2023-10-10,7.252
2023-10-11,7.142
2023-10-12,7.135
2023-10-13,7.135
2023-10-14,7.135
2023-10-15,7.135
2023-10-16,7.135
2023-10-17,7.109
2023-10-18,7.109
2023-10-19,7.109
2023-10-20,7.118
2023-10-21,7.118
2023-10-22,7.118
2023-10-23,7.118
2023-10-24,7.118
2023-10-25,7.118
2023-10-26,7.118
2023-10-27,6.99
2023-10-28,6.954
2023-10-29,6.915
2023-10-30,6.708
2023-10-31,6.702
2023-11-01,6.702
2023-11-02,6.702
2023-11-03,6.702
2023-11-04,6.702
2023-11-05,6.702
2023-11-06,6.702
2023-11-07,6.702
2023-11-08,6.702
2023-11-09,6.702
2023-11-10,6.696
2023-11-11,6.696
2023-11-12,6.696
2023-11-13,6.696
2023-11-14,6.692
2023-11-15,6.692
2023-11-16,6.692
2023-11-17,6.666
2023-11-18,6.666
2023-11-19,6.666
2023-11-20,6.666
2023-11-21,6.666
2023-11-22,6.666
2023-11-23,6.666
2023-11-24,6.666
2023-11-25,6.666
2023-11-26,6.666
2023-11-27,6.666
2023-11-28,6.666
2023-11-29,6.71
2023-11-30,6.71
2023-12-01,6.71
2023-12-02,6.71
2023-12-03,6.71
2023-12-04,6.71
2023-12-05,6.71
2023-12-06,6.71
2023-12-07,6.746
2023-12-08,6.746
2023-12-09,6.746
2023-12-10,6.746
2023-12-11,6.746
2023-12-12,6.748
2023-12-13,6.789
2023-12-14,6.789
2023-12-15,6.789
2023-12-16,6.789
2023-12-17,6.789
2023-12-18,6.752
2023-12-19,6.752
2023-12-20,6.792
2023-12-21,6.792
2023-12-22,6.792
2023-12-23,6.792
2023-12-24,6.792
2023-12-25,6.792
2023-12-26,6.792
2023-12-27,6.792
2023-12-28,6.792
2023-12-29,6.792
2023-12-30,6.792
2023-12-31,6.792
2024-01-01,6.792
2024-01-02,6.87
2024-01-03,6.87
2024-01-04,6.87
2024-01-05,6.93
2024-01-06,6.93
2024-01-07,6.93
2024-01-08,6.93
2024-01-09,7.103
2024-01-10,7.202
2024-01-11,7.295
2024-01-12,7.295
2024-01-13,7.295
2024-01-14,7.295
2024-01-15,7.295
2024-01-16,7.358
2024-01-17,7.358
2024-01-18,7.358
2024-01-19,7.431
2024-01-20,7.431
2024-01-21,7.431
2024-01-22,7.431
2024-01-23,7.431
2024-01-24,7.431
2024-01-25,7.431
2024-01-26,7.431
2024-01-27,7.431
2024-01-28,7.431
2024-01-29,7.438
2024-01-30,7.438
2024-01-31,7.441
2024-02-01,7.441
2024-02-02,7.441
2024-02-03,7.441
2024-02-04,7.441
2024-02-05,7.441
2024-02-06,7.441
2024-02-07,7.441
2024-02-08,7.569
2024-02-09,7.747
2024-02-10,7.747
2024-02-11,7.747
2024-02-12,7.747
2024-02-13,7.747
2024-02-14,7.747
2024-02-15,7.747
2024-02-16,7.756
2024-02-17,7.8
2024-02-18,7.8
2024-02-19,7.8
2024-02-20,7.8
2024-02-21,7.8
2024-02-22,7.8
2024-02-23,7.8
2024-02-24,7.8
2024-02-25,7.8
2024-02-26,7.777
2024-02-27,7.796
2024-02-28,7.796
2024-02-29,7.796
2024-03-01,7.796
2024-03-02,7.796
2024-03-03,7.796
2024-03-04,7.796
2024-03-05,7.796
2024-03-06,7.844
2024-03-07,7.844
2024-03-08,7.796
2024-03-09,7.796
2024-03-10,7.796
2024-03-11,7.796
2024-03-12,7.891
2024-03-13,7.891
2024-03-14,7.891
2024-03-15,7.891
2024-03-16,7.891
2024-03-17,7.891
2024-03-18,7.891
2024-03-19,7.891
2024-03-20,7.891
2024-03-21,7.891
2024-03-22,7.891
2024-03-23,7.891
2024-03-24,7.891
2024-03-25,7.891
2024-03-26,7.891
2024-03-27,7.891
2024-03-28,7.891
2024-03-29,7.891
2024-03-30,7.891
2024-03-31,7.891
2024-04-01,7.901
2024-04-02,7.918
2024-04-03,7.918
2024-04-04,7.918
2024-04-05,7.93
2024-04-06,7.93
2024-04-07,7.978
2024-04-08,7.978
