,ESNT US Equity
2023-09-04,6.655
2023-09-05,6.655
2023-09-06,6.655
2023-09-07,6.655
2023-09-08,6.655
2023-09-09,6.655
2023-09-10,6.655
2023-09-11,6.655
2023-09-12,6.655
2023-09-13,6.655
2023-09-14,6.655
2023-09-15,6.655
2023-09-16,6.655
2023-09-17,6.655
2023-09-18,6.632
2023-09-19,6.632
2023-09-20,6.632
2023-09-21,6.632
2023-09-22,6.632
2023-09-23,6.632
2023-09-24,6.632
2023-09-25,6.632
2023-09-26,6.632
2023-09-27,6.632
2023-09-28,6.632
2023-09-29,6.632
2023-09-30,6.632
2023-10-01,6.632
2023-10-02,6.615
2023-10-03,6.615
2023-10-04,6.615
2023-10-05,6.615
2023-10-06,6.615
2023-10-07,6.615
2023-10-08,6.615
2023-10-09,6.648
2023-10-10,6.648
2023-10-11,6.648
2023-10-12,6.648
2023-10-13,6.648
2023-10-14,6.648
2023-10-15,6.648
2023-10-16,6.648
2023-10-17,6.657
2023-10-18,6.657
2023-10-19,6.657
2023-10-20,6.657
2023-10-21,6.657
2023-10-22,6.657
2023-10-23,6.657
2023-10-24,6.657
2023-10-25,6.657
2023-10-26,6.657
2023-10-27,6.657
2023-10-28,6.657
2023-10-29,6.657
2023-10-30,6.657
2023-10-31,6.657
2023-11-01,6.657
2023-11-02,6.657
2023-11-03,6.608
2023-11-04,6.608
2023-11-05,6.608
2023-11-06,6.626
2023-11-07,6.614
2023-11-08,6.614
2023-11-09,6.614
2023-11-10,6.614
2023-11-11,6.614
2023-11-12,6.61
2023-11-13,6.61
2023-11-14,6.622
2023-11-15,6.622
2023-11-16,6.622
2023-11-17,6.622
2023-11-18,6.622
2023-11-19,6.622
2023-11-20,6.622
2023-11-21,6.622
2023-11-22,6.622
2023-11-23,6.622
2023-11-24,6.622
2023-11-25,6.622
2023-11-26,6.622
2023-11-27,6.622
2023-11-28,6.622
2023-11-29,6.622
2023-11-30,6.622
2023-12-01,6.622
2023-12-02,6.622
2023-12-03,6.622
2023-12-04,6.617
2023-12-05,6.617
2023-12-06,6.62
2023-12-07,6.62
2023-12-08,6.62
2023-12-09,6.62
2023-12-10,6.62
2023-12-11,6.62
2023-12-12,6.632
2023-12-13,6.632
2023-12-14,6.632
2023-12-15,6.632
2023-12-16,6.632
2023-12-17,6.632
2023-12-18,6.632
2023-12-19,6.632
2023-12-20,6.632
2023-12-21,6.632
2023-12-22,6.651
2023-12-23,6.651
2023-12-24,6.651
2023-12-25,6.651
2023-12-26,6.651
2023-12-27,6.651
2023-12-28,6.651
2023-12-29,6.651
2023-12-30,6.651
2023-12-31,6.651
2024-01-01,6.651
2024-01-02,6.651
2024-01-03,6.651
2024-01-04,6.647
2024-01-05,6.647
2024-01-06,6.647
2024-01-07,6.647
2024-01-08,6.647
2024-01-09,6.633
2024-01-10,6.632
2024-01-11,6.632
2024-01-12,6.632
2024-01-13,6.632
2024-01-14,6.632
2024-01-15,6.632
2024-01-16,6.632
2024-01-17,6.632
2024-01-18,6.621
2024-01-19,6.621
2024-01-20,6.621
2024-01-21,6.621
2024-01-22,6.605
2024-01-23,6.605
2024-01-24,6.605
2024-01-25,6.605
2024-01-26,6.605
2024-01-27,6.605
2024-01-28,6.605
2024-01-29,6.605
2024-01-30,6.605
2024-01-31,6.605
2024-02-01,6.605
2024-02-02,6.605
2024-02-03,6.605
2024-02-04,6.605
2024-02-05,6.605
2024-02-06,6.605
2024-02-07,6.605
2024-02-08,6.605
2024-02-09,6.604
2024-02-10,6.604
2024-02-11,6.617
2024-02-12,6.616
2024-02-13,6.616
2024-02-14,6.616
2024-02-15,6.616
2024-02-16,6.616
2024-02-17,6.616
2024-02-18,6.616
2024-02-19,6.616
2024-02-20,6.633
2024-02-21,6.644
2024-02-22,6.644
2024-02-23,6.644
2024-02-24,6.644
2024-02-25,6.644
2024-02-26,6.632
2024-02-27,6.632
2024-02-28,6.632
2024-02-29,6.63
2024-03-01,6.63
2024-03-02,6.63
2024-03-03,6.63
2024-03-04,6.613
2024-03-05,6.613
2024-03-06,6.613
2024-03-07,6.608
2024-03-08,6.608
2024-03-09,6.608
2024-03-10,6.608
2024-03-11,6.608
2024-03-12,6.608
2024-03-13,6.608
2024-03-14,6.608
2024-03-15,6.608
2024-03-16,6.608
2024-03-17,6.608
2024-03-18,6.608
2024-03-19,6.608
2024-03-20,6.608
2024-03-21,6.608
2024-03-22,6.608
2024-03-23,6.608
2024-03-24,6.608
2024-03-25,6.608
2024-03-26,6.608
2024-03-27,6.608
2024-03-28,6.608
2024-03-29,6.608
2024-03-30,6.608
2024-03-31,6.608
2024-04-01,6.608
2024-04-02,6.608
2024-04-03,6.604
2024-04-04,6.604
2024-04-05,6.604
2024-04-06,6.604
2024-04-07,6.604
2024-04-08,6.604
