,WSM US Equity
2020-02-14,6.515
2020-02-15,6.515
2020-02-16,6.515
2020-02-17,6.515
2020-02-18,6.515
2020-02-19,6.515
2020-02-20,6.515
2020-02-21,6.515
2020-02-22,6.515
2020-02-23,6.515
2020-02-24,6.515
2020-02-25,6.515
2020-02-26,6.515
2020-02-27,6.515
2020-02-28,6.515
2020-02-29,6.515
2020-03-01,6.515
2020-03-02,6.515
2020-03-03,6.515
2020-03-04,6.515
2020-03-05,6.515
2020-03-06,6.515
2020-03-07,6.515
2020-03-08,6.515
2020-03-09,6.515
2020-03-10,6.515
2020-03-11,6.515
2020-03-12,6.515
2020-03-13,6.515
2020-03-14,6.515
2020-03-15,6.515
2020-03-16,6.515
2020-03-17,6.515
2020-03-18,6.515
2020-03-19,5.82
2020-03-20,5.82
2020-03-21,5.82
2020-03-22,5.82
2020-03-23,5.82
2020-03-24,5.493
2020-03-25,5.493
2020-03-26,5.493
2020-03-27,5.493
2020-03-28,5.493
2020-03-29,5.493
2020-03-30,5.493
2020-03-31,5.493
2020-04-01,5.493
2020-04-02,5.493
2020-04-03,5.493
2020-04-04,5.493
2020-04-05,5.493
2020-04-06,5.493
2020-04-07,5.493
2020-04-08,5.493
2020-04-09,5.493
2020-04-10,5.493
2020-04-11,5.493
2020-04-12,5.493
2020-04-13,5.493
2020-04-14,5.493
2020-04-15,5.493
2020-04-16,5.493
2020-04-17,5.493
2020-04-18,5.493
2020-04-19,5.493
2020-04-20,5.493
2020-04-21,5.493
2020-04-22,5.493
2020-04-23,5.493
2020-04-24,5.493
2020-04-25,5.493
2020-04-26,5.493
2020-04-27,5.493
2020-04-28,5.493
2020-04-29,5.493
2020-04-30,5.493
2020-05-01,5.493
2020-05-02,5.493
2020-05-03,5.493
2020-05-04,5.493
2020-05-05,5.493
2020-05-06,5.493
2020-05-07,5.493
2020-05-08,5.493
2020-05-09,5.493
2020-05-10,5.493
2020-05-11,5.493
2020-05-12,5.493
2020-05-13,5.493
2020-05-14,5.37
2020-05-15,5.37
2020-05-16,5.37
2020-05-17,5.37
2020-05-18,5.37
2020-05-19,5.37
2020-05-20,5.37
2020-05-21,5.37
2020-05-22,5.37
2020-05-23,5.37
2020-05-24,5.37
2020-05-25,5.37
2020-05-26,5.37
2020-05-27,5.37
2020-05-28,5.37
2020-05-29,5.473
2020-05-30,5.473
2020-05-31,5.473
2020-06-01,5.757
2020-06-02,5.757
2020-06-03,5.757
2020-06-04,6.05
2020-06-05,6.05
2020-06-06,6.05
2020-06-07,6.05
2020-06-08,6.05
2020-06-09,6.05
2020-06-10,6.05
2020-06-11,6.05
2020-06-12,6.05
2020-06-13,6.05
2020-06-14,6.05
2020-06-15,6.05
2020-06-16,6.05
2020-06-17,6.05
2020-06-18,6.05
2020-06-19,6.05
2020-06-20,6.05
2020-06-21,6.05
2020-06-22,6.05
2020-06-23,6.05
2020-06-24,6.05
2020-06-25,6.05
2020-06-26,6.05
2020-06-27,6.05
2020-06-28,6.05
2020-06-29,6.05
2020-06-30,6.05
2020-07-01,6.05
2020-07-02,6.05
2020-07-03,6.05
2020-07-04,6.05
2020-07-05,6.05
2020-07-06,6.05
2020-07-07,6.05
2020-07-08,6.05
2020-07-09,6.05
2020-07-10,6.05
2020-07-11,6.05
2020-07-12,6.05
2020-07-13,6.05
2020-07-14,6.05
2020-07-15,6.05
2020-07-16,6.05
2020-07-17,6.05
2020-07-18,6.05
2020-07-19,6.05
2020-07-20,6.05
2020-07-21,6.05
2020-07-22,6.05
2020-07-23,6.05
2020-07-24,6.05
2020-07-25,6.05
2020-07-26,6.05
2020-07-27,6.05
2020-07-28,6.05
2020-07-29,6.05
2020-07-30,6.05
2020-07-31,6.05
2020-08-01,6.05
2020-08-02,6.05
2020-08-03,6.05
2020-08-04,6.05
2020-08-05,6.05
2020-08-06,6.05
2020-08-07,6.05
2020-08-08,6.05
2020-08-09,6.05
2020-08-10,6.05
2020-08-11,6.05
2020-08-12,6.05
2020-08-13,6.05
2020-08-14,6.05
2020-08-15,6.05
2020-08-16,6.05
2020-08-17,6.05
2020-08-18,6.05
2020-08-19,6.05
2020-08-20,6.19
2020-08-21,6.19
2020-08-22,6.19
2020-08-23,6.19
2020-08-24,6.19
2020-08-25,6.19
2020-08-26,6.19
2020-08-27,6.485
2020-08-28,7.115
2020-08-29,7.115
2020-08-30,7.115
2020-08-31,7.115
2020-09-01,7.115
2020-09-02,7.115
2020-09-03,7.115
2020-09-04,7.115
2020-09-05,7.115
2020-09-06,7.115
2020-09-07,7.115
2020-09-08,7.115
2020-09-09,7.115
2020-09-10,7.115
2020-09-11,7.115
2020-09-12,7.115
2020-09-13,7.115
2020-09-14,7.115
2020-09-15,7.115
2020-09-16,7.115
2020-09-17,7.115
2020-09-18,7.115
2020-09-19,7.115
2020-09-20,7.115
2020-09-21,7.115
2020-09-22,7.115
2020-09-23,7.115
2020-09-24,7.115
2020-09-25,7.115
2020-09-26,7.115
2020-09-27,7.115
2020-09-28,7.115
2020-09-29,7.115
2020-09-30,7.115
2020-10-01,7.115
2020-10-02,7.115
2020-10-03,7.115
2020-10-04,7.115
2020-10-05,7.115
2020-10-06,7.115
2020-10-07,7.51
2020-10-08,7.51
2020-10-09,7.51
2020-10-10,7.51
2020-10-11,7.51
2020-10-12,7.51
2020-10-13,7.51
2020-10-14,7.51
2020-10-15,7.51
2020-10-16,7.51
2020-10-17,7.51
2020-10-18,7.51
2020-10-19,7.51
2020-10-20,7.51
2020-10-21,7.51
2020-10-22,7.51
2020-10-23,7.51
2020-10-24,7.51
2020-10-25,7.51
2020-10-26,7.51
2020-10-27,7.51
2020-10-28,7.51
2020-10-29,7.51
2020-10-30,7.51
2020-10-31,7.51
2020-11-01,7.51
2020-11-02,7.51
2020-11-03,7.51
2020-11-04,7.51
2020-11-05,7.51
2020-11-06,7.51
2020-11-07,7.51
2020-11-08,7.51
2020-11-09,7.51
2020-11-10,7.51
2020-11-11,7.51
2020-11-12,7.51
2020-11-13,7.51
2020-11-14,7.51
2020-11-15,7.51
2020-11-16,7.115
2020-11-17,7.115
2020-11-18,7.115
2020-11-19,7.115
2020-11-20,9.757
2020-11-21,9.757
2020-11-22,9.757
2020-11-23,9.757
2020-11-24,9.453
2020-11-25,9.453
2020-11-26,9.453
2020-11-27,9.453
2020-11-28,9.453
2020-11-29,9.453
2020-11-30,9.453
2020-12-01,9.453
2020-12-02,9.453
2020-12-03,9.453
2020-12-04,9.453
2020-12-05,9.453
2020-12-06,9.453
2020-12-07,9.453
2020-12-08,9.453
2020-12-09,9.453
2020-12-10,9.453
2020-12-11,9.453
2020-12-12,9.453
2020-12-13,9.453
2020-12-14,9.453
2020-12-15,9.453
2020-12-16,9.453
2020-12-17,9.453
2020-12-18,9.453
2020-12-19,9.453
2020-12-20,9.453
2020-12-21,9.453
2020-12-22,9.453
2020-12-23,9.453
2020-12-24,9.453
2020-12-25,9.453
2020-12-26,9.453
2020-12-27,9.453
2020-12-28,9.453
2020-12-29,9.453
2020-12-30,9.453
2020-12-31,9.453
2021-01-01,9.453
2021-01-02,9.453
2021-01-03,9.453
2021-01-04,9.453
2021-01-05,9.453
2021-01-06,9.573
2021-01-07,9.573
2021-01-08,9.573
2021-01-09,9.573
2021-01-10,9.573
2021-01-11,9.573
2021-01-12,9.573
2021-01-13,9.573
2021-01-14,9.573
2021-01-15,9.573
2021-01-16,9.573
2021-01-17,9.573
2021-01-18,9.573
2021-01-19,9.573
2021-01-20,9.573
2021-01-21,9.573
2021-01-22,9.573
2021-01-23,9.573
2021-01-24,9.573
2021-01-25,9.573
2021-01-26,9.573
2021-01-27,9.573
2021-01-28,9.573
2021-01-29,9.573
2021-01-30,9.573
2021-01-31,9.573
2021-02-01,9.573
2021-02-02,9.573
2021-02-03,9.573
2021-02-04,9.573
2021-02-05,9.573
2021-02-06,9.573
2021-02-07,9.573
2021-02-08,9.573
2021-02-09,9.573
2021-02-10,9.573
2021-02-11,9.573
2021-02-12,9.573
2021-02-13,9.573
2021-02-14,9.573
2021-02-15,9.573
2021-02-16,9.573
2021-02-17,9.573
2021-02-18,9.573
2021-02-19,9.573
2021-02-20,9.573
2021-02-21,9.573
2021-02-22,9.573
2021-02-23,9.573
2021-02-24,9.573
2021-02-25,9.573
2021-02-26,9.573
2021-02-27,9.573
2021-02-28,9.573
2021-03-01,9.573
2021-03-02,9.573
2021-03-03,9.573
2021-03-04,9.573
2021-03-05,9.573
2021-03-06,9.573
2021-03-07,9.573
2021-03-08,9.573
2021-03-09,9.573
2021-03-10,9.573
2021-03-11,9.573
2021-03-12,9.573
2021-03-13,9.573
2021-03-14,9.573
2021-03-15,9.573
2021-03-16,9.573
2021-03-17,9.573
2021-03-18,11.467
2021-03-19,12.687
2021-03-20,12.687
2021-03-21,12.687
2021-03-22,12.687
2021-03-23,12.687
2021-03-24,12.687
2021-03-25,12.518
2021-03-26,12.518
2021-03-27,12.518
2021-03-28,12.518
2021-03-29,12.518
2021-03-30,12.518
2021-03-31,12.518
2021-04-01,12.518
2021-04-02,12.518
2021-04-03,12.518
2021-04-04,12.518
2021-04-05,12.518
2021-04-06,12.518
2021-04-07,12.518
2021-04-08,12.748
2021-04-09,12.748
2021-04-10,12.748
2021-04-11,12.748
2021-04-12,12.748
2021-04-13,12.748
2021-04-14,12.748
2021-04-15,12.748
2021-04-16,12.933
2021-04-17,12.933
2021-04-18,12.933
2021-04-19,12.933
2021-04-20,12.933
2021-04-21,12.933
2021-04-22,12.933
2021-04-23,12.933
2021-04-24,12.933
2021-04-25,12.933
2021-04-26,12.933
2021-04-27,12.933
2021-04-28,12.933
2021-04-29,12.968
2021-04-30,12.968
2021-05-01,12.968
2021-05-02,12.968
2021-05-03,12.968
2021-05-04,12.968
2021-05-05,12.968
2021-05-06,12.968
2021-05-07,12.968
2021-05-08,12.968
2021-05-09,12.968
2021-05-10,12.968
2021-05-11,12.968
2021-05-12,12.968
2021-05-13,12.968
2021-05-14,12.968
2021-05-15,12.968
2021-05-16,12.968
2021-05-17,12.968
2021-05-18,12.968
2021-05-19,12.968
2021-05-20,12.968
2021-05-21,12.968
2021-05-22,12.968
2021-05-23,12.968
2021-05-24,13.01
2021-05-25,13.01
2021-05-26,13.228
2021-05-27,13.778
2021-05-28,13.778
2021-05-29,13.926
2021-05-30,13.926
2021-05-31,13.926
2021-06-01,13.926
2021-06-02,13.926
2021-06-03,13.926
2021-06-04,13.926
2021-06-05,13.926
2021-06-06,13.926
2021-06-07,13.926
2021-06-08,13.926
2021-06-09,13.926
2021-06-10,13.926
2021-06-11,13.926
2021-06-12,13.926
2021-06-13,13.926
2021-06-14,13.926
2021-06-15,13.926
2021-06-16,13.926
2021-06-17,13.926
2021-06-18,13.926
2021-06-19,13.926
2021-06-20,13.926
2021-06-21,13.926
2021-06-22,13.926
2021-06-23,13.926
2021-06-24,13.926
2021-06-25,13.926
2021-06-26,13.926
2021-06-27,13.926
2021-06-28,13.926
2021-06-29,13.926
2021-06-30,13.926
2021-07-01,13.926
2021-07-02,13.926
2021-07-03,13.926
2021-07-04,13.926
2021-07-05,13.926
2021-07-06,13.926
2021-07-07,13.926
2021-07-08,13.926
2021-07-09,13.926
2021-07-10,13.926
2021-07-11,13.926
2021-07-12,13.926
2021-07-13,13.926
2021-07-14,13.926
2021-07-15,13.926
2021-07-16,13.926
2021-07-17,13.926
2021-07-18,13.926
2021-07-19,13.926
2021-07-20,13.718
2021-07-21,13.718
2021-07-22,14.329
2021-07-23,14.329
2021-07-24,14.329
2021-07-25,14.329
2021-07-26,14.329
2021-07-27,14.329
2021-07-28,14.329
2021-07-29,14.329
2021-07-30,14.329
2021-07-31,14.329
2021-08-01,14.329
2021-08-02,14.329
2021-08-03,14.329
2021-08-04,14.329
2021-08-05,14.329
2021-08-06,14.329
2021-08-07,14.329
2021-08-08,14.329
2021-08-09,14.329
2021-08-10,14.329
2021-08-11,14.329
2021-08-12,14.329
2021-08-13,14.329
2021-08-14,14.329
2021-08-15,14.329
2021-08-16,14.324
2021-08-17,14.324
2021-08-18,14.324
2021-08-19,14.324
2021-08-20,14.324
2021-08-21,14.324
2021-08-22,14.324
2021-08-23,14.324
2021-08-24,14.324
2021-08-25,14.324
2021-08-26,15.24
2021-08-27,15.24
2021-08-28,15.24
2021-08-29,15.24
2021-08-30,15.24
2021-08-31,15.561
2021-09-01,15.561
2021-09-02,15.561
2021-09-03,15.561
2021-09-04,15.561
2021-09-05,15.561
2021-09-06,15.561
2021-09-07,16.042
2021-09-08,16.042
2021-09-09,16.042
2021-09-10,16.042
2021-09-11,16.042
2021-09-12,16.042
2021-09-13,16.042
2021-09-14,16.042
2021-09-15,16.042
2021-09-16,16.042
2021-09-17,16.042
2021-09-18,16.042
2021-09-19,16.042
2021-09-20,16.042
2021-09-21,16.042
2021-09-22,16.042
2021-09-23,16.042
2021-09-24,16.26
2021-09-25,16.26
2021-09-26,16.26
2021-09-27,16.26
2021-09-28,16.26
2021-09-29,16.26
2021-09-30,16.26
2021-10-01,16.26
2021-10-02,16.26
2021-10-03,16.26
2021-10-04,16.26
2021-10-05,16.26
2021-10-06,16.26
2021-10-07,16.26
2021-10-08,16.26
2021-10-09,16.26
2021-10-10,16.26
2021-10-11,16.26
2021-10-12,16.26
2021-10-13,16.26
2021-10-14,16.26
2021-10-15,16.26
2021-10-16,16.26
2021-10-17,16.26
2021-10-18,16.26
2021-10-19,16.26
2021-10-20,16.26
2021-10-21,16.26
2021-10-22,16.26
2021-10-23,16.26
2021-10-24,16.26
2021-10-25,16.26
2021-10-26,16.26
2021-10-27,16.26
2021-10-28,16.26
2021-10-29,16.26
2021-10-30,16.26
2021-10-31,16.26
2021-11-01,16.26
2021-11-02,16.26
2021-11-03,16.26
2021-11-04,16.26
2021-11-05,16.26
2021-11-06,16.26
2021-11-07,16.26
2021-11-08,16.26
2021-11-09,16.26
2021-11-10,16.26
2021-11-11,16.26
2021-11-12,16.278
2021-11-13,16.278
2021-11-14,16.278
2021-11-15,16.278
2021-11-16,16.278
2021-11-17,16.278
2021-11-18,16.278
2021-11-19,16.263
2021-11-20,16.263
2021-11-21,16.263
2021-11-22,16.443
2021-11-23,16.443
2021-11-24,16.723
2021-11-25,16.723
2021-11-26,16.723
2021-11-27,16.723
2021-11-28,16.723
2021-11-29,16.723
2021-11-30,16.723
2021-12-01,16.723
2021-12-02,16.723
2021-12-03,16.723
2021-12-04,16.723
2021-12-05,16.723
2021-12-06,16.723
2021-12-07,16.723
2021-12-08,16.723
2021-12-09,16.723
2021-12-10,16.723
2021-12-11,16.723
2021-12-12,16.723
2021-12-13,16.723
2021-12-14,16.723
2021-12-15,16.723
2021-12-16,16.723
2021-12-17,16.723
2021-12-18,16.723
2021-12-19,16.723
2021-12-20,16.723
2021-12-21,16.723
2021-12-22,16.723
2021-12-23,16.723
2021-12-24,16.723
2021-12-25,16.723
2021-12-26,16.723
2021-12-27,16.723
2021-12-28,16.723
2021-12-29,16.723
2021-12-30,16.723
2021-12-31,16.723
2022-01-01,16.723
2022-01-02,16.723
2022-01-03,16.723
2022-01-04,16.723
2022-01-05,16.723
2022-01-06,16.81
2022-01-07,16.48
2022-01-08,16.48
2022-01-09,16.48
2022-01-10,16.48
2022-01-11,16.48
2022-01-12,16.48
2022-01-13,16.48
2022-01-14,16.48
2022-01-15,16.48
2022-01-16,16.48
2022-01-17,16.48
2022-01-18,16.48
2022-01-19,16.48
2022-01-20,16.48
2022-01-21,16.48
2022-01-22,16.48
2022-01-23,16.48
2022-01-24,16.48
2022-01-25,16.48
2022-01-26,16.48
2022-01-27,16.48
2022-01-28,16.48
2022-01-29,16.48
2022-01-30,16.48
2022-01-31,16.48
2022-02-01,16.48
2022-02-02,16.48
2022-02-03,16.48
2022-02-04,16.48
2022-02-05,16.48
2022-02-06,16.48
2022-02-07,16.48
2022-02-08,16.48
2022-02-09,16.48
2022-02-10,16.48
2022-02-11,16.48
2022-02-12,16.48
2022-02-13,16.48
2022-02-14,16.48
2022-02-15,16.48
2022-02-16,16.48
2022-02-17,16.48
2022-02-18,16.48
2022-02-19,16.48
2022-02-20,16.48
2022-02-21,16.48
2022-02-22,16.48
2022-02-23,16.48
2022-02-24,16.48
2022-02-25,16.48
2022-02-26,16.48
2022-02-27,16.48
2022-02-28,16.407
2022-03-01,16.407
2022-03-02,16.407
2022-03-03,16.407
2022-03-04,16.407
2022-03-05,16.407
2022-03-06,16.407
2022-03-07,16.407
2022-03-08,16.407
2022-03-09,16.407
2022-03-10,16.407
2022-03-11,16.407
2022-03-12,16.407
2022-03-13,16.407
2022-03-14,16.407
2022-03-15,16.407
2022-03-16,16.407
2022-03-17,17.388
2022-03-18,17.338
2022-03-19,17.51
2022-03-20,17.51
2022-03-21,17.51
2022-03-22,17.51
2022-03-23,17.51
2022-03-24,17.51
2022-03-25,17.51
2022-03-26,17.51
2022-03-27,17.51
2022-03-28,17.51
2022-03-29,17.51
2022-03-30,17.51
2022-03-31,17.51
2022-04-01,17.51
2022-04-02,17.51
2022-04-03,17.51
2022-04-04,17.506
2022-04-05,17.506
2022-04-06,17.506
2022-04-07,17.506
2022-04-08,17.506
2022-04-09,17.506
2022-04-10,17.506
2022-04-11,17.506
2022-04-12,17.506
2022-04-13,17.506
2022-04-14,17.506
2022-04-15,17.506
2022-04-16,17.506
2022-04-17,17.506
2022-04-18,17.506
2022-04-19,17.506
2022-04-20,17.506
2022-04-21,17.506
2022-04-22,17.506
2022-04-23,17.506
2022-04-24,17.506
2022-04-25,17.506
2022-04-26,17.506
2022-04-27,17.506
2022-04-28,17.506
2022-04-29,17.506
2022-04-30,17.506
2022-05-01,17.506
2022-05-02,17.506
2022-05-03,17.506
2022-05-04,17.506
2022-05-05,17.506
2022-05-06,17.506
2022-05-07,17.506
2022-05-08,17.506
2022-05-09,17.506
2022-05-10,17.506
2022-05-11,17.506
2022-05-12,17.506
2022-05-13,17.506
2022-05-14,17.506
2022-05-15,17.506
2022-05-16,17.506
2022-05-17,17.602
2022-05-18,17.602
2022-05-19,17.602
2022-05-20,17.602
2022-05-21,17.602
2022-05-22,17.602
2022-05-23,17.602
2022-05-24,16.799
2022-05-25,17.054
2022-05-26,17.944
2022-05-27,17.944
2022-05-28,18.046
2022-05-29,18.046
2022-05-30,18.046
2022-05-31,18.046
2022-06-01,18.046
2022-06-02,18.046
2022-06-03,17.815
2022-06-04,17.815
2022-06-05,17.815
2022-06-06,17.815
2022-06-07,17.815
2022-06-08,17.815
2022-06-09,17.815
2022-06-10,17.858
2022-06-11,17.858
2022-06-12,17.858
2022-06-13,17.858
2022-06-14,17.858
2022-06-15,17.858
2022-06-16,17.858
2022-06-17,17.858
2022-06-18,17.858
2022-06-19,17.858
2022-06-20,17.858
2022-06-21,17.858
2022-06-22,17.858
2022-06-23,17.858
2022-06-24,17.858
2022-06-25,17.858
2022-06-26,17.858
2022-06-27,17.728
2022-06-28,17.728
2022-06-29,17.728
2022-06-30,17.728
2022-07-01,17.728
2022-07-02,17.728
2022-07-03,17.728
2022-07-04,17.728
2022-07-05,17.728
2022-07-06,17.728
2022-07-07,17.728
2022-07-08,17.728
2022-07-09,17.728
2022-07-10,17.728
2022-07-11,17.728
2022-07-12,17.728
2022-07-13,17.728
2022-07-14,17.728
2022-07-15,17.728
2022-07-16,17.728
2022-07-17,17.728
2022-07-18,17.728
2022-07-19,17.611
2022-07-20,17.611
2022-07-21,17.611
2022-07-22,17.611
2022-07-23,17.611
2022-07-24,17.611
2022-07-25,17.611
2022-07-26,17.611
2022-07-27,17.611
2022-07-28,17.611
2022-07-29,17.611
2022-07-30,17.611
2022-07-31,17.611
2022-08-01,17.611
2022-08-02,17.611
2022-08-03,17.611
2022-08-04,17.611
2022-08-05,17.611
2022-08-06,17.611
2022-08-07,17.611
2022-08-08,17.611
2022-08-09,17.611
2022-08-10,17.611
2022-08-11,17.611
2022-08-12,17.611
2022-08-13,17.611
2022-08-14,17.611
2022-08-15,17.611
2022-08-16,17.611
2022-08-17,17.607
2022-08-18,17.607
2022-08-19,17.607
2022-08-20,17.607
2022-08-21,17.607
2022-08-22,17.607
2022-08-23,17.607
2022-08-24,17.607
2022-08-25,16.829
2022-08-26,16.829
2022-08-27,16.829
2022-08-28,16.93
2022-08-29,16.93
2022-08-30,16.93
2022-08-31,16.93
2022-09-01,16.987
2022-09-02,16.987
2022-09-03,16.987
2022-09-04,16.987
2022-09-05,16.987
2022-09-06,16.986
2022-09-07,16.986
2022-09-08,16.986
2022-09-09,16.986
2022-09-10,17.105
2022-09-11,17.105
2022-09-12,17.105
2022-09-13,17.105
2022-09-14,17.105
2022-09-15,17.105
2022-09-16,17.105
2022-09-17,17.105
2022-09-18,17.105
2022-09-19,17.105
2022-09-20,17.105
2022-09-21,17.105
