,EA US Equity
2023-07-20,6.864
2023-07-21,6.864
2023-07-22,6.864
2023-07-23,6.864
2023-07-24,6.875
2023-07-25,6.861
2023-07-26,6.861
2023-07-27,6.872
2023-07-28,6.872
2023-07-29,6.872
2023-07-30,6.872
2023-07-31,6.872
2023-08-01,6.871
2023-08-02,6.831
2023-08-03,6.83
2023-08-04,6.83
2023-08-05,6.83
2023-08-06,6.83
2023-08-07,6.83
2023-08-08,6.83
2023-08-09,6.83
2023-08-10,6.83
2023-08-11,6.83
2023-08-12,6.83
2023-08-13,6.827
2023-08-14,6.83
2023-08-15,6.83
2023-08-16,6.823
2023-08-17,6.823
2023-08-18,6.823
2023-08-19,6.823
2023-08-20,6.823
2023-08-21,6.823
2023-08-22,6.823
2023-08-23,6.823
2023-08-24,6.823
2023-08-25,6.823
2023-08-26,6.823
2023-08-27,6.823
2023-08-28,6.823
2023-08-29,6.823
2023-08-30,6.823
2023-08-31,6.823
2023-09-01,6.823
2023-09-02,6.823
2023-09-03,6.823
2023-09-04,6.823
2023-09-05,6.823
2023-09-06,6.823
2023-09-07,6.823
2023-09-08,6.823
2023-09-09,6.823
2023-09-10,6.823
2023-09-11,6.823
2023-09-12,6.812
2023-09-13,6.793
2023-09-14,6.793
2023-09-15,6.793
2023-09-16,6.793
2023-09-17,6.803
2023-09-18,6.807
2023-09-19,6.807
2023-09-20,6.807
2023-09-21,6.794
2023-09-22,6.794
2023-09-23,6.794
2023-09-24,6.794
2023-09-25,6.794
2023-09-26,6.794
2023-09-27,6.794
2023-09-28,6.794
2023-09-29,6.794
2023-09-30,6.794
2023-10-01,6.794
2023-10-02,6.794
2023-10-03,6.794
2023-10-04,6.794
2023-10-05,6.794
2023-10-06,6.793
2023-10-07,6.793
2023-10-08,6.793
2023-10-09,6.793
2023-10-10,6.795
2023-10-11,6.795
2023-10-12,6.795
2023-10-13,6.795
2023-10-14,6.795
2023-10-15,6.795
2023-10-16,6.795
2023-10-17,6.797
2023-10-18,6.797
2023-10-19,6.797
2023-10-20,6.797
2023-10-21,6.797
2023-10-22,6.797
2023-10-23,6.797
2023-10-24,6.797
2023-10-25,6.798
2023-10-26,6.798
2023-10-27,6.798
2023-10-28,6.798
2023-10-29,6.798
2023-10-30,6.798
2023-10-31,6.798
2023-11-01,6.899
2023-11-02,7.009
2023-11-03,7.014
2023-11-04,7.014
2023-11-05,7.014
2023-11-06,7.015
2023-11-07,7.065
2023-11-08,7.065
2023-11-09,7.119
2023-11-10,7.119
2023-11-11,7.119
2023-11-12,7.119
2023-11-13,7.119
2023-11-14,7.119
2023-11-15,7.119
2023-11-16,7.119
2023-11-17,7.119
2023-11-18,7.119
2023-11-19,7.119
2023-11-20,7.119
2023-11-21,7.125
2023-11-22,7.125
2023-11-23,7.125
2023-11-24,7.125
2023-11-25,7.125
2023-11-26,7.125
2023-11-27,7.125
2023-11-28,7.125
2023-11-29,7.15
2023-11-30,7.15
2023-12-01,7.15
2023-12-02,7.15
2023-12-03,7.15
2023-12-04,7.15
2023-12-05,7.15
2023-12-06,7.15
2023-12-07,7.15
2023-12-08,7.15
2023-12-09,7.15
2023-12-10,7.15
2023-12-11,7.157
2023-12-12,7.157
2023-12-13,7.157
2023-12-14,7.157
2023-12-15,7.157
2023-12-16,7.157
2023-12-17,7.157
2023-12-18,7.157
2023-12-19,7.157
2023-12-20,7.157
2023-12-21,7.157
2023-12-22,7.157
2023-12-23,7.157
2023-12-24,7.157
2023-12-25,7.157
2023-12-26,7.157
2023-12-27,7.157
2023-12-28,7.157
2023-12-29,7.157
2023-12-30,7.157
2023-12-31,7.163
2024-01-01,7.163
2024-01-02,7.163
2024-01-03,7.163
2024-01-04,7.163
2024-01-05,7.163
2024-01-06,7.163
2024-01-07,7.163
2024-01-08,7.175
2024-01-09,7.175
2024-01-10,7.175
2024-01-11,7.175
2024-01-12,7.175
2024-01-13,7.175
2024-01-14,7.175
2024-01-15,7.175
2024-01-16,7.175
2024-01-17,7.175
2024-01-18,7.175
2024-01-19,7.175
2024-01-20,7.175
2024-01-21,7.175
2024-01-22,7.175
2024-01-23,7.159
2024-01-24,7.16
2024-01-25,7.16
2024-01-26,7.16
2024-01-27,7.16
2024-01-28,7.16
2024-01-29,7.163
2024-01-30,7.16
2024-01-31,7.197
2024-02-01,7.187
2024-02-02,7.187
2024-02-03,7.187
2024-02-04,7.187
2024-02-05,7.187
2024-02-06,7.141
2024-02-07,7.141
2024-02-08,7.141
2024-02-09,7.153
2024-02-10,7.153
2024-02-11,7.172
2024-02-12,7.172
2024-02-13,7.14
2024-02-14,7.159
2024-02-15,7.159
2024-02-16,7.159
2024-02-17,7.159
2024-02-18,7.159
2024-02-19,7.159
2024-02-20,7.159
2024-02-21,7.159
2024-02-22,7.159
2024-02-23,7.159
2024-02-24,7.159
2024-02-25,7.159
2024-02-26,7.159
2024-02-27,7.159
2024-02-28,7.159
2024-02-29,7.159
2024-03-01,7.159
2024-03-02,7.159
2024-03-03,7.159
2024-03-04,7.159
2024-03-05,7.159
2024-03-06,7.159
2024-03-07,7.159
2024-03-08,7.159
2024-03-09,7.159
2024-03-10,7.159
2024-03-11,7.159
2024-03-12,7.159
2024-03-13,7.157
2024-03-14,7.157
2024-03-15,7.155
2024-03-16,7.155
2024-03-17,7.154
2024-03-18,7.155
2024-03-19,7.155
2024-03-20,7.155
2024-03-21,7.155
2024-03-22,7.155
2024-03-23,7.155
2024-03-24,7.155
2024-03-25,7.155
2024-03-26,7.155
2024-03-27,7.153
2024-03-28,7.153
2024-03-29,7.153
2024-03-30,7.153
2024-03-31,7.153
2024-04-01,7.153
2024-04-02,7.153
2024-04-03,7.153
2024-04-04,7.153
2024-04-05,7.153
2024-04-06,7.153
2024-04-07,7.153
2024-04-08,7.153
