,EQT US Equity
2023-06-24,4.49
2023-06-25,4.49
2023-06-26,4.478
2023-06-27,4.468
2023-06-28,4.49
2023-06-29,4.484
2023-06-30,4.484
2023-07-01,4.475
2023-07-02,4.475
2023-07-03,4.475
2023-07-04,4.475
2023-07-05,4.369
2023-07-06,4.366
2023-07-07,4.364
2023-07-08,4.364
2023-07-09,4.364
2023-07-10,4.337
2023-07-11,4.37
2023-07-12,4.365
2023-07-13,4.311
2023-07-14,4.277
2023-07-15,4.277
2023-07-16,4.277
2023-07-17,4.226
2023-07-18,4.199
2023-07-19,4.174
2023-07-20,4.174
2023-07-21,4.174
2023-07-22,4.174
2023-07-23,4.144
2023-07-24,4.144
2023-07-25,4.072
2023-07-26,4.047
2023-07-27,4.06
2023-07-28,4.092
2023-07-29,4.092
2023-07-30,4.092
2023-07-31,4.063
2023-08-01,4.063
2023-08-02,4.063
2023-08-03,4.092
2023-08-04,4.092
2023-08-05,4.092
2023-08-06,4.092
2023-08-07,4.136
2023-08-08,4.136
2023-08-09,4.14
2023-08-10,4.14
2023-08-11,4.148
2023-08-12,4.148
2023-08-13,4.16
2023-08-14,4.171
2023-08-15,4.171
2023-08-16,4.229
2023-08-17,4.262
2023-08-18,4.44
2023-08-19,4.44
2023-08-20,4.44
2023-08-21,4.437
2023-08-22,4.438
2023-08-23,4.36
2023-08-24,4.36
2023-08-25,4.36
2023-08-26,4.36
2023-08-27,4.38
2023-08-28,4.377
2023-08-29,4.377
2023-08-30,4.377
2023-08-31,4.365
2023-09-01,4.365
2023-09-02,4.365
2023-09-03,4.364
2023-09-04,4.364
2023-09-05,4.364
2023-09-06,4.364
2023-09-07,4.364
2023-09-08,4.364
2023-09-09,4.364
2023-09-10,4.364
2023-09-11,4.302
2023-09-12,4.302
2023-09-13,4.292
2023-09-14,4.281
2023-09-15,4.283
2023-09-16,4.283
2023-09-17,4.283
2023-09-18,4.256
2023-09-19,4.256
2023-09-20,4.256
2023-09-21,4.256
2023-09-22,4.255
2023-09-23,4.255
2023-09-24,4.255
2023-09-25,4.255
2023-09-26,4.255
2023-09-27,4.242
2023-09-28,4.242
2023-09-29,4.26
2023-09-30,4.224
2023-10-01,4.224
2023-10-02,4.168
2023-10-03,4.098
2023-10-04,4.168
2023-10-05,4.168
2023-10-06,4.168
2023-10-07,4.168
2023-10-08,4.168
2023-10-09,4.168
2023-10-10,4.109
2023-10-11,4.109
2023-10-12,4.108
2023-10-13,4.107
2023-10-14,4.102
2023-10-15,4.102
2023-10-16,4.055
2023-10-17,4.053
2023-10-18,4.143
2023-10-19,4.257
2023-10-20,4.257
2023-10-21,4.257
2023-10-22,4.257
2023-10-23,4.248
2023-10-24,4.234
2023-10-25,4.166
2023-10-26,4.095
2023-10-27,4.112
2023-10-28,4.112
2023-10-29,4.112
2023-10-30,4.036
2023-10-31,3.918
2023-11-01,3.918
2023-11-02,3.85
2023-11-03,3.879
2023-11-04,3.879
2023-11-05,3.879
2023-11-06,3.878
2023-11-07,3.878
2023-11-08,3.878
2023-11-09,3.876
2023-11-10,3.876
2023-11-11,3.876
2023-11-12,3.876
2023-11-13,3.838
2023-11-14,3.952
2023-11-15,3.948
2023-11-16,3.948
2023-11-17,3.948
2023-11-18,3.948
2023-11-19,3.948
2023-11-20,3.948
2023-11-21,3.924
2023-11-22,3.848
2023-11-23,3.848
2023-11-24,3.848
2023-11-25,3.848
2023-11-26,3.985
2023-11-27,3.985
2023-11-28,3.972
2023-11-29,3.946
2023-11-30,3.895
2023-12-01,3.868
2023-12-02,3.868
2023-12-03,3.868
2023-12-04,3.754
2023-12-05,3.736
2023-12-06,3.697
2023-12-07,3.685
2023-12-08,3.685
2023-12-09,3.685
2023-12-10,3.685
2023-12-11,3.599
2023-12-12,3.75
2023-12-13,3.74
2023-12-14,3.686
2023-12-15,3.686
2023-12-16,3.686
2023-12-17,3.686
2023-12-18,3.577
2023-12-19,3.515
2023-12-20,3.515
2023-12-21,3.291
2023-12-22,3.291
2023-12-23,3.291
2023-12-24,3.291
2023-12-25,3.291
2023-12-26,3.291
2023-12-27,3.291
2023-12-28,3.291
2023-12-29,3.291
2023-12-30,3.291
2023-12-31,3.291
2024-01-01,3.291
2024-01-02,3.291
2024-01-03,3.327
2024-01-04,3.327
2024-01-05,3.17
2024-01-06,3.17
2024-01-07,3.118
2024-01-08,2.932
2024-01-09,2.958
2024-01-10,2.871
2024-01-11,2.871
2024-01-12,2.841
2024-01-13,2.841
2024-01-14,2.841
2024-01-15,2.62
2024-01-16,2.695
2024-01-17,2.74
2024-01-18,2.81
2024-01-19,2.782
2024-01-20,2.782
2024-01-21,2.782
2024-01-22,2.744
2024-01-23,2.616
2024-01-24,2.615
2024-01-25,2.615
2024-01-26,2.615
2024-01-27,2.615
2024-01-28,2.615
2024-01-29,2.615
2024-01-30,2.615
2024-01-31,2.615
2024-02-01,2.615
2024-02-02,2.62
2024-02-03,2.62
2024-02-04,2.62
2024-02-05,2.62
2024-02-06,2.62
2024-02-07,2.62
2024-02-08,2.475
2024-02-09,2.45
2024-02-10,2.45
2024-02-11,2.45
2024-02-12,2.283
2024-02-13,2.146
2024-02-14,2.175
2024-02-15,2.107
2024-02-16,2.053
2024-02-17,2.053
2024-02-18,2.053
2024-02-19,2.053
2024-02-20,1.952
2024-02-21,1.952
2024-02-22,1.952
2024-02-23,1.938
2024-02-24,1.938
2024-02-25,1.938
2024-02-26,1.91
2024-02-27,1.877
2024-02-28,1.877
2024-02-29,1.852
2024-03-01,1.854
2024-03-02,1.854
2024-03-03,1.854
2024-03-04,1.805
2024-03-05,1.804
2024-03-06,1.792
2024-03-07,1.79
2024-03-08,1.79
2024-03-09,1.79
2024-03-10,1.778
2024-03-11,1.618
2024-03-12,1.593
2024-03-13,1.55
2024-03-14,1.55
2024-03-15,1.521
2024-03-16,1.521
2024-03-17,1.55
2024-03-18,1.532
2024-03-19,1.557
2024-03-20,1.531
2024-03-21,1.53
2024-03-22,1.53
2024-03-23,1.53
2024-03-24,1.534
2024-03-25,1.534
2024-03-26,1.534
2024-03-27,1.459
2024-03-28,1.42
2024-03-29,1.42
2024-03-30,1.42
2024-03-31,1.419
2024-04-01,1.404
2024-04-02,1.404
2024-04-03,1.333
2024-04-04,1.333
2024-04-05,1.196
2024-04-06,1.196
2024-04-07,1.206
2024-04-08,1.206
