,K US Equity
2023-07-27,4.285
2023-07-28,4.285
2023-07-29,4.285
2023-07-30,4.285
2023-07-31,4.285
2023-08-01,4.285
2023-08-02,4.285
2023-08-03,4.295
2023-08-04,4.303
2023-08-05,4.303
2023-08-06,4.303
2023-08-07,4.303
2023-08-08,4.306
2023-08-09,4.306
2023-08-10,4.286
2023-08-11,4.286
2023-08-12,4.286
2023-08-13,4.286
2023-08-14,4.286
2023-08-15,4.286
2023-08-16,4.286
2023-08-17,4.282
2023-08-18,4.282
2023-08-19,4.282
2023-08-20,4.282
2023-08-21,4.271
2023-08-22,4.271
2023-08-23,4.271
2023-08-24,4.271
2023-08-25,4.271
2023-08-26,4.271
2023-08-27,4.271
2023-08-28,4.271
2023-08-29,4.271
2023-08-30,4.271
2023-08-31,4.271
2023-09-01,4.275
2023-09-02,4.275
2023-09-03,4.275
2023-09-04,4.275
2023-09-05,4.27
2023-09-06,4.27
2023-09-07,4.27
2023-09-08,4.27
2023-09-09,4.272
2023-09-10,4.272
2023-09-11,4.272
2023-09-12,4.272
2023-09-13,4.272
2023-09-14,4.272
2023-09-15,4.272
2023-09-16,4.272
2023-09-17,4.272
2023-09-18,4.272
2023-09-19,4.272
2023-09-20,4.272
2023-09-21,4.272
2023-09-22,4.272
2023-09-23,4.272
2023-09-24,4.272
2023-09-25,4.272
2023-09-26,4.272
2023-09-27,4.272
2023-09-28,4.272
2023-09-29,4.272
2023-09-30,4.272
2023-10-01,4.222
2023-10-02,4.169
2023-10-03,4.169
2023-10-04,4.117
2023-10-05,3.989
2023-10-06,3.989
2023-10-07,3.989
2023-10-08,3.936
2023-10-09,3.936
2023-10-10,3.936
2023-10-11,3.931
2023-10-12,3.931
2023-10-13,3.931
2023-10-14,3.931
2023-10-15,3.931
2023-10-16,3.888
2023-10-17,3.838
2023-10-18,3.838
2023-10-19,3.838
2023-10-20,3.836
2023-10-21,3.836
2023-10-22,3.836
2023-10-23,3.836
2023-10-24,3.836
2023-10-25,3.836
2023-10-26,3.836
2023-10-27,3.836
2023-10-28,3.836
2023-10-29,3.836
2023-10-30,3.836
2023-10-31,3.836
2023-11-01,3.836
2023-11-02,3.836
2023-11-03,3.836
2023-11-04,3.836
2023-11-05,3.836
2023-11-06,3.836
2023-11-07,3.836
2023-11-08,3.811
2023-11-09,3.618
2023-11-10,3.618
2023-11-11,3.618
2023-11-12,3.618
2023-11-13,3.618
2023-11-14,3.618
2023-11-15,3.618
2023-11-16,3.618
2023-11-17,3.618
2023-11-18,3.618
2023-11-19,3.618
2023-11-20,3.618
2023-11-21,3.618
2023-11-22,3.618
2023-11-23,3.618
2023-11-24,3.618
2023-11-25,3.618
2023-11-26,3.618
2023-11-27,3.618
2023-11-28,3.618
2023-11-29,3.618
2023-11-30,3.618
2023-12-01,3.618
2023-12-02,3.618
2023-12-03,3.618
2023-12-04,3.618
2023-12-05,3.618
2023-12-06,3.618
2023-12-07,3.618
2023-12-08,3.618
2023-12-09,3.618
2023-12-10,3.618
2023-12-11,3.615
2023-12-12,3.619
2023-12-13,3.619
2023-12-14,3.619
2023-12-15,3.616
2023-12-16,3.616
2023-12-17,3.616
2023-12-18,3.616
2023-12-19,3.616
2023-12-20,3.616
2023-12-21,3.616
2023-12-22,3.616
2023-12-23,3.616
2023-12-24,3.616
2023-12-25,3.616
2023-12-26,3.616
2023-12-27,3.616
2023-12-28,3.616
2023-12-29,3.616
2023-12-30,3.616
2023-12-31,3.616
2024-01-01,3.616
2024-01-02,3.616
2024-01-03,3.636
2024-01-04,3.636
2024-01-05,3.636
2024-01-06,3.636
2024-01-07,3.636
2024-01-08,3.636
2024-01-09,3.636
2024-01-10,3.639
2024-01-11,3.639
2024-01-12,3.639
2024-01-13,3.639
2024-01-14,3.639
2024-01-15,3.639
2024-01-16,3.639
2024-01-17,3.639
2024-01-18,3.639
2024-01-19,3.639
2024-01-20,3.639
2024-01-21,3.639
2024-01-22,3.639
2024-01-23,3.641
2024-01-24,3.641
2024-01-25,3.641
2024-01-26,3.639
2024-01-27,3.639
2024-01-28,3.639
2024-01-29,3.639
2024-01-30,3.639
2024-01-31,3.641
2024-02-01,3.641
2024-02-02,3.641
2024-02-03,3.641
2024-02-04,3.641
2024-02-05,3.641
2024-02-06,3.641
2024-02-07,3.641
2024-02-08,3.634
2024-02-09,3.612
2024-02-10,3.612
2024-02-11,3.611
2024-02-12,3.608
2024-02-13,3.608
2024-02-14,3.608
2024-02-15,3.608
2024-02-16,3.608
2024-02-17,3.608
2024-02-18,3.608
2024-02-19,3.608
2024-02-20,3.608
2024-02-21,3.594
2024-02-22,3.594
2024-02-23,3.593
2024-02-24,3.593
2024-02-25,3.593
2024-02-26,3.593
2024-02-27,3.593
2024-02-28,3.593
2024-02-29,3.592
2024-03-01,3.592
2024-03-02,3.592
2024-03-03,3.592
2024-03-04,3.592
2024-03-05,3.592
2024-03-06,3.592
2024-03-07,3.592
2024-03-08,3.587
2024-03-09,3.587
2024-03-10,3.587
2024-03-11,3.587
2024-03-12,3.587
2024-03-13,3.587
2024-03-14,3.587
2024-03-15,3.587
2024-03-16,3.587
2024-03-17,3.587
2024-03-18,3.587
2024-03-19,3.587
2024-03-20,3.587
2024-03-21,3.587
2024-03-22,3.587
2024-03-23,3.587
2024-03-24,3.587
2024-03-25,3.587
2024-03-26,3.566
2024-03-27,3.566
2024-03-28,3.566
2024-03-29,3.566
2024-03-30,3.566
2024-03-31,3.566
2024-04-01,3.566
2024-04-02,3.566
2024-04-03,3.566
2024-04-04,3.566
2024-04-05,3.566
2024-04-06,3.566
2024-04-07,3.566
2024-04-08,3.566
