,GPS US Equity
2023-08-05,0.818
2023-08-06,0.818
2023-08-07,0.818
2023-08-08,0.818
2023-08-09,0.818
2023-08-10,0.818
2023-08-11,0.818
2023-08-12,0.818
2023-08-13,0.818
2023-08-14,0.824
2023-08-15,0.824
2023-08-16,0.824
2023-08-17,0.824
2023-08-18,0.825
2023-08-19,0.825
2023-08-20,0.825
2023-08-21,0.825
2023-08-22,0.825
2023-08-23,0.825
2023-08-24,0.819
2023-08-25,0.855
2023-08-26,0.855
2023-08-27,0.855
2023-08-28,0.859
2023-08-29,0.87
2023-08-30,0.871
2023-08-31,0.871
2023-09-01,0.871
2023-09-02,0.871
2023-09-03,0.871
2023-09-04,0.871
2023-09-05,0.874
2023-09-06,0.874
2023-09-07,0.877
2023-09-08,0.876
2023-09-09,0.869
2023-09-10,0.869
2023-09-11,0.869
2023-09-12,0.869
2023-09-13,0.869
2023-09-14,0.869
2023-09-15,0.869
2023-09-16,0.869
2023-09-17,0.869
2023-09-18,0.869
2023-09-19,0.872
2023-09-20,0.872
2023-09-21,0.872
2023-09-22,0.872
2023-09-23,0.872
2023-09-24,0.872
2023-09-25,0.872
2023-09-26,0.872
2023-09-27,0.872
2023-09-28,0.872
2023-09-29,0.872
2023-09-30,0.872
2023-10-01,0.872
2023-10-02,0.872
2023-10-03,0.872
2023-10-04,0.872
2023-10-05,0.872
2023-10-06,0.872
2023-10-07,0.872
2023-10-08,0.872
2023-10-09,0.872
2023-10-10,0.872
2023-10-11,0.872
2023-10-12,0.872
2023-10-13,0.872
2023-10-14,0.872
2023-10-15,0.872
2023-10-16,0.872
2023-10-17,0.872
2023-10-18,0.872
2023-10-19,0.872
2023-10-20,0.872
2023-10-21,0.872
2023-10-22,0.872
2023-10-23,0.872
2023-10-24,0.893
2023-10-25,0.879
2023-10-26,0.879
2023-10-27,0.879
2023-10-28,0.879
2023-10-29,0.879
2023-10-30,0.879
2023-10-31,0.879
2023-11-01,0.883
2023-11-02,0.883
2023-11-03,0.883
2023-11-04,0.883
2023-11-05,0.883
2023-11-06,0.884
2023-11-07,0.884
2023-11-08,0.884
2023-11-09,0.884
2023-11-10,0.89
2023-11-11,0.89
2023-11-12,0.89
2023-11-13,0.87
2023-11-14,0.87
2023-11-15,0.87
2023-11-16,0.911
2023-11-17,1.063
2023-11-18,1.09
2023-11-19,1.106
2023-11-20,1.106
2023-11-21,1.122
2023-11-22,1.122
2023-11-23,1.122
2023-11-24,1.122
2023-11-25,1.122
2023-11-26,1.122
2023-11-27,1.12
2023-11-28,1.12
2023-11-29,1.12
2023-11-30,1.163
2023-12-01,1.163
2023-12-02,1.163
2023-12-03,1.163
2023-12-04,1.163
2023-12-05,1.163
2023-12-06,1.163
2023-12-07,1.149
2023-12-08,1.149
2023-12-09,1.149
2023-12-10,1.149
2023-12-11,1.149
2023-12-12,1.149
2023-12-13,1.149
2023-12-14,1.149
2023-12-15,1.149
2023-12-16,1.149
2023-12-17,1.149
2023-12-18,1.15
2023-12-19,1.15
2023-12-20,1.15
2023-12-21,1.15
2023-12-22,1.15
2023-12-23,1.15
2023-12-24,1.15
2023-12-25,1.15
2023-12-26,1.15
2023-12-27,1.15
2023-12-28,1.166
2023-12-29,1.166
2023-12-30,1.166
2023-12-31,1.166
2024-01-01,1.166
2024-01-02,1.166
2024-01-03,1.166
2024-01-04,1.166
2024-01-05,1.166
2024-01-06,1.166
2024-01-07,1.166
2024-01-08,1.166
2024-01-09,1.166
2024-01-10,1.166
2024-01-11,1.166
2024-01-12,1.166
2024-01-13,1.166
2024-01-14,1.166
2024-01-15,1.166
2024-01-16,1.176
2024-01-17,1.184
2024-01-18,1.184
2024-01-19,1.182
2024-01-20,1.182
2024-01-21,1.182
2024-01-22,1.182
2024-01-23,1.182
2024-01-24,1.182
2024-01-25,1.182
2024-01-26,1.182
2024-01-27,1.182
2024-01-28,1.182
2024-01-29,1.187
2024-01-30,1.187
2024-01-31,1.187
2024-02-01,1.187
2024-02-02,1.187
2024-02-03,1.187
2024-02-04,1.187
2024-02-05,1.187
2024-02-06,1.187
2024-02-07,1.187
2024-02-08,1.188
2024-02-09,1.188
2024-02-10,1.188
2024-02-11,1.188
2024-02-12,1.188
2024-02-13,1.188
2024-02-14,1.188
2024-02-15,1.188
2024-02-16,1.188
2024-02-17,1.188
2024-02-18,1.188
2024-02-19,1.188
2024-02-20,1.188
2024-02-21,1.188
2024-02-22,1.188
2024-02-23,1.188
2024-02-24,1.188
2024-02-25,1.188
2024-02-26,1.214
2024-02-27,1.214
2024-02-28,1.214
2024-02-29,1.214
2024-03-01,1.214
2024-03-02,1.214
2024-03-03,1.214
2024-03-04,1.214
2024-03-05,1.214
2024-03-06,1.214
2024-03-07,1.271
2024-03-08,1.327
2024-03-09,1.327
2024-03-10,1.327
2024-03-11,1.335
2024-03-12,1.362
2024-03-13,1.387
2024-03-14,1.387
2024-03-15,1.387
2024-03-16,1.387
2024-03-17,1.387
2024-03-18,1.421
2024-03-19,1.421
2024-03-20,1.421
2024-03-21,1.421
2024-03-22,1.421
2024-03-23,1.407
2024-03-24,1.407
2024-03-25,1.381
2024-03-26,1.386
2024-03-27,1.386
2024-03-28,1.386
2024-03-29,1.386
2024-03-30,1.386
2024-03-31,1.386
2024-04-01,1.386
2024-04-02,1.386
2024-04-03,1.386
2024-04-04,1.386
2024-04-05,1.386
2024-04-06,1.386
2024-04-07,1.386
2024-04-08,1.386
