,DGX US Equity
2023-09-22,9.105
2023-09-23,9.105
2023-09-24,9.105
2023-09-25,9.105
2023-09-26,9.105
2023-09-27,9.105
2023-09-28,9.105
2023-09-29,9.105
2023-09-30,9.105
2023-10-01,9.105
2023-10-02,9.105
2023-10-03,9.105
2023-10-04,9.105
2023-10-05,9.105
2023-10-06,9.105
2023-10-07,9.105
2023-10-08,9.105
2023-10-09,9.099
2023-10-10,9.099
2023-10-11,9.099
2023-10-12,9.099
2023-10-13,9.093
2023-10-14,9.093
2023-10-15,9.093
2023-10-16,9.093
2023-10-17,9.093
2023-10-18,9.093
2023-10-19,9.093
2023-10-20,9.093
2023-10-21,9.093
2023-10-22,9.093
2023-10-23,9.062
2023-10-24,9.07
2023-10-25,9.041
2023-10-26,9.039
2023-10-27,9.039
2023-10-28,9.039
2023-10-29,9.039
2023-10-30,9.039
2023-10-31,9.039
2023-11-01,9.039
2023-11-02,9.039
2023-11-03,9.039
2023-11-04,9.039
2023-11-05,9.014
2023-11-06,9.014
2023-11-07,9.014
2023-11-08,9.014
2023-11-09,8.993
2023-11-10,8.993
2023-11-11,8.993
2023-11-12,8.993
2023-11-13,8.993
2023-11-14,8.993
2023-11-15,8.993
2023-11-16,8.993
2023-11-17,8.986
2023-11-18,8.986
2023-11-19,8.986
2023-11-20,9.012
2023-11-21,9.012
2023-11-22,9.012
2023-11-23,9.012
2023-11-24,9.012
2023-11-25,9.012
2023-11-26,9.012
2023-11-27,9.012
2023-11-28,9.029
2023-11-29,9.029
2023-11-30,9.029
2023-12-01,9.029
2023-12-02,9.029
2023-12-03,9.029
2023-12-04,9.029
2023-12-05,9.029
2023-12-06,8.966
2023-12-07,8.975
2023-12-08,8.975
2023-12-09,8.975
2023-12-10,8.975
2023-12-11,8.975
2023-12-12,8.978
2023-12-13,8.991
2023-12-14,8.991
2023-12-15,8.991
2023-12-16,8.991
2023-12-17,8.991
2023-12-18,8.991
2023-12-19,8.991
2023-12-20,9.002
2023-12-21,9.002
2023-12-22,9.002
2023-12-23,9.002
2023-12-24,9.002
2023-12-25,9.002
2023-12-26,9.002
2023-12-27,9.002
2023-12-28,9.002
2023-12-29,9.002
2023-12-30,9.002
2023-12-31,9.002
2024-01-01,9.002
2024-01-02,8.997
2024-01-03,8.997
2024-01-04,8.997
2024-01-05,8.984
2024-01-06,8.984
2024-01-07,8.984
2024-01-08,8.984
2024-01-09,9.05
2024-01-10,9.05
2024-01-11,9.021
2024-01-12,9.021
2024-01-13,9.021
2024-01-14,9.021
2024-01-15,9.021
2024-01-16,9.021
2024-01-17,9.021
2024-01-18,9.016
2024-01-19,9.016
2024-01-20,9.016
2024-01-21,9.016
2024-01-22,9.016
2024-01-23,8.994
2024-01-24,8.994
2024-01-25,8.98
2024-01-26,8.98
2024-01-27,8.98
2024-01-28,8.98
2024-01-29,8.977
2024-01-30,8.977
2024-01-31,8.977
2024-02-01,8.84
2024-02-02,8.823
2024-02-03,8.823
2024-02-04,8.823
2024-02-05,8.823
2024-02-06,8.823
2024-02-07,8.767
2024-02-08,8.767
2024-02-09,8.767
2024-02-10,8.767
2024-02-11,8.767
2024-02-12,8.767
2024-02-13,8.785
2024-02-14,8.785
2024-02-15,8.785
2024-02-16,8.785
2024-02-17,8.785
2024-02-18,8.785
2024-02-19,8.785
2024-02-20,8.785
2024-02-21,8.785
2024-02-22,8.785
2024-02-23,8.781
2024-02-24,8.781
2024-02-25,8.781
2024-02-26,8.777
2024-02-27,8.777
2024-02-28,8.777
2024-02-29,8.777
2024-03-01,8.777
2024-03-02,8.763
2024-03-03,8.763
2024-03-04,8.763
2024-03-05,8.763
2024-03-06,8.763
2024-03-07,8.763
2024-03-08,8.763
2024-03-09,8.763
2024-03-10,8.763
2024-03-11,8.761
2024-03-12,8.761
2024-03-13,8.761
2024-03-14,8.761
2024-03-15,8.761
2024-03-16,8.761
2024-03-17,8.761
2024-03-18,8.761
2024-03-19,8.761
2024-03-20,8.761
2024-03-21,8.749
2024-03-22,8.749
2024-03-23,8.749
2024-03-24,8.749
2024-03-25,8.749
2024-03-26,8.749
2024-03-27,8.749
2024-03-28,8.749
2024-03-29,8.749
2024-03-30,8.749
2024-03-31,8.749
2024-04-01,8.749
2024-04-02,8.752
2024-04-03,8.752
2024-04-04,8.752
2024-04-05,8.752
2024-04-06,8.752
2024-04-07,8.752
2024-04-08,8.752
