,SNX US Equity
2023-09-25,12.007
2023-09-26,11.715
2023-09-27,11.715
2023-09-28,11.715
2023-09-29,11.538
2023-09-30,11.538
2023-10-01,11.538
2023-10-02,11.453
2023-10-03,11.481
2023-10-04,11.481
2023-10-05,11.481
2023-10-06,11.481
2023-10-07,11.481
2023-10-08,11.481
2023-10-09,11.481
2023-10-10,11.481
2023-10-11,11.481
2023-10-12,11.481
2023-10-13,11.481
2023-10-14,11.481
2023-10-15,11.481
2023-10-16,11.481
2023-10-17,11.481
2023-10-18,11.481
2023-10-19,11.481
2023-10-20,11.481
2023-10-21,11.481
2023-10-22,11.461
2023-10-23,11.461
2023-10-24,11.461
2023-10-25,11.461
2023-10-26,11.461
2023-10-27,11.461
2023-10-28,11.461
2023-10-29,11.461
2023-10-30,11.461
2023-10-31,11.461
2023-11-01,11.461
2023-11-02,11.461
2023-11-03,11.461
2023-11-04,11.461
2023-11-05,11.461
2023-11-06,11.461
2023-11-07,11.461
2023-11-08,11.461
2023-11-09,11.461
2023-11-10,11.461
2023-11-11,11.461
2023-11-12,11.461
2023-11-13,11.461
2023-11-14,11.461
2023-11-15,11.461
2023-11-16,11.461
2023-11-17,11.461
2023-11-18,11.461
2023-11-19,11.461
2023-11-20,11.461
2023-11-21,11.461
2023-11-22,11.451
2023-11-23,11.451
2023-11-24,11.451
2023-11-25,11.451
2023-11-26,11.451
2023-11-27,11.451
2023-11-28,11.451
2023-11-29,11.451
2023-11-30,11.451
2023-12-01,11.451
2023-12-02,11.451
2023-12-03,11.451
2023-12-04,11.451
2023-12-05,11.451
2023-12-06,11.451
2023-12-07,11.451
2023-12-08,11.451
2023-12-09,11.451
2023-12-10,11.451
2023-12-11,11.465
2023-12-12,11.465
2023-12-13,11.465
2023-12-14,11.465
2023-12-15,11.465
2023-12-16,11.465
2023-12-17,11.465
2023-12-18,11.465
2023-12-19,11.465
2023-12-20,11.465
2023-12-21,11.465
2023-12-22,11.465
2023-12-23,11.465
2023-12-24,11.465
2023-12-25,11.465
2023-12-26,11.465
2023-12-27,11.465
2023-12-28,11.465
2023-12-29,11.465
2023-12-30,11.465
2023-12-31,11.465
2024-01-01,11.465
2024-01-02,11.477
2024-01-03,11.545
2024-01-04,11.545
2024-01-05,11.545
2024-01-06,11.545
2024-01-07,11.545
2024-01-08,11.558
2024-01-09,11.725
2024-01-10,11.762
2024-01-11,11.762
2024-01-12,11.762
2024-01-13,11.762
2024-01-14,11.762
2024-01-15,11.762
2024-01-16,11.762
2024-01-17,11.762
2024-01-18,11.762
2024-01-19,11.762
2024-01-20,11.762
2024-01-21,11.788
2024-01-22,11.788
2024-01-23,11.788
2024-01-24,11.788
2024-01-25,11.788
2024-01-26,11.788
2024-01-27,11.788
2024-01-28,11.781
2024-01-29,11.781
2024-01-30,11.788
2024-01-31,11.788
2024-02-01,11.788
2024-02-02,11.788
2024-02-03,11.788
2024-02-04,11.788
2024-02-05,11.788
2024-02-06,11.788
2024-02-07,11.788
2024-02-08,11.788
2024-02-09,11.788
2024-02-10,11.788
2024-02-11,11.788
2024-02-12,11.788
2024-02-13,11.788
2024-02-14,11.788
2024-02-15,11.788
2024-02-16,11.824
2024-02-17,11.824
2024-02-18,11.824
2024-02-19,11.824
2024-02-20,11.824
2024-02-21,11.824
2024-02-22,11.824
2024-02-23,11.824
2024-02-24,11.824
2024-02-25,11.824
2024-02-26,11.824
2024-02-27,11.824
2024-02-28,11.824
2024-02-29,11.824
2024-03-01,11.824
2024-03-02,11.824
2024-03-03,11.824
2024-03-04,11.824
2024-03-05,11.824
2024-03-06,11.824
2024-03-07,11.831
2024-03-08,11.831
2024-03-09,11.831
2024-03-10,11.831
2024-03-11,11.831
2024-03-12,11.831
2024-03-13,11.831
2024-03-14,11.831
2024-03-15,11.831
2024-03-16,11.831
2024-03-17,11.831
2024-03-18,11.831
2024-03-19,11.831
2024-03-20,11.831
2024-03-21,11.555
2024-03-22,11.555
2024-03-23,11.555
2024-03-24,11.555
2024-03-25,11.555
2024-03-26,11.944
2024-03-27,11.996
2024-03-28,12.028
2024-03-29,12.061
2024-03-30,12.061
2024-03-31,12.061
2024-04-01,12.045
2024-04-02,12.045
2024-04-03,12.035
2024-04-04,12.035
2024-04-05,12.035
2024-04-06,12.035
2024-04-07,12.035
2024-04-08,12.035
