,BGS US Equity
2023-08-07,1.163
2023-08-08,1.163
2023-08-09,1.163
2023-08-10,1.163
2023-08-11,1.163
2023-08-12,1.163
2023-08-13,1.163
2023-08-14,1.163
2023-08-15,1.163
2023-08-16,1.163
2023-08-17,1.159
2023-08-18,1.159
2023-08-19,1.159
2023-08-20,1.159
2023-08-21,1.159
2023-08-22,1.159
2023-08-23,1.159
2023-08-24,1.159
2023-08-25,1.159
2023-08-26,1.159
2023-08-27,1.159
2023-08-28,1.159
2023-08-29,1.159
2023-08-30,1.159
2023-08-31,1.159
2023-09-01,1.16
2023-09-02,1.16
2023-09-03,1.16
2023-09-04,1.16
2023-09-05,1.13
2023-09-06,1.13
2023-09-07,1.13
2023-09-08,1.13
2023-09-09,1.13
2023-09-10,1.13
2023-09-11,1.13
2023-09-12,1.13
2023-09-13,1.13
2023-09-14,1.13
2023-09-15,1.13
2023-09-16,1.13
2023-09-17,1.13
2023-09-18,1.104
2023-09-19,1.104
2023-09-20,1.104
2023-09-21,1.104
2023-09-22,1.104
2023-09-23,1.104
2023-09-24,1.104
2023-09-25,1.104
2023-09-26,1.104
2023-09-27,1.104
2023-09-28,1.104
2023-09-29,1.104
2023-09-30,1.104
2023-10-01,1.104
2023-10-02,1.104
2023-10-03,1.061
2023-10-04,1.029
2023-10-05,1.029
2023-10-06,1.029
2023-10-07,1.029
2023-10-08,1.029
2023-10-09,1.029
2023-10-10,1.029
2023-10-11,0.997
2023-10-12,0.997
2023-10-13,0.997
2023-10-14,0.997
2023-10-15,0.997
2023-10-16,0.997
2023-10-17,0.997
2023-10-18,0.997
2023-10-19,0.997
2023-10-20,0.997
2023-10-21,0.997
2023-10-22,0.997
2023-10-23,0.997
2023-10-24,0.997
2023-10-25,0.997
2023-10-26,0.997
2023-10-27,0.997
2023-10-28,0.997
2023-10-29,0.997
2023-10-30,0.997
2023-10-31,0.997
2023-11-01,0.997
2023-11-02,0.997
2023-11-03,0.997
2023-11-04,0.997
2023-11-05,0.997
2023-11-06,0.997
2023-11-07,0.997
2023-11-08,0.991
2023-11-09,0.911
2023-11-10,0.911
2023-11-11,0.911
2023-11-12,0.911
2023-11-13,0.911
2023-11-14,0.911
2023-11-15,0.911
2023-11-16,0.911
2023-11-17,0.911
2023-11-18,0.911
2023-11-19,0.911
2023-11-20,0.911
2023-11-21,0.911
2023-11-22,0.911
2023-11-23,0.911
2023-11-24,0.911
2023-11-25,0.911
2023-11-26,0.911
2023-11-27,0.911
2023-11-28,0.911
2023-11-29,0.911
2023-11-30,0.911
2023-12-01,0.911
2023-12-02,0.911
2023-12-03,0.911
2023-12-04,0.911
2023-12-05,0.911
2023-12-06,0.911
2023-12-07,0.911
2023-12-08,0.87
2023-12-09,0.87
2023-12-10,0.87
2023-12-11,0.87
2023-12-12,0.87
2023-12-13,0.87
2023-12-14,0.87
2023-12-15,0.87
2023-12-16,0.87
2023-12-17,0.87
2023-12-18,0.87
2023-12-19,0.87
2023-12-20,0.87
2023-12-21,0.87
2023-12-22,0.87
2023-12-23,0.87
2023-12-24,0.87
2023-12-25,0.87
2023-12-26,0.87
2023-12-27,0.87
2023-12-28,0.87
2023-12-29,0.87
2023-12-30,0.87
2023-12-31,0.87
2024-01-01,0.87
2024-01-02,0.87
2024-01-03,0.876
2024-01-04,0.876
2024-01-05,0.876
2024-01-06,0.876
2024-01-07,0.876
2024-01-08,0.876
2024-01-09,0.876
2024-01-10,0.876
2024-01-11,0.876
2024-01-12,0.866
2024-01-13,0.866
2024-01-14,0.866
2024-01-15,0.866
2024-01-16,0.866
2024-01-17,0.866
2024-01-18,0.866
2024-01-19,0.866
2024-01-20,0.866
2024-01-21,0.866
2024-01-22,0.861
2024-01-23,0.844
2024-01-24,0.844
2024-01-25,0.844
2024-01-26,0.844
2024-01-27,0.844
2024-01-28,0.844
2024-01-29,0.844
2024-01-30,0.844
2024-01-31,0.844
2024-02-01,0.844
2024-02-02,0.844
2024-02-03,0.844
2024-02-04,0.844
2024-02-05,0.844
2024-02-06,0.844
2024-02-07,0.844
2024-02-08,0.844
2024-02-09,0.844
2024-02-10,0.844
2024-02-11,0.844
2024-02-12,0.844
2024-02-13,0.844
2024-02-14,0.844
2024-02-15,0.844
2024-02-16,0.844
2024-02-17,0.844
2024-02-18,0.844
2024-02-19,0.844
2024-02-20,0.844
2024-02-21,0.844
2024-02-22,0.844
2024-02-23,0.844
2024-02-24,0.844
2024-02-25,0.844
2024-02-26,0.844
2024-02-27,0.849
2024-02-28,0.864
2024-02-29,0.864
2024-03-01,0.864
2024-03-02,0.864
2024-03-03,0.864
2024-03-04,0.864
2024-03-05,0.864
2024-03-06,0.864
2024-03-07,0.864
2024-03-08,0.864
2024-03-09,0.864
2024-03-10,0.864
2024-03-11,0.864
2024-03-12,0.864
2024-03-13,0.863
2024-03-14,0.863
2024-03-15,0.863
2024-03-16,0.863
2024-03-17,0.863
2024-03-18,0.863
2024-03-19,0.863
2024-03-20,0.863
2024-03-21,0.863
2024-03-22,0.863
2024-03-23,0.863
2024-03-24,0.863
2024-03-25,0.863
2024-03-26,0.863
2024-03-27,0.863
2024-03-28,0.863
2024-03-29,0.863
2024-03-30,0.863
2024-03-31,0.863
2024-04-01,0.863
2024-04-02,0.863
2024-04-03,0.863
2024-04-04,0.863
2024-04-05,0.863
2024-04-06,0.863
2024-04-07,0.863
2024-04-08,0.863
