,TRGP US Equity
2023-09-16,6.161
2023-09-17,6.161
2023-09-18,6.161
2023-09-19,6.195
2023-09-20,6.227
2023-09-21,6.227
2023-09-22,6.227
2023-09-23,6.227
2023-09-24,6.227
2023-09-25,6.227
2023-09-26,6.227
2023-09-27,6.227
2023-09-28,6.227
2023-09-29,6.227
2023-09-30,6.227
2023-10-01,6.227
2023-10-02,6.332
2023-10-03,6.332
2023-10-04,6.368
2023-10-05,6.359
2023-10-06,6.335
2023-10-07,6.335
2023-10-08,6.335
2023-10-09,6.335
2023-10-10,6.335
2023-10-11,6.333
2023-10-12,6.337
2023-10-13,6.337
2023-10-14,6.337
2023-10-15,6.337
2023-10-16,6.344
2023-10-17,6.349
2023-10-18,6.351
2023-10-19,6.353
2023-10-20,6.353
2023-10-21,6.353
2023-10-22,6.353
2023-10-23,6.353
2023-10-24,6.349
2023-10-25,6.349
2023-10-26,6.349
2023-10-27,6.334
2023-10-28,6.334
2023-10-29,6.334
2023-10-30,6.682
2023-10-31,6.682
2023-11-01,6.682
2023-11-02,6.725
2023-11-03,6.776
2023-11-04,6.776
2023-11-05,6.756
2023-11-06,6.756
2023-11-07,6.711
2023-11-08,6.702
2023-11-09,6.702
2023-11-10,6.702
2023-11-11,6.692
2023-11-12,6.692
2023-11-13,6.692
2023-11-14,6.692
2023-11-15,6.692
2023-11-16,6.692
2023-11-17,6.689
2023-11-18,6.689
2023-11-19,6.689
2023-11-20,6.655
2023-11-21,6.655
2023-11-22,6.655
2023-11-23,6.655
2023-11-24,6.655
2023-11-25,6.655
2023-11-26,6.655
2023-11-27,6.655
2023-11-28,6.598
2023-11-29,6.598
2023-11-30,6.598
2023-12-01,6.598
2023-12-02,6.185
2023-12-03,6.185
2023-12-04,6.185
2023-12-05,6.185
2023-12-06,6.185
2023-12-07,6.185
2023-12-08,6.185
2023-12-09,6.185
2023-12-10,6.185
2023-12-11,6.183
2023-12-12,6.183
2023-12-13,6.174
2023-12-14,6.159
2023-12-15,6.159
2023-12-16,6.159
2023-12-17,6.159
2023-12-18,6.159
2023-12-19,6.159
2023-12-20,5.972
2023-12-21,5.972
2023-12-22,5.972
2023-12-23,5.972
2023-12-24,5.972
2023-12-25,5.972
2023-12-26,5.972
2023-12-27,5.972
2023-12-28,5.972
2023-12-29,5.972
2023-12-30,5.972
2023-12-31,5.972
2024-01-01,5.972
2024-01-02,5.972
2024-01-03,5.972
2024-01-04,5.972
2024-01-05,5.915
2024-01-06,5.915
2024-01-07,5.915
2024-01-08,5.899
2024-01-09,5.899
2024-01-10,5.856
2024-01-11,5.856
2024-01-12,5.854
2024-01-13,5.842
2024-01-14,5.842
2024-01-15,5.844
2024-01-16,5.844
2024-01-17,5.836
2024-01-18,5.836
2024-01-19,5.836
2024-01-20,5.836
2024-01-21,5.805
2024-01-22,5.793
2024-01-23,5.793
2024-01-24,5.765
2024-01-25,5.772
2024-01-26,5.772
2024-01-27,5.772
2024-01-28,5.772
2024-01-29,5.766
2024-01-30,5.766
2024-01-31,5.766
2024-02-01,5.766
2024-02-02,5.766
2024-02-03,5.766
2024-02-04,5.766
2024-02-05,5.771
2024-02-06,5.771
2024-02-07,5.771
2024-02-08,5.739
2024-02-09,5.739
2024-02-10,5.739
2024-02-11,5.739
2024-02-12,5.739
2024-02-13,5.739
2024-02-14,5.739
2024-02-15,5.696
2024-02-16,5.691
2024-02-17,5.716
2024-02-18,5.716
2024-02-19,5.716
2024-02-20,5.717
2024-02-21,5.714
2024-02-22,5.714
2024-02-23,5.714
2024-02-24,5.714
2024-02-25,5.714
2024-02-26,5.714
2024-02-27,5.714
2024-02-28,5.707
2024-02-29,5.707
2024-03-01,5.707
2024-03-02,5.599
2024-03-03,5.599
2024-03-04,5.599
2024-03-05,5.607
2024-03-06,5.609
2024-03-07,5.609
2024-03-08,5.609
2024-03-09,5.609
2024-03-10,5.609
2024-03-11,5.609
2024-03-12,5.609
2024-03-13,5.546
2024-03-14,5.546
2024-03-15,5.546
2024-03-16,5.546
2024-03-17,5.518
2024-03-18,5.506
2024-03-19,5.506
2024-03-20,5.409
2024-03-21,5.409
2024-03-22,5.409
2024-03-23,5.409
2024-03-24,5.409
2024-03-25,5.409
2024-03-26,5.409
2024-03-27,5.409
2024-03-28,5.409
2024-03-29,5.409
2024-03-30,5.409
2024-03-31,5.409
2024-04-01,5.377
2024-04-02,5.369
2024-04-03,5.37
2024-04-04,5.37
2024-04-05,5.37
2024-04-06,5.349
2024-04-07,5.349
2024-04-08,5.349
