,PGR US Equity
2023-07-11,7.945
2023-07-12,7.949
2023-07-13,7.695
2023-07-14,7.683
2023-07-15,7.683
2023-07-16,7.678
2023-07-17,7.65
2023-07-18,7.562
2023-07-19,7.451
2023-07-20,7.451
2023-07-21,7.451
2023-07-22,7.451
2023-07-23,7.451
2023-07-24,7.464
2023-07-25,7.455
2023-07-26,7.455
2023-07-27,7.412
2023-07-28,7.412
2023-07-29,7.412
2023-07-30,7.412
2023-07-31,7.412
2023-08-01,7.417
2023-08-02,7.417
2023-08-03,7.417
2023-08-04,7.417
2023-08-05,7.417
2023-08-06,7.417
2023-08-07,7.417
2023-08-08,7.417
2023-08-09,7.417
2023-08-10,7.417
2023-08-11,7.417
2023-08-12,7.417
2023-08-13,7.417
2023-08-14,7.419
2023-08-15,7.419
2023-08-16,7.453
2023-08-17,7.469
2023-08-18,7.469
2023-08-19,7.469
2023-08-20,7.469
2023-08-21,7.469
2023-08-22,7.469
2023-08-23,7.469
2023-08-24,7.494
2023-08-25,7.494
2023-08-26,7.494
2023-08-27,7.494
2023-08-28,7.494
2023-08-29,7.494
2023-08-30,7.494
2023-08-31,7.494
2023-09-01,7.542
2023-09-02,7.542
2023-09-03,7.542
2023-09-04,7.542
2023-09-05,7.542
2023-09-06,7.542
2023-09-07,7.542
2023-09-08,7.542
2023-09-09,7.542
2023-09-10,7.542
2023-09-11,7.542
2023-09-12,7.542
2023-09-13,7.542
2023-09-14,7.576
2023-09-15,7.6
2023-09-16,7.6
2023-09-17,7.604
2023-09-18,7.612
2023-09-19,7.609
2023-09-20,7.609
2023-09-21,7.609
2023-09-22,7.593
2023-09-23,7.593
2023-09-24,7.593
2023-09-25,7.593
2023-09-26,7.597
2023-09-27,7.597
2023-09-28,7.603
2023-09-29,7.603
2023-09-30,7.603
2023-10-01,7.611
2023-10-02,7.611
2023-10-03,7.611
2023-10-04,7.614
2023-10-05,7.613
2023-10-06,7.613
2023-10-07,7.613
2023-10-08,7.613
2023-10-09,7.628
2023-10-10,7.628
2023-10-11,7.648
2023-10-12,7.648
2023-10-13,7.733
2023-10-14,7.733
2023-10-15,7.741
2023-10-16,7.749
2023-10-17,7.767
2023-10-18,7.767
2023-10-19,7.767
2023-10-20,7.767
2023-10-21,7.767
2023-10-22,7.767
2023-10-23,7.767
2023-10-24,7.715
2023-10-25,7.715
2023-10-26,7.715
2023-10-27,7.715
2023-10-28,7.715
2023-10-29,7.715
2023-10-30,7.715
2023-10-31,7.701
2023-11-01,7.73
2023-11-02,7.73
2023-11-03,7.73
2023-11-04,7.73
2023-11-05,7.73
2023-11-06,7.741
2023-11-07,7.741
2023-11-08,7.741
2023-11-09,7.772
2023-11-10,7.772
2023-11-11,7.772
2023-11-12,7.772
2023-11-13,7.772
2023-11-14,7.772
2023-11-15,7.824
2023-11-16,7.824
2023-11-17,7.842
2023-11-18,7.842
2023-11-19,7.874
2023-11-20,7.874
2023-11-21,7.883
2023-11-22,7.883
2023-11-23,7.883
2023-11-24,7.883
2023-11-25,7.883
2023-11-26,7.883
2023-11-27,7.885
2023-11-28,7.885
2023-11-29,7.885
2023-11-30,7.885
2023-12-01,7.885
2023-12-02,7.885
2023-12-03,7.885
2023-12-04,7.885
2023-12-05,7.988
2023-12-06,7.988
2023-12-07,7.988
2023-12-08,7.988
2023-12-09,7.988
2023-12-10,7.988
2023-12-11,7.988
2023-12-12,7.988
2023-12-13,7.989
2023-12-14,7.989
2023-12-15,8.093
2023-12-16,8.093
2023-12-17,8.093
2023-12-18,8.107
2023-12-19,8.103
2023-12-20,8.103
2023-12-21,7.985
2023-12-22,7.985
2023-12-23,7.985
2023-12-24,7.985
2023-12-25,7.985
2023-12-26,7.991
2023-12-27,7.991
2023-12-28,7.991
2023-12-29,7.991
2023-12-30,7.991
2023-12-31,7.991
2024-01-01,7.991
2024-01-02,7.991
2024-01-03,8.036
2024-01-04,8.036
2024-01-05,8.061
2024-01-06,8.061
2024-01-07,8.061
2024-01-08,8.073
2024-01-09,8.109
2024-01-10,8.109
2024-01-11,8.109
2024-01-12,8.109
2024-01-13,8.109
2024-01-14,8.109
2024-01-15,8.109
2024-01-16,8.109
2024-01-17,8.112
2024-01-18,8.227
2024-01-19,8.227
2024-01-20,8.227
2024-01-21,8.227
2024-01-22,8.227
2024-01-23,8.227
2024-01-24,8.42
2024-01-25,8.465
2024-01-26,8.465
2024-01-27,8.465
2024-01-28,8.465
2024-01-29,8.465
2024-01-30,8.589
2024-01-31,8.473
2024-02-01,8.473
2024-02-02,8.473
2024-02-03,8.473
2024-02-04,8.473
2024-02-05,8.473
2024-02-06,8.473
2024-02-07,8.473
2024-02-08,8.473
2024-02-09,8.468
2024-02-10,8.468
2024-02-11,8.468
2024-02-12,8.468
2024-02-13,8.468
2024-02-14,8.844
2024-02-15,8.844
2024-02-16,8.875
2024-02-17,8.875
2024-02-18,8.875
2024-02-19,8.821
2024-02-20,8.849
2024-02-21,8.849
2024-02-22,8.849
2024-02-23,8.849
2024-02-24,8.849
2024-02-25,8.849
2024-02-26,8.849
2024-02-27,9.0
2024-02-28,9.0
2024-02-29,9.052
2024-03-01,9.052
2024-03-02,9.052
2024-03-03,9.052
2024-03-04,9.052
2024-03-05,9.052
2024-03-06,9.113
2024-03-07,9.113
2024-03-08,9.113
2024-03-09,9.113
2024-03-10,9.113
2024-03-11,9.113
2024-03-12,9.113
2024-03-13,9.121
2024-03-14,9.201
2024-03-15,9.569
2024-03-16,9.569
2024-03-17,9.664
2024-03-18,9.664
2024-03-19,9.664
2024-03-20,9.664
2024-03-21,9.664
2024-03-22,9.781
2024-03-23,9.781
2024-03-24,9.781
2024-03-25,9.781
2024-03-26,9.781
2024-03-27,9.827
2024-03-28,9.859
2024-03-29,9.859
2024-03-30,9.859
2024-03-31,9.859
2024-04-01,9.902
2024-04-02,9.902
2024-04-03,9.902
2024-04-04,9.902
2024-04-05,9.902
2024-04-06,9.902
2024-04-07,9.902
2024-04-08,10.116
