,USB US Equity
2023-07-23,4.382
2023-07-24,4.382
2023-07-25,4.382
2023-07-26,4.382
2023-07-27,4.382
2023-07-28,4.382
2023-07-29,4.382
2023-07-30,4.382
2023-07-31,4.376
2023-08-01,4.376
2023-08-02,4.372
2023-08-03,4.354
2023-08-04,4.354
2023-08-05,4.354
2023-08-06,4.352
2023-08-07,4.352
2023-08-08,4.352
2023-08-09,4.352
2023-08-10,4.35
2023-08-11,4.35
2023-08-12,4.35
2023-08-13,4.35
2023-08-14,4.35
2023-08-15,4.35
2023-08-16,4.349
2023-08-17,4.335
2023-08-18,4.335
2023-08-19,4.335
2023-08-20,4.335
2023-08-21,4.335
2023-08-22,4.335
2023-08-23,4.335
2023-08-24,4.335
2023-08-25,4.335
2023-08-26,4.335
2023-08-27,4.335
2023-08-28,4.335
2023-08-29,4.333
2023-08-30,4.333
2023-08-31,4.331
2023-09-01,4.331
2023-09-02,4.331
2023-09-03,4.331
2023-09-04,4.331
2023-09-05,4.33
2023-09-06,4.33
2023-09-07,4.312
2023-09-08,4.312
2023-09-09,4.312
2023-09-10,4.312
2023-09-11,4.312
2023-09-12,4.312
2023-09-13,4.312
2023-09-14,4.329
2023-09-15,4.299
2023-09-16,4.299
2023-09-17,4.299
2023-09-18,4.29
2023-09-19,4.29
2023-09-20,4.29
2023-09-21,4.284
2023-09-22,4.284
2023-09-23,4.284
2023-09-24,4.284
2023-09-25,4.284
2023-09-26,4.258
2023-09-27,4.258
2023-09-28,4.254
2023-09-29,4.246
2023-09-30,4.246
2023-10-01,4.24
2023-10-02,4.225
2023-10-03,4.224
2023-10-04,4.214
2023-10-05,4.201
2023-10-06,4.201
2023-10-07,4.201
2023-10-08,4.201
2023-10-09,4.208
2023-10-10,4.179
2023-10-11,4.179
2023-10-12,4.179
2023-10-13,4.179
2023-10-14,4.179
2023-10-15,4.179
2023-10-16,4.173
2023-10-17,4.175
2023-10-18,4.135
2023-10-19,4.112
2023-10-20,4.112
2023-10-21,4.112
2023-10-22,4.097
2023-10-23,4.09
2023-10-24,4.09
2023-10-25,4.114
2023-10-26,4.097
2023-10-27,4.089
2023-10-28,4.089
2023-10-29,4.089
2023-10-30,4.083
2023-10-31,4.083
2023-11-01,4.083
2023-11-02,4.083
2023-11-03,4.083
2023-11-04,4.083
2023-11-05,4.079
2023-11-06,4.078
2023-11-07,4.078
2023-11-08,4.078
2023-11-09,4.078
2023-11-10,4.078
2023-11-11,4.078
2023-11-12,4.078
2023-11-13,4.081
2023-11-14,4.081
2023-11-15,4.081
2023-11-16,4.081
2023-11-17,4.081
2023-11-18,4.081
2023-11-19,4.081
2023-11-20,4.081
2023-11-21,4.081
2023-11-22,4.081
2023-11-23,4.081
2023-11-24,4.081
2023-11-25,4.081
2023-11-26,4.081
2023-11-27,4.081
2023-11-28,4.081
2023-11-29,4.081
2023-11-30,4.081
2023-12-01,4.081
2023-12-02,4.081
2023-12-03,4.081
2023-12-04,4.081
2023-12-05,4.081
2023-12-06,4.081
2023-12-07,4.081
2023-12-08,4.081
2023-12-09,4.081
2023-12-10,4.085
2023-12-11,4.085
2023-12-12,4.085
2023-12-13,4.085
2023-12-14,4.085
2023-12-15,4.085
2023-12-16,4.085
2023-12-17,4.085
2023-12-18,4.078
2023-12-19,4.076
2023-12-20,4.074
2023-12-21,4.079
2023-12-22,4.079
2023-12-23,4.079
2023-12-24,4.079
2023-12-25,4.079
2023-12-26,4.079
2023-12-27,4.079
2023-12-28,4.079
2023-12-29,4.079
2023-12-30,4.079
2023-12-31,4.079
2024-01-01,4.079
2024-01-02,4.042
2024-01-03,4.042
2024-01-04,4.049
2024-01-05,4.049
2024-01-06,4.06
2024-01-07,4.06
2024-01-08,4.052
2024-01-09,4.06
2024-01-10,4.069
2024-01-11,4.069
2024-01-12,4.074
2024-01-13,4.074
2024-01-14,4.074
2024-01-15,4.074
2024-01-16,4.076
2024-01-17,3.99
2024-01-18,3.978
2024-01-19,3.978
2024-01-20,3.978
2024-01-21,3.988
2024-01-22,3.974
2024-01-23,3.974
2024-01-24,3.967
2024-01-25,3.967
2024-01-26,3.967
2024-01-27,3.967
2024-01-28,3.965
2024-01-29,3.965
2024-01-30,3.965
2024-01-31,3.962
2024-02-01,3.962
2024-02-02,3.962
2024-02-03,3.962
2024-02-04,3.962
2024-02-05,3.962
2024-02-06,3.962
2024-02-07,3.962
2024-02-08,3.962
2024-02-09,3.962
2024-02-10,3.962
2024-02-11,3.962
2024-02-12,3.962
2024-02-13,3.962
2024-02-14,3.962
2024-02-15,3.962
2024-02-16,3.962
2024-02-17,3.962
2024-02-18,3.962
2024-02-19,3.962
2024-02-20,3.962
2024-02-21,3.962
2024-02-22,3.962
2024-02-23,3.962
2024-02-24,3.962
2024-02-25,3.962
2024-02-26,3.968
2024-02-27,3.968
2024-02-28,3.968
2024-02-29,3.968
2024-03-01,3.968
2024-03-02,3.968
2024-03-03,3.968
2024-03-04,3.968
2024-03-05,3.962
2024-03-06,3.962
2024-03-07,3.962
2024-03-08,3.962
2024-03-09,3.962
2024-03-10,3.962
2024-03-11,3.958
2024-03-12,3.965
2024-03-13,3.965
2024-03-14,3.965
2024-03-15,3.958
2024-03-16,3.958
2024-03-17,3.958
2024-03-18,3.957
2024-03-19,3.957
2024-03-20,3.957
2024-03-21,3.946
2024-03-22,3.946
2024-03-23,3.946
2024-03-24,3.946
2024-03-25,3.94
2024-03-26,3.927
2024-03-27,3.92
2024-03-28,3.921
2024-03-29,3.921
2024-03-30,3.921
2024-03-31,3.916
2024-04-01,3.916
2024-04-02,3.92
2024-04-03,3.915
2024-04-04,3.91
2024-04-05,3.908
2024-04-06,3.908
2024-04-07,3.906
2024-04-08,3.907
