,CW US Equity
2023-08-22,9.949
2023-08-23,9.949
2023-08-24,9.949
2023-08-25,9.949
2023-08-26,9.949
2023-08-27,9.949
2023-08-28,9.949
2023-08-29,9.949
2023-08-30,9.949
2023-08-31,9.949
2023-09-01,10.008
2023-09-02,10.008
2023-09-03,10.008
2023-09-04,10.008
2023-09-05,10.008
2023-09-06,10.008
2023-09-07,10.008
2023-09-08,10.008
2023-09-09,10.008
2023-09-10,10.008
2023-09-11,10.008
2023-09-12,10.008
2023-09-13,10.008
2023-09-14,10.008
2023-09-15,10.008
2023-09-16,10.008
2023-09-17,10.008
2023-09-18,10.008
2023-09-19,10.008
2023-09-20,10.008
2023-09-21,10.008
2023-09-22,10.008
2023-09-23,10.008
2023-09-24,10.008
2023-09-25,10.008
2023-09-26,10.008
2023-09-27,10.008
2023-09-28,10.008
2023-09-29,10.008
2023-09-30,10.008
2023-10-01,10.008
2023-10-02,10.008
2023-10-03,10.008
2023-10-04,10.008
2023-10-05,10.008
2023-10-06,10.008
2023-10-07,10.008
2023-10-08,10.008
2023-10-09,10.008
2023-10-10,10.008
2023-10-11,10.002
2023-10-12,10.002
2023-10-13,10.002
2023-10-14,10.002
2023-10-15,10.008
2023-10-16,9.998
2023-10-17,9.992
2023-10-18,9.992
2023-10-19,9.992
2023-10-20,9.992
2023-10-21,9.992
2023-10-22,9.992
2023-10-23,9.992
2023-10-24,9.992
2023-10-25,9.992
2023-10-26,9.992
2023-10-27,9.992
2023-10-28,9.992
2023-10-29,9.992
2023-10-30,9.992
2023-10-31,9.992
2023-11-01,9.992
2023-11-02,10.035
2023-11-03,10.07
2023-11-04,10.07
2023-11-05,10.07
2023-11-06,10.07
2023-11-07,10.07
2023-11-08,10.07
2023-11-09,10.07
2023-11-10,10.07
2023-11-11,10.07
2023-11-12,10.07
2023-11-13,10.07
2023-11-14,10.07
2023-11-15,10.07
2023-11-16,10.07
2023-11-17,10.07
2023-11-18,10.07
2023-11-19,10.07
2023-11-20,10.07
2023-11-21,10.07
2023-11-22,10.07
2023-11-23,10.07
2023-11-24,10.07
2023-11-25,10.07
2023-11-26,10.07
2023-11-27,10.07
2023-11-28,10.07
2023-11-29,10.07
2023-11-30,10.07
2023-12-01,10.07
2023-12-02,10.07
2023-12-03,10.07
2023-12-04,10.07
2023-12-05,10.07
2023-12-06,10.07
2023-12-07,10.07
2023-12-08,10.07
2023-12-09,10.07
2023-12-10,10.07
2023-12-11,10.073
2023-12-12,10.073
2023-12-13,10.073
2023-12-14,10.073
2023-12-15,10.073
2023-12-16,10.073
2023-12-17,10.073
2023-12-18,10.073
2023-12-19,10.073
2023-12-20,10.073
2023-12-21,10.073
2023-12-22,10.073
2023-12-23,10.073
2023-12-24,10.073
2023-12-25,10.073
2023-12-26,10.073
2023-12-27,10.073
2023-12-28,10.073
2023-12-29,10.073
2023-12-30,10.073
2023-12-31,10.073
2024-01-01,10.073
2024-01-02,10.073
2024-01-03,10.073
2024-01-04,10.073
2024-01-05,10.073
2024-01-06,10.073
2024-01-07,10.073
2024-01-08,10.073
2024-01-09,10.065
2024-01-10,10.065
2024-01-11,10.065
2024-01-12,10.065
2024-01-13,10.065
2024-01-14,10.065
2024-01-15,10.065
2024-01-16,10.065
2024-01-17,10.065
2024-01-18,10.068
2024-01-19,10.068
2024-01-20,10.068
2024-01-21,10.068
2024-01-22,10.068
2024-01-23,10.068
2024-01-24,10.068
2024-01-25,10.068
2024-01-26,10.068
2024-01-27,10.068
2024-01-28,10.068
2024-01-29,10.068
2024-01-30,10.068
2024-01-31,10.068
2024-02-01,10.068
2024-02-02,10.068
2024-02-03,10.068
2024-02-04,10.068
2024-02-05,10.068
2024-02-06,10.068
2024-02-07,10.068
2024-02-08,10.068
2024-02-09,10.068
2024-02-10,10.068
2024-02-11,10.068
2024-02-12,10.068
2024-02-13,10.068
2024-02-14,10.068
2024-02-15,10.228
2024-02-16,10.228
2024-02-17,10.228
2024-02-18,10.228
2024-02-19,10.228
2024-02-20,10.228
2024-02-21,10.228
2024-02-22,10.228
2024-02-23,10.228
2024-02-24,10.228
2024-02-25,10.228
2024-02-26,10.228
2024-02-27,10.228
2024-02-28,10.228
2024-02-29,10.228
2024-03-01,10.228
2024-03-02,10.228
2024-03-03,10.228
2024-03-04,10.228
2024-03-05,10.228
2024-03-06,10.228
2024-03-07,10.228
2024-03-08,10.228
2024-03-09,10.228
2024-03-10,10.228
2024-03-11,10.228
2024-03-12,10.228
2024-03-13,10.228
2024-03-14,10.228
2024-03-15,10.228
2024-03-16,10.228
2024-03-17,10.228
2024-03-18,10.228
2024-03-19,10.228
2024-03-20,10.228
2024-03-21,10.228
2024-03-22,10.228
2024-03-23,10.228
2024-03-24,10.228
2024-03-25,10.228
2024-03-26,10.228
2024-03-27,10.228
2024-03-28,10.228
2024-03-29,10.228
2024-03-30,10.228
2024-03-31,10.228
2024-04-01,10.228
2024-04-02,10.228
2024-04-03,10.228
2024-04-04,10.228
2024-04-05,10.228
2024-04-06,10.228
2024-04-07,10.228
2024-04-08,10.228
