,CG US Equity
2023-06-24,3.967
2023-06-25,3.967
2023-06-26,3.967
2023-06-27,3.969
2023-06-28,3.969
2023-06-29,3.969
2023-06-30,3.969
2023-07-01,3.969
2023-07-02,3.969
2023-07-03,3.969
2023-07-04,3.969
2023-07-05,3.969
2023-07-06,3.963
2023-07-07,3.963
2023-07-08,3.963
2023-07-09,3.963
2023-07-10,3.961
2023-07-11,3.962
2023-07-12,3.974
2023-07-13,3.974
2023-07-14,3.974
2023-07-15,3.974
2023-07-16,3.974
2023-07-17,3.982
2023-07-18,3.973
2023-07-19,3.982
2023-07-20,3.982
2023-07-21,3.982
2023-07-22,3.982
2023-07-23,3.982
2023-07-24,3.983
2023-07-25,3.983
2023-07-26,3.983
2023-07-27,3.983
2023-07-28,3.983
2023-07-29,3.983
2023-07-30,3.983
2023-07-31,3.983
2023-08-01,3.983
2023-08-02,3.913
2023-08-03,3.934
2023-08-04,3.934
2023-08-05,3.934
2023-08-06,3.934
2023-08-07,3.958
2023-08-08,3.944
2023-08-09,3.944
2023-08-10,3.944
2023-08-11,3.944
2023-08-12,3.944
2023-08-13,3.944
2023-08-14,3.944
2023-08-15,3.944
2023-08-16,3.933
2023-08-17,3.941
2023-08-18,3.941
2023-08-19,3.941
2023-08-20,3.941
2023-08-21,3.941
2023-08-22,3.939
2023-08-23,3.939
2023-08-24,3.939
2023-08-25,3.939
2023-08-26,3.939
2023-08-27,3.939
2023-08-28,3.939
2023-08-29,3.939
2023-08-30,3.939
2023-08-31,3.939
2023-09-01,3.952
2023-09-02,3.952
2023-09-03,3.952
2023-09-04,3.952
2023-09-05,3.952
2023-09-06,3.952
2023-09-07,3.952
2023-09-08,3.952
2023-09-09,3.952
2023-09-10,3.952
2023-09-11,3.952
2023-09-12,3.952
2023-09-13,3.952
2023-09-14,3.952
2023-09-15,3.952
2023-09-16,3.952
2023-09-17,3.952
2023-09-18,3.952
2023-09-19,3.952
2023-09-20,3.952
2023-09-21,3.952
2023-09-22,3.952
2023-09-23,3.952
2023-09-24,3.952
2023-09-25,3.952
2023-09-26,3.952
2023-09-27,3.952
2023-09-28,3.952
2023-09-29,3.952
2023-09-30,3.952
2023-10-01,3.952
2023-10-02,3.955
2023-10-03,3.952
2023-10-04,3.96
2023-10-05,3.953
2023-10-06,3.953
2023-10-07,3.953
2023-10-08,3.953
2023-10-09,3.946
2023-10-10,3.954
2023-10-11,3.956
2023-10-12,3.956
2023-10-13,3.956
2023-10-14,3.956
2023-10-15,3.956
2023-10-16,3.947
2023-10-17,3.944
2023-10-18,3.945
2023-10-19,3.945
2023-10-20,3.945
2023-10-21,3.945
2023-10-22,3.945
2023-10-23,3.945
2023-10-24,3.945
2023-10-25,3.945
2023-10-26,3.945
2023-10-27,3.945
2023-10-28,3.945
2023-10-29,3.945
2023-10-30,3.945
2023-10-31,3.945
2023-11-01,3.945
2023-11-02,3.945
2023-11-03,3.945
2023-11-04,3.945
2023-11-05,3.945
2023-11-06,3.945
2023-11-07,3.955
2023-11-08,3.948
2023-11-09,3.948
2023-11-10,3.948
2023-11-11,3.948
2023-11-12,3.948
2023-11-13,3.939
2023-11-14,3.928
2023-11-15,3.928
2023-11-16,3.928
2023-11-17,3.908
2023-11-18,3.908
2023-11-19,3.908
2023-11-20,3.908
2023-11-21,3.908
2023-11-22,3.908
2023-11-23,3.908
2023-11-24,3.908
2023-11-25,3.908
2023-11-26,3.9
2023-11-27,3.9
2023-11-28,3.898
2023-11-29,3.898
2023-11-30,3.898
2023-12-01,3.898
2023-12-02,3.898
2023-12-03,3.898
2023-12-04,3.898
2023-12-05,3.898
2023-12-06,3.898
2023-12-07,3.898
2023-12-08,3.898
2023-12-09,3.898
2023-12-10,3.898
2023-12-11,3.898
2023-12-12,3.898
2023-12-13,3.898
2023-12-14,3.898
2023-12-15,3.898
2023-12-16,3.898
2023-12-17,3.898
2023-12-18,3.871
2023-12-19,3.871
2023-12-20,3.871
2023-12-21,3.871
2023-12-22,3.871
2023-12-23,3.871
2023-12-24,3.871
2023-12-25,3.871
2023-12-26,3.871
2023-12-27,3.871
2023-12-28,3.871
2023-12-29,3.871
2023-12-30,3.871
2023-12-31,3.871
2024-01-01,3.871
2024-01-02,3.874
2024-01-03,3.87
2024-01-04,3.87
2024-01-05,3.87
2024-01-06,3.87
2024-01-07,3.87
2024-01-08,3.876
2024-01-09,3.887
2024-01-10,3.884
2024-01-11,3.895
2024-01-12,3.895
2024-01-13,3.895
2024-01-14,3.895
2024-01-15,3.895
2024-01-16,3.895
2024-01-17,3.895
2024-01-18,3.895
2024-01-19,3.9
2024-01-20,3.9
2024-01-21,3.9
2024-01-22,3.899
2024-01-23,3.899
2024-01-24,3.911
2024-01-25,3.911
2024-01-26,3.911
2024-01-27,3.911
2024-01-28,3.911
2024-01-29,3.911
2024-01-30,3.911
2024-01-31,3.911
2024-02-01,3.911
2024-02-02,3.911
2024-02-03,3.911
2024-02-04,3.911
2024-02-05,3.911
2024-02-06,3.911
2024-02-07,3.918
2024-02-08,3.921
2024-02-09,3.921
2024-02-10,3.921
2024-02-11,3.921
2024-02-12,3.921
2024-02-13,3.924
2024-02-14,3.924
2024-02-15,3.923
2024-02-16,3.922
2024-02-17,3.922
2024-02-18,3.922
2024-02-19,3.922
2024-02-20,3.922
2024-02-21,3.922
2024-02-22,3.922
2024-02-23,3.924
2024-02-24,3.924
2024-02-25,3.924
2024-02-26,3.927
2024-02-27,3.915
2024-02-28,3.915
2024-02-29,3.915
2024-03-01,3.915
2024-03-02,3.915
2024-03-03,3.915
2024-03-04,3.915
2024-03-05,3.915
2024-03-06,3.915
2024-03-07,3.915
2024-03-08,3.915
2024-03-09,3.915
2024-03-10,3.92
2024-03-11,3.92
2024-03-12,3.92
2024-03-13,3.92
2024-03-14,3.92
2024-03-15,3.92
2024-03-16,3.92
2024-03-17,3.931
2024-03-18,3.931
2024-03-19,3.931
2024-03-20,3.931
2024-03-21,3.931
2024-03-22,3.931
2024-03-23,3.931
2024-03-24,3.931
2024-03-25,3.931
2024-03-26,3.931
2024-03-27,3.931
2024-03-28,3.931
2024-03-29,3.931
2024-03-30,3.931
2024-03-31,3.931
2024-04-01,3.949
2024-04-02,3.949
2024-04-03,3.958
2024-04-04,3.958
2024-04-05,3.983
2024-04-06,3.983
2024-04-07,3.983
2024-04-08,3.976
