,SKYW US Equity
2023-07-14,2.722
2023-07-15,2.722
2023-07-16,2.722
2023-07-17,2.722
2023-07-18,2.722
2023-07-19,2.722
2023-07-20,2.722
2023-07-21,2.722
2023-07-22,2.722
2023-07-23,2.722
2023-07-24,2.722
2023-07-25,2.722
2023-07-26,2.722
2023-07-27,2.855
2023-07-28,3.277
2023-07-29,3.277
2023-07-30,3.277
2023-07-31,3.277
2023-08-01,3.277
2023-08-02,3.277
2023-08-03,3.277
2023-08-04,3.277
2023-08-05,3.277
2023-08-06,3.277
2023-08-07,3.293
2023-08-08,3.293
2023-08-09,3.677
2023-08-10,4.1
2023-08-11,4.1
2023-08-12,4.1
2023-08-13,4.1
2023-08-14,4.1
2023-08-15,4.1
2023-08-16,4.1
2023-08-17,4.1
2023-08-18,4.1
2023-08-19,4.1
2023-08-20,4.1
2023-08-21,4.1
2023-08-22,4.1
2023-08-23,4.1
2023-08-24,4.1
2023-08-25,4.1
2023-08-26,4.1
2023-08-27,4.1
2023-08-28,4.292
2023-08-29,4.292
2023-08-30,4.292
2023-08-31,4.242
2023-09-01,4.556
2023-09-02,4.556
2023-09-03,4.556
2023-09-04,4.556
2023-09-05,4.556
2023-09-06,4.556
2023-09-07,4.556
2023-09-08,4.556
2023-09-09,4.556
2023-09-10,4.556
2023-09-11,4.556
2023-09-12,4.556
2023-09-13,4.556
2023-09-14,4.556
2023-09-15,4.556
2023-09-16,4.556
2023-09-17,4.556
2023-09-18,4.556
2023-09-19,4.556
2023-09-20,4.556
2023-09-21,4.556
2023-09-22,4.556
2023-09-23,4.556
2023-09-24,4.556
2023-09-25,4.556
2023-09-26,4.556
2023-09-27,4.556
2023-09-28,4.556
2023-09-29,4.556
2023-09-30,4.556
2023-10-01,4.556
2023-10-02,4.556
2023-10-03,4.556
2023-10-04,4.556
2023-10-05,4.556
2023-10-06,4.556
2023-10-07,4.556
2023-10-08,4.556
2023-10-09,4.556
2023-10-10,4.556
2023-10-11,4.556
2023-10-12,4.556
2023-10-13,4.556
2023-10-14,4.556
2023-10-15,4.556
2023-10-16,4.556
2023-10-17,4.556
2023-10-18,4.556
2023-10-19,4.556
2023-10-20,4.556
2023-10-21,4.556
2023-10-22,4.556
2023-10-23,4.556
2023-10-24,4.556
2023-10-25,4.556
2023-10-26,4.706
2023-10-27,5.604
2023-10-28,5.604
2023-10-29,5.604
2023-10-30,5.604
2023-10-31,5.604
2023-11-01,5.693
2023-11-02,5.693
2023-11-03,5.693
2023-11-04,5.693
2023-11-05,5.693
2023-11-06,5.693
2023-11-07,5.693
2023-11-08,5.693
2023-11-09,5.693
2023-11-10,5.693
2023-11-11,5.693
2023-11-12,5.693
2023-11-13,5.693
2023-11-14,5.693
2023-11-15,5.693
2023-11-16,5.693
2023-11-17,5.693
2023-11-18,5.693
2023-11-19,5.693
2023-11-20,5.693
2023-11-21,5.693
2023-11-22,5.693
2023-11-23,5.693
2023-11-24,5.693
2023-11-25,5.693
2023-11-26,5.693
2023-11-27,5.693
2023-11-28,5.693
2023-11-29,5.693
2023-11-30,5.693
2023-12-01,5.693
2023-12-02,5.693
2023-12-03,5.693
2023-12-04,5.693
2023-12-05,5.693
2023-12-06,5.693
2023-12-07,5.693
2023-12-08,5.693
2023-12-09,5.693
2023-12-10,5.693
2023-12-11,5.693
2023-12-12,5.693
2023-12-13,5.693
2023-12-14,5.693
2023-12-15,5.693
2023-12-16,5.693
2023-12-17,5.693
2023-12-18,5.693
2023-12-19,5.693
2023-12-20,5.693
2023-12-21,5.767
2023-12-22,5.767
2023-12-23,5.767
2023-12-24,5.767
2023-12-25,5.767
2023-12-26,5.767
2023-12-27,5.767
2023-12-28,5.767
2023-12-29,5.767
2023-12-30,5.767
2023-12-31,5.767
2024-01-01,5.767
2024-01-02,5.825
2024-01-03,5.825
2024-01-04,5.825
2024-01-05,5.825
2024-01-06,5.825
2024-01-07,5.825
2024-01-08,5.825
2024-01-09,5.825
2024-01-10,5.825
2024-01-11,5.825
2024-01-12,5.825
2024-01-13,5.825
2024-01-14,5.825
2024-01-15,5.825
2024-01-16,5.825
2024-01-17,5.825
2024-01-18,5.825
2024-01-19,5.825
2024-01-20,5.825
2024-01-21,5.825
2024-01-22,5.825
2024-01-23,5.825
2024-01-24,5.825
2024-01-25,5.825
2024-01-26,5.825
2024-01-27,5.825
2024-01-28,5.825
2024-01-29,5.825
2024-01-30,5.825
2024-01-31,5.825
2024-02-01,6.238
2024-02-02,6.424
2024-02-03,6.424
2024-02-04,6.424
2024-02-05,6.424
2024-02-06,6.424
2024-02-07,6.424
2024-02-08,6.424
2024-02-09,6.424
2024-02-10,6.424
2024-02-11,6.424
2024-02-12,6.424
2024-02-13,6.424
2024-02-14,6.424
2024-02-15,6.424
2024-02-16,6.424
2024-02-17,6.424
2024-02-18,6.424
2024-02-19,6.424
2024-02-20,6.424
2024-02-21,6.424
2024-02-22,6.424
2024-02-23,6.424
2024-02-24,6.424
2024-02-25,6.424
2024-02-26,6.424
2024-02-27,6.424
2024-02-28,6.424
2024-02-29,6.424
2024-03-01,6.424
2024-03-02,6.424
2024-03-03,6.424
2024-03-04,6.424
2024-03-05,6.424
2024-03-06,6.424
2024-03-07,6.424
2024-03-08,6.424
2024-03-09,6.424
2024-03-10,6.424
2024-03-11,6.424
2024-03-12,6.424
2024-03-13,6.424
2024-03-14,6.424
2024-03-15,6.424
2024-03-16,6.424
2024-03-17,6.424
2024-03-18,6.424
2024-03-19,6.424
2024-03-20,6.424
2024-03-21,6.424
2024-03-22,6.424
2024-03-23,6.424
2024-03-24,6.424
2024-03-25,6.424
2024-03-26,6.424
2024-03-27,6.424
2024-03-28,6.424
2024-03-29,6.424
2024-03-30,6.424
2024-03-31,6.424
2024-04-01,6.424
2024-04-02,6.424
2024-04-03,6.424
2024-04-04,6.518
2024-04-05,6.518
2024-04-06,6.518
2024-04-07,6.518
2024-04-08,6.518
