,BANR US Equity
2023-09-20,5.16
2023-09-21,5.16
2023-09-22,5.16
2023-09-23,5.16
2023-09-24,5.16
2023-09-25,5.16
2023-09-26,5.16
2023-09-27,5.15
2023-09-28,5.15
2023-09-29,5.128
2023-09-30,5.128
2023-10-01,5.128
2023-10-02,5.128
2023-10-03,5.128
2023-10-04,5.128
2023-10-05,5.128
2023-10-06,5.128
2023-10-07,5.128
2023-10-08,5.128
2023-10-09,5.128
2023-10-10,5.128
2023-10-11,5.128
2023-10-12,5.128
2023-10-13,5.128
2023-10-14,5.128
2023-10-15,5.128
2023-10-16,5.128
2023-10-17,5.128
2023-10-18,5.128
2023-10-19,5.04
2023-10-20,5.04
2023-10-21,5.04
2023-10-22,5.04
2023-10-23,5.04
2023-10-24,5.04
2023-10-25,5.04
2023-10-26,5.04
2023-10-27,5.04
2023-10-28,5.04
2023-10-29,5.04
2023-10-30,5.04
2023-10-31,5.04
2023-11-01,5.04
2023-11-02,5.04
2023-11-03,5.04
2023-11-04,5.04
2023-11-05,5.04
2023-11-06,5.04
2023-11-07,5.04
2023-11-08,5.04
2023-11-09,5.04
2023-11-10,5.04
2023-11-11,5.04
2023-11-12,5.04
2023-11-13,5.04
2023-11-14,5.04
2023-11-15,5.04
2023-11-16,5.04
2023-11-17,5.04
2023-11-18,5.04
2023-11-19,5.04
2023-11-20,5.04
2023-11-21,5.04
2023-11-22,5.04
2023-11-23,5.04
2023-11-24,5.04
2023-11-25,5.04
2023-11-26,5.04
2023-11-27,5.04
2023-11-28,5.04
2023-11-29,5.04
2023-11-30,5.04
2023-12-01,5.04
2023-12-02,5.04
2023-12-03,5.04
2023-12-04,5.04
2023-12-05,5.04
2023-12-06,5.04
2023-12-07,5.04
2023-12-08,5.04
2023-12-09,5.04
2023-12-10,5.04
2023-12-11,5.04
2023-12-12,5.04
2023-12-13,5.04
2023-12-14,5.04
2023-12-15,5.04
2023-12-16,5.04
2023-12-17,5.04
2023-12-18,5.04
2023-12-19,5.04
2023-12-20,5.04
2023-12-21,5.015
2023-12-22,5.015
2023-12-23,5.015
2023-12-24,5.015
2023-12-25,5.015
2023-12-26,5.015
2023-12-27,5.015
2023-12-28,5.015
2023-12-29,5.015
2023-12-30,5.015
2023-12-31,5.015
2024-01-01,5.015
2024-01-02,5.015
2024-01-03,5.015
2024-01-04,5.015
2024-01-05,5.015
2024-01-06,5.015
2024-01-07,5.015
2024-01-08,5.015
2024-01-09,5.015
2024-01-10,5.015
2024-01-11,5.015
2024-01-12,5.015
2024-01-13,5.015
2024-01-14,5.015
2024-01-15,5.015
2024-01-16,5.015
2024-01-17,5.015
2024-01-18,5.015
2024-01-19,4.808
2024-01-20,4.755
2024-01-21,4.755
2024-01-22,4.755
2024-01-23,4.635
2024-01-24,4.635
2024-01-25,4.635
2024-01-26,4.635
2024-01-27,4.635
2024-01-28,4.635
2024-01-29,4.635
2024-01-30,4.635
2024-01-31,4.635
2024-02-01,4.635
2024-02-02,4.635
2024-02-03,4.635
2024-02-04,4.635
2024-02-05,4.635
2024-02-06,4.635
2024-02-07,4.635
2024-02-08,4.635
2024-02-09,4.635
2024-02-10,4.635
2024-02-11,4.635
2024-02-12,4.635
2024-02-13,4.635
2024-02-14,4.635
2024-02-15,4.635
2024-02-16,4.635
2024-02-17,4.635
2024-02-18,4.635
2024-02-19,4.635
2024-02-20,4.635
2024-02-21,4.635
2024-02-22,4.635
2024-02-23,4.635
2024-02-24,4.635
2024-02-25,4.635
2024-02-26,4.635
2024-02-27,4.635
2024-02-28,4.635
2024-02-29,4.635
2024-03-01,4.635
2024-03-02,4.635
2024-03-03,4.635
2024-03-04,4.635
2024-03-05,4.635
2024-03-06,4.635
2024-03-07,4.635
2024-03-08,4.635
2024-03-09,4.635
2024-03-10,4.635
2024-03-11,4.635
2024-03-12,4.635
2024-03-13,4.635
2024-03-14,4.635
2024-03-15,4.635
2024-03-16,4.635
2024-03-17,4.635
2024-03-18,4.635
2024-03-19,4.635
2024-03-20,4.635
2024-03-21,4.635
2024-03-22,4.635
2024-03-23,4.635
2024-03-24,4.635
2024-03-25,4.635
2024-03-26,4.635
2024-03-27,4.635
2024-03-28,4.635
2024-03-29,4.635
2024-03-30,4.635
2024-03-31,4.635
2024-04-01,4.635
2024-04-02,4.638
2024-04-03,4.638
2024-04-04,4.638
2024-04-05,4.638
2024-04-06,4.638
2024-04-07,4.638
2024-04-08,4.638
