,WAFD US Equity
2023-09-20,3.567
2023-09-21,3.567
2023-09-22,3.62
2023-09-23,3.62
2023-09-24,3.62
2023-09-25,3.62
2023-09-26,3.62
2023-09-27,3.62
2023-09-28,3.55
2023-09-29,3.51
2023-09-30,3.51
2023-10-01,3.51
2023-10-02,3.51
2023-10-03,3.51
2023-10-04,3.51
2023-10-05,3.51
2023-10-06,3.51
2023-10-07,3.51
2023-10-08,3.51
2023-10-09,3.51
2023-10-10,3.51
2023-10-11,3.51
2023-10-12,3.51
2023-10-13,3.51
2023-10-14,3.51
2023-10-15,3.51
2023-10-16,3.51
2023-10-17,3.51
2023-10-18,3.133
2023-10-19,3.133
2023-10-20,3.133
2023-10-21,3.133
2023-10-22,3.133
2023-10-23,3.133
2023-10-24,3.133
2023-10-25,3.133
2023-10-26,3.133
2023-10-27,3.133
2023-10-28,3.133
2023-10-29,3.133
2023-10-30,3.133
2023-10-31,3.133
2023-11-01,3.133
2023-11-02,3.133
2023-11-03,3.133
2023-11-04,3.133
2023-11-05,3.133
2023-11-06,3.133
2023-11-07,3.133
2023-11-08,3.133
2023-11-09,3.133
2023-11-10,3.133
2023-11-11,3.133
2023-11-12,3.133
2023-11-13,3.133
2023-11-14,3.133
2023-11-15,3.133
2023-11-16,3.133
2023-11-17,3.133
2023-11-18,3.133
2023-11-19,3.133
2023-11-20,3.133
2023-11-21,3.133
2023-11-22,3.133
2023-11-23,3.133
2023-11-24,3.133
2023-11-25,3.133
2023-11-26,3.133
2023-11-27,3.133
2023-11-28,3.133
2023-11-29,3.133
2023-11-30,3.133
2023-12-01,3.133
2023-12-02,3.133
2023-12-03,3.133
2023-12-04,3.133
2023-12-05,3.133
2023-12-06,3.133
2023-12-07,3.038
2023-12-08,3.038
2023-12-09,3.038
2023-12-10,3.038
2023-12-11,3.038
2023-12-12,3.038
2023-12-13,3.038
2023-12-14,3.038
2023-12-15,3.038
2023-12-16,3.038
2023-12-17,3.038
2023-12-18,3.038
2023-12-19,3.038
2023-12-20,3.038
2023-12-21,3.05
2023-12-22,3.05
2023-12-23,3.05
2023-12-24,3.05
2023-12-25,3.05
2023-12-26,3.05
2023-12-27,3.05
2023-12-28,3.05
2023-12-29,3.05
2023-12-30,3.05
2023-12-31,3.05
2024-01-01,3.05
2024-01-02,3.05
2024-01-03,3.05
2024-01-04,3.05
2024-01-05,3.05
2024-01-06,3.05
2024-01-07,3.05
2024-01-08,3.05
2024-01-09,3.05
2024-01-10,3.05
2024-01-11,3.05
2024-01-12,3.05
2024-01-13,3.05
2024-01-14,3.05
2024-01-15,3.05
2024-01-16,3.05
2024-01-17,2.755
2024-01-18,2.755
2024-01-19,2.755
2024-01-20,2.755
2024-01-21,2.755
2024-01-22,2.755
2024-01-23,2.755
2024-01-24,2.755
2024-01-25,2.755
2024-01-26,2.755
2024-01-27,2.755
2024-01-28,2.755
2024-01-29,2.755
2024-01-30,2.755
2024-01-31,2.715
2024-02-01,2.715
2024-02-02,2.715
2024-02-03,2.715
2024-02-04,2.715
2024-02-05,2.715
2024-02-06,2.715
2024-02-07,2.715
2024-02-08,2.715
2024-02-09,2.715
2024-02-10,2.715
2024-02-11,2.715
2024-02-12,2.715
2024-02-13,2.715
2024-02-14,2.715
2024-02-15,2.715
2024-02-16,2.715
2024-02-17,2.715
2024-02-18,2.715
2024-02-19,2.715
2024-02-20,2.715
2024-02-21,2.715
2024-02-22,2.715
2024-02-23,2.715
2024-02-24,2.715
2024-02-25,2.715
2024-02-26,2.755
2024-02-27,2.755
2024-02-28,2.755
2024-02-29,2.755
2024-03-01,2.755
2024-03-02,2.755
2024-03-03,2.755
2024-03-04,2.755
2024-03-05,2.755
2024-03-06,2.755
2024-03-07,2.755
2024-03-08,2.755
2024-03-09,2.755
2024-03-10,2.755
2024-03-11,2.755
2024-03-12,2.755
2024-03-13,2.67
2024-03-14,2.67
2024-03-15,2.67
2024-03-16,2.67
2024-03-17,2.67
2024-03-18,2.67
2024-03-19,2.67
2024-03-20,2.67
2024-03-21,2.67
2024-03-22,2.67
2024-03-23,2.67
2024-03-24,2.67
2024-03-25,2.67
2024-03-26,2.67
2024-03-27,2.67
2024-03-28,2.67
2024-03-29,2.67
2024-03-30,2.67
2024-03-31,2.67
2024-04-01,2.67
2024-04-02,2.67
2024-04-03,2.67
2024-04-04,2.67
2024-04-05,2.67
2024-04-06,2.67
2024-04-07,2.67
2024-04-08,2.67
