,SMG US Equity
2023-08-03,3.437
2023-08-04,3.437
2023-08-05,3.377
2023-08-06,3.377
2023-08-07,3.377
2023-08-08,3.377
2023-08-09,3.377
2023-08-10,3.377
2023-08-11,3.377
2023-08-12,3.377
2023-08-13,3.377
2023-08-14,3.377
2023-08-15,3.377
2023-08-16,3.231
2023-08-17,3.231
2023-08-18,3.231
2023-08-19,3.231
2023-08-20,3.231
2023-08-21,3.353
2023-08-22,3.353
2023-08-23,3.353
2023-08-24,3.353
2023-08-25,3.353
2023-08-26,3.353
2023-08-27,3.353
2023-08-28,3.353
2023-08-29,3.353
2023-08-30,3.353
2023-08-31,3.353
2023-09-01,3.353
2023-09-02,3.353
2023-09-03,3.353
2023-09-04,3.353
2023-09-05,3.276
2023-09-06,3.276
2023-09-07,3.276
2023-09-08,3.276
2023-09-09,3.276
2023-09-10,3.276
2023-09-11,3.276
2023-09-12,3.276
2023-09-13,3.276
2023-09-14,3.276
2023-09-15,3.276
2023-09-16,3.276
2023-09-17,3.276
2023-09-18,3.276
2023-09-19,3.276
2023-09-20,3.276
2023-09-21,3.276
2023-09-22,3.276
2023-09-23,3.276
2023-09-24,3.276
2023-09-25,3.276
2023-09-26,3.203
2023-09-27,3.148
2023-09-28,3.148
2023-09-29,3.161
2023-09-30,3.161
2023-10-01,3.161
2023-10-02,3.161
2023-10-03,3.161
2023-10-04,3.161
2023-10-05,3.161
2023-10-06,3.161
2023-10-07,3.161
2023-10-08,3.161
2023-10-09,3.161
2023-10-10,3.161
2023-10-11,3.159
2023-10-12,3.148
2023-10-13,3.148
2023-10-14,3.148
2023-10-15,3.148
2023-10-16,3.148
2023-10-17,3.148
2023-10-18,3.095
2023-10-19,3.095
2023-10-20,3.095
2023-10-21,3.095
2023-10-22,3.095
2023-10-23,3.095
2023-10-24,3.095
2023-10-25,3.095
2023-10-26,3.095
2023-10-27,3.095
2023-10-28,3.095
2023-10-29,3.101
2023-10-30,3.101
2023-10-31,3.101
2023-11-01,2.883
2023-11-02,2.744
2023-11-03,2.744
2023-11-04,2.744
2023-11-05,2.744
2023-11-06,2.744
2023-11-07,2.745
2023-11-08,2.745
2023-11-09,2.745
2023-11-10,2.745
2023-11-11,2.745
2023-11-12,2.745
2023-11-13,2.73
2023-11-14,2.73
2023-11-15,2.73
2023-11-16,2.73
2023-11-17,2.73
2023-11-18,2.73
2023-11-19,2.73
2023-11-20,2.73
2023-11-21,2.73
2023-11-22,2.73
2023-11-23,2.73
2023-11-24,2.73
2023-11-25,2.73
2023-11-26,2.73
2023-11-27,2.73
2023-11-28,2.73
2023-11-29,2.73
2023-11-30,2.73
2023-12-01,2.73
2023-12-02,2.73
2023-12-03,2.73
2023-12-04,2.73
2023-12-05,2.73
2023-12-06,2.73
2023-12-07,2.73
2023-12-08,2.73
2023-12-09,2.73
2023-12-10,2.73
2023-12-11,2.73
2023-12-12,2.73
2023-12-13,2.73
2023-12-14,2.73
2023-12-15,2.73
2023-12-16,2.73
2023-12-17,2.73
2023-12-18,2.701
2023-12-19,2.701
2023-12-20,2.701
2023-12-21,2.701
2023-12-22,2.701
2023-12-23,2.701
2023-12-24,2.701
2023-12-25,2.701
2023-12-26,2.701
2023-12-27,2.701
2023-12-28,2.701
2023-12-29,2.701
2023-12-30,2.701
2023-12-31,2.701
2024-01-01,2.701
2024-01-02,2.701
2024-01-03,2.701
2024-01-04,2.701
2024-01-05,2.731
2024-01-06,2.731
2024-01-07,2.731
2024-01-08,2.731
2024-01-09,2.731
2024-01-10,2.731
2024-01-11,2.731
2024-01-12,2.731
2024-01-13,2.731
2024-01-14,2.731
2024-01-15,2.731
2024-01-16,2.722
2024-01-17,2.722
2024-01-18,2.722
2024-01-19,2.722
2024-01-20,2.722
2024-01-21,2.722
2024-01-22,2.722
2024-01-23,2.722
2024-01-24,2.722
2024-01-25,2.722
2024-01-26,2.722
2024-01-27,2.722
2024-01-28,2.722
2024-01-29,2.722
2024-01-30,2.722
2024-01-31,2.722
2024-02-01,2.722
2024-02-02,2.722
2024-02-03,2.722
2024-02-04,2.722
2024-02-05,2.722
2024-02-06,2.722
2024-02-07,2.666
2024-02-08,2.68
2024-02-09,2.68
2024-02-10,2.68
2024-02-11,2.68
2024-02-12,2.68
2024-02-13,2.723
2024-02-14,2.723
2024-02-15,2.723
2024-02-16,2.723
2024-02-17,2.723
2024-02-18,2.723
2024-02-19,2.723
2024-02-20,2.723
2024-02-21,2.723
2024-02-22,2.723
2024-02-23,2.691
2024-02-24,2.691
2024-02-25,2.691
2024-02-26,2.691
2024-02-27,2.691
2024-02-28,2.691
2024-02-29,2.691
2024-03-01,2.696
2024-03-02,2.696
2024-03-03,2.694
2024-03-04,2.694
2024-03-05,2.694
2024-03-06,2.694
2024-03-07,2.694
2024-03-08,2.694
2024-03-09,2.694
2024-03-10,2.694
2024-03-11,2.694
2024-03-12,2.694
2024-03-13,2.694
2024-03-14,2.694
2024-03-15,2.694
2024-03-16,2.694
2024-03-17,2.694
2024-03-18,2.694
2024-03-19,2.694
2024-03-20,2.694
2024-03-21,2.694
2024-03-22,2.694
2024-03-23,2.694
2024-03-24,2.694
2024-03-25,2.694
2024-03-26,2.694
2024-03-27,2.694
2024-03-28,2.694
2024-03-29,2.694
2024-03-30,2.694
2024-03-31,2.694
2024-04-01,2.694
2024-04-02,2.694
2024-04-03,2.694
2024-04-04,2.725
2024-04-05,2.777
2024-04-06,2.777
2024-04-07,2.777
2024-04-08,2.777
