,SCCO US Equity
2023-09-18,4.185
2023-09-19,4.185
2023-09-20,4.214
2023-09-21,4.214
2023-09-22,4.214
2023-09-23,4.214
2023-09-24,4.214
2023-09-25,4.215
2023-09-26,4.215
2023-09-27,4.215
2023-09-28,4.215
2023-09-29,4.283
2023-09-30,4.283
2023-10-01,4.283
2023-10-02,4.283
2023-10-03,4.283
2023-10-04,4.283
2023-10-05,4.283
2023-10-06,4.264
2023-10-07,4.264
2023-10-08,4.264
2023-10-09,4.229
2023-10-10,4.229
2023-10-11,4.064
2023-10-12,4.064
2023-10-13,4.064
2023-10-14,4.064
2023-10-15,4.064
2023-10-16,4.017
2023-10-17,3.994
2023-10-18,3.994
2023-10-19,3.994
2023-10-20,3.994
2023-10-21,3.994
2023-10-22,3.994
2023-10-23,3.979
2023-10-24,3.979
2023-10-25,3.912
2023-10-26,3.912
2023-10-27,3.912
2023-10-28,3.912
2023-10-29,3.912
2023-10-30,3.912
2023-10-31,3.909
2023-11-01,3.909
2023-11-02,3.909
2023-11-03,3.909
2023-11-04,3.909
2023-11-05,3.909
2023-11-06,3.909
2023-11-07,3.909
2023-11-08,3.909
2023-11-09,3.909
2023-11-10,3.909
2023-11-11,3.909
2023-11-12,3.909
2023-11-13,3.909
2023-11-14,3.909
2023-11-15,3.909
2023-11-16,3.909
2023-11-17,3.909
2023-11-18,3.909
2023-11-19,3.909
2023-11-20,3.842
2023-11-21,3.824
2023-11-22,3.824
2023-11-23,3.824
2023-11-24,3.824
2023-11-25,3.824
2023-11-26,3.967
2023-11-27,3.543
2023-11-28,3.543
2023-11-29,3.543
2023-11-30,3.553
2023-12-01,3.553
2023-12-02,3.553
2023-12-03,3.553
2023-12-04,3.553
2023-12-05,3.553
2023-12-06,3.553
2023-12-07,3.528
2023-12-08,3.528
2023-12-09,3.528
2023-12-10,3.528
2023-12-11,3.528
2023-12-12,3.528
2023-12-13,3.528
2023-12-14,3.521
2023-12-15,3.521
2023-12-16,3.521
2023-12-17,3.521
2023-12-18,3.521
2023-12-19,3.521
2023-12-20,3.521
2023-12-21,3.546
2023-12-22,3.546
2023-12-23,3.546
2023-12-24,3.546
2023-12-25,3.546
2023-12-26,3.546
2023-12-27,3.546
2023-12-28,3.546
2023-12-29,3.546
2023-12-30,3.546
2023-12-31,3.546
2024-01-01,3.546
2024-01-02,3.546
2024-01-03,3.546
2024-01-04,3.571
2024-01-05,3.571
2024-01-06,3.571
2024-01-07,3.571
2024-01-08,3.571
2024-01-09,3.6
2024-01-10,3.6
2024-01-11,3.603
2024-01-12,3.603
2024-01-13,3.603
2024-01-14,3.603
2024-01-15,3.594
2024-01-16,3.594
2024-01-17,3.609
2024-01-18,3.609
2024-01-19,3.609
2024-01-20,3.609
2024-01-21,3.609
2024-01-22,3.609
2024-01-23,3.609
2024-01-24,3.609
2024-01-25,3.609
2024-01-26,3.609
2024-01-27,3.639
2024-01-28,3.639
2024-01-29,3.622
2024-01-30,3.622
2024-01-31,3.622
2024-02-01,3.622
2024-02-02,3.606
2024-02-03,3.606
2024-02-04,3.532
2024-02-05,3.544
2024-02-06,3.592
2024-02-07,3.592
2024-02-08,3.592
2024-02-09,3.592
2024-02-10,3.592
2024-02-11,3.592
2024-02-12,3.592
2024-02-13,3.592
2024-02-14,3.592
2024-02-15,3.592
2024-02-16,3.592
2024-02-17,3.592
2024-02-18,3.592
2024-02-19,3.592
2024-02-20,3.592
2024-02-21,3.592
2024-02-22,3.592
2024-02-23,3.592
2024-02-24,3.592
2024-02-25,3.592
2024-02-26,3.592
2024-02-27,3.592
2024-02-28,3.592
2024-02-29,3.592
2024-03-01,3.592
2024-03-02,3.592
2024-03-03,3.526
2024-03-04,3.526
2024-03-05,3.526
2024-03-06,3.526
2024-03-07,3.526
2024-03-08,3.526
2024-03-09,3.526
2024-03-10,3.526
2024-03-11,3.526
2024-03-12,3.434
2024-03-13,3.434
2024-03-14,3.434
2024-03-15,3.434
2024-03-16,3.434
2024-03-17,3.434
2024-03-18,3.434
2024-03-19,3.434
2024-03-20,3.417
2024-03-21,3.461
2024-03-22,3.461
2024-03-23,3.461
2024-03-24,3.461
2024-03-25,3.461
2024-03-26,3.461
2024-03-27,3.521
2024-03-28,3.521
2024-03-29,3.521
2024-03-30,3.521
2024-03-31,3.521
2024-04-01,3.521
2024-04-02,3.521
2024-04-03,3.521
2024-04-04,3.521
2024-04-05,3.521
2024-04-06,3.521
2024-04-07,3.521
2024-04-08,3.521
