,NUE US Equity
2023-06-24,11.225
2023-06-25,11.225
2023-06-26,11.225
2023-06-27,11.225
2023-06-28,11.225
2023-06-29,11.225
2023-06-30,11.357
2023-07-01,11.357
2023-07-02,11.357
2023-07-03,11.357
2023-07-04,11.357
2023-07-05,11.521
2023-07-06,11.524
2023-07-07,11.524
2023-07-08,11.524
2023-07-09,11.524
2023-07-10,11.524
2023-07-11,11.524
2023-07-12,11.524
2023-07-13,11.549
2023-07-14,11.549
2023-07-15,11.379
2023-07-16,11.379
2023-07-17,11.355
2023-07-18,11.355
2023-07-19,11.355
2023-07-20,11.355
2023-07-21,11.498
2023-07-22,11.498
2023-07-23,11.498
2023-07-24,11.498
2023-07-25,11.732
2023-07-26,11.823
2023-07-27,11.867
2023-07-28,11.867
2023-07-29,11.867
2023-07-30,11.921
2023-07-31,11.921
2023-08-01,11.921
2023-08-02,11.921
2023-08-03,11.921
2023-08-04,11.921
2023-08-05,11.921
2023-08-06,11.921
2023-08-07,11.914
2023-08-08,12.019
2023-08-09,12.019
2023-08-10,11.902
2023-08-11,11.896
2023-08-12,11.896
2023-08-13,11.896
2023-08-14,11.896
2023-08-15,11.896
2023-08-16,11.896
2023-08-17,11.896
2023-08-18,11.896
2023-08-19,11.896
2023-08-20,11.896
2023-08-21,11.896
2023-08-22,11.896
2023-08-23,11.896
2023-08-24,11.896
2023-08-25,11.896
2023-08-26,11.896
2023-08-27,11.896
2023-08-28,11.896
2023-08-29,11.896
2023-08-30,11.896
2023-08-31,11.896
2023-09-01,11.896
2023-09-02,11.896
2023-09-03,11.896
2023-09-04,12.081
2023-09-05,12.081
2023-09-06,12.081
2023-09-07,12.073
2023-09-08,12.073
2023-09-09,12.073
2023-09-10,12.073
2023-09-11,12.05
2023-09-12,12.05
2023-09-13,12.048
2023-09-14,11.992
2023-09-15,11.692
2023-09-16,11.692
2023-09-17,11.692
2023-09-18,11.713
2023-09-19,11.713
2023-09-20,11.683
2023-09-21,11.683
2023-09-22,11.683
2023-09-23,11.683
2023-09-24,11.683
2023-09-25,11.675
2023-09-26,11.712
2023-09-27,11.712
2023-09-28,11.712
2023-09-29,11.712
2023-09-30,11.712
2023-10-01,11.712
2023-10-02,11.712
2023-10-03,11.712
2023-10-04,11.712
2023-10-05,11.712
2023-10-06,11.712
2023-10-07,11.712
2023-10-08,11.712
2023-10-09,11.712
2023-10-10,11.712
2023-10-11,11.714
2023-10-12,11.714
2023-10-13,11.714
2023-10-14,11.714
2023-10-15,11.697
2023-10-16,11.726
2023-10-17,11.703
2023-10-18,11.717
2023-10-19,11.717
2023-10-20,11.717
2023-10-21,11.717
2023-10-22,11.717
2023-10-23,11.717
2023-10-24,12.033
2023-10-25,12.033
2023-10-26,12.033
2023-10-27,12.022
2023-10-28,12.022
2023-10-29,12.022
2023-10-30,12.022
2023-10-31,11.892
2023-11-01,11.892
2023-11-02,11.892
2023-11-03,11.892
2023-11-04,11.892
2023-11-05,11.892
2023-11-06,11.872
2023-11-07,11.872
2023-11-08,11.872
2023-11-09,11.872
2023-11-10,11.872
2023-11-11,11.872
2023-11-12,11.872
2023-11-13,11.872
2023-11-14,11.872
2023-11-15,11.872
2023-11-16,11.872
2023-11-17,11.872
2023-11-18,11.872
2023-11-19,11.872
2023-11-20,11.992
2023-11-21,11.992
2023-11-22,11.992
2023-11-23,11.992
2023-11-24,11.992
2023-11-25,11.992
2023-11-26,11.992
2023-11-27,11.992
2023-11-28,11.992
2023-11-29,11.992
2023-11-30,11.992
2023-12-01,11.992
2023-12-02,11.992
2023-12-03,11.992
2023-12-04,11.992
2023-12-05,11.992
2023-12-06,11.992
2023-12-07,11.992
2023-12-08,11.992
2023-12-09,11.992
2023-12-10,11.992
2023-12-11,12.11
2023-12-12,12.117
2023-12-13,12.245
2023-12-14,12.224
2023-12-15,12.224
2023-12-16,12.224
2023-12-17,12.224
2023-12-18,12.224
2023-12-19,12.224
2023-12-20,12.224
2023-12-21,12.224
2023-12-22,12.224
2023-12-23,12.224
2023-12-24,12.224
2023-12-25,12.224
2023-12-26,12.224
2023-12-27,12.224
2023-12-28,12.224
2023-12-29,12.224
2023-12-30,12.224
2023-12-31,12.224
2024-01-01,12.224
2024-01-02,12.224
2024-01-03,12.224
2024-01-04,12.224
2024-01-05,12.224
2024-01-06,12.224
2024-01-07,12.224
2024-01-08,12.251
2024-01-09,12.253
2024-01-10,12.253
2024-01-11,12.206
2024-01-12,12.31
2024-01-13,12.31
2024-01-14,12.31
2024-01-15,12.31
2024-01-16,12.49
2024-01-17,12.49
2024-01-18,12.49
2024-01-19,12.49
2024-01-20,12.49
2024-01-21,12.49
2024-01-22,12.49
2024-01-23,12.49
2024-01-24,12.49
2024-01-25,12.49
2024-01-26,12.49
2024-01-27,12.49
2024-01-28,12.49
2024-01-29,12.49
2024-01-30,12.7
2024-01-31,12.7
2024-02-01,12.7
2024-02-02,12.7
2024-02-03,12.7
2024-02-04,12.636
2024-02-05,12.64
2024-02-06,12.64
2024-02-07,12.721
2024-02-08,12.721
2024-02-09,12.721
2024-02-10,12.721
2024-02-11,12.721
2024-02-12,12.755
2024-02-13,12.749
2024-02-14,12.749
2024-02-15,12.926
2024-02-16,12.926
2024-02-17,12.926
2024-02-18,12.926
2024-02-19,12.926
2024-02-20,12.926
2024-02-21,12.926
2024-02-22,12.926
2024-02-23,12.926
2024-02-24,12.926
2024-02-25,12.926
2024-02-26,12.926
2024-02-27,12.926
2024-02-28,12.926
2024-02-29,12.926
2024-03-01,12.926
2024-03-02,12.926
2024-03-03,12.926
2024-03-04,13.095
2024-03-05,13.095
2024-03-06,13.095
2024-03-07,13.095
2024-03-08,13.156
2024-03-09,13.156
2024-03-10,13.156
2024-03-11,13.115
2024-03-12,13.119
2024-03-13,12.932
2024-03-14,12.975
2024-03-15,12.975
2024-03-16,12.975
2024-03-17,12.975
2024-03-18,13.036
2024-03-19,13.036
2024-03-20,13.036
2024-03-21,13.036
2024-03-22,13.036
2024-03-23,13.036
2024-03-24,13.036
2024-03-25,13.061
2024-03-26,13.061
2024-03-27,13.061
2024-03-28,13.061
2024-03-29,13.061
2024-03-30,13.061
2024-03-31,13.061
2024-04-01,13.061
2024-04-02,12.983
2024-04-03,12.983
2024-04-04,12.983
2024-04-05,12.983
2024-04-06,12.983
2024-04-07,12.983
2024-04-08,12.983
