,CMA US Equity
2023-07-24,6.571
2023-07-25,6.468
2023-07-26,6.468
2023-07-27,6.468
2023-07-28,6.462
2023-07-29,6.462
2023-07-30,6.462
2023-07-31,6.464
2023-08-01,6.464
2023-08-02,6.453
2023-08-03,6.453
2023-08-04,6.453
2023-08-05,6.453
2023-08-06,6.453
2023-08-07,6.437
2023-08-08,6.437
2023-08-09,6.437
2023-08-10,6.437
2023-08-11,6.437
2023-08-12,6.437
2023-08-13,6.437
2023-08-14,6.437
2023-08-15,6.377
2023-08-16,6.377
2023-08-17,6.377
2023-08-18,6.377
2023-08-19,6.377
2023-08-20,6.377
2023-08-21,6.377
2023-08-22,6.377
2023-08-23,6.377
2023-08-24,6.377
2023-08-25,6.377
2023-08-26,6.377
2023-08-27,6.373
2023-08-28,6.373
2023-08-29,6.373
2023-08-30,6.373
2023-08-31,6.373
2023-09-01,6.373
2023-09-02,6.373
2023-09-03,6.373
2023-09-04,6.373
2023-09-05,6.374
2023-09-06,6.374
2023-09-07,6.374
2023-09-08,6.374
2023-09-09,6.374
2023-09-10,6.374
2023-09-11,6.359
2023-09-12,6.359
2023-09-13,6.359
2023-09-14,6.344
2023-09-15,6.331
2023-09-16,6.331
2023-09-17,6.331
2023-09-18,6.326
2023-09-19,6.326
2023-09-20,6.326
2023-09-21,6.326
2023-09-22,6.326
2023-09-23,6.326
2023-09-24,6.326
2023-09-25,6.326
2023-09-26,6.31
2023-09-27,6.288
2023-09-28,6.288
2023-09-29,6.285
2023-09-30,6.262
2023-10-01,6.262
2023-10-02,6.213
2023-10-03,6.214
2023-10-04,6.218
2023-10-05,6.182
2023-10-06,6.182
2023-10-07,6.182
2023-10-08,6.182
2023-10-09,6.188
2023-10-10,6.144
2023-10-11,6.144
2023-10-12,6.144
2023-10-13,6.144
2023-10-14,6.144
2023-10-15,6.144
2023-10-16,6.147
2023-10-17,6.147
2023-10-18,6.147
2023-10-19,6.147
2023-10-20,6.016
2023-10-21,6.016
2023-10-22,5.978
2023-10-23,5.959
2023-10-24,5.959
2023-10-25,5.756
2023-10-26,5.749
2023-10-27,5.749
2023-10-28,5.845
2023-10-29,5.845
2023-10-30,5.743
2023-10-31,5.743
2023-11-01,5.765
2023-11-02,5.765
2023-11-03,5.757
2023-11-04,5.757
2023-11-05,5.757
2023-11-06,5.757
2023-11-07,5.757
2023-11-08,5.757
2023-11-09,5.757
2023-11-10,5.757
2023-11-11,5.757
2023-11-12,5.757
2023-11-13,5.766
2023-11-14,5.828
2023-11-15,5.828
2023-11-16,5.828
2023-11-17,5.828
2023-11-18,5.828
2023-11-19,5.828
2023-11-20,5.828
2023-11-21,5.74
2023-11-22,5.74
2023-11-23,5.74
2023-11-24,5.74
2023-11-25,5.74
2023-11-26,5.74
2023-11-27,5.74
2023-11-28,5.74
2023-11-29,5.74
2023-11-30,5.828
2023-12-01,5.828
2023-12-02,5.828
2023-12-03,5.828
2023-12-04,5.82
2023-12-05,5.82
2023-12-06,5.82
2023-12-07,5.817
2023-12-08,5.817
2023-12-09,5.817
2023-12-10,5.817
2023-12-11,5.817
2023-12-12,5.781
2023-12-13,5.781
2023-12-14,5.781
2023-12-15,5.781
2023-12-16,5.781
2023-12-17,5.781
2023-12-18,5.781
2023-12-19,5.781
2023-12-20,5.777
2023-12-21,5.782
2023-12-22,5.782
2023-12-23,5.782
2023-12-24,5.782
2023-12-25,5.782
2023-12-26,5.782
2023-12-27,5.782
2023-12-28,5.782
2023-12-29,5.782
2023-12-30,5.782
2023-12-31,5.782
2024-01-01,5.782
2024-01-02,5.648
2024-01-03,5.648
2024-01-04,5.638
2024-01-05,5.735
2024-01-06,5.735
2024-01-07,5.735
2024-01-08,5.634
2024-01-09,5.618
2024-01-10,5.621
2024-01-11,5.723
2024-01-12,5.627
2024-01-13,5.627
2024-01-14,5.627
2024-01-15,5.627
2024-01-16,5.633
2024-01-17,5.633
2024-01-18,5.633
2024-01-19,5.587
2024-01-20,5.585
2024-01-21,5.507
2024-01-22,5.399
2024-01-23,5.373
2024-01-24,5.338
2024-01-25,5.338
2024-01-26,5.338
2024-01-27,5.338
2024-01-28,5.338
2024-01-29,5.347
2024-01-30,5.347
2024-01-31,5.347
2024-02-01,5.351
2024-02-02,5.351
2024-02-03,5.351
2024-02-04,5.352
2024-02-05,5.352
2024-02-06,5.352
2024-02-07,5.352
2024-02-08,5.352
2024-02-09,5.352
2024-02-10,5.352
2024-02-11,5.352
2024-02-12,5.336
2024-02-13,5.315
2024-02-14,5.315
2024-02-15,5.317
2024-02-16,5.317
2024-02-17,5.317
2024-02-18,5.317
2024-02-19,5.317
2024-02-20,5.317
2024-02-21,5.321
2024-02-22,5.321
2024-02-23,5.321
2024-02-24,5.321
2024-02-25,5.321
2024-02-26,5.348
2024-02-27,5.329
2024-02-28,5.329
2024-02-29,5.329
2024-03-01,5.329
2024-03-02,5.329
2024-03-03,5.329
2024-03-04,5.329
2024-03-05,5.317
2024-03-06,5.317
2024-03-07,5.309
2024-03-08,5.309
2024-03-09,5.309
2024-03-10,5.309
2024-03-11,5.37
2024-03-12,5.309
2024-03-13,5.342
2024-03-14,5.335
2024-03-15,5.335
2024-03-16,5.335
2024-03-17,5.335
2024-03-18,5.348
2024-03-19,5.348
2024-03-20,5.348
2024-03-21,5.409
2024-03-22,5.409
2024-03-23,5.409
2024-03-24,5.409
2024-03-25,5.407
2024-03-26,5.407
2024-03-27,5.39
2024-03-28,5.39
2024-03-29,5.39
2024-03-30,5.39
2024-03-31,5.39
2024-04-01,5.387
2024-04-02,5.376
2024-04-03,5.361
2024-04-04,5.312
2024-04-05,5.294
2024-04-06,5.294
2024-04-07,5.3
2024-04-08,5.206
