,NGVT US Equity
2023-09-20,5.121
2023-09-21,5.121
2023-09-22,5.121
2023-09-23,5.121
2023-09-24,5.121
2023-09-25,5.121
2023-09-26,5.121
2023-09-27,5.121
2023-09-28,5.121
2023-09-29,5.121
2023-09-30,5.121
2023-10-01,5.12
2023-10-02,5.12
2023-10-03,5.12
2023-10-04,5.12
2023-10-05,4.99
2023-10-06,4.99
2023-10-07,4.99
2023-10-08,4.99
2023-10-09,4.99
2023-10-10,4.99
2023-10-11,4.99
2023-10-12,4.99
2023-10-13,4.99
2023-10-14,4.99
2023-10-15,4.99
2023-10-16,4.99
2023-10-17,4.99
2023-10-18,4.953
2023-10-19,4.953
2023-10-20,4.86
2023-10-21,4.86
2023-10-22,4.86
2023-10-23,4.86
2023-10-24,4.86
2023-10-25,4.86
2023-10-26,4.86
2023-10-27,4.86
2023-10-28,4.86
2023-10-29,4.86
2023-10-30,4.86
2023-10-31,4.86
2023-11-01,4.86
2023-11-02,4.643
2023-11-03,4.556
2023-11-04,4.556
2023-11-05,4.256
2023-11-06,4.0
2023-11-07,4.0
2023-11-08,3.808
2023-11-09,3.808
2023-11-10,3.808
2023-11-11,3.808
2023-11-12,3.808
2023-11-13,3.808
2023-11-14,3.808
2023-11-15,3.808
2023-11-16,3.808
2023-11-17,3.808
2023-11-18,3.808
2023-11-19,3.808
2023-11-20,3.808
2023-11-21,3.808
2023-11-22,3.808
2023-11-23,3.808
2023-11-24,3.808
2023-11-25,3.808
2023-11-26,3.808
2023-11-27,3.808
2023-11-28,3.808
2023-11-29,3.808
2023-11-30,3.808
2023-12-01,3.808
2023-12-02,3.808
2023-12-03,3.808
2023-12-04,3.808
2023-12-05,3.808
2023-12-06,3.808
2023-12-07,3.808
2023-12-08,3.808
2023-12-09,3.808
2023-12-10,3.808
2023-12-11,3.808
2023-12-12,3.512
2023-12-13,3.512
2023-12-14,3.512
2023-12-15,3.525
2023-12-16,3.525
2023-12-17,3.525
2023-12-18,3.525
2023-12-19,3.525
2023-12-20,3.525
2023-12-21,3.525
2023-12-22,3.525
2023-12-23,3.525
2023-12-24,3.525
2023-12-25,3.525
2023-12-26,3.525
2023-12-27,3.525
2023-12-28,3.525
2023-12-29,3.525
2023-12-30,3.525
2023-12-31,3.525
2024-01-01,3.525
2024-01-02,3.525
2024-01-03,3.525
2024-01-04,3.525
2024-01-05,3.525
2024-01-06,3.279
2024-01-07,3.279
2024-01-08,3.279
2024-01-09,3.55
2024-01-10,3.55
2024-01-11,3.55
2024-01-12,3.43
2024-01-13,3.43
2024-01-14,3.43
2024-01-15,3.43
2024-01-16,3.43
2024-01-17,3.43
2024-01-18,3.43
2024-01-19,3.43
2024-01-20,3.43
2024-01-21,3.43
2024-01-22,3.43
2024-01-23,3.43
2024-01-24,3.43
2024-01-25,3.43
2024-01-26,3.43
2024-01-27,3.43
2024-01-28,3.43
2024-01-29,3.43
2024-01-30,3.43
2024-01-31,3.43
2024-02-01,3.43
2024-02-02,3.43
2024-02-03,3.43
2024-02-04,3.43
2024-02-05,3.43
2024-02-06,3.43
2024-02-07,3.43
2024-02-08,3.43
2024-02-09,3.43
2024-02-10,3.43
2024-02-11,3.43
2024-02-12,3.43
2024-02-13,3.43
2024-02-14,3.43
2024-02-15,3.43
2024-02-16,3.43
2024-02-17,3.43
2024-02-18,3.43
2024-02-19,3.43
2024-02-20,3.43
2024-02-21,3.43
2024-02-22,3.66
2024-02-23,3.66
2024-02-24,3.66
2024-02-25,3.66
2024-02-26,3.599
2024-02-27,3.62
2024-02-28,3.62
2024-02-29,3.62
2024-03-01,3.627
2024-03-02,3.627
2024-03-03,3.627
2024-03-04,3.627
2024-03-05,3.627
2024-03-06,3.627
2024-03-07,3.627
2024-03-08,3.627
2024-03-09,3.627
2024-03-10,3.627
2024-03-11,3.627
2024-03-12,3.627
2024-03-13,3.627
2024-03-14,3.627
2024-03-15,3.627
2024-03-16,3.627
2024-03-17,3.627
2024-03-18,3.627
2024-03-19,3.627
2024-03-20,3.627
2024-03-21,3.627
2024-03-22,3.627
2024-03-23,3.627
2024-03-24,3.627
2024-03-25,3.627
2024-03-26,3.627
2024-03-27,3.627
2024-03-28,3.627
2024-03-29,3.627
2024-03-30,3.627
2024-03-31,3.627
2024-04-01,3.627
2024-04-02,3.627
2024-04-03,3.627
2024-04-04,3.627
2024-04-05,3.627
2024-04-06,3.627
2024-04-07,3.62
2024-04-08,3.62
