,AMP US Equity
2023-08-11,33.193
2023-08-12,33.193
2023-08-13,33.193
2023-08-14,33.193
2023-08-15,33.193
2023-08-16,33.193
2023-08-17,33.193
2023-08-18,33.193
2023-08-19,33.193
2023-08-20,33.193
2023-08-21,33.193
2023-08-22,33.193
2023-08-23,33.193
2023-08-24,33.193
2023-08-25,33.193
2023-08-26,33.193
2023-08-27,33.193
2023-08-28,33.193
2023-08-29,33.193
2023-08-30,33.193
2023-08-31,33.193
2023-09-01,33.267
2023-09-02,33.267
2023-09-03,33.267
2023-09-04,33.267
2023-09-05,33.267
2023-09-06,33.267
2023-09-07,33.267
2023-09-08,33.267
2023-09-09,33.267
2023-09-10,33.267
2023-09-11,33.267
2023-09-12,33.267
2023-09-13,33.267
2023-09-14,33.267
2023-09-15,33.267
2023-09-16,33.267
2023-09-17,33.267
2023-09-18,33.267
2023-09-19,33.267
2023-09-20,33.267
2023-09-21,33.267
2023-09-22,33.267
2023-09-23,33.267
2023-09-24,33.267
2023-09-25,33.267
2023-09-26,33.267
2023-09-27,33.267
2023-09-28,33.267
2023-09-29,33.257
2023-09-30,33.257
2023-10-01,33.23
2023-10-02,33.202
2023-10-03,33.146
2023-10-04,33.146
2023-10-05,33.145
2023-10-06,33.145
2023-10-07,33.145
2023-10-08,33.114
2023-10-09,33.114
2023-10-10,33.027
2023-10-11,32.831
2023-10-12,32.831
2023-10-13,32.715
2023-10-14,32.715
2023-10-15,32.715
2023-10-16,32.715
2023-10-17,32.715
2023-10-18,32.715
2023-10-19,32.715
2023-10-20,32.715
2023-10-21,32.715
2023-10-22,32.715
2023-10-23,32.675
2023-10-24,32.675
2023-10-25,32.64
2023-10-26,32.784
2023-10-27,32.802
2023-10-28,32.802
2023-10-29,32.802
2023-10-30,32.868
2023-10-31,32.868
2023-11-01,32.868
2023-11-02,32.868
2023-11-03,32.868
2023-11-04,32.868
2023-11-05,32.868
2023-11-06,32.988
2023-11-07,32.988
2023-11-08,32.988
2023-11-09,32.988
2023-11-10,32.988
2023-11-11,32.988
2023-11-12,32.988
2023-11-13,32.988
2023-11-14,32.988
2023-11-15,32.988
2023-11-16,32.988
2023-11-17,32.988
2023-11-18,32.988
2023-11-19,32.988
2023-11-20,32.988
2023-11-21,32.988
2023-11-22,32.988
2023-11-23,32.988
2023-11-24,32.988
2023-11-25,32.988
2023-11-26,32.988
2023-11-27,32.988
2023-11-28,32.988
2023-11-29,32.988
2023-11-30,32.988
2023-12-01,32.988
2023-12-02,32.988
2023-12-03,32.988
2023-12-04,32.988
2023-12-05,32.988
2023-12-06,32.988
2023-12-07,32.988
2023-12-08,32.988
2023-12-09,32.988
2023-12-10,32.988
2023-12-11,32.988
2023-12-12,32.988
2023-12-13,32.988
2023-12-14,32.975
2023-12-15,32.975
2023-12-16,32.975
2023-12-17,32.975
2023-12-18,32.975
2023-12-19,32.975
2023-12-20,32.975
2023-12-21,32.975
2023-12-22,32.969
2023-12-23,32.969
2023-12-24,32.969
2023-12-25,32.969
2023-12-26,32.969
2023-12-27,32.969
2023-12-28,32.969
2023-12-29,32.969
2023-12-30,32.969
2023-12-31,32.969
2024-01-01,32.969
2024-01-02,33.306
2024-01-03,33.306
2024-01-04,33.353
2024-01-05,33.353
2024-01-06,33.353
2024-01-07,33.353
2024-01-08,33.353
2024-01-09,33.586
2024-01-10,33.586
2024-01-11,33.661
2024-01-12,33.759
2024-01-13,33.759
2024-01-14,33.759
2024-01-15,33.759
2024-01-16,33.759
2024-01-17,33.759
2024-01-18,33.759
2024-01-19,33.806
2024-01-20,33.806
2024-01-21,33.806
2024-01-22,33.806
2024-01-23,33.806
2024-01-24,33.948
2024-01-25,34.087
2024-01-26,33.923
2024-01-27,33.923
2024-01-28,33.932
2024-01-29,33.98
2024-01-30,33.98
2024-01-31,33.989
2024-02-01,33.991
2024-02-02,33.991
2024-02-03,33.991
2024-02-04,33.991
2024-02-05,33.986
2024-02-06,33.986
2024-02-07,33.986
2024-02-08,34.141
2024-02-09,34.141
2024-02-10,34.141
2024-02-11,34.141
2024-02-12,34.141
2024-02-13,34.141
2024-02-14,34.107
2024-02-15,34.107
2024-02-16,34.107
2024-02-17,34.107
2024-02-18,34.107
2024-02-19,34.107
2024-02-20,34.107
2024-02-21,34.107
2024-02-22,34.107
2024-02-23,34.107
2024-02-24,34.107
2024-02-25,34.107
2024-02-26,34.107
2024-02-27,34.107
2024-02-28,34.107
2024-02-29,34.107
2024-03-01,34.107
2024-03-02,34.107
2024-03-03,34.107
2024-03-04,34.107
2024-03-05,34.107
2024-03-06,34.107
2024-03-07,34.107
2024-03-08,34.107
2024-03-09,34.107
2024-03-10,34.107
2024-03-11,34.107
2024-03-12,34.107
2024-03-13,34.107
2024-03-14,34.107
2024-03-15,34.107
2024-03-16,34.107
2024-03-17,34.107
2024-03-18,34.107
2024-03-19,34.107
2024-03-20,34.064
2024-03-21,34.11
2024-03-22,34.11
2024-03-23,34.11
2024-03-24,34.11
2024-03-25,34.11
2024-03-26,34.266
2024-03-27,34.266
2024-03-28,34.326
2024-03-29,34.372
2024-03-30,34.372
2024-03-31,34.372
2024-04-01,34.372
2024-04-02,34.454
2024-04-03,34.454
2024-04-04,34.454
2024-04-05,34.476
2024-04-06,34.476
2024-04-07,34.583
2024-04-08,34.64
