,RGS US Equity
2022-12-17,-255.8864
2022-12-18,-255.8864
2022-12-19,-255.8864
2022-12-20,-255.8864
2022-12-21,-255.8864
2022-12-22,-255.8864
2022-12-23,-255.8864
2022-12-24,-255.8864
2022-12-25,-255.8864
2022-12-26,-255.8864
2022-12-27,-255.8864
2022-12-28,-255.8864
2022-12-29,-255.8864
2022-12-30,-255.8864
2022-12-31,-255.8864
2023-01-01,-255.8864
2023-01-02,-255.8864
2023-01-03,-255.8864
2023-01-04,-255.8864
2023-01-05,-255.8864
2023-01-06,-255.8864
2023-01-07,-255.8864
2023-01-08,-255.8864
2023-01-09,-255.8864
2023-01-10,-255.8864
2023-01-11,-255.8864
2023-01-12,-255.8864
2023-01-13,-255.8864
2023-01-14,-255.8864
2023-01-15,-255.8864
2023-01-16,-255.8864
2023-01-17,-255.8864
2023-01-18,-255.8864
2023-01-19,-255.8864
2023-01-20,-255.8864
2023-01-21,-255.8864
2023-01-22,-255.8864
2023-01-23,-255.8864
2023-01-24,-255.8864
2023-01-25,-255.8864
2023-01-26,-255.8864
2023-01-27,-255.8864
2023-01-28,-255.8864
2023-01-29,-255.8864
2023-01-30,-255.8864
2023-01-31,-255.8864
2023-02-01,-255.8864
2023-02-02,-255.8864
2023-02-03,-255.8864
2023-02-04,-255.8864
2023-02-05,-255.8864
2023-02-06,-255.8864
2023-02-07,-255.8864
2023-02-08,-255.8864
2023-02-09,-255.8864
2023-02-10,-255.8864
2023-02-11,-255.8864
2023-02-12,-255.8864
2023-02-13,-255.8864
2023-02-14,-255.8864
2023-02-15,-255.8864
2023-02-16,-255.8864
2023-02-17,-255.8864
2023-02-18,-255.8864
2023-02-19,-255.8864
2023-02-20,-255.8864
2023-02-21,-255.8864
2023-02-22,-255.8864
2023-02-23,-255.8864
2023-02-24,-255.8864
2023-02-25,-255.8864
2023-02-26,-255.8864
2023-02-27,-255.8864
2023-02-28,-255.8864
2023-03-01,-255.8864
2023-03-02,-255.8864
2023-03-03,-255.8864
2023-03-04,-255.8864
2023-03-05,-255.8864
2023-03-06,-255.8864
2023-03-07,-255.8864
2023-03-08,-255.8864
2023-03-09,-255.8864
2023-03-10,-255.8864
2023-03-11,-255.8864
2023-03-12,-255.8864
2023-03-13,-255.8864
2023-03-14,-255.8864
2023-03-15,-255.8864
2023-03-16,-255.8864
2023-03-17,-255.8864
2023-03-18,-255.8864
2023-03-19,-255.8864
2023-03-20,-255.8864
2023-03-21,-255.8864
2023-03-22,-255.8864
2023-03-23,-255.8864
2023-03-24,-255.8864
2023-03-25,-255.8864
2023-03-26,-255.8864
2023-03-27,-255.8864
2023-03-28,-255.8864
2023-03-29,-255.8864
2023-03-30,-255.8864
2023-03-31,-255.8864
2023-04-01,-255.8864
2023-04-02,-255.8864
2023-04-03,-255.8864
2023-04-04,-255.8864
2023-04-05,-255.8864
2023-04-06,-255.8864
2023-04-07,-255.8864
2023-04-08,-255.8864
2023-04-09,-255.8864
2023-04-10,-255.8864
2023-04-11,-255.8864
2023-04-12,-255.8864
2023-04-13,-255.8864
2023-04-14,-255.8864
2023-04-15,-255.8864
2023-04-16,-255.8864
2023-04-17,-255.8864
2023-04-18,-255.8864
2023-04-19,-255.8864
2023-04-20,-255.8864
2023-04-21,-255.8864
2023-04-22,-255.8864
2023-04-23,-255.8864
2023-04-24,-255.8864
2023-04-25,-255.8864
2023-04-26,-255.8864
2023-04-27,-255.8864
2023-04-28,-255.8864
2023-04-29,-255.8864
2023-04-30,-255.8864
2023-05-01,-255.8864
2023-05-02,-255.8864
2023-05-03,-255.8864
2023-05-04,-255.8864
2023-05-05,-255.8864
2023-05-06,-255.8864
2023-05-07,-255.8864
2023-05-08,-255.8864
2023-05-09,-255.8864
2023-05-10,-255.8864
2023-05-11,-255.8864
2023-05-12,-255.8864
2023-05-13,-255.8864
2023-05-14,-255.8864
2023-05-15,-255.8864
2023-05-16,-255.8864
2023-05-17,-255.8864
2023-05-18,-255.8864
2023-05-19,-255.8864
2023-05-20,-255.8864
2023-05-21,-255.8864
2023-05-22,-255.8864
2023-05-23,-255.8864
2023-05-24,-255.8864
2023-05-25,-255.8864
2023-05-26,-255.8864
2023-05-27,-255.8864
2023-05-28,-255.8864
2023-05-29,-255.8864
2023-05-30,-255.8864
2023-05-31,-255.8864
2023-06-01,-255.8864
2023-06-02,-255.8864
2023-06-03,-255.8864
2023-06-04,-255.8864
2023-06-05,-255.8864
2023-06-06,-255.8864
2023-06-07,-255.8864
2023-06-08,-255.8864
2023-06-09,-255.8864
2023-06-10,-255.8864
2023-06-11,-255.8864
2023-06-12,-255.8864
2023-06-13,-255.8864
2023-06-14,-255.8864
2023-06-15,-255.8864
2023-06-16,-255.8864
2023-06-17,-255.8864
2023-06-18,-255.8864
2023-06-19,-255.8864
2023-06-20,-255.8864
2023-06-21,-255.8864
2023-06-22,-255.8864
2023-06-23,-255.8864
2023-06-24,-255.8864
2023-06-25,-255.8864
2023-06-26,-255.8864
2023-06-27,-255.8864
2023-06-28,-255.8864
2023-06-29,-255.8864
2023-06-30,-255.8864
2023-07-01,-255.8864
2023-07-02,-255.8864
2023-07-03,-255.8864
2023-07-04,-255.8864
2023-07-05,-255.8864
2023-07-06,-255.8864
2023-07-07,-255.8864
2023-07-08,-255.8864
2023-07-09,-255.8864
2023-07-10,-255.8864
2023-07-11,-255.8864
2023-07-12,-255.8864
2023-07-13,-255.8864
2023-07-14,-255.8864
2023-07-15,-255.8864
2023-07-16,-255.8864
2023-07-17,-255.8864
2023-07-18,-255.8864
2023-07-19,-255.8864
2023-07-20,-255.8864
2023-07-21,-255.8864
2023-07-22,-255.8864
2023-07-23,-255.8864
2023-07-24,-255.8864
2023-07-25,-255.8864
2023-07-26,-255.8864
2023-07-27,-255.8864
2023-07-28,-255.8864
2023-07-29,-255.8864
2023-07-30,-255.8864
2023-07-31,-255.8864
2023-08-01,-255.8864
2023-08-02,-255.8864
2023-08-03,-255.8864
2023-08-04,-255.8864
2023-08-05,-255.8864
2023-08-06,-255.8864
2023-08-07,-255.8864
2023-08-08,-255.8864
2023-08-09,-255.8864
2023-08-10,-255.8864
2023-08-11,-255.8864
2023-08-12,-255.8864
2023-08-13,-255.8864
2023-08-14,-255.8864
2023-08-15,-255.8864
2023-08-16,-255.8864
2023-08-17,-255.8864
2023-08-18,-255.8864
2023-08-19,-255.8864
2023-08-20,-255.8864
2023-08-21,-255.8864
2023-08-22,-255.8864
2023-08-23,-255.8864
2023-08-24,-255.8864
2023-08-25,-255.8864
2023-08-26,-255.8864
2023-08-27,-255.8864
2023-08-28,-255.8864
2023-08-29,-255.8864
2023-08-30,-255.8864
2023-08-31,-255.8864
2023-09-01,-255.8864
2023-09-02,-255.8864
2023-09-03,-255.8864
2023-09-04,-255.8864
2023-09-05,-255.8864
2023-09-06,-255.8864
2023-09-07,-255.8864
2023-09-08,-255.8864
2023-09-09,-255.8864
2023-09-10,-255.8864
2023-09-11,-255.8864
2023-09-12,-255.8864
2023-09-13,-255.8864
2023-09-14,-255.8864
2023-09-15,-255.8864
2023-09-16,-255.8864
2023-09-17,-255.8864
2023-09-18,-255.8864
2023-09-19,-255.8864
2023-09-20,-255.8864
2023-09-21,-255.8864
2023-09-22,-255.8864
2023-09-23,-255.8864
2023-09-24,-255.8864
2023-09-25,-255.8864
2023-09-26,-255.8864
2023-09-27,-255.8864
2023-09-28,-255.8864
2023-09-29,-255.8864
2023-09-30,-255.8864
2023-10-01,-255.8864
2023-10-02,-255.8864
2023-10-03,-255.8864
2023-10-04,-255.8864
2023-10-05,-255.8864
2023-10-06,-255.8864
2023-10-07,-255.8864
2023-10-08,-255.8864
2023-10-09,-255.8864
2023-10-10,-255.8864
2023-10-11,-255.8864
2023-10-12,-255.8864
2023-10-13,-255.8864
2023-10-14,-255.8864
2023-10-15,-255.8864
2023-10-16,-255.8864
2023-10-17,-255.8864
2023-10-18,-255.8864
2023-10-19,-255.8864
2023-10-20,-255.8864
2023-10-21,-255.8864
2023-10-22,-255.8864
2023-10-23,-255.8864
2023-10-24,-255.8864
2023-10-25,-255.8864
2023-10-26,-255.8864
2023-10-27,-255.8864
2023-10-28,-255.8864
2023-10-29,-255.8864
2023-10-30,-255.8864
2023-10-31,-255.8864
2023-11-01,-255.8864
2023-11-02,-255.8864
2023-11-03,-255.8864
2023-11-04,-255.8864
2023-11-05,-255.8864
2023-11-06,-255.8864
2023-11-07,-255.8864
2023-11-08,-255.8864
2023-11-09,-255.8864
2023-11-10,-255.8864
2023-11-11,-255.8864
2023-11-12,-255.8864
2023-11-13,-255.8864
2023-11-14,-255.8864
2023-11-15,-255.8864
2023-11-16,-255.8864
2023-11-17,-255.8864
2023-11-18,-255.8864
2023-11-19,-255.8864
2023-11-20,-255.8864
2023-11-21,-255.8864
2023-11-22,-255.8864
2023-11-23,-255.8864
2023-11-24,-255.8864
2023-11-25,-255.8864
2023-11-26,-255.8864
2023-11-27,-255.8864
2023-11-28,-255.8864
2023-11-29,-255.8864
2023-11-30,-255.8864
2023-12-01,-255.8864
2023-12-02,-255.8864
2023-12-03,-255.8864
2023-12-04,-255.8864
2023-12-05,-255.8864
2023-12-06,-255.8864
2023-12-07,-255.8864
2023-12-08,-255.8864
2023-12-09,-255.8864
2023-12-10,-255.8864
2023-12-11,-255.8864
2023-12-12,-255.8864
2023-12-13,-255.8864
2023-12-14,-255.8864
2023-12-15,-255.8864
2023-12-16,-255.8864
2023-12-17,-255.8864
2023-12-18,-255.8864
2023-12-19,-255.8864
2023-12-20,-255.8864
2023-12-21,-255.8864
2023-12-22,-255.8864
2023-12-23,-255.8864
2023-12-24,-255.8864
2023-12-25,-255.8864
2023-12-26,-255.8864
2023-12-27,-255.8864
2023-12-28,-255.8864
2023-12-29,-255.8864
2023-12-30,-255.8864
2023-12-31,-255.8864
2024-01-01,-255.8864
2024-01-02,-255.8864
2024-01-03,-255.8864
2024-01-04,-255.8864
2024-01-05,-255.8864
2024-01-06,-255.8864
2024-01-07,-255.8864
2024-01-08,-255.8864
2024-01-09,-255.8864
2024-01-10,-255.8864
2024-01-11,-255.8864
2024-01-12,-255.8864
2024-01-13,-255.8864
2024-01-14,-255.8864
2024-01-15,-255.8864
2024-01-16,-255.8864
2024-01-17,-255.8864
2024-01-18,-255.8864
2024-01-19,-255.8864
2024-01-20,-255.8864
2024-01-21,-255.8864
2024-01-22,-255.8864
2024-01-23,-255.8864
2024-01-24,-255.8864
2024-01-25,-255.8864
2024-01-26,-255.8864
2024-01-27,-255.8864
2024-01-28,-255.8864
2024-01-29,-255.8864
2024-01-30,-255.8864
2024-01-31,-255.8864
2024-02-01,-255.8864
2024-02-02,-255.8864
2024-02-03,-255.8864
2024-02-04,-255.8864
2024-02-05,-255.8864
2024-02-06,-255.8864
2024-02-07,-255.8864
2024-02-08,-255.8864
2024-02-09,-255.8864
2024-02-10,-255.8864
2024-02-11,-255.8864
2024-02-12,-255.8864
2024-02-13,-255.8864
2024-02-14,-255.8864
2024-02-15,-255.8864
2024-02-16,-255.8864
2024-02-17,-255.8864
2024-02-18,-255.8864
2024-02-19,-255.8864
2024-02-20,-255.8864
2024-02-21,-255.8864
2024-02-22,-255.8864
2024-02-23,-255.8864
2024-02-24,-255.8864
2024-02-25,-255.8864
2024-02-26,-255.8864
2024-02-27,-255.8864
2024-02-28,-255.8864
2024-02-29,-255.8864
2024-03-01,-255.8864
2024-03-02,-255.8864
2024-03-03,-255.8864
2024-03-04,-255.8864
2024-03-05,-255.8864
2024-03-06,-255.8864
2024-03-07,-255.8864
2024-03-08,-255.8864
2024-03-09,-255.8864
2024-03-10,-255.8864
2024-03-11,-255.8864
2024-03-12,-255.8864
2024-03-13,-255.8864
2024-03-14,-255.8864
2024-03-15,-255.8864
2024-03-16,-255.8864
2024-03-17,-255.8864
2024-03-18,-255.8864
2024-03-19,-255.8864
2024-03-20,-255.8864
2024-03-21,-255.8864
2024-03-22,-255.8864
2024-03-23,-255.8864
2024-03-24,-255.8864
2024-03-25,-255.8864
2024-03-26,-255.8864
2024-03-27,-255.8864
2024-03-28,-255.8864
2024-03-29,-255.8864
2024-03-30,-255.8864
2024-03-31,-255.8864
2024-04-01,-255.8864
2024-04-02,-255.8864
2024-04-03,-255.8864
2024-04-04,-255.8864
2024-04-05,-255.8864
2024-04-06,-255.8864
2024-04-07,-255.8864
2024-04-08,-255.8864
