,BY US Equity
2023-03-17,11.2355
2023-03-18,11.2355
2023-03-19,11.2355
2023-03-20,11.2355
2023-03-21,11.2355
2023-03-22,11.2355
2023-03-23,11.2355
2023-03-24,11.2355
2023-03-25,11.2355
2023-03-26,11.2355
2023-03-27,11.2355
2023-03-28,11.2355
2023-03-29,11.2355
2023-03-30,11.2355
2023-03-31,11.5193
2023-04-01,11.5193
2023-04-02,11.5193
2023-04-03,11.5193
2023-04-04,11.5193
2023-04-05,11.5193
2023-04-06,11.5193
2023-04-07,11.5193
2023-04-08,11.5193
2023-04-09,11.5193
2023-04-10,11.5193
2023-04-11,11.5193
2023-04-12,11.5193
2023-04-13,11.5193
2023-04-14,11.5193
2023-04-15,11.5193
2023-04-16,11.5193
2023-04-17,11.5193
2023-04-18,11.5193
2023-04-19,11.5193
2023-04-20,11.5193
2023-04-21,11.5193
2023-04-22,11.5193
2023-04-23,11.5193
2023-04-24,11.5193
2023-04-25,11.5193
2023-04-26,11.5193
2023-04-27,11.5193
2023-04-28,11.5193
2023-04-29,11.5193
2023-04-30,11.5193
2023-05-01,11.5193
2023-05-02,11.5193
2023-05-03,11.5193
2023-05-04,11.5193
2023-05-05,11.5193
2023-05-06,11.5193
2023-05-07,11.5193
2023-05-08,11.5193
2023-05-09,11.5193
2023-05-10,11.5193
2023-05-11,11.5193
2023-05-12,11.5193
2023-05-13,11.5193
2023-05-14,11.5193
2023-05-15,11.5193
2023-05-16,11.5193
2023-05-17,11.5193
2023-05-18,11.5193
2023-05-19,11.5193
2023-05-20,11.5193
2023-05-21,11.5193
2023-05-22,11.5193
2023-05-23,11.5193
2023-05-24,11.5193
2023-05-25,11.5193
2023-05-26,11.5193
2023-05-27,11.5193
2023-05-28,11.5193
2023-05-29,11.5193
2023-05-30,11.5193
2023-05-31,11.5193
2023-06-01,11.5193
2023-06-02,11.5193
2023-06-03,11.5193
2023-06-04,11.5193
2023-06-05,11.5193
2023-06-06,11.5193
2023-06-07,11.5193
2023-06-08,11.5193
2023-06-09,11.5193
2023-06-10,11.5193
2023-06-11,11.5193
2023-06-12,11.5193
2023-06-13,11.5193
2023-06-14,11.5193
2023-06-15,11.5193
2023-06-16,11.5193
2023-06-17,11.5193
2023-06-18,11.5193
2023-06-19,11.5193
2023-06-20,11.5193
2023-06-21,11.5193
2023-06-22,11.5193
2023-06-23,11.5193
2023-06-24,11.5193
2023-06-25,11.5193
2023-06-26,11.5193
2023-06-27,11.5193
2023-06-28,11.5193
2023-06-29,11.5193
2023-06-30,12.295
2023-07-01,12.295
2023-07-02,12.295
2023-07-03,12.295
2023-07-04,12.295
2023-07-05,12.295
2023-07-06,12.295
2023-07-07,12.295
2023-07-08,12.295
2023-07-09,12.295
2023-07-10,12.295
2023-07-11,12.295
2023-07-12,12.295
2023-07-13,12.295
2023-07-14,12.295
2023-07-15,12.295
2023-07-16,12.295
2023-07-17,12.295
2023-07-18,12.295
2023-07-19,12.295
2023-07-20,12.295
2023-07-21,12.295
2023-07-22,12.295
2023-07-23,12.295
2023-07-24,12.295
2023-07-25,12.295
2023-07-26,12.295
2023-07-27,12.295
2023-07-28,12.295
2023-07-29,12.295
2023-07-30,12.295
2023-07-31,12.295
2023-08-01,12.295
2023-08-02,12.295
2023-08-03,12.295
2023-08-04,12.295
2023-08-05,12.295
2023-08-06,12.295
2023-08-07,12.295
2023-08-08,12.295
2023-08-09,12.295
2023-08-10,12.295
2023-08-11,12.295
2023-08-12,12.295
2023-08-13,12.295
2023-08-14,12.295
2023-08-15,12.295
2023-08-16,12.295
2023-08-17,12.295
2023-08-18,12.295
2023-08-19,12.295
2023-08-20,12.295
2023-08-21,12.295
2023-08-22,12.295
2023-08-23,12.295
2023-08-24,12.295
2023-08-25,12.295
2023-08-26,12.295
2023-08-27,12.295
2023-08-28,12.295
2023-08-29,12.295
2023-08-30,12.295
2023-08-31,12.295
2023-09-01,12.295
2023-09-02,12.295
2023-09-03,12.295
2023-09-04,12.295
2023-09-05,12.295
2023-09-06,12.295
2023-09-07,12.295
2023-09-08,12.295
2023-09-09,12.295
2023-09-10,12.295
2023-09-11,12.295
2023-09-12,12.295
2023-09-13,12.295
2023-09-14,12.295
2023-09-15,12.295
2023-09-16,12.295
2023-09-17,12.295
2023-09-18,12.295
2023-09-19,12.295
2023-09-20,12.295
2023-09-21,12.295
2023-09-22,12.295
2023-09-23,12.295
2023-09-24,12.295
2023-09-25,12.295
2023-09-26,12.295
2023-09-27,12.295
2023-09-28,12.295
2023-09-29,12.295
2023-09-30,12.3107
2023-10-01,12.3107
2023-10-02,12.3107
2023-10-03,12.3107
2023-10-04,12.3107
2023-10-05,12.3107
2023-10-06,12.3107
2023-10-07,12.3107
2023-10-08,12.3107
2023-10-09,12.3107
2023-10-10,12.3107
2023-10-11,12.3107
2023-10-12,12.3107
2023-10-13,12.3107
2023-10-14,12.3107
2023-10-15,12.3107
2023-10-16,12.3107
2023-10-17,12.3107
2023-10-18,12.3107
2023-10-19,12.3107
2023-10-20,12.3107
2023-10-21,12.3107
2023-10-22,12.3107
2023-10-23,12.3107
2023-10-24,12.3107
2023-10-25,12.3107
2023-10-26,12.3107
2023-10-27,12.3107
2023-10-28,12.3107
2023-10-29,12.3107
2023-10-30,12.3107
2023-10-31,12.3107
2023-11-01,12.3107
2023-11-02,12.3107
2023-11-03,12.3107
2023-11-04,12.3107
2023-11-05,12.3107
2023-11-06,12.3107
2023-11-07,12.3107
2023-11-08,12.3107
2023-11-09,12.3107
2023-11-10,12.3107
2023-11-11,12.3107
2023-11-12,12.3107
2023-11-13,12.3107
2023-11-14,12.3107
2023-11-15,12.3107
2023-11-16,12.3107
2023-11-17,12.3107
2023-11-18,12.3107
2023-11-19,12.3107
2023-11-20,12.3107
2023-11-21,12.3107
2023-11-22,12.3107
2023-11-23,12.3107
2023-11-24,12.3107
2023-11-25,12.3107
2023-11-26,12.3107
2023-11-27,12.3107
2023-11-28,12.3107
2023-11-29,12.3107
2023-11-30,12.3107
2023-12-01,12.3107
2023-12-02,12.3107
2023-12-03,12.3107
2023-12-04,12.3107
2023-12-05,12.3107
2023-12-06,12.3107
2023-12-07,12.3107
2023-12-08,12.3107
2023-12-09,12.3107
2023-12-10,12.3107
2023-12-11,12.3107
2023-12-12,12.3107
2023-12-13,12.3107
2023-12-14,12.3107
2023-12-15,12.3107
2023-12-16,12.3107
2023-12-17,12.3107
2023-12-18,12.3107
2023-12-19,12.3107
2023-12-20,12.3107
2023-12-21,12.3107
2023-12-22,12.3107
2023-12-23,12.3107
2023-12-24,12.3107
2023-12-25,12.3107
2023-12-26,12.3107
2023-12-27,12.3107
2023-12-28,12.3107
2023-12-29,12.3107
2023-12-30,12.3107
2023-12-31,12.287
2024-01-01,12.287
2024-01-02,12.287
2024-01-03,12.287
2024-01-04,12.287
2024-01-05,12.287
2024-01-06,12.287
2024-01-07,12.287
2024-01-08,12.287
2024-01-09,12.287
2024-01-10,12.287
2024-01-11,12.287
2024-01-12,12.287
2024-01-13,12.287
2024-01-14,12.287
2024-01-15,12.287
2024-01-16,12.287
2024-01-17,12.287
2024-01-18,12.287
2024-01-19,12.287
2024-01-20,12.287
2024-01-21,12.287
2024-01-22,12.287
2024-01-23,12.287
2024-01-24,12.287
2024-01-25,12.287
2024-01-26,12.287
2024-01-27,12.287
2024-01-28,12.287
2024-01-29,12.287
2024-01-30,12.287
2024-01-31,12.287
2024-02-01,12.287
2024-02-02,12.287
2024-02-03,12.287
2024-02-04,12.287
2024-02-05,12.287
2024-02-06,12.287
2024-02-07,12.287
2024-02-08,12.287
2024-02-09,12.287
2024-02-10,12.287
2024-02-11,12.287
2024-02-12,12.287
2024-02-13,12.287
2024-02-14,12.287
2024-02-15,12.287
2024-02-16,12.287
2024-02-17,12.287
2024-02-18,12.287
2024-02-19,12.287
2024-02-20,12.287
2024-02-21,12.287
2024-02-22,12.287
2024-02-23,12.287
2024-02-24,12.287
2024-02-25,12.287
2024-02-26,12.287
2024-02-27,12.287
2024-02-28,12.287
2024-02-29,12.287
2024-03-01,12.287
2024-03-02,12.287
2024-03-03,12.287
2024-03-04,12.287
2024-03-05,12.287
2024-03-06,12.287
2024-03-07,12.287
2024-03-08,12.287
2024-03-09,12.287
2024-03-10,12.287
2024-03-11,12.287
2024-03-12,12.287
2024-03-13,12.287
2024-03-14,12.287
2024-03-15,12.287
2024-03-16,12.287
2024-03-17,12.287
2024-03-18,12.287
2024-03-19,12.287
2024-03-20,12.287
2024-03-21,12.287
2024-03-22,12.287
2024-03-23,12.287
2024-03-24,12.287
2024-03-25,12.287
2024-03-26,12.287
2024-03-27,12.287
2024-03-28,12.287
2024-03-29,12.287
2024-03-30,12.287
2024-03-31,12.287
2024-04-01,12.287
2024-04-02,12.287
2024-04-03,12.287
2024-04-04,12.287
2024-04-05,12.287
2024-04-06,12.287
2024-04-07,12.287
2024-04-08,12.287
