,CNNE US Equity
2023-02-11,-14.1425
2023-02-12,-14.1425
2023-02-13,-14.1425
2023-02-14,-14.1425
2023-02-15,-14.1425
2023-02-16,-14.1425
2023-02-17,-14.1425
2023-02-18,-14.1425
2023-02-19,-14.1425
2023-02-20,-14.1425
2023-02-21,-14.1425
2023-02-22,-14.1425
2023-02-23,-14.1425
2023-02-24,-14.1425
2023-02-25,-14.1425
2023-02-26,-14.1425
2023-02-27,-14.1425
2023-02-28,-14.1425
2023-03-01,-14.1425
2023-03-02,-14.1425
2023-03-03,-14.1425
2023-03-04,-14.1425
2023-03-05,-14.1425
2023-03-06,-14.1425
2023-03-07,-14.1425
2023-03-08,-14.1425
2023-03-09,-14.1425
2023-03-10,-14.1425
2023-03-11,-14.1425
2023-03-12,-14.1425
2023-03-13,-14.1425
2023-03-14,-14.1425
2023-03-15,-14.1425
2023-03-16,-14.1425
2023-03-17,-14.1425
2023-03-18,-14.1425
2023-03-19,-14.1425
2023-03-20,-14.1425
2023-03-21,-14.1425
2023-03-22,-14.1425
2023-03-23,-14.1425
2023-03-24,-14.1425
2023-03-25,-14.1425
2023-03-26,-14.1425
2023-03-27,-14.1425
2023-03-28,-14.1425
2023-03-29,-14.1425
2023-03-30,-14.1425
2023-03-31,-6.4052
2023-04-01,-6.4052
2023-04-02,-6.4052
2023-04-03,-6.4052
2023-04-04,-6.4052
2023-04-05,-6.4052
2023-04-06,-6.4052
2023-04-07,-6.4052
2023-04-08,-6.4052
2023-04-09,-6.4052
2023-04-10,-6.4052
2023-04-11,-6.4052
2023-04-12,-6.4052
2023-04-13,-6.4052
2023-04-14,-6.4052
2023-04-15,-6.4052
2023-04-16,-6.4052
2023-04-17,-6.4052
2023-04-18,-6.4052
2023-04-19,-6.4052
2023-04-20,-6.4052
2023-04-21,-6.4052
2023-04-22,-6.4052
2023-04-23,-6.4052
2023-04-24,-6.4052
2023-04-25,-6.4052
2023-04-26,-6.4052
2023-04-27,-6.4052
2023-04-28,-6.4052
2023-04-29,-6.4052
2023-04-30,-6.4052
2023-05-01,-6.4052
2023-05-02,-6.4052
2023-05-03,-6.4052
2023-05-04,-6.4052
2023-05-05,-6.4052
2023-05-06,-6.4052
2023-05-07,-6.4052
2023-05-08,-6.4052
2023-05-09,-6.4052
2023-05-10,-6.4052
2023-05-11,-6.4052
2023-05-12,-6.4052
2023-05-13,-6.4052
2023-05-14,-6.4052
2023-05-15,-6.4052
2023-05-16,-6.4052
2023-05-17,-6.4052
2023-05-18,-6.4052
2023-05-19,-6.4052
2023-05-20,-6.4052
2023-05-21,-6.4052
2023-05-22,-6.4052
2023-05-23,-6.4052
2023-05-24,-6.4052
2023-05-25,-6.4052
2023-05-26,-6.4052
2023-05-27,-6.4052
2023-05-28,-6.4052
2023-05-29,-6.4052
2023-05-30,-6.4052
2023-05-31,-6.4052
2023-06-01,-6.4052
2023-06-02,-6.4052
2023-06-03,-6.4052
2023-06-04,-6.4052
2023-06-05,-6.4052
2023-06-06,-6.4052
2023-06-07,-6.4052
2023-06-08,-6.4052
2023-06-09,-6.4052
2023-06-10,-6.4052
2023-06-11,-6.4052
2023-06-12,-6.4052
2023-06-13,-6.4052
2023-06-14,-6.4052
2023-06-15,-6.4052
2023-06-16,-6.4052
2023-06-17,-6.4052
2023-06-18,-6.4052
2023-06-19,-6.4052
2023-06-20,-6.4052
2023-06-21,-6.4052
2023-06-22,-6.4052
2023-06-23,-6.4052
2023-06-24,-6.4052
2023-06-25,-6.4052
2023-06-26,-6.4052
2023-06-27,-6.4052
2023-06-28,-6.4052
2023-06-29,-6.4052
2023-06-30,-0.321
2023-07-01,-0.321
2023-07-02,-0.321
2023-07-03,-0.321
2023-07-04,-0.321
2023-07-05,-0.321
2023-07-06,-0.321
2023-07-07,-0.321
2023-07-08,-0.321
2023-07-09,-0.321
2023-07-10,-0.321
2023-07-11,-0.321
2023-07-12,-0.321
2023-07-13,-0.321
2023-07-14,-0.321
2023-07-15,-0.321
2023-07-16,-0.321
2023-07-17,-0.321
2023-07-18,-0.321
2023-07-19,-0.321
2023-07-20,-0.321
2023-07-21,-0.321
2023-07-22,-0.321
2023-07-23,-0.321
2023-07-24,-0.321
2023-07-25,-0.321
2023-07-26,-0.321
2023-07-27,-0.321
2023-07-28,-0.321
2023-07-29,-0.321
2023-07-30,-0.321
2023-07-31,-0.321
2023-08-01,-0.321
2023-08-02,-0.321
2023-08-03,-0.321
2023-08-04,-0.321
2023-08-05,-0.321
2023-08-06,-0.321
2023-08-07,-0.321
2023-08-08,-0.321
2023-08-09,-0.321
2023-08-10,-0.321
2023-08-11,-0.321
2023-08-12,-0.321
2023-08-13,-0.321
2023-08-14,-0.321
2023-08-15,-0.321
2023-08-16,-0.321
2023-08-17,-0.321
2023-08-18,-0.321
2023-08-19,-0.321
2023-08-20,-0.321
2023-08-21,-0.321
2023-08-22,-0.321
2023-08-23,-0.321
2023-08-24,-0.321
2023-08-25,-0.321
2023-08-26,-0.321
2023-08-27,-0.321
2023-08-28,-0.321
2023-08-29,-0.321
2023-08-30,-0.321
2023-08-31,-0.321
2023-09-01,-0.321
2023-09-02,-0.321
2023-09-03,-0.321
2023-09-04,-0.321
2023-09-05,-0.321
2023-09-06,-0.321
2023-09-07,-0.321
2023-09-08,-0.321
2023-09-09,-0.321
2023-09-10,-0.321
2023-09-11,-0.321
2023-09-12,-0.321
2023-09-13,-0.321
2023-09-14,-0.321
2023-09-15,-0.321
2023-09-16,-0.321
2023-09-17,-0.321
2023-09-18,-0.321
2023-09-19,-0.321
2023-09-20,-0.321
2023-09-21,-0.321
2023-09-22,-0.321
2023-09-23,-0.321
2023-09-24,-0.321
2023-09-25,-0.321
2023-09-26,-0.321
2023-09-27,-0.321
2023-09-28,-0.321
2023-09-29,-0.321
2023-09-30,-8.6428
2023-10-01,-8.6428
2023-10-02,-8.6428
2023-10-03,-8.6428
2023-10-04,-8.6428
2023-10-05,-8.6428
2023-10-06,-8.6428
2023-10-07,-8.6428
2023-10-08,-8.6428
2023-10-09,-8.6428
2023-10-10,-8.6428
2023-10-11,-8.6428
2023-10-12,-8.6428
2023-10-13,-8.6428
2023-10-14,-8.6428
2023-10-15,-8.6428
2023-10-16,-8.6428
2023-10-17,-8.6428
2023-10-18,-8.6428
2023-10-19,-8.6428
2023-10-20,-8.6428
2023-10-21,-8.6428
2023-10-22,-8.6428
2023-10-23,-8.6428
2023-10-24,-8.6428
2023-10-25,-8.6428
2023-10-26,-8.6428
2023-10-27,-8.6428
2023-10-28,-8.6428
2023-10-29,-8.6428
2023-10-30,-8.6428
2023-10-31,-8.6428
2023-11-01,-8.6428
2023-11-02,-8.6428
2023-11-03,-8.6428
2023-11-04,-8.6428
2023-11-05,-8.6428
2023-11-06,-8.6428
2023-11-07,-8.6428
2023-11-08,-8.6428
2023-11-09,-8.6428
2023-11-10,-8.6428
2023-11-11,-8.6428
2023-11-12,-8.6428
2023-11-13,-8.6428
2023-11-14,-8.6428
2023-11-15,-8.6428
2023-11-16,-8.6428
2023-11-17,-8.6428
2023-11-18,-8.6428
2023-11-19,-8.6428
2023-11-20,-8.6428
2023-11-21,-8.6428
2023-11-22,-8.6428
2023-11-23,-8.6428
2023-11-24,-8.6428
2023-11-25,-8.6428
2023-11-26,-8.6428
2023-11-27,-8.6428
2023-11-28,-8.6428
2023-11-29,-8.6428
2023-11-30,-8.6428
2023-12-01,-8.6428
2023-12-02,-8.6428
2023-12-03,-8.6428
2023-12-04,-8.6428
2023-12-05,-8.6428
2023-12-06,-8.6428
2023-12-07,-8.6428
2023-12-08,-8.6428
2023-12-09,-8.6428
2023-12-10,-8.6428
2023-12-11,-8.6428
2023-12-12,-8.6428
2023-12-13,-8.6428
2023-12-14,-8.6428
2023-12-15,-8.6428
2023-12-16,-8.6428
2023-12-17,-8.6428
2023-12-18,-8.6428
2023-12-19,-8.6428
2023-12-20,-8.6428
2023-12-21,-8.6428
2023-12-22,-8.6428
2023-12-23,-8.6428
2023-12-24,-8.6428
2023-12-25,-8.6428
2023-12-26,-8.6428
2023-12-27,-8.6428
2023-12-28,-8.6428
2023-12-29,-8.6428
2023-12-30,-8.6428
2023-12-31,-12.4284
2024-01-01,-12.4284
2024-01-02,-12.4284
2024-01-03,-12.4284
2024-01-04,-12.4284
2024-01-05,-12.4284
2024-01-06,-12.4284
2024-01-07,-12.4284
2024-01-08,-12.4284
2024-01-09,-12.4284
2024-01-10,-12.4284
2024-01-11,-12.4284
2024-01-12,-12.4284
2024-01-13,-12.4284
2024-01-14,-12.4284
2024-01-15,-12.4284
2024-01-16,-12.4284
2024-01-17,-12.4284
2024-01-18,-12.4284
2024-01-19,-12.4284
2024-01-20,-12.4284
2024-01-21,-12.4284
2024-01-22,-12.4284
2024-01-23,-12.4284
2024-01-24,-12.4284
2024-01-25,-12.4284
2024-01-26,-12.4284
2024-01-27,-12.4284
2024-01-28,-12.4284
2024-01-29,-12.4284
2024-01-30,-12.4284
2024-01-31,-12.4284
2024-02-01,-12.4284
2024-02-02,-12.4284
2024-02-03,-12.4284
2024-02-04,-12.4284
2024-02-05,-12.4284
2024-02-06,-12.4284
2024-02-07,-12.4284
2024-02-08,-12.4284
2024-02-09,-12.4284
2024-02-10,-12.4284
2024-02-11,-12.4284
2024-02-12,-12.4284
2024-02-13,-12.4284
2024-02-14,-12.4284
2024-02-15,-12.4284
2024-02-16,-12.4284
2024-02-17,-12.4284
2024-02-18,-12.4284
2024-02-19,-12.4284
2024-02-20,-12.4284
2024-02-21,-12.4284
2024-02-22,-12.4284
2024-02-23,-12.4284
2024-02-24,-12.4284
2024-02-25,-12.4284
2024-02-26,-12.4284
2024-02-27,-12.4284
2024-02-28,-12.4284
2024-02-29,-12.4284
2024-03-01,-12.4284
2024-03-02,-12.4284
2024-03-03,-12.4284
2024-03-04,-12.4284
2024-03-05,-12.4284
2024-03-06,-12.4284
2024-03-07,-12.4284
2024-03-08,-12.4284
2024-03-09,-12.4284
2024-03-10,-12.4284
2024-03-11,-12.4284
2024-03-12,-12.4284
2024-03-13,-12.4284
2024-03-14,-12.4284
2024-03-15,-12.4284
2024-03-16,-12.4284
2024-03-17,-12.4284
2024-03-18,-12.4284
2024-03-19,-12.4284
2024-03-20,-12.4284
2024-03-21,-12.4284
2024-03-22,-12.4284
2024-03-23,-12.4284
2024-03-24,-12.4284
2024-03-25,-12.4284
2024-03-26,-12.4284
2024-03-27,-12.4284
2024-03-28,-12.4284
2024-03-29,-12.4284
2024-03-30,-12.4284
2024-03-31,-12.4284
2024-04-01,-12.4284
2024-04-02,-12.4284
2024-04-03,-12.4284
2024-04-04,-12.4284
2024-04-05,-12.4284
2024-04-06,-12.4284
2024-04-07,-12.4284
2024-04-08,-12.4284
