,GABC US Equity
2023-03-24,13.339
2023-03-25,13.339
2023-03-26,13.339
2023-03-27,13.339
2023-03-28,13.339
2023-03-29,13.339
2023-03-30,13.339
2023-03-31,14.9183
2023-04-01,14.9183
2023-04-02,14.9183
2023-04-03,14.9183
2023-04-04,14.9183
2023-04-05,14.9183
2023-04-06,14.9183
2023-04-07,14.9183
2023-04-08,14.9183
2023-04-09,14.9183
2023-04-10,14.9183
2023-04-11,14.9183
2023-04-12,14.9183
2023-04-13,14.9183
2023-04-14,14.9183
2023-04-15,14.9183
2023-04-16,14.9183
2023-04-17,14.9183
2023-04-18,14.9183
2023-04-19,14.9183
2023-04-20,14.9183
2023-04-21,14.9183
2023-04-22,14.9183
2023-04-23,14.9183
2023-04-24,14.9183
2023-04-25,14.9183
2023-04-26,14.9183
2023-04-27,14.9183
2023-04-28,14.9183
2023-04-29,14.9183
2023-04-30,14.9183
2023-05-01,14.9183
2023-05-02,14.9183
2023-05-03,14.9183
2023-05-04,14.9183
2023-05-05,14.9183
2023-05-06,14.9183
2023-05-07,14.9183
2023-05-08,14.9183
2023-05-09,14.9183
2023-05-10,14.9183
2023-05-11,14.9183
2023-05-12,14.9183
2023-05-13,14.9183
2023-05-14,14.9183
2023-05-15,14.9183
2023-05-16,14.9183
2023-05-17,14.9183
2023-05-18,14.9183
2023-05-19,14.9183
2023-05-20,14.9183
2023-05-21,14.9183
2023-05-22,14.9183
2023-05-23,14.9183
2023-05-24,14.9183
2023-05-25,14.9183
2023-05-26,14.9183
2023-05-27,14.9183
2023-05-28,14.9183
2023-05-29,14.9183
2023-05-30,14.9183
2023-05-31,14.9183
2023-06-01,14.9183
2023-06-02,14.9183
2023-06-03,14.9183
2023-06-04,14.9183
2023-06-05,14.9183
2023-06-06,14.9183
2023-06-07,14.9183
2023-06-08,14.9183
2023-06-09,14.9183
2023-06-10,14.9183
2023-06-11,14.9183
2023-06-12,14.9183
2023-06-13,14.9183
2023-06-14,14.9183
2023-06-15,14.9183
2023-06-16,14.9183
2023-06-17,14.9183
2023-06-18,14.9183
2023-06-19,14.9183
2023-06-20,14.9183
2023-06-21,14.9183
2023-06-22,14.9183
2023-06-23,14.9183
2023-06-24,14.9183
2023-06-25,14.9183
2023-06-26,14.9183
2023-06-27,14.9183
2023-06-28,14.9183
2023-06-29,14.9183
2023-06-30,15.623
2023-07-01,15.623
2023-07-02,15.623
2023-07-03,15.623
2023-07-04,15.623
2023-07-05,15.623
2023-07-06,15.623
2023-07-07,15.623
2023-07-08,15.623
2023-07-09,15.623
2023-07-10,15.623
2023-07-11,15.623
2023-07-12,15.623
2023-07-13,15.623
2023-07-14,15.623
2023-07-15,15.623
2023-07-16,15.623
2023-07-17,15.623
2023-07-18,15.623
2023-07-19,15.623
2023-07-20,15.623
2023-07-21,15.623
2023-07-22,15.623
2023-07-23,15.623
2023-07-24,15.623
2023-07-25,15.623
2023-07-26,15.623
2023-07-27,15.623
2023-07-28,15.623
2023-07-29,15.623
2023-07-30,15.623
2023-07-31,15.623
2023-08-01,15.623
2023-08-02,15.623
2023-08-03,15.623
2023-08-04,15.623
2023-08-05,15.623
2023-08-06,15.623
2023-08-07,15.623
2023-08-08,15.623
2023-08-09,15.623
2023-08-10,15.623
2023-08-11,15.623
2023-08-12,15.623
2023-08-13,15.623
2023-08-14,15.623
2023-08-15,15.623
2023-08-16,15.623
2023-08-17,15.623
2023-08-18,15.623
2023-08-19,15.623
2023-08-20,15.623
2023-08-21,15.623
2023-08-22,15.623
2023-08-23,15.623
2023-08-24,15.623
2023-08-25,15.623
2023-08-26,15.623
2023-08-27,15.623
2023-08-28,15.623
2023-08-29,15.623
2023-08-30,15.623
2023-08-31,15.623
2023-09-01,15.623
2023-09-02,15.623
2023-09-03,15.623
2023-09-04,15.623
2023-09-05,15.623
2023-09-06,15.623
2023-09-07,15.623
2023-09-08,15.623
2023-09-09,15.623
2023-09-10,15.623
2023-09-11,15.623
2023-09-12,15.623
2023-09-13,15.623
2023-09-14,15.623
2023-09-15,15.623
2023-09-16,15.623
2023-09-17,15.623
2023-09-18,15.623
2023-09-19,15.623
2023-09-20,15.623
2023-09-21,15.623
2023-09-22,15.623
2023-09-23,15.623
2023-09-24,15.623
2023-09-25,15.623
2023-09-26,15.623
2023-09-27,15.623
2023-09-28,15.623
2023-09-29,15.623
2023-09-30,17.1903
2023-10-01,17.1903
2023-10-02,17.1903
2023-10-03,17.1903
2023-10-04,17.1903
2023-10-05,17.1903
2023-10-06,17.1903
2023-10-07,17.1903
2023-10-08,17.1903
2023-10-09,17.1903
2023-10-10,17.1903
2023-10-11,17.1903
2023-10-12,17.1903
2023-10-13,17.1903
2023-10-14,17.1903
2023-10-15,17.1903
2023-10-16,17.1903
2023-10-17,17.1903
2023-10-18,17.1903
2023-10-19,17.1903
2023-10-20,17.1903
2023-10-21,17.1903
2023-10-22,17.1903
2023-10-23,17.1903
2023-10-24,17.1903
2023-10-25,17.1903
2023-10-26,17.1903
2023-10-27,17.1903
2023-10-28,17.1903
2023-10-29,17.1903
2023-10-30,17.1903
2023-10-31,17.1903
2023-11-01,17.1903
2023-11-02,17.1903
2023-11-03,17.1903
2023-11-04,17.1903
2023-11-05,17.1903
2023-11-06,17.1903
2023-11-07,17.1903
2023-11-08,17.1903
2023-11-09,17.1903
2023-11-10,17.1903
2023-11-11,17.1903
2023-11-12,17.1903
2023-11-13,17.1903
2023-11-14,17.1903
2023-11-15,17.1903
2023-11-16,17.1903
2023-11-17,17.1903
2023-11-18,17.1903
2023-11-19,17.1903
2023-11-20,17.1903
2023-11-21,17.1903
2023-11-22,17.1903
2023-11-23,17.1903
2023-11-24,17.1903
2023-11-25,17.1903
2023-11-26,17.1903
2023-11-27,17.1903
2023-11-28,17.1903
2023-11-29,17.1903
2023-11-30,17.1903
2023-12-01,17.1903
2023-12-02,17.1903
2023-12-03,17.1903
2023-12-04,17.1903
2023-12-05,17.1903
2023-12-06,17.1903
2023-12-07,17.1903
2023-12-08,17.1903
2023-12-09,17.1903
2023-12-10,17.1903
2023-12-11,17.1903
2023-12-12,17.1903
2023-12-13,17.1903
2023-12-14,17.1903
2023-12-15,17.1903
2023-12-16,17.1903
2023-12-17,17.1903
2023-12-18,17.1903
2023-12-19,17.1903
2023-12-20,17.1903
2023-12-21,17.1903
2023-12-22,17.1903
2023-12-23,17.1903
2023-12-24,17.1903
2023-12-25,17.1903
2023-12-26,17.1903
2023-12-27,17.1903
2023-12-28,17.1903
2023-12-29,17.1903
2023-12-30,17.1903
2023-12-31,14.0575
2024-01-01,14.0575
2024-01-02,14.0575
2024-01-03,14.0575
2024-01-04,14.0575
2024-01-05,14.0575
2024-01-06,14.0575
2024-01-07,14.0575
2024-01-08,14.0575
2024-01-09,14.0575
2024-01-10,14.0575
2024-01-11,14.0575
2024-01-12,14.0575
2024-01-13,14.0575
2024-01-14,14.0575
2024-01-15,14.0575
2024-01-16,14.0575
2024-01-17,14.0575
2024-01-18,14.0575
2024-01-19,14.0575
2024-01-20,14.0575
2024-01-21,14.0575
2024-01-22,14.0575
2024-01-23,14.0575
2024-01-24,14.0575
2024-01-25,14.0575
2024-01-26,14.0575
2024-01-27,14.0575
2024-01-28,14.0575
2024-01-29,14.0575
2024-01-30,14.0575
2024-01-31,14.0575
2024-02-01,14.0575
2024-02-02,14.0575
2024-02-03,14.0575
2024-02-04,14.0575
2024-02-05,14.0575
2024-02-06,14.0575
2024-02-07,14.0575
2024-02-08,14.0575
2024-02-09,14.0575
2024-02-10,14.0575
2024-02-11,14.0575
2024-02-12,14.0575
2024-02-13,14.0575
2024-02-14,14.0575
2024-02-15,14.0575
2024-02-16,14.0575
2024-02-17,14.0575
2024-02-18,14.0575
2024-02-19,14.0575
2024-02-20,14.0575
2024-02-21,14.0575
2024-02-22,14.0575
2024-02-23,14.0575
2024-02-24,14.0575
2024-02-25,14.0575
2024-02-26,14.0575
2024-02-27,14.0575
2024-02-28,14.0575
2024-02-29,14.0575
2024-03-01,14.0575
2024-03-02,14.0575
2024-03-03,14.0575
2024-03-04,14.0575
2024-03-05,14.0575
2024-03-06,14.0575
2024-03-07,14.0575
2024-03-08,14.0575
2024-03-09,14.0575
2024-03-10,14.0575
2024-03-11,14.0575
2024-03-12,14.0575
2024-03-13,14.0575
2024-03-14,14.0575
2024-03-15,14.0575
2024-03-16,14.0575
2024-03-17,14.0575
2024-03-18,14.0575
2024-03-19,14.0575
2024-03-20,14.0575
2024-03-21,14.0575
2024-03-22,14.0575
2024-03-23,14.0575
2024-03-24,14.0575
2024-03-25,14.0575
2024-03-26,14.0575
2024-03-27,14.0575
2024-03-28,14.0575
2024-03-29,14.0575
2024-03-30,14.0575
2024-03-31,14.0575
2024-04-01,14.0575
2024-04-02,14.0575
2024-04-03,14.0575
2024-04-04,14.0575
2024-04-05,14.0575
2024-04-06,14.0575
2024-04-07,14.0575
2024-04-08,14.0575
