,MXL US Equity
2023-01-23,21.4554
2023-01-24,21.4554
2023-01-25,21.4554
2023-01-26,21.4554
2023-01-27,21.4554
2023-01-28,21.4554
2023-01-29,21.4554
2023-01-30,21.4554
2023-01-31,21.4554
2023-02-01,21.4554
2023-02-02,21.4554
2023-02-03,21.4554
2023-02-04,21.4554
2023-02-05,21.4554
2023-02-06,21.4554
2023-02-07,21.4554
2023-02-08,21.4554
2023-02-09,21.4554
2023-02-10,21.4554
2023-02-11,21.4554
2023-02-12,21.4554
2023-02-13,21.4554
2023-02-14,21.4554
2023-02-15,21.4554
2023-02-16,21.4554
2023-02-17,21.4554
2023-02-18,21.4554
2023-02-19,21.4554
2023-02-20,21.4554
2023-02-21,21.4554
2023-02-22,21.4554
2023-02-23,21.4554
2023-02-24,21.4554
2023-02-25,21.4554
2023-02-26,21.4554
2023-02-27,21.4554
2023-02-28,21.4554
2023-03-01,21.4554
2023-03-02,21.4554
2023-03-03,21.4554
2023-03-04,21.4554
2023-03-05,21.4554
2023-03-06,21.4554
2023-03-07,21.4554
2023-03-08,21.4554
2023-03-09,21.4554
2023-03-10,21.4554
2023-03-11,21.4554
2023-03-12,21.4554
2023-03-13,21.4554
2023-03-14,21.4554
2023-03-15,21.4554
2023-03-16,21.4554
2023-03-17,21.4554
2023-03-18,21.4554
2023-03-19,21.4554
2023-03-20,21.4554
2023-03-21,21.4554
2023-03-22,21.4554
2023-03-23,21.4554
2023-03-24,21.4554
2023-03-25,21.4554
2023-03-26,21.4554
2023-03-27,21.4554
2023-03-28,21.4554
2023-03-29,21.4554
2023-03-30,21.4554
2023-03-31,16.0048
2023-04-01,16.0048
2023-04-02,16.0048
2023-04-03,16.0048
2023-04-04,16.0048
2023-04-05,16.0048
2023-04-06,16.0048
2023-04-07,16.0048
2023-04-08,16.0048
2023-04-09,16.0048
2023-04-10,16.0048
2023-04-11,16.0048
2023-04-12,16.0048
2023-04-13,16.0048
2023-04-14,16.0048
2023-04-15,16.0048
2023-04-16,16.0048
2023-04-17,16.0048
2023-04-18,16.0048
2023-04-19,16.0048
2023-04-20,16.0048
2023-04-21,16.0048
2023-04-22,16.0048
2023-04-23,16.0048
2023-04-24,16.0048
2023-04-25,16.0048
2023-04-26,16.0048
2023-04-27,16.0048
2023-04-28,16.0048
2023-04-29,16.0048
2023-04-30,16.0048
2023-05-01,16.0048
2023-05-02,16.0048
2023-05-03,16.0048
2023-05-04,16.0048
2023-05-05,16.0048
2023-05-06,16.0048
2023-05-07,16.0048
2023-05-08,16.0048
2023-05-09,16.0048
2023-05-10,16.0048
2023-05-11,16.0048
2023-05-12,16.0048
2023-05-13,16.0048
2023-05-14,16.0048
2023-05-15,16.0048
2023-05-16,16.0048
2023-05-17,16.0048
2023-05-18,16.0048
2023-05-19,16.0048
2023-05-20,16.0048
2023-05-21,16.0048
2023-05-22,16.0048
2023-05-23,16.0048
2023-05-24,16.0048
2023-05-25,16.0048
2023-05-26,16.0048
2023-05-27,16.0048
2023-05-28,16.0048
2023-05-29,16.0048
2023-05-30,16.0048
2023-05-31,16.0048
2023-06-01,16.0048
2023-06-02,16.0048
2023-06-03,16.0048
2023-06-04,16.0048
2023-06-05,16.0048
2023-06-06,16.0048
2023-06-07,16.0048
2023-06-08,16.0048
2023-06-09,16.0048
2023-06-10,16.0048
2023-06-11,16.0048
2023-06-12,16.0048
2023-06-13,16.0048
2023-06-14,16.0048
2023-06-15,16.0048
2023-06-16,16.0048
2023-06-17,16.0048
2023-06-18,16.0048
2023-06-19,16.0048
2023-06-20,16.0048
2023-06-21,16.0048
2023-06-22,16.0048
2023-06-23,16.0048
2023-06-24,16.0048
2023-06-25,16.0048
2023-06-26,16.0048
2023-06-27,16.0048
2023-06-28,16.0048
2023-06-29,16.0048
2023-06-30,9.8309
2023-07-01,9.8309
2023-07-02,9.8309
2023-07-03,9.8309
2023-07-04,9.8309
2023-07-05,9.8309
2023-07-06,9.8309
2023-07-07,9.8309
2023-07-08,9.8309
2023-07-09,9.8309
2023-07-10,9.8309
2023-07-11,9.8309
2023-07-12,9.8309
2023-07-13,9.8309
2023-07-14,9.8309
2023-07-15,9.8309
2023-07-16,9.8309
2023-07-17,9.8309
2023-07-18,9.8309
2023-07-19,9.8309
2023-07-20,9.8309
2023-07-21,9.8309
2023-07-22,9.8309
2023-07-23,9.8309
2023-07-24,9.8309
2023-07-25,9.8309
2023-07-26,9.8309
2023-07-27,9.8309
2023-07-28,9.8309
2023-07-29,9.8309
2023-07-30,9.8309
2023-07-31,9.8309
2023-08-01,9.8309
2023-08-02,9.8309
2023-08-03,9.8309
2023-08-04,9.8309
2023-08-05,9.8309
2023-08-06,9.8309
2023-08-07,9.8309
2023-08-08,9.8309
2023-08-09,9.8309
2023-08-10,9.8309
2023-08-11,9.8309
2023-08-12,9.8309
2023-08-13,9.8309
2023-08-14,9.8309
2023-08-15,9.8309
2023-08-16,9.8309
2023-08-17,9.8309
2023-08-18,9.8309
2023-08-19,9.8309
2023-08-20,9.8309
2023-08-21,9.8309
2023-08-22,9.8309
2023-08-23,9.8309
2023-08-24,9.8309
2023-08-25,9.8309
2023-08-26,9.8309
2023-08-27,9.8309
2023-08-28,9.8309
2023-08-29,9.8309
2023-08-30,9.8309
2023-08-31,9.8309
2023-09-01,9.8309
2023-09-02,9.8309
2023-09-03,9.8309
2023-09-04,9.8309
2023-09-05,9.8309
2023-09-06,9.8309
2023-09-07,9.8309
2023-09-08,9.8309
2023-09-09,9.8309
2023-09-10,9.8309
2023-09-11,9.8309
2023-09-12,9.8309
2023-09-13,9.8309
2023-09-14,9.8309
2023-09-15,9.8309
2023-09-16,9.8309
2023-09-17,9.8309
2023-09-18,9.8309
2023-09-19,9.8309
2023-09-20,9.8309
2023-09-21,9.8309
2023-09-22,9.8309
2023-09-23,9.8309
2023-09-24,9.8309
2023-09-25,9.8309
2023-09-26,9.8309
2023-09-27,9.8309
2023-09-28,9.8309
2023-09-29,9.8309
2023-09-30,-0.541
2023-10-01,-0.541
2023-10-02,-0.541
2023-10-03,-0.541
2023-10-04,-0.541
2023-10-05,-0.541
2023-10-06,-0.541
2023-10-07,-0.541
2023-10-08,-0.541
2023-10-09,-0.541
2023-10-10,-0.541
2023-10-11,-0.541
2023-10-12,-0.541
2023-10-13,-0.541
2023-10-14,-0.541
2023-10-15,-0.541
2023-10-16,-0.541
2023-10-17,-0.541
2023-10-18,-0.541
2023-10-19,-0.541
2023-10-20,-0.541
2023-10-21,-0.541
2023-10-22,-0.541
2023-10-23,-0.541
2023-10-24,-0.541
2023-10-25,-0.541
2023-10-26,-0.541
2023-10-27,-0.541
2023-10-28,-0.541
2023-10-29,-0.541
2023-10-30,-0.541
2023-10-31,-0.541
2023-11-01,-0.541
2023-11-02,-0.541
2023-11-03,-0.541
2023-11-04,-0.541
2023-11-05,-0.541
2023-11-06,-0.541
2023-11-07,-0.541
2023-11-08,-0.541
2023-11-09,-0.541
2023-11-10,-0.541
2023-11-11,-0.541
2023-11-12,-0.541
2023-11-13,-0.541
2023-11-14,-0.541
2023-11-15,-0.541
2023-11-16,-0.541
2023-11-17,-0.541
2023-11-18,-0.541
2023-11-19,-0.541
2023-11-20,-0.541
2023-11-21,-0.541
2023-11-22,-0.541
2023-11-23,-0.541
2023-11-24,-0.541
2023-11-25,-0.541
2023-11-26,-0.541
2023-11-27,-0.541
2023-11-28,-0.541
2023-11-29,-0.541
2023-11-30,-0.541
2023-12-01,-0.541
2023-12-02,-0.541
2023-12-03,-0.541
2023-12-04,-0.541
2023-12-05,-0.541
2023-12-06,-0.541
2023-12-07,-0.541
2023-12-08,-0.541
2023-12-09,-0.541
2023-12-10,-0.541
2023-12-11,-0.541
2023-12-12,-0.541
2023-12-13,-0.541
2023-12-14,-0.541
2023-12-15,-0.541
2023-12-16,-0.541
2023-12-17,-0.541
2023-12-18,-0.541
2023-12-19,-0.541
2023-12-20,-0.541
2023-12-21,-0.541
2023-12-22,-0.541
2023-12-23,-0.541
2023-12-24,-0.541
2023-12-25,-0.541
2023-12-26,-0.541
2023-12-27,-0.541
2023-12-28,-0.541
2023-12-29,-0.541
2023-12-30,-0.541
2023-12-31,-10.736
2024-01-01,-10.736
2024-01-02,-10.736
2024-01-03,-10.736
2024-01-04,-10.736
2024-01-05,-10.736
2024-01-06,-10.736
2024-01-07,-10.736
2024-01-08,-10.736
2024-01-09,-10.736
2024-01-10,-10.736
2024-01-11,-10.736
2024-01-12,-10.736
2024-01-13,-10.736
2024-01-14,-10.736
2024-01-15,-10.736
2024-01-16,-10.736
2024-01-17,-10.736
2024-01-18,-10.736
2024-01-19,-10.736
2024-01-20,-10.736
2024-01-21,-10.736
2024-01-22,-10.736
2024-01-23,-10.736
2024-01-24,-10.736
2024-01-25,-10.736
2024-01-26,-10.736
2024-01-27,-10.736
2024-01-28,-10.736
2024-01-29,-10.736
2024-01-30,-10.736
2024-01-31,-10.736
2024-02-01,-10.736
2024-02-02,-10.736
2024-02-03,-10.736
2024-02-04,-10.736
2024-02-05,-10.736
2024-02-06,-10.736
2024-02-07,-10.736
2024-02-08,-10.736
2024-02-09,-10.736
2024-02-10,-10.736
2024-02-11,-10.736
2024-02-12,-10.736
2024-02-13,-10.736
2024-02-14,-10.736
2024-02-15,-10.736
2024-02-16,-10.736
2024-02-17,-10.736
2024-02-18,-10.736
2024-02-19,-10.736
2024-02-20,-10.736
2024-02-21,-10.736
2024-02-22,-10.736
2024-02-23,-10.736
2024-02-24,-10.736
2024-02-25,-10.736
2024-02-26,-10.736
2024-02-27,-10.736
2024-02-28,-10.736
2024-02-29,-10.736
2024-03-01,-10.736
2024-03-02,-10.736
2024-03-03,-10.736
2024-03-04,-10.736
2024-03-05,-10.736
2024-03-06,-10.736
2024-03-07,-10.736
2024-03-08,-10.736
2024-03-09,-10.736
2024-03-10,-10.736
2024-03-11,-10.736
2024-03-12,-10.736
2024-03-13,-10.736
2024-03-14,-10.736
2024-03-15,-10.736
2024-03-16,-10.736
2024-03-17,-10.736
2024-03-18,-10.736
2024-03-19,-10.736
2024-03-20,-10.736
2024-03-21,-10.736
2024-03-22,-10.736
2024-03-23,-10.736
2024-03-24,-10.736
2024-03-25,-10.736
2024-03-26,-10.736
2024-03-27,-10.736
2024-03-28,-10.736
2024-03-29,-10.736
2024-03-30,-10.736
2024-03-31,-10.736
2024-04-01,-10.736
2024-04-02,-10.736
2024-04-03,-10.736
2024-04-04,-10.736
2024-04-05,-10.736
2024-04-06,-10.736
2024-04-07,-10.736
2024-04-08,-10.736
