,MSFT US Equity
2021-07-12,64.9038
2021-07-13,66.8117
2021-07-14,67.5739
2021-07-15,66.0557
2021-07-16,65.7665
2021-07-17,65.7665
2021-07-18,65.7665
2021-07-19,62.0151
2021-07-20,63.3508
2021-07-21,64.5132
2021-07-22,66.982
2021-07-23,68.6616
2021-07-24,68.6616
2021-07-25,68.6616
2021-07-26,68.0328
2021-07-27,65.5198
2021-07-28,65.2022
2021-07-29,65.3542
2021-07-30,63.7189
2021-07-31,63.7189
2021-08-01,63.7189
2021-08-02,63.6257
2021-08-03,64.9802
2021-08-04,64.323
2021-08-05,66.0745
2021-08-06,66.0076
2021-08-07,66.0076
2021-08-08,66.0076
2021-08-09,64.7322
2021-08-10,62.6381
2021-08-11,62.9725
2021-08-12,64.8
2021-08-13,66.6121
2021-08-14,66.6121
2021-08-15,66.6121
2021-08-16,67.6051
2021-08-17,65.8454
2021-08-18,63.8179
2021-08-19,67.3296
2021-08-20,70.9897
2021-08-21,70.9897
2021-08-22,70.9897
2021-08-23,71.1176
2021-08-24,68.9175
2021-08-25,68.261
2021-08-26,65.1862
2021-08-27,65.5328
2021-08-28,65.5328
2021-08-29,65.5328
2021-08-30,67.5832
2021-08-31,65.7941
2021-09-01,65.7415
2021-09-02,65.0097
2021-09-03,64.9987
2021-09-04,64.9987
2021-09-05,64.9987
2021-09-06,64.9987
2021-09-07,63.9238
2021-09-08,63.9431
2021-09-09,60.6364
2021-09-10,58.9944
2021-09-11,58.9944
2021-09-12,58.9944
2021-09-13,59.9274
2021-09-14,61.8897
2021-09-15,65.0686
2021-09-16,65.3066
2021-09-17,59.6792
2021-09-18,59.6792
2021-09-19,59.6792
2021-09-20,54.6109
2021-09-21,54.9661
2021-09-22,57.563
2021-09-23,58.2093
2021-09-24,58.0134
2021-09-25,58.0134
2021-09-26,58.0134
2021-09-27,53.4262
2021-09-28,45.7348
2021-09-29,46.0966
2021-09-30,44.7588
2021-10-01,49.9461
2021-10-02,49.9461
2021-10-03,49.9461
2021-10-04,46.2019
2021-10-05,49.8689
2021-10-06,52.4503
2021-10-07,53.4423
2021-10-08,53.4423
2021-10-09,53.4423
2021-10-10,53.4423
2021-10-11,53.0205
2021-10-12,52.0944
2021-10-13,54.1972
2021-10-14,57.7956
2021-10-15,58.5591
2021-10-16,58.5591
2021-10-17,58.5591
2021-10-18,60.1331
2021-10-19,60.6055
2021-10-20,59.9643
2021-10-21,61.6778
2021-10-22,60.4005
2021-10-23,60.4005
2021-10-24,60.4005
2021-10-25,59.5789
2021-10-26,60.6435
2021-10-27,66.6393
2021-10-28,67.1076
2021-10-29,69.8091
2021-10-30,69.8091
2021-10-31,69.8091
2021-11-01,68.0205
2021-11-02,69.3769
2021-11-03,69.6846
2021-11-04,70.5435
2021-11-05,70.223
2021-11-06,70.223
2021-11-07,70.223
2021-11-08,70.5617
2021-11-09,69.6453
2021-11-10,65.3013
2021-11-11,65.9957
2021-11-12,67.7529
2021-11-13,67.7529
2021-11-14,67.7529
2021-11-15,67.2085
2021-11-16,68.5902
2021-11-17,68.6816
2021-11-18,69.539
2021-11-19,70.2599
2021-11-20,70.2599
2021-11-21,70.2599
2021-11-22,67.3219
2021-11-23,65.4655
2021-11-24,65.5706
2021-11-25,65.5706
2021-11-26,58.9339
2021-11-27,58.9339
2021-11-28,58.9339
2021-11-29,62.27
2021-11-30,58.0317
2021-12-01,57.6887
2021-12-02,57.2835
2021-12-03,53.0503
2021-12-04,53.0503
2021-12-05,53.0503
2021-12-06,54.748
2021-12-07,58.9622
2021-12-08,58.9849
2021-12-09,57.7526
2021-12-10,61.9082
2021-12-11,61.9082
2021-12-12,61.9082
2021-12-13,59.8814
2021-12-14,53.4995
2021-12-15,56.2513
2021-12-16,51.3901
2021-12-17,50.8769
2021-12-18,50.8769
2021-12-19,50.8769
2021-12-20,49.0839
2021-12-21,52.3778
2021-12-22,54.8001
2021-12-23,55.3919
2021-12-24,55.3919
2021-12-25,55.3919
2021-12-26,55.3919
2021-12-27,58.3312
2021-12-28,57.7228
2021-12-29,57.9872
2021-12-30,56.6109
2021-12-31,55.0686
2022-01-01,55.0686
2022-01-02,55.0686
2022-01-03,54.2682
2022-01-04,51.4404
2022-01-05,45.9859
2022-01-06,45.0087
2022-01-07,45.086
2022-01-08,45.086
2022-01-09,45.086
2022-01-10,45.2005
2022-01-11,45.5629
2022-01-12,47.2358
2022-01-13,41.7958
2022-01-14,44.449
2022-01-15,44.449
2022-01-16,44.449
2022-01-17,44.449
2022-01-18,41.6997
2022-01-19,42.0337
2022-01-20,41.4093
2022-01-21,39.4569
2022-01-22,39.4569
2022-01-23,39.4569
2022-01-24,39.6366
2022-01-25,37.0031
2022-01-26,41.2177
2022-01-27,42.727
2022-01-28,46.5464
2022-01-29,46.5464
2022-01-30,46.5464
2022-01-31,47.7117
2022-02-01,46.8494
2022-02-02,48.8732
2022-02-03,44.3363
2022-02-04,46.3165
2022-02-05,46.3165
2022-02-06,46.3165
2022-02-07,44.5713
2022-02-08,46.0915
2022-02-09,48.769
2022-02-10,45.6543
2022-02-11,43.2775
2022-02-12,43.2775
2022-02-13,43.2775
2022-02-14,43.2648
2022-02-15,45.5259
2022-02-16,45.4058
2022-02-17,42.5013
2022-02-18,41.622
2022-02-19,41.622
2022-02-20,41.622
2022-02-21,41.622
2022-02-22,41.5553
2022-02-23,39.2468
2022-02-24,45.29
2022-02-25,46.3388
2022-02-26,46.3388
2022-02-27,46.3388
2022-02-28,46.9117
2022-03-01,45.6049
2022-03-02,47.6629
2022-03-03,46.1898
2022-03-04,44.1848
2022-03-05,44.1848
2022-03-06,44.1848
2022-03-07,40.8687
2022-03-08,40.0008
2022-03-09,44.996
2022-03-10,44.1218
2022-03-11,42.5016
2022-03-12,42.5016
2022-03-13,42.5016
2022-03-14,41.4657
2022-03-15,45.5185
2022-03-16,48.0347
2022-03-17,48.3177
2022-03-18,50.0834
2022-03-19,50.0834
2022-03-20,50.0834
2022-03-21,49.6556
2022-03-22,51.3153
2022-03-23,49.7334
2022-03-24,51.3
2022-03-25,51.1498
2022-03-26,51.1498
2022-03-27,51.1498
2022-03-28,53.5043
2022-03-29,55.0094
2022-03-30,54.4098
2022-03-31,52.2983
2022-04-01,52.6782
2022-04-02,52.6782
2022-04-03,52.6782
2022-04-04,54.5507
2022-04-05,52.9534
2022-04-06,48.8371
2022-04-07,49.5044
2022-04-08,47.9812
2022-04-09,47.9812
2022-04-10,47.9812
2022-04-11,44.2343
2022-04-12,43.2788
2022-04-13,45.3986
2022-04-14,43.0659
2022-04-15,43.0659
2022-04-16,43.0659
2022-04-17,43.0659
2022-04-18,43.3327
2022-04-19,45.1739
2022-04-20,45.5796
2022-04-21,43.8234
2022-04-22,41.7886
2022-04-23,41.7886
2022-04-24,41.7886
2022-04-25,44.4227
2022-04-26,41.3824
2022-04-27,46.1066
2022-04-28,48.2346
2022-04-29,44.779
2022-04-30,44.779
2022-05-01,44.779
2022-05-02,47.0319
2022-05-03,46.276
2022-05-04,48.8676
2022-05-05,45.3796
2022-05-06,44.695
2022-05-07,44.695
2022-05-08,44.695
2022-05-09,42.1468
2022-05-10,43.7548
2022-05-11,41.58
2022-05-12,40.3738
2022-05-13,42.2952
2022-05-14,42.2952
2022-05-15,42.2952
2022-05-16,42.4216
2022-05-17,44.1922
2022-05-18,41.1995
2022-05-19,40.9769
2022-05-20,40.836
2022-05-21,40.836
2022-05-22,40.836
2022-05-23,43.6319
2022-05-24,43.362
2022-05-25,44.3643
2022-05-26,45.5267
2022-05-27,47.9687
2022-05-28,47.9687
2022-05-29,47.9687
2022-05-30,47.9687
2022-05-31,47.5571
2022-06-01,47.7433
2022-06-02,48.4865
2022-06-03,47.0259
2022-06-04,47.0259
2022-06-05,47.0259
2022-06-06,46.6212
2022-06-07,47.9883
2022-06-08,47.29
2022-06-09,45.4503
2022-06-10,41.9091
2022-06-11,41.9091
2022-06-12,41.9091
2022-06-13,39.0472
2022-06-14,39.9291
2022-06-15,42.724
2022-06-16,40.8861
2022-06-17,41.9065
2022-06-18,41.9065
2022-06-19,41.9065
2022-06-20,41.9065
2022-06-21,44.1719
2022-06-22,43.9941
2022-06-23,46.1019
2022-06-24,49.1558
2022-06-25,49.1558
2022-06-26,49.1558
2022-06-27,48.2567
2022-06-28,45.6703
2022-06-29,46.9913
2022-06-30,45.9427
2022-07-01,46.925
2022-07-02,46.925
2022-07-03,46.925
2022-07-04,46.925
2022-07-05,48.0854
2022-07-06,49.2645
2022-07-07,50.0298
2022-07-08,49.7674
2022-07-09,49.7674
2022-07-10,49.7674
2022-07-11,48.6439
2022-07-12,45.0257
2022-07-13,44.7241
2022-07-14,45.267
2022-07-15,46.3257
2022-07-16,46.3257
2022-07-17,46.3257
2022-07-18,45.4744
2022-07-19,47.6037
2022-07-20,48.6797
2022-07-21,49.6822
2022-07-22,47.9916
2022-07-23,47.9916
2022-07-24,47.9916
2022-07-25,47.4215
2022-07-26,44.9211
2022-07-27,51.3672
2022-07-28,53.9087
2022-07-29,55.2738
2022-07-30,55.2738
2022-07-31,55.2738
2022-08-01,54.2263
2022-08-02,53.012
2022-08-03,55.4851
2022-08-04,55.8558
2022-08-05,55.5556
2022-08-06,55.5556
2022-08-07,55.5556
2022-08-08,54.4953
2022-08-09,55.1719
2022-08-10,57.4401
2022-08-11,56.5173
2022-08-12,58.1082
2022-08-13,58.1082
2022-08-14,58.1082
2022-08-15,58.608
2022-08-16,58.2578
2022-08-17,57.8943
2022-08-18,57.3416
2022-08-19,55.4281
2022-08-20,55.4281
2022-08-21,55.4281
2022-08-22,51.6989
2022-08-23,51.1438
2022-08-24,50.8635
2022-08-25,52.141
2022-08-26,47.6357
2022-08-27,47.6357
2022-08-28,47.6357
2022-08-29,46.5302
2022-08-30,45.6639
2022-08-31,45.0875
2022-09-01,44.6715
2022-09-02,43.0063
2022-09-03,43.0063
2022-09-04,43.0063
2022-09-05,43.0063
2022-09-06,41.9587
2022-09-07,44.3731
2022-09-08,44.585
2022-09-09,47.4453
2022-09-10,47.4453
2022-09-11,47.4453
2022-09-12,48.46
2022-09-13,42.7451
2022-09-14,42.8545
2022-09-15,40.4757
2022-09-16,40.2594
2022-09-17,40.2594
2022-09-18,40.2594
2022-09-19,40.183
2022-09-20,39.4546
2022-09-21,38.242
2022-09-22,39.3602
2022-09-23,38.2794
2022-09-24,38.2794
2022-09-25,38.2794
2022-09-26,38.1131
2022-09-27,37.7379
2022-09-28,40.4554
2022-09-29,39.1028
2022-09-30,37.4345
2022-10-01,37.4345
2022-10-02,37.4345
2022-10-03,41.8116
2022-10-04,45.8783
2022-10-05,46.0317
2022-10-06,45.0373
2022-10-07,40.3422
2022-10-08,40.3422
2022-10-09,40.3422
2022-10-10,38.6834
2022-10-11,37.4574
2022-10-12,37.6384
2022-10-13,41.977
2022-10-14,40.0487
2022-10-15,40.0487
2022-10-16,40.0487
2022-10-17,44.2338
2022-10-18,44.6659
2022-10-19,43.9326
2022-10-20,43.811
2022-10-21,46.5775
2022-10-22,46.5775
2022-10-23,46.5775
2022-10-24,48.8177
2022-10-25,50.2521
2022-10-26,43.1559
2022-10-27,41.7159
2022-10-28,45.472
2022-10-29,45.472
2022-10-30,45.472
2022-10-31,44.2619
2022-11-01,43.0083
2022-11-02,40.5849
2022-11-03,38.9396
2022-11-04,41.9129
2022-11-05,41.9129
2022-11-06,41.9129
2022-11-07,44.4524
2022-11-08,44.8373
2022-11-09,43.4782
2022-11-10,50.1062
2022-11-11,51.4238
2022-11-12,51.4238
2022-11-13,51.4238
2022-11-14,49.5996
2022-11-15,49.7389
2022-11-16,49.8895
2022-11-17,49.8719
2022-11-18,49.7054
2022-11-19,49.7054
2022-11-20,49.7054
2022-11-21,50.0169
2022-11-22,51.1409
2022-11-23,52.0944
2022-11-24,52.0944
2022-11-25,52.0573
2022-11-26,52.0573
2022-11-27,52.0573
2022-11-28,49.7253
2022-11-29,49.1567
2022-11-30,54.7051
2022-12-01,54.5181
2022-12-02,54.6357
2022-12-03,54.6357
2022-12-04,54.6357
2022-12-05,52.5808
2022-12-06,50.5095
2022-12-07,50.2074
2022-12-08,51.4216
2022-12-09,50.5877
2022-12-10,50.5877
2022-12-11,50.5877
2022-12-12,53.3877
2022-12-13,55.0275
2022-12-14,55.1386
2022-12-15,51.5355
2022-12-16,49.7653
2022-12-17,49.7653
2022-12-18,49.7653
2022-12-19,48.0883
2022-12-20,48.6582
2022-12-21,49.7695
2022-12-22,47.2588
2022-12-23,47.4959
2022-12-24,47.4959
2022-12-25,47.4959
2022-12-26,47.4959
2022-12-27,46.7827
2022-12-28,45.8059
2022-12-29,48.7575
2022-12-30,48.2581
2022-12-31,48.2581
2023-01-01,48.2581
2023-01-02,48.2581
2023-01-03,48.1553
2023-01-04,43.9249
2023-01-05,41.4825
2023-01-06,42.7531
2023-01-07,42.7531
2023-01-08,42.7531
2023-01-09,43.8082
2023-01-10,44.6419
2023-01-11,47.8441
2023-01-12,49.0512
2023-01-13,49.3698
2023-01-14,49.3698
2023-01-15,49.3698
2023-01-16,49.3698
2023-01-17,49.8741
2023-01-18,47.8744
2023-01-19,46.2354
2023-01-20,50.0175
2023-01-21,50.0175
2023-01-22,50.0175
2023-01-23,51.0319
2023-01-24,50.7879
2023-01-25,50.1313
2023-01-26,53.3552
2023-01-27,53.4226
2023-01-28,53.4226
2023-01-29,53.4226
2023-01-30,50.8329
2023-01-31,53.0368
2023-02-01,55.0555
2023-02-02,59.3875
2023-02-03,56.4204
2023-02-04,56.4204
2023-02-05,56.4204
2023-02-06,55.6927
2023-02-07,59.3927
2023-02-08,59.0006
2023-02-09,57.5286
2023-02-10,57.2814
2023-02-11,57.2814
2023-02-12,57.2814
2023-02-13,60.086
2023-02-14,60.3644
2023-02-15,59.2699
2023-02-16,55.8114
2023-02-17,53.9535
2023-02-18,53.9535
2023-02-19,53.9535
2023-02-20,53.9535
2023-02-21,51.6114
2023-02-22,51.1173
2023-02-23,52.4408
2023-02-24,50.0541
2023-02-25,50.0541
2023-02-26,50.0541
2023-02-27,50.4492
2023-02-28,50.1262
2023-03-01,48.7519
2023-03-02,50.892
2023-03-03,52.6583
2023-03-04,52.6583
2023-03-05,52.6583
2023-03-06,53.3148
2023-03-07,52.0298
2023-03-08,51.816
2023-03-09,51.1494
2023-03-10,49.3733
2023-03-11,49.3733
2023-03-12,49.3733
2023-03-13,51.8451
2023-03-14,54.7883
2023-03-15,56.6438
2023-03-16,60.5222
2023-03-17,61.5892
2023-03-18,61.5892
