,TKR US Equity
2020-11-02,2.163
2020-11-03,2.124
2020-11-04,2.256
2020-11-05,2.148
2020-11-06,2.154
2020-11-07,2.154
2020-11-08,2.154
2020-11-09,2.006
2020-11-10,1.913
2020-11-11,1.94
2020-11-12,1.975
2020-11-13,1.911
2020-11-14,1.911
2020-11-15,1.911
2020-11-16,1.86
2020-11-17,1.878
2020-11-18,1.901
2020-11-19,1.881
2020-11-20,1.888
2020-11-21,1.888
2020-11-22,1.888
2020-11-23,1.836
2020-11-24,1.804
2020-11-25,1.815
2020-11-26,1.815
2020-11-27,1.811
2020-11-28,1.811
2020-11-29,1.811
2020-11-30,1.842
2020-12-01,1.85
2020-12-02,1.862
2020-12-03,1.881
2020-12-04,1.812
2020-12-05,1.812
2020-12-06,1.812
2020-12-07,1.842
2020-12-08,1.803
2020-12-09,1.784
2020-12-10,1.785
2020-12-11,1.789
2020-12-12,1.789
2020-12-13,1.789
2020-12-14,1.776
2020-12-15,1.726
2020-12-16,1.772
2020-12-17,1.774
2020-12-18,1.758
2020-12-19,1.758
2020-12-20,1.758
2020-12-21,1.75
2020-12-22,1.77
2020-12-23,1.758
2020-12-24,1.749
2020-12-25,1.749
2020-12-26,1.749
2020-12-27,1.749
2020-12-28,1.765
2020-12-29,1.788
2020-12-30,1.75
2020-12-31,1.749
2021-01-01,1.749
2021-01-02,1.749
2021-01-03,1.749
2021-01-04,1.791
2021-01-05,1.738
2021-01-06,1.625
2021-01-07,1.594
2021-01-08,1.603
2021-01-09,1.603
2021-01-10,1.603
2021-01-11,1.605
2021-01-12,1.584
2021-01-13,1.608
2021-01-14,1.579
2021-01-15,1.606
2021-01-16,1.606
2021-01-17,1.606
2021-01-18,1.606
2021-01-19,1.592
2021-01-20,1.592
2021-01-21,1.592
2021-01-22,1.592
2021-01-23,1.592
2021-01-24,1.592
2021-01-25,1.592
2021-01-26,1.592
2021-01-27,1.592
2021-01-28,1.592
2021-01-29,1.592
2021-01-30,1.592
2021-01-31,1.592
2021-02-01,1.592
2021-02-02,1.592
2021-02-03,1.592
2021-02-04,1.592
2021-02-05,1.592
2021-02-06,1.592
2021-02-07,1.592
2021-02-08,1.592
2021-02-09,1.592
2021-02-10,1.592
2021-02-11,1.592
2021-02-12,1.592
2021-02-13,1.592
2021-02-14,1.592
2021-02-15,1.592
2021-02-16,1.592
2021-02-17,1.592
2021-02-18,1.592
2021-02-19,1.592
2021-02-20,1.592
2021-02-21,1.592
2021-02-22,1.592
2021-02-23,1.592
2021-02-24,1.592
2021-02-25,1.592
2021-02-26,1.592
2021-02-27,1.592
2021-02-28,1.592
2021-03-01,1.592
2021-03-02,1.592
2021-03-03,1.592
2021-03-04,1.592
2021-03-05,1.592
2021-03-06,1.592
2021-03-07,1.592
2021-03-08,1.592
2021-03-09,1.592
2021-03-10,1.592
2021-03-11,1.592
2021-03-12,1.592
2021-03-13,1.592
2021-03-14,1.592
2021-03-15,1.592
2021-03-16,1.592
2021-03-17,1.592
2021-03-18,1.592
2021-03-19,1.592
2021-03-20,1.592
2021-03-21,1.592
2021-03-22,1.592
2021-03-23,1.592
2021-03-24,1.592
2021-03-25,1.592
2021-03-26,1.592
2021-03-27,1.592
2021-03-28,1.592
2021-03-29,1.592
2021-03-30,1.592
2021-03-31,1.592
2021-04-01,1.592
2021-04-02,1.592
2021-04-03,1.592
2021-04-04,1.592
2021-04-05,1.592
2021-04-06,1.592
2021-04-07,1.592
2021-04-08,1.592
2021-04-09,1.592
2021-04-10,1.592
2021-04-11,1.592
2021-04-12,1.592
2021-04-13,1.592
2021-04-14,1.592
2021-04-15,1.592
2021-04-16,1.592
2021-04-17,1.592
2021-04-18,1.592
2021-04-19,1.592
2021-04-20,1.592
2021-04-21,1.592
2021-04-22,1.592
2021-04-23,1.592
2021-04-24,1.592
2021-04-25,1.592
2021-04-26,1.592
2021-04-27,1.592
2021-04-28,1.592
2021-04-29,1.592
2021-04-30,1.592
2021-05-01,1.592
2021-05-02,1.592
2021-05-03,1.592
2021-05-04,1.592
2021-05-05,1.592
2021-05-06,1.592
2021-05-07,1.592
2021-05-08,1.592
2021-05-09,1.592
2021-05-10,1.592
2021-05-11,1.592
2021-05-12,1.592
2021-05-13,1.592
2021-05-14,1.592
2021-05-15,1.592
2021-05-16,1.592
2021-05-17,1.592
2021-05-18,1.592
2021-05-19,1.592
2021-05-20,1.592
2021-05-21,1.592
2021-05-22,1.592
2021-05-23,1.592
2021-05-24,1.592
2021-05-25,1.592
2021-05-26,1.592
2021-05-27,1.592
2021-05-28,1.592
2021-05-29,1.592
2021-05-30,1.592
2021-05-31,1.592
2021-06-01,1.592
2021-06-02,1.592
2021-06-03,1.592
2021-06-04,1.592
2021-06-05,1.592
2021-06-06,1.592
2021-06-07,1.592
2021-06-08,1.507
2021-06-09,1.524
2021-06-10,1.565
2021-06-11,1.572
2021-06-12,1.572
2021-06-13,1.572
2021-06-14,1.607
2021-06-15,1.615
2021-06-16,1.638
2021-06-17,1.687
2021-06-18,1.694
2021-06-19,1.694
2021-06-20,1.694
2021-06-21,1.643
2021-06-22,1.658
2021-06-23,1.671
2021-06-24,1.65
2021-06-25,1.65
2021-06-26,1.65
2021-06-27,1.65
2021-06-28,1.677
2021-06-29,1.692
2021-06-30,1.653
2021-07-01,1.659
2021-07-02,1.663
2021-07-03,1.663
2021-07-04,1.663
2021-07-05,1.663
2021-07-06,1.704
2021-07-07,1.682
2021-07-08,1.71
2021-07-09,1.658
2021-07-10,1.658
2021-07-11,1.658
2021-07-12,1.651
2021-07-13,1.687
2021-07-14,1.697
2021-07-15,1.711
2021-07-16,1.757
2021-07-17,1.757
2021-07-18,1.757
2021-07-19,1.757
2021-07-20,1.757
2021-07-21,1.757
2021-07-22,1.757
2021-07-23,1.757
2021-07-24,1.757
2021-07-25,1.757
2021-07-26,1.757
2021-07-27,1.757
2021-07-28,1.757
2021-07-29,1.757
2021-07-30,1.757
2021-07-31,1.757
2021-08-01,1.757
2021-08-02,1.757
2021-08-03,1.757
2021-08-04,1.757
2021-08-05,1.757
2021-08-06,1.757
2021-08-07,1.757
2021-08-08,1.757
2021-08-09,1.757
2021-08-10,1.757
2021-08-11,1.757
2021-08-12,1.757
2021-08-13,1.757
2021-08-14,1.757
2021-08-15,1.757
2021-08-16,1.757
2021-08-17,1.757
2021-08-18,1.757
2021-08-19,1.757
2021-08-20,1.757
2021-08-21,1.757
2021-08-22,1.757
2021-08-23,1.757
2021-08-24,1.757
2021-08-25,1.757
2021-08-26,1.757
2021-08-27,1.757
2021-08-28,1.757
2021-08-29,1.757
2021-08-30,1.757
2021-08-31,1.757
2021-09-01,1.757
2021-09-02,1.757
2021-09-03,1.757
2021-09-04,1.757
2021-09-05,1.757
2021-09-06,1.757
2021-09-07,1.757
2021-09-08,1.757
2021-09-09,1.757
2021-09-10,1.757
2021-09-11,1.757
2021-09-12,1.757
2021-09-13,1.757
2021-09-14,1.757
2021-09-15,1.757
2021-09-16,1.757
2021-09-17,1.757
2021-09-18,1.757
2021-09-19,1.757
2021-09-20,1.757
2021-09-21,1.757
2021-09-22,1.757
2021-09-23,1.757
2021-09-24,1.757
2021-09-25,1.757
2021-09-26,1.757
2021-09-27,1.757
2021-09-28,1.757
2021-09-29,1.757
2021-09-30,1.757
2021-10-01,1.757
2021-10-02,1.757
2021-10-03,1.757
2021-10-04,1.757
2021-10-05,1.757
2021-10-06,1.757
2021-10-07,1.757
2021-10-08,1.757
2021-10-09,1.757
2021-10-10,1.757
2021-10-11,1.757
2021-10-12,1.757
2021-10-13,1.757
2021-10-14,1.757
2021-10-15,1.757
2021-10-16,1.757
2021-10-17,1.757
2021-10-18,1.757
2021-10-19,1.757
2021-10-20,1.757
2021-10-21,1.757
2021-10-22,1.757
2021-10-23,1.757
2021-10-24,1.757
2021-10-25,1.757
2021-10-26,1.757
2021-10-27,1.757
2021-10-28,1.757
2021-10-29,1.757
2021-10-30,1.757
2021-10-31,1.757
2021-11-01,1.757
2021-11-02,1.757
2021-11-03,1.757
2021-11-04,1.757
2021-11-05,1.757
2021-11-06,1.757
2021-11-07,1.757
2021-11-08,1.757
2021-11-09,1.757
2021-11-10,1.757
2021-11-11,1.757
2021-11-12,1.757
2021-11-13,1.757
2021-11-14,1.757
2021-11-15,1.757
2021-11-16,1.757
2021-11-17,1.757
2021-11-18,1.757
2021-11-19,1.757
2021-11-20,1.757
2021-11-21,1.757
2021-11-22,1.757
2021-11-23,1.757
2021-11-24,1.757
2021-11-25,1.757
2021-11-26,1.757
2021-11-27,1.757
2021-11-28,1.757
2021-11-29,1.757
2021-11-30,1.757
2021-12-01,1.757
2021-12-02,1.757
2021-12-03,1.757
2021-12-04,1.757
2021-12-05,1.757
2021-12-06,1.757
2021-12-07,1.757
2021-12-08,1.757
2021-12-09,1.757
2021-12-10,2.169
2021-12-11,2.169
2021-12-12,2.169
2021-12-13,2.223
2021-12-14,2.274
2021-12-15,2.265
2021-12-16,2.254
2021-12-17,2.213
2021-12-18,2.213
2021-12-19,2.213
2021-12-20,2.311
2021-12-21,2.187
2021-12-22,2.207
2021-12-23,2.193
2021-12-24,2.193
2021-12-25,2.193
2021-12-26,2.193
2021-12-27,2.157
2021-12-28,2.129
2021-12-29,2.117
2021-12-30,2.123
2021-12-31,2.132
2022-01-01,2.132
2022-01-02,2.132
2022-01-03,2.137
2022-01-04,2.026
2022-01-05,2.016
2022-01-06,1.977
2022-01-07,1.995
2022-01-08,1.995
2022-01-09,1.995
2022-01-10,2.032
2022-01-11,2.053
2022-01-12,2.065
2022-01-13,1.999
2022-01-14,2.0
2022-01-15,2.0
2022-01-16,2.0
2022-01-17,2.0
2022-01-18,2.005
2022-01-19,1.938
2022-01-20,1.976
2022-01-21,2.014
2022-01-22,2.014
2022-01-23,2.014
2022-01-24,1.992
2022-01-25,2.006
2022-01-26,2.037
2022-01-27,2.084
2022-01-28,2.108
2022-01-29,2.108
2022-01-30,2.108
2022-01-31,2.072
2022-02-01,2.032
2022-02-02,2.056
2022-02-03,2.042
2022-02-04,2.072
2022-02-05,2.072
2022-02-06,2.072
2022-02-07,2.11
2022-02-08,2.08
2022-02-09,2.03
2022-02-10,2.075
2022-02-11,2.082
2022-02-12,2.082
2022-02-13,2.082
2022-02-14,2.086
2022-02-15,2.001
2022-02-16,1.98
2022-02-17,2.016
2022-02-18,2.013
2022-02-19,2.013
2022-02-20,2.013
2022-02-21,2.013
2022-02-22,2.041
2022-02-23,2.113
2022-02-24,2.134
2022-02-25,2.071
2022-02-26,2.071
2022-02-27,2.071
2022-02-28,2.09
2022-03-01,2.233
2022-03-02,2.11
2022-03-03,2.074
2022-03-04,2.137
2022-03-05,2.137
2022-03-06,2.137
2022-03-07,2.307
2022-03-08,2.262
2022-03-09,2.196
2022-03-10,2.251
2022-03-11,2.263
2022-03-12,2.263
2022-03-13,2.263
2022-03-14,2.28
2022-03-15,2.259
2022-03-16,2.216
2022-03-17,2.181
2022-03-18,2.222
2022-03-19,2.222
2022-03-20,2.222
2022-03-21,2.117
2022-03-22,2.119
2022-03-23,2.168
2022-03-24,2.169
2022-03-25,2.183
2022-03-26,2.183
2022-03-27,2.183
2022-03-28,2.205
2022-03-29,2.128
2022-03-30,2.162
2022-03-31,2.219
2022-04-01,2.258
2022-04-02,2.258
2022-04-03,2.258
2022-04-04,2.256
2022-04-05,2.335
2022-04-06,2.398
2022-04-07,2.395
2022-04-08,2.429
2022-04-09,2.429
2022-04-10,2.429
2022-04-11,2.411
2022-04-12,2.411
2022-04-13,2.339
2022-04-14,2.289
2022-04-15,2.289
2022-04-16,2.289
2022-04-17,2.289
2022-04-18,2.303
2022-04-19,2.218
2022-04-20,2.19
2022-04-21,2.211
2022-04-22,2.298
2022-04-23,2.298
2022-04-24,2.298
2022-04-25,2.28
2022-04-26,2.382
2022-04-27,2.338
2022-04-28,2.276
2022-04-29,2.342
2022-04-30,2.342
2022-05-01,2.342
2022-05-02,2.288
2022-05-03,2.226
2022-05-04,2.125
2022-05-05,2.226
2022-05-06,2.296
2022-05-07,2.296
2022-05-08,2.296
2022-05-09,2.245
2022-05-10,2.307
2022-05-11,2.353
2022-05-12,2.337
2022-05-13,2.312
2022-05-14,2.312
2022-05-15,2.312
2022-05-16,2.338
2022-05-17,2.241
2022-05-18,2.324
2022-05-19,2.3
2022-05-20,2.328
2022-05-21,2.328
2022-05-22,2.328
2022-05-23,2.297
2022-05-24,2.332
2022-05-25,2.298
2022-05-26,2.245
2022-05-27,2.22
2022-05-28,2.22
2022-05-29,2.22
2022-05-30,2.22
2022-05-31,2.207
2022-06-01,2.249
2022-06-02,2.143
2022-06-03,2.169
2022-06-04,2.169
2022-06-05,2.169
2022-06-06,2.134
2022-06-07,2.091
2022-06-08,2.12
2022-06-09,2.13
2022-06-10,2.257
2022-06-11,2.257
2022-06-12,2.257
2022-06-13,2.353
2022-06-14,2.369
2022-06-15,2.343
2022-06-16,2.497
2022-06-17,2.499
2022-06-18,2.499
2022-06-19,2.499
2022-06-20,2.499
2022-06-21,2.506
2022-06-22,2.542
2022-06-23,2.601
2022-06-24,2.456
2022-06-25,2.456
2022-06-26,2.456
2022-06-27,2.449
2022-06-28,2.46
2022-06-29,2.525
2022-06-30,2.54
2022-07-01,2.519
2022-07-02,2.519
2022-07-03,2.519
2022-07-04,2.519
2022-07-05,2.544
2022-07-06,2.553
2022-07-07,2.468
2022-07-08,2.558
2022-07-09,2.558
2022-07-10,2.558
2022-07-11,2.554
2022-07-12,2.493
2022-07-13,2.509
2022-07-14,2.537
2022-07-15,2.466
2022-07-16,2.466
2022-07-17,2.466
2022-07-18,2.44
2022-07-19,2.313
2022-07-20,2.296
2022-07-21,2.275
2022-07-22,2.269
2022-07-23,2.269
2022-07-24,2.269
2022-07-25,2.255
2022-07-26,2.25
2022-07-27,2.176
2022-07-28,2.134
2022-07-29,2.061
2022-07-30,2.061
2022-07-31,2.061
2022-08-01,2.087
2022-08-02,2.109
2022-08-03,2.1
2022-08-04,2.081
2022-08-05,2.082
2022-08-06,2.082
2022-08-07,2.082
2022-08-08,2.079
2022-08-09,2.093
2022-08-10,2.019
2022-08-11,1.983
2022-08-12,1.968
2022-08-13,1.968
2022-08-14,1.968
2022-08-15,1.976
2022-08-16,1.949
2022-08-17,1.982
2022-08-18,1.969
2022-08-19,1.996
2022-08-20,1.996
2022-08-21,1.996
2022-08-22,2.06
2022-08-23,2.053
2022-08-24,2.044
2022-08-25,2.008
2022-08-26,2.07
2022-08-27,2.07
2022-08-28,2.07
2022-08-29,2.067
2022-08-30,2.092
2022-08-31,2.13
2022-09-01,2.137
2022-09-02,2.15
2022-09-03,2.15
2022-09-04,2.15
2022-09-05,2.15
2022-09-06,2.097
2022-09-07,2.039
2022-09-08,2.016
2022-09-09,1.988
2022-09-10,1.988
2022-09-11,1.988
2022-09-12,1.946
2022-09-13,2.015
2022-09-14,2.044
2022-09-15,2.082
2022-09-16,2.165
2022-09-17,2.165
2022-09-18,2.165
2022-09-19,2.095
2022-09-20,2.126
2022-09-21,2.149
2022-09-22,2.178
2022-09-23,2.242
2022-09-24,2.242
2022-09-25,2.242
2022-09-26,2.262
2022-09-27,2.201
2022-09-28,2.196
2022-09-29,2.28
2022-09-30,2.272
2022-10-01,2.272
2022-10-02,2.272
2022-10-03,2.198
2022-10-04,2.091
2022-10-05,2.054
2022-10-06,2.072
2022-10-07,2.107
2022-10-08,2.107
2022-10-09,2.107
2022-10-10,2.104
2022-10-11,2.118
2022-10-12,2.156
2022-10-13,2.094
2022-10-14,2.105
2022-10-15,2.105
2022-10-16,2.105
2022-10-17,2.078
2022-10-18,2.012
2022-10-19,2.024
2022-10-20,2.091
2022-10-21,2.01
2022-10-22,2.01
2022-10-23,2.01
2022-10-24,1.993
2022-10-25,1.958
2022-10-26,1.974
2022-10-27,1.947
2022-10-28,1.896
2022-10-29,1.896
2022-10-30,1.896
2022-10-31,1.875
2022-11-01,1.851
2022-11-02,1.93
2022-11-03,1.916
2022-11-04,1.859
2022-11-05,1.859
2022-11-06,1.859
2022-11-07,1.843
2022-11-08,1.841
2022-11-09,1.912
2022-11-10,1.846
2022-11-11,1.813
2022-11-12,1.813
2022-11-13,1.813
2022-11-14,1.81
2022-11-15,1.797
2022-11-16,1.825
2022-11-17,1.84
2022-11-18,1.82
2022-11-19,1.82
2022-11-20,1.82
2022-11-21,1.794
2022-11-22,1.77
2022-11-23,1.785
2022-11-24,1.785
2022-11-25,1.773
2022-11-26,1.773
2022-11-27,1.773
2022-11-28,1.807
2022-11-29,1.788
2022-11-30,1.751
2022-12-01,1.782
2022-12-02,1.802
2022-12-03,1.802
2022-12-04,1.802
2022-12-05,1.865
2022-12-06,1.888
2022-12-07,1.912
2022-12-08,1.866
2022-12-09,1.885
2022-12-10,1.885
2022-12-11,1.885
2022-12-12,1.873
2022-12-13,1.858
2022-12-14,1.841
2022-12-15,1.884
2022-12-16,1.892
2022-12-17,1.892
2022-12-18,1.892
2022-12-19,1.907
2022-12-20,1.881
2022-12-21,1.846
2022-12-22,1.876
2022-12-23,1.862
2022-12-24,1.862
2022-12-25,1.862
2022-12-26,1.862
2022-12-27,1.844
2022-12-28,1.885
2022-12-29,1.854
2022-12-30,1.861
2022-12-31,1.861
2023-01-01,1.861
2023-01-02,1.861
2023-01-03,1.888
2023-01-04,1.853
2023-01-05,1.878
2023-01-06,1.835
2023-01-07,1.835
2023-01-08,1.835
2023-01-09,1.822
2023-01-10,1.796
2023-01-11,1.774
2023-01-12,1.743
2023-01-13,1.683
2023-01-14,1.683
2023-01-15,1.683
2023-01-16,1.683
2023-01-17,1.704
2023-01-18,1.733
2023-01-19,1.777
2023-01-20,1.711
2023-01-21,1.711
2023-01-22,1.711
2023-01-23,1.693
2023-01-24,1.685
2023-01-25,1.701
2023-01-26,1.645
2023-01-27,1.615
2023-01-28,1.615
2023-01-29,1.615
2023-01-30,1.628
2023-01-31,1.597
2023-02-01,1.57
2023-02-02,1.512
2023-02-03,1.516
2023-02-04,1.516
2023-02-05,1.516
2023-02-06,1.588
2023-02-07,1.538
2023-02-08,1.555
2023-02-09,1.581
2023-02-10,1.566
2023-02-11,1.566
2023-02-12,1.566
2023-02-13,1.54
2023-02-14,1.529
2023-02-15,1.501
2023-02-16,1.518
2023-02-17,1.51
2023-02-18,1.51
2023-02-19,1.51
2023-02-20,1.51
2023-02-21,1.537
2023-02-22,1.529
2023-02-23,1.522
2023-02-24,1.524
2023-02-25,1.524
2023-02-26,1.524
2023-02-27,1.531
2023-02-28,1.536
2023-03-01,1.522
2023-03-02,1.498
2023-03-03,1.482
2023-03-04,1.482
2023-03-05,1.482
2023-03-06,1.497
2023-03-07,1.508
2023-03-08,1.487
2023-03-09,1.528
2023-03-10,1.596
2023-03-11,1.596
2023-03-12,1.596
2023-03-13,1.629
2023-03-14,1.587
2023-03-15,1.672
2023-03-16,1.664
2023-03-17,1.774
2023-03-18,1.774
2023-03-19,1.774
2023-03-20,1.725
2023-03-21,1.64
2023-03-22,1.698
2023-03-23,1.704
2023-03-24,1.723
2023-03-25,1.723
2023-03-26,1.723
2023-03-27,1.678
2023-03-28,1.669
2023-03-29,1.64
2023-03-30,1.642
2023-03-31,1.61
2023-04-01,1.61
2023-04-02,1.61
2023-04-03,1.616
2023-04-04,1.696
2023-04-05,1.755
2023-04-06,1.786
2023-04-07,1.786
2023-04-08,1.786
2023-04-09,1.786
2023-04-10,1.732
2023-04-11,1.713
2023-04-12,1.696
2023-04-13,1.711
2023-04-14,1.699
2023-04-15,1.699
2023-04-16,1.699
2023-04-17,1.684
2023-04-18,1.685
2023-04-19,1.68
2023-04-20,1.68
2023-04-21,1.683
2023-04-22,1.683
2023-04-23,1.683
2023-04-24,1.677
2023-04-25,1.723
2023-04-26,1.738
2023-04-27,1.722
2023-04-28,1.712
2023-04-29,1.712
2023-04-30,1.712
2023-05-01,1.699
2023-05-02,1.704
2023-05-03,1.722
2023-05-04,1.799
2023-05-05,1.736
2023-05-06,1.736
2023-05-07,1.736
2023-05-08,1.754
2023-05-09,1.784
2023-05-10,1.822
2023-05-11,1.849
2023-05-12,1.842
2023-05-13,1.842
2023-05-14,1.842
2023-05-15,1.794
2023-05-16,1.834
2023-05-17,1.805
2023-05-18,1.773
2023-05-19,1.821
2023-05-20,1.821
2023-05-21,1.821
2023-05-22,1.806
2023-05-23,1.825
2023-05-24,1.869
2023-05-25,1.839
2023-05-26,1.802
2023-05-27,1.802
2023-05-28,1.802
2023-05-29,1.802
2023-05-30,1.825
2023-05-31,1.897
2023-06-01,1.861
2023-06-02,1.736
2023-06-03,1.736
2023-06-04,1.736
2023-06-05,1.747
2023-06-06,1.667
2023-06-07,1.604
2023-06-08,1.6
2023-06-09,1.621
2023-06-10,1.621
2023-06-11,1.621
2023-06-12,1.592
2023-06-13,1.561
2023-06-14,1.594
2023-06-15,1.557
2023-06-16,1.577
2023-06-17,1.577
2023-06-18,1.577
2023-06-19,1.577
2023-06-20,1.555
2023-06-21,1.545
2023-06-22,1.554
2023-06-23,1.59
2023-06-24,1.59
2023-06-25,1.59
2023-06-26,1.541
2023-06-27,1.509
2023-06-28,1.51
2023-06-29,1.491
2023-06-30,1.489
2023-07-01,1.489
2023-07-02,1.489
2023-07-03,1.473
2023-07-04,1.473
2023-07-05,1.513
2023-07-06,1.525
2023-07-07,1.505
2023-07-08,1.505
2023-07-09,1.505
2023-07-10,1.48
2023-07-11,1.463
2023-07-12,1.455
2023-07-13,1.465
2023-07-14,1.488
2023-07-15,1.488
2023-07-16,1.488
2023-07-17,1.48
2023-07-18,1.456
2023-07-19,1.464
2023-07-20,1.467
2023-07-21,1.492
2023-07-22,1.492
2023-07-23,1.492
2023-07-24,1.491
2023-07-25,1.491
2023-07-26,1.497
2023-07-27,1.507
2023-07-28,1.49
2023-07-29,1.49
2023-07-30,1.49
2023-07-31,1.471
2023-08-01,1.456
2023-08-02,1.495
2023-08-03,1.649
2023-08-04,1.689
2023-08-05,1.689
2023-08-06,1.689
2023-08-07,1.706
2023-08-08,1.724
2023-08-09,1.747
2023-08-10,1.768
2023-08-11,1.768
2023-08-12,1.768
2023-08-13,1.768
2023-08-14,1.742
2023-08-15,1.772
2023-08-16,1.798
2023-08-17,1.803
2023-08-18,1.824
2023-08-19,1.824
2023-08-20,1.824
2023-08-21,1.807
2023-08-22,1.823
2023-08-23,1.807
2023-08-24,1.839
2023-08-25,1.828
2023-08-26,1.828
2023-08-27,1.828
2023-08-28,1.804
2023-08-29,1.783
2023-08-30,1.771
2023-08-31,1.785
2023-09-01,1.739
2023-09-02,1.739
2023-09-03,1.739
2023-09-04,1.739
2023-09-05,1.789
2023-09-06,1.802
2023-09-07,1.858
2023-09-08,1.862
2023-09-09,1.862
2023-09-10,1.862
2023-09-11,1.889
2023-09-12,1.875
2023-09-13,1.901
