,H US Equity
2023-06-24,0.511
2023-06-25,0.511
2023-06-26,0.509
2023-06-27,0.457
2023-06-28,0.462
2023-06-29,0.455
2023-06-30,0.446
2023-07-01,0.446
2023-07-02,0.446
2023-07-03,0.449
2023-07-04,0.449
2023-07-05,0.452
2023-07-06,0.45
2023-07-07,0.442
2023-07-08,0.442
2023-07-09,0.442
2023-07-10,0.427
2023-07-11,0.427
2023-07-12,0.431
2023-07-13,0.466
2023-07-14,0.474
2023-07-15,0.474
2023-07-16,0.474
2023-07-17,0.465
2023-07-18,0.458
2023-07-19,0.459
2023-07-20,0.441
2023-07-21,0.439
2023-07-22,0.439
2023-07-23,0.439
2023-07-24,0.443
2023-07-25,0.439
2023-07-26,0.442
2023-07-27,0.435
2023-07-28,0.425
2023-07-29,0.425
2023-07-30,0.425
2023-07-31,0.421
2023-08-01,0.425
2023-08-02,0.435
2023-08-03,0.54
2023-08-04,0.538
2023-08-05,0.538
2023-08-06,0.538
2023-08-07,0.524
2023-08-08,0.567
2023-08-09,0.566
2023-08-10,0.557
2023-08-11,0.558
2023-08-12,0.558
2023-08-13,0.558
2023-08-14,0.559
2023-08-15,0.57
2023-08-16,0.57
2023-08-17,0.583
2023-08-18,0.581
2023-08-19,0.581
2023-08-20,0.581
2023-08-21,0.581
2023-08-22,0.584
2023-08-23,0.584
2023-08-24,0.639
2023-08-25,0.641
2023-08-26,0.641
2023-08-27,0.641
2023-08-28,0.615
2023-08-29,0.601
2023-08-30,0.602
2023-08-31,0.617
2023-09-01,0.604
2023-09-02,0.604
2023-09-03,0.604
2023-09-04,0.604
2023-09-05,0.617
2023-09-06,0.612
2023-09-07,0.622
2023-09-08,0.615
2023-09-09,0.615
2023-09-10,0.615
2023-09-11,0.627
2023-09-12,0.634
2023-09-13,0.658
2023-09-14,0.64
2023-09-15,0.648
2023-09-16,0.648
2023-09-17,0.648
2023-09-18,0.653
2023-09-19,0.66
2023-09-20,0.658
2023-09-21,0.676
2023-09-22,0.677
2023-09-23,0.677
2023-09-24,0.677
2023-09-25,0.674
2023-09-26,0.68
2023-09-27,0.673
2023-09-28,0.644
2023-09-29,0.657
2023-09-30,0.657
2023-10-01,0.657
2023-10-02,0.667
2023-10-03,0.683
2023-10-04,0.669
2023-10-05,0.668
2023-10-06,0.667
2023-10-07,0.667
2023-10-08,0.667
2023-10-09,0.667
2023-10-10,0.629
2023-10-11,0.643
2023-10-12,0.647
2023-10-13,0.663
2023-10-14,0.663
2023-10-15,0.663
2023-10-16,0.652
2023-10-17,0.649
2023-10-18,0.661
2023-10-19,0.671
2023-10-20,0.694
2023-10-21,0.694
2023-10-22,0.694
2023-10-23,0.586
2023-10-24,0.585
2023-10-25,0.589
2023-10-26,0.594
2023-10-27,0.602
2023-10-28,0.602
2023-10-29,0.602
2023-10-30,0.589
2023-10-31,0.583
2023-11-01,0.574
2023-11-02,0.586
2023-11-03,0.616
2023-11-04,0.616
2023-11-05,0.616
2023-11-06,0.62
2023-11-07,0.604
2023-11-08,0.612
2023-11-09,0.609
2023-11-10,0.597
2023-11-11,0.597
2023-11-12,0.597
2023-11-13,0.599
2023-11-14,0.582
2023-11-15,0.573
2023-11-16,0.567
2023-11-17,0.559
2023-11-18,0.559
2023-11-19,0.559
2023-11-20,0.559
2023-11-21,0.557
2023-11-22,0.549
2023-11-23,0.549
2023-11-24,0.551
2023-11-25,0.551
2023-11-26,0.551
2023-11-27,0.555
2023-11-28,0.564
2023-11-29,0.566
2023-11-30,0.561
2023-12-01,0.545
2023-12-02,0.545
2023-12-03,0.545
2023-12-04,0.536
2023-12-05,0.577
2023-12-06,0.571
2023-12-07,0.558
2023-12-08,0.55
2023-12-09,0.55
2023-12-10,0.55
2023-12-11,0.528
2023-12-12,0.53
2023-12-13,0.528
2023-12-14,0.518
2023-12-15,0.516
2023-12-16,0.516
2023-12-17,0.516
2023-12-18,0.513
2023-12-19,0.517
2023-12-20,0.531
2023-12-21,0.519
2023-12-22,0.517
2023-12-23,0.517
2023-12-24,0.517
2023-12-25,0.517
2023-12-26,0.515
2023-12-27,0.518
2023-12-28,0.517
2023-12-29,0.517
2023-12-30,0.517
2023-12-31,0.517
2024-01-01,0.517
2024-01-02,0.519
2024-01-03,0.529
2024-01-04,0.533
2024-01-05,0.526
2024-01-06,0.526
2024-01-07,0.526
2024-01-08,0.519
2024-01-09,0.525
2024-01-10,0.522
2024-01-11,0.519
2024-01-12,0.523
2024-01-13,0.523
2024-01-14,0.523
2024-01-15,0.523
2024-01-16,0.527
2024-01-17,0.523
2024-01-18,0.516
2024-01-19,0.512
2024-01-20,0.512
2024-01-21,0.512
2024-01-22,0.51
2024-01-23,0.51
2024-01-24,0.511
2024-01-25,0.51
2024-01-26,0.513
2024-01-27,0.513
2024-01-28,0.513
2024-01-29,0.51
2024-01-30,0.512
2024-01-31,0.521
2024-02-01,0.514
2024-02-02,0.511
2024-02-03,0.511
2024-02-04,0.511
2024-02-05,0.519
2024-02-06,0.516
2024-02-07,0.516
2024-02-08,0.51
2024-02-09,0.512
2024-02-10,0.512
2024-02-11,0.512
2024-02-12,0.504
2024-02-13,0.529
2024-02-14,0.518
2024-02-15,0.463
2024-02-16,0.469
2024-02-17,0.469
2024-02-18,0.469
2024-02-19,0.469
2024-02-20,0.471
2024-02-21,0.466
2024-02-22,0.459
2024-02-23,0.413
2024-02-24,0.413
2024-02-25,0.413
2024-02-26,0.415
2024-02-27,0.413
2024-02-28,0.411
2024-02-29,0.406
2024-03-01,0.395
2024-03-02,0.395
2024-03-03,0.395
2024-03-04,0.396
2024-03-05,0.395
2024-03-06,0.397
2024-03-07,0.398
2024-03-08,0.398
2024-03-09,0.398
2024-03-10,0.398
2024-03-11,0.405
2024-03-12,0.399
2024-03-13,0.397
2024-03-14,0.4
2024-03-15,0.403
2024-03-16,0.403
2024-03-17,0.403
2024-03-18,0.396
2024-03-19,0.394
2024-03-20,0.39
2024-03-21,0.388
2024-03-22,0.391
2024-03-23,0.391
2024-03-24,0.391
2024-03-25,0.393
2024-03-26,0.39
2024-03-27,0.386
2024-03-28,0.389
2024-03-29,0.389
2024-03-30,0.389
2024-03-31,0.389
2024-04-01,0.393
2024-04-02,0.399
2024-04-03,0.394
2024-04-04,0.399
2024-04-05,0.395
2024-04-06,0.395
2024-04-07,0.395
2024-04-08,0.395
