,ESNT US Equity
2020-10-22,2.398
2020-10-23,2.309
2020-10-24,2.309
2020-10-25,2.309
2020-10-26,2.399
2020-10-27,2.497
2020-10-28,2.591
2020-10-29,2.542
2020-10-30,2.523
2020-10-31,2.523
2020-11-01,2.523
2020-11-02,2.467
2020-11-03,2.38
2020-11-04,2.399
2020-11-05,2.397
2020-11-06,2.451
2020-11-07,2.451
2020-11-08,2.451
2020-11-09,2.278
2020-11-10,2.265
2020-11-11,2.325
2020-11-12,2.397
2020-11-13,2.356
2020-11-14,2.356
2020-11-15,2.356
2020-11-16,2.193
2020-11-17,2.179
2020-11-18,2.217
2020-11-19,2.203
2020-11-20,2.233
2020-11-21,2.233
2020-11-22,2.233
2020-11-23,2.232
2020-11-24,2.173
2020-11-25,2.196
2020-11-26,2.196
2020-11-27,2.217
2020-11-28,2.217
2020-11-29,2.217
2020-11-30,2.284
2020-12-01,2.222
2020-12-02,2.206
2020-12-03,2.222
2020-12-04,2.183
2020-12-05,2.183
2020-12-06,2.183
2020-12-07,2.22
2020-12-08,2.253
2020-12-09,2.247
2020-12-10,2.251
2020-12-11,2.315
2020-12-12,2.315
2020-12-13,2.315
2020-12-14,2.341
2020-12-15,2.233
2020-12-16,2.182
2020-12-17,2.246
2020-12-18,2.278
2020-12-19,2.278
2020-12-20,2.278
2020-12-21,2.257
2020-12-22,2.286
2020-12-23,2.267
2020-12-24,2.281
2020-12-25,2.281
2020-12-26,2.281
2020-12-27,2.281
2020-12-28,2.294
2020-12-29,2.34
2020-12-30,2.324
2020-12-31,2.319
2021-01-01,2.319
2021-01-02,2.319
2021-01-03,2.319
2021-01-04,2.376
2021-01-05,2.349
2021-01-06,2.207
2021-01-07,2.128
2021-01-08,2.09
2021-01-09,2.09
2021-01-10,2.09
2021-01-11,2.059
2021-01-12,2.071
2021-01-13,2.079
2021-01-14,2.067
2021-01-15,2.083
2021-01-16,2.083
2021-01-17,2.083
2021-01-18,2.083
2021-01-19,2.12
2021-01-20,2.071
2021-01-21,2.141
2021-01-22,2.187
2021-01-23,2.187
2021-01-24,2.187
2021-01-25,2.227
2021-01-26,2.301
2021-01-27,2.366
2021-01-28,2.293
2021-01-29,2.395
2021-01-30,2.395
2021-01-31,2.395
2021-02-01,2.318
2021-02-02,2.293
2021-02-03,2.366
2021-02-04,2.282
2021-02-05,2.294
2021-02-06,2.294
2021-02-07,2.294
2021-02-08,2.244
2021-02-09,2.224
2021-02-10,2.239
2021-02-11,2.251
2021-02-12,2.301
2021-02-13,2.301
2021-02-14,2.301
2021-02-15,2.301
2021-02-16,2.247
2021-02-17,2.254
2021-02-18,2.309
2021-02-19,2.265
2021-02-20,2.265
2021-02-21,2.265
2021-02-22,2.313
2021-02-23,2.349
2021-02-24,2.317
2021-02-25,2.431
2021-02-26,2.43
2021-02-27,2.43
2021-02-28,2.43
2021-03-01,2.309
2021-03-02,2.368
2021-03-03,2.355
2021-03-04,2.429
2021-03-05,2.37
2021-03-06,2.37
2021-03-07,2.37
2021-03-08,2.365
2021-03-09,2.347
2021-03-10,2.268
2021-03-11,2.194
2021-03-12,2.173
2021-03-13,2.173
2021-03-14,2.173
2021-03-15,2.178
2021-03-16,2.203
2021-03-17,2.15
2021-03-18,2.249
2021-03-19,2.294
2021-03-20,2.294
2021-03-21,2.294
2021-03-22,2.332
2021-03-23,2.354
2021-03-24,2.384
2021-03-25,2.328
2021-03-26,2.247
2021-03-27,2.247
2021-03-28,2.247
2021-03-29,2.233
2021-03-30,2.186
2021-03-31,2.101
2021-04-01,2.14
2021-04-02,2.14
2021-04-03,2.14
2021-04-04,2.14
2021-04-05,2.067
2021-04-06,2.08
2021-04-07,2.055
2021-04-08,2.01
2021-04-09,2.0
2021-04-10,2.0
2021-04-11,2.0
2021-04-12,2.033
2021-04-13,2.049
2021-04-14,2.045
2021-04-15,2.045
2021-04-16,2.031
2021-04-17,2.031
2021-04-18,2.031
2021-04-19,1.996
2021-04-20,2.036
2021-04-21,1.993
2021-04-22,1.976
2021-04-23,1.931
2021-04-24,1.931
2021-04-25,1.931
2021-04-26,1.909
2021-04-27,1.884
2021-04-28,1.867
2021-04-29,1.868
2021-04-30,1.898
2021-05-01,1.898
2021-05-02,1.898
2021-05-03,1.892
2021-05-04,1.905
2021-05-05,1.919
2021-05-06,2.02
2021-05-07,2.008
2021-05-08,2.008
2021-05-09,2.008
2021-05-10,2.072
2021-05-11,2.144
2021-05-12,2.167
2021-05-13,2.103
2021-05-14,2.1
2021-05-15,2.1
2021-05-16,2.1
2021-05-17,2.077
2021-05-18,2.082
2021-05-19,2.086
2021-05-20,2.085
2021-05-21,2.079
2021-05-22,2.079
2021-05-23,2.079
2021-05-24,2.101
2021-05-25,2.129
2021-05-26,2.075
2021-05-27,2.063
2021-05-28,2.079
2021-05-29,2.079
2021-05-30,2.079
2021-05-31,2.079
2021-06-01,2.072
2021-06-02,2.092
2021-06-03,2.106
2021-06-04,2.099
2021-06-05,2.099
2021-06-06,2.099
2021-06-07,2.045
2021-06-08,2.033
2021-06-09,2.048
2021-06-10,2.091
2021-06-11,2.089
2021-06-12,2.089
2021-06-13,2.089
2021-06-14,2.095
2021-06-15,2.077
2021-06-16,2.076
2021-06-17,2.154
2021-06-18,2.227
2021-06-19,2.227
2021-06-20,2.227
2021-06-21,2.164
2021-06-22,2.148
2021-06-23,2.158
2021-06-24,2.151
2021-06-25,2.119
2021-06-26,2.119
2021-06-27,2.119
2021-06-28,2.163
2021-06-29,2.189
2021-06-30,2.212
2021-07-01,2.176
2021-07-02,2.193
2021-07-03,2.193
2021-07-04,2.193
2021-07-05,2.193
2021-07-06,2.245
2021-07-07,2.273
2021-07-08,2.302
2021-07-09,2.264
2021-07-10,2.264
2021-07-11,2.264
2021-07-12,2.218
2021-07-13,2.264
2021-07-14,2.251
2021-07-15,2.24
2021-07-16,2.264
2021-07-17,2.264
2021-07-18,2.264
2021-07-19,2.343
2021-07-20,2.288
2021-07-21,2.259
2021-07-22,2.297
2021-07-23,2.273
2021-07-24,2.273
2021-07-25,2.273
2021-07-26,2.273
2021-07-27,2.285
2021-07-28,2.245
2021-07-29,2.208
2021-07-30,2.201
2021-07-31,2.201
2021-08-01,2.201
2021-08-02,2.21
2021-08-03,2.204
2021-08-04,2.194
2021-08-05,2.151
2021-08-06,2.076
2021-08-07,2.076
2021-08-08,2.076
2021-08-09,2.101
2021-08-10,2.097
2021-08-11,2.076
2021-08-12,2.094
2021-08-13,2.089
2021-08-14,2.089
2021-08-15,2.089
2021-08-16,2.101
2021-08-17,2.131
2021-08-18,2.121
2021-08-19,2.169
2021-08-20,2.129
2021-08-21,2.129
2021-08-22,2.129
2021-08-23,2.125
2021-08-24,2.104
2021-08-25,2.11
2021-08-26,2.14
2021-08-27,2.088
2021-08-28,2.088
2021-08-29,2.088
2021-08-30,2.124
2021-08-31,2.104
2021-09-01,2.111
2021-09-02,2.102
2021-09-03,2.114
2021-09-04,2.114
2021-09-05,2.114
2021-09-06,2.114
2021-09-07,2.135
2021-09-08,2.146
2021-09-09,2.149
2021-09-10,2.197
2021-09-11,2.197
2021-09-12,2.197
2021-09-13,2.16
2021-09-14,2.223
2021-09-15,2.229
2021-09-16,2.224
2021-09-17,2.234
2021-09-18,2.234
2021-09-19,2.234
2021-09-20,2.261
2021-09-21,2.278
2021-09-22,2.241
2021-09-23,2.213
2021-09-24,2.23
2021-09-25,2.23
2021-09-26,2.23
2021-09-27,2.177
2021-09-28,2.227
2021-09-29,2.218
2021-09-30,2.251
2021-10-01,2.177
2021-10-02,2.177
2021-10-03,2.177
2021-10-04,2.199
2021-10-05,2.202
2021-10-06,2.216
2021-10-07,2.182
2021-10-08,2.158
2021-10-09,2.158
2021-10-10,2.158
2021-10-11,2.137
2021-10-12,2.097
2021-10-13,1.922
2021-10-14,1.873
2021-10-15,1.867
2021-10-16,1.867
2021-10-17,1.867
2021-10-18,1.88
2021-10-19,1.878
2021-10-20,1.844
2021-10-21,1.85
2021-10-22,1.87
2021-10-23,1.87
2021-10-24,1.87
2021-10-25,1.855
2021-10-26,1.863
2021-10-27,1.909
2021-10-28,1.924
2021-10-29,1.91
2021-10-30,1.91
2021-10-31,1.91
2021-11-01,1.857
2021-11-02,1.869
2021-11-03,1.917
2021-11-04,1.943
2021-11-05,1.903
2021-11-06,1.903
2021-11-07,1.903
2021-11-08,1.956
2021-11-09,2.017
2021-11-10,1.991
2021-11-11,1.996
2021-11-12,2.022
2021-11-13,2.022
2021-11-14,2.022
2021-11-15,2.023
2021-11-16,2.035
2021-11-17,2.059
2021-11-18,2.085
2021-11-19,2.068
2021-11-20,2.068
2021-11-21,2.068
2021-11-22,2.081
2021-11-23,2.063
2021-11-24,2.061
2021-11-25,2.061
2021-11-26,2.188
2021-11-27,2.188
2021-11-28,2.188
2021-11-29,2.225
2021-11-30,2.245
2021-12-01,2.239
2021-12-02,2.155
2021-12-03,2.194
2021-12-04,2.194
2021-12-05,2.194
2021-12-06,2.152
2021-12-07,2.119
2021-12-08,2.115
2021-12-09,2.131
2021-12-10,2.144
2021-12-11,2.144
2021-12-12,2.144
2021-12-13,2.003
2021-12-14,2.02
2021-12-15,1.994
2021-12-16,2.005
2021-12-17,2.003
2021-12-18,2.003
2021-12-19,2.003
2021-12-20,2.102
2021-12-21,2.033
2021-12-22,2.0
2021-12-23,1.981
2021-12-24,1.981
2021-12-25,1.981
2021-12-26,1.981
2021-12-27,1.961
2021-12-28,1.952
2021-12-29,1.937
2021-12-30,1.934
2021-12-31,1.935
2022-01-01,1.935
2022-01-02,1.935
2022-01-03,1.932
2022-01-04,1.905
2022-01-05,1.932
2022-01-06,1.883
2022-01-07,1.847
2022-01-08,1.847
2022-01-09,1.847
2022-01-10,1.787
2022-01-11,1.788
2022-01-12,1.781
2022-01-13,1.782
2022-01-14,1.786
2022-01-15,1.786
2022-01-16,1.786
2022-01-17,1.786
2022-01-18,1.824
2022-01-19,1.883
2022-01-20,1.908
2022-01-21,1.96
2022-01-22,1.96
2022-01-23,1.96
2022-01-24,1.941
2022-01-25,1.927
2022-01-26,1.94
2022-01-27,2.008
2022-01-28,1.977
2022-01-29,1.977
2022-01-30,1.977
2022-01-31,1.931
2022-02-01,1.914
2022-02-02,1.932
2022-02-03,1.954
2022-02-04,1.931
2022-02-05,1.931
2022-02-06,1.931
2022-02-07,1.919
2022-02-08,1.879
2022-02-09,1.908
2022-02-10,1.932
2022-02-11,1.924
2022-02-12,1.924
2022-02-13,1.924
2022-02-14,2.033
2022-02-15,1.981
2022-02-16,1.978
2022-02-17,2.062
2022-02-18,2.051
2022-02-19,2.051
2022-02-20,2.051
2022-02-21,2.051
2022-02-22,2.077
2022-02-23,2.11
2022-02-24,2.142
2022-02-25,2.079
2022-02-26,2.079
2022-02-27,2.079
2022-02-28,2.09
2022-03-01,2.165
2022-03-02,2.088
2022-03-03,2.113
2022-03-04,2.179
2022-03-05,2.179
2022-03-06,2.179
2022-03-07,2.286
2022-03-08,2.332
2022-03-09,2.241
2022-03-10,2.248
2022-03-11,2.25
2022-03-12,2.25
2022-03-13,2.25
2022-03-14,2.197
2022-03-15,2.195
2022-03-16,2.179
2022-03-17,2.218
2022-03-18,2.205
2022-03-19,2.205
2022-03-20,2.205
2022-03-21,2.212
2022-03-22,2.178
2022-03-23,2.242
2022-03-24,2.185
2022-03-25,2.172
2022-03-26,2.172
2022-03-27,2.172
2022-03-28,2.273
2022-03-29,2.243
2022-03-30,2.29
2022-03-31,2.33
2022-04-01,2.336
2022-04-02,2.336
2022-04-03,2.336
2022-04-04,2.35
2022-04-05,2.347
2022-04-06,2.388
2022-04-07,2.374
2022-04-08,2.368
2022-04-09,2.368
2022-04-10,2.368
2022-04-11,2.356
2022-04-12,2.375
2022-04-13,2.323
2022-04-14,2.286
2022-04-15,2.286
2022-04-16,2.286
2022-04-17,2.286
2022-04-18,2.26
2022-04-19,2.218
2022-04-20,2.173
2022-04-21,2.189
2022-04-22,2.315
2022-04-23,2.315
2022-04-24,2.315
2022-04-25,2.294
2022-04-26,2.341
2022-04-27,2.35
2022-04-28,2.29
2022-04-29,2.351
2022-04-30,2.351
2022-05-01,2.351
2022-05-02,2.326
2022-05-03,2.263
2022-05-04,2.214
2022-05-05,2.3
2022-05-06,2.296
2022-05-07,2.296
2022-05-08,2.296
2022-05-09,2.351
2022-05-10,2.365
2022-05-11,2.39
2022-05-12,2.398
2022-05-13,2.379
2022-05-14,2.379
2022-05-15,2.379
2022-05-16,2.389
2022-05-17,2.272
2022-05-18,2.366
2022-05-19,2.34
2022-05-20,2.39
2022-05-21,2.39
2022-05-22,2.39
2022-05-23,2.36
2022-05-24,2.399
2022-05-25,2.359
2022-05-26,2.288
2022-05-27,2.264
2022-05-28,2.264
2022-05-29,2.264
2022-05-30,2.264
2022-05-31,2.25
2022-06-01,2.273
2022-06-02,2.243
2022-06-03,2.275
2022-06-04,2.275
2022-06-05,2.275
2022-06-06,2.245
2022-06-07,2.2
2022-06-08,2.24
2022-06-09,2.263
2022-06-10,2.356
2022-06-11,2.356
2022-06-12,2.356
2022-06-13,2.479
2022-06-14,2.485
2022-06-15,2.495
2022-06-16,2.699
2022-06-17,2.607
2022-06-18,2.607
2022-06-19,2.607
2022-06-20,2.607
2022-06-21,2.605
2022-06-22,2.617
2022-06-23,2.546
2022-06-24,2.447
2022-06-25,2.447
2022-06-26,2.447
2022-06-27,2.444
2022-06-28,2.463
2022-06-29,2.465
2022-06-30,2.475
2022-07-01,2.436
2022-07-02,2.436
2022-07-03,2.436
2022-07-04,2.436
2022-07-05,2.526
2022-07-06,2.532
2022-07-07,2.515
2022-07-08,2.507
2022-07-09,2.507
2022-07-10,2.507
2022-07-11,2.516
2022-07-12,2.511
2022-07-13,2.505
2022-07-14,2.489
2022-07-15,2.442
2022-07-16,2.442
2022-07-17,2.442
2022-07-18,2.493
2022-07-19,2.426
2022-07-20,2.408
2022-07-21,2.396
2022-07-22,2.408
2022-07-23,2.408
2022-07-24,2.408
2022-07-25,2.347
2022-07-26,2.37
2022-07-27,2.35
2022-07-28,2.323
2022-07-29,2.301
2022-07-30,2.301
2022-07-31,2.301
2022-08-01,2.242
2022-08-02,2.273
2022-08-03,2.238
2022-08-04,2.219
2022-08-05,2.364
2022-08-06,2.364
2022-08-07,2.364
2022-08-08,2.372
2022-08-09,2.419
2022-08-10,2.367
2022-08-11,2.359
2022-08-12,2.315
2022-08-13,2.315
2022-08-14,2.315
2022-08-15,2.311
2022-08-16,2.263
2022-08-17,2.278
2022-08-18,2.27
2022-08-19,2.311
2022-08-20,2.311
2022-08-21,2.311
2022-08-22,2.379
2022-08-23,2.381
2022-08-24,2.418
2022-08-25,2.385
2022-08-26,2.446
2022-08-27,2.446
2022-08-28,2.446
2022-08-29,2.461
2022-08-30,2.469
2022-08-31,2.49
2022-09-01,2.548
2022-09-02,2.563
2022-09-03,2.563
2022-09-04,2.563
2022-09-05,2.563
2022-09-06,2.586
2022-09-07,2.538
2022-09-08,2.515
2022-09-09,2.448
2022-09-10,2.448
2022-09-11,2.448
2022-09-12,2.431
2022-09-13,2.525
2022-09-14,2.549
2022-09-15,2.544
2022-09-16,2.559
2022-09-17,2.559
2022-09-18,2.559
2022-09-19,2.533
2022-09-20,2.563
2022-09-21,2.611
2022-09-22,2.696
2022-09-23,2.766
2022-09-24,2.766
2022-09-25,2.766
2022-09-26,2.84
2022-09-27,2.87
2022-09-28,2.823
2022-09-29,2.804
2022-09-30,2.856
2022-10-01,2.856
2022-10-02,2.856
2022-10-03,2.763
2022-10-04,2.619
2022-10-05,2.646
2022-10-06,2.668
2022-10-07,2.765
2022-10-08,2.765
2022-10-09,2.765
2022-10-10,2.828
2022-10-11,2.807
2022-10-12,2.83
2022-10-13,2.73
2022-10-14,2.802
2022-10-15,2.802
2022-10-16,2.802
2022-10-17,2.71
2022-10-18,2.686
2022-10-19,2.739
2022-10-20,2.781
2022-10-21,2.752
2022-10-22,2.752
2022-10-23,2.752
2022-10-24,2.71
2022-10-25,2.626
2022-10-26,2.617
2022-10-27,2.584
2022-10-28,2.534
2022-10-29,2.534
2022-10-30,2.534
2022-10-31,2.516
2022-11-01,2.523
2022-11-02,2.571
2022-11-03,2.603
2022-11-04,2.66
2022-11-05,2.66
2022-11-06,2.66
2022-11-07,2.649
2022-11-08,2.672
2022-11-09,2.74
2022-11-10,2.618
2022-11-11,2.673
2022-11-12,2.673
2022-11-13,2.673
2022-11-14,2.724
2022-11-15,2.729
2022-11-16,2.76
2022-11-17,2.738
2022-11-18,2.708
2022-11-19,2.708
2022-11-20,2.708
2022-11-21,2.705
2022-11-22,2.635
2022-11-23,2.61
2022-11-24,2.61
2022-11-25,2.63
2022-11-26,2.63
2022-11-27,2.63
2022-11-28,2.673
2022-11-29,2.664
2022-11-30,2.577
2022-12-01,2.572
2022-12-02,2.609
2022-12-03,2.609
2022-12-04,2.609
2022-12-05,2.714
2022-12-06,2.707
2022-12-07,2.696
2022-12-08,2.691
2022-12-09,2.694
2022-12-10,2.694
2022-12-11,2.694
2022-12-12,2.66
2022-12-13,2.659
2022-12-14,2.666
2022-12-15,2.668
2022-12-16,2.707
2022-12-17,2.707
2022-12-18,2.707
2022-12-19,2.715
2022-12-20,2.676
2022-12-21,2.578
2022-12-22,2.633
2022-12-23,2.609
2022-12-24,2.609
2022-12-25,2.609
2022-12-26,2.609
2022-12-27,2.607
2022-12-28,2.645
2022-12-29,2.591
2022-12-30,2.615
2022-12-31,2.615
2023-01-01,2.615
2023-01-02,2.615
2023-01-03,2.574
2023-01-04,2.573
2023-01-05,2.636
2023-01-06,2.637
2023-01-07,2.637
2023-01-08,2.637
2023-01-09,2.655
2023-01-10,2.603
2023-01-11,2.55
2023-01-12,2.537
2023-01-13,2.54
2023-01-14,2.54
2023-01-15,2.54
2023-01-16,2.54
2023-01-17,2.539
2023-01-18,2.53
2023-01-19,2.523
2023-01-20,2.484
2023-01-21,2.484
2023-01-22,2.484
2023-01-23,2.488
2023-01-24,2.501
2023-01-25,2.469
2023-01-26,2.383
2023-01-27,2.367
2023-01-28,2.367
2023-01-29,2.367
2023-01-30,2.383
2023-01-31,2.309
2023-02-01,2.295
2023-02-02,2.294
2023-02-03,2.301
2023-02-04,2.301
2023-02-05,2.301
2023-02-06,2.369
2023-02-07,2.337
2023-02-08,2.366
2023-02-09,2.396
2023-02-10,2.445
2023-02-11,2.445
2023-02-12,2.445
2023-02-13,2.476
2023-02-14,2.465
2023-02-15,2.46
2023-02-16,2.483
2023-02-17,2.474
2023-02-18,2.474
2023-02-19,2.474
2023-02-20,2.474
2023-02-21,2.543
2023-02-22,2.534
2023-02-23,2.5
2023-02-24,2.509
2023-02-25,2.509
2023-02-26,2.509
2023-02-27,2.501
2023-02-28,2.506
2023-03-01,2.496
2023-03-02,2.477
2023-03-03,2.462
2023-03-04,2.462
2023-03-05,2.462
2023-03-06,2.464
2023-03-07,2.475
2023-03-08,2.478
2023-03-09,2.595
2023-03-10,2.686
2023-03-11,2.686
2023-03-12,2.686
2023-03-13,2.815
2023-03-14,2.79
2023-03-15,2.849
2023-03-16,2.768
2023-03-17,2.909
2023-03-18,2.909
2023-03-19,2.909
2023-03-20,2.825
2023-03-21,2.763
2023-03-22,2.798
2023-03-23,2.823
2023-03-24,2.746
2023-03-25,2.746
2023-03-26,2.746
2023-03-27,2.716
2023-03-28,2.714
2023-03-29,2.682
2023-03-30,2.696
2023-03-31,2.672
2023-04-01,2.672
2023-04-02,2.672
2023-04-03,2.662
2023-04-04,2.726
2023-04-05,2.705
2023-04-06,2.69
2023-04-07,2.69
2023-04-08,2.69
2023-04-09,2.69
2023-04-10,2.69
2023-04-11,2.617
2023-04-12,2.597
2023-04-13,2.577
2023-04-14,2.567
2023-04-15,2.567
2023-04-16,2.567
2023-04-17,2.56
2023-04-18,2.563
2023-04-19,2.551
2023-04-20,2.558
2023-04-21,2.557
2023-04-22,2.557
2023-04-23,2.557
2023-04-24,2.575
2023-04-25,2.603
2023-04-26,2.63
2023-04-27,2.578
2023-04-28,2.519
2023-04-29,2.519
2023-04-30,2.519
2023-05-01,2.521
2023-05-02,2.576
2023-05-03,2.562
2023-05-04,2.608
2023-05-05,2.511
2023-05-06,2.511
2023-05-07,2.511
2023-05-08,2.449
2023-05-09,2.424
2023-05-10,2.419
2023-05-11,2.418
2023-05-12,2.437
2023-05-13,2.437
2023-05-14,2.437
2023-05-15,2.388
2023-05-16,2.418
2023-05-17,2.367
2023-05-18,2.335
2023-05-19,2.358
2023-05-20,2.358
2023-05-21,2.358
2023-05-22,2.372
2023-05-23,2.388
2023-05-24,2.422
2023-05-25,2.409
2023-05-26,2.379
2023-05-27,2.379
2023-05-28,2.379
2023-05-29,2.379
2023-05-30,2.352
2023-05-31,2.391
2023-06-01,2.348
2023-06-02,2.287
2023-06-03,2.287
2023-06-04,2.287
2023-06-05,2.346
2023-06-06,2.28
2023-06-07,2.234
2023-06-08,2.26
2023-06-09,2.266
2023-06-10,2.266
2023-06-11,2.266
2023-06-12,2.279
2023-06-13,2.302
2023-06-14,2.341
2023-06-15,2.32
2023-06-16,2.338
2023-06-17,2.338
2023-06-18,2.338
2023-06-19,2.338
2023-06-20,2.338
2023-06-21,2.36
2023-06-22,2.36
2023-06-23,2.377
2023-06-24,2.377
2023-06-25,2.377
2023-06-26,2.379
2023-06-27,2.34
2023-06-28,2.292
2023-06-29,2.262
2023-06-30,2.256
2023-07-01,2.256
2023-07-02,2.256
2023-07-03,2.233
2023-07-04,2.233
2023-07-05,2.28
2023-07-06,2.317
2023-07-07,2.292
2023-07-08,2.292
2023-07-09,2.292
2023-07-10,2.291
2023-07-11,2.267
2023-07-12,2.234
2023-07-13,2.219
2023-07-14,2.222
2023-07-15,2.222
2023-07-16,2.222
2023-07-17,2.187
2023-07-18,2.17
2023-07-19,2.158
2023-07-20,2.15
2023-07-21,2.161
2023-07-22,2.161
2023-07-23,2.161
2023-07-24,2.143
2023-07-25,2.147
2023-07-26,2.128
2023-07-27,2.136
2023-07-28,2.137
2023-07-29,2.137
2023-07-30,2.137
2023-07-31,2.143
2023-08-01,2.141
2023-08-02,2.098
2023-08-03,2.079
2023-08-04,2.015
2023-08-05,2.015
2023-08-06,2.015
2023-08-07,1.998
2023-08-08,2.009
2023-08-09,2.018
2023-08-10,2.041
2023-08-11,2.031
2023-08-12,2.031
2023-08-13,2.031
2023-08-14,2.027
2023-08-15,2.059
2023-08-16,2.102
2023-08-17,2.111
2023-08-18,2.112
2023-08-19,2.112
2023-08-20,2.112
2023-08-21,2.126
2023-08-22,2.143
2023-08-23,2.121
2023-08-24,2.108
2023-08-25,2.102
2023-08-26,2.102
2023-08-27,2.102
2023-08-28,2.11
2023-08-29,2.098
2023-08-30,2.101
2023-08-31,2.106
2023-09-01,2.084
2023-09-02,2.084
