,MKC US Equity
2020-08-24,1.329
2020-08-25,1.329
2020-08-26,1.312
2020-08-27,1.312
2020-08-28,1.318
2020-08-29,1.318
2020-08-30,1.318
2020-08-31,1.307
2020-09-01,1.309
2020-09-02,1.285
2020-09-03,1.321
2020-09-04,1.335
2020-09-05,1.335
2020-09-06,1.335
2020-09-07,1.335
2020-09-08,1.365
2020-09-09,1.33
2020-09-10,1.36
2020-09-11,1.357
2020-09-12,1.357
2020-09-13,1.357
2020-09-14,1.347
2020-09-15,1.345
2020-09-16,1.357
2020-09-17,1.399
2020-09-18,1.419
2020-09-19,1.419
2020-09-20,1.419
2020-09-21,1.416
2020-09-22,1.401
2020-09-23,1.453
2020-09-24,1.427
2020-09-25,1.407
2020-09-26,1.407
2020-09-27,1.407
2020-09-28,1.381
2020-09-29,1.42
2020-09-30,1.37
2020-10-01,1.376
2020-10-02,1.375
2020-10-03,1.375
2020-10-04,1.375
2020-10-05,1.359
2020-10-06,1.383
2020-10-07,1.365
2020-10-08,1.364
2020-10-09,1.352
2020-10-10,1.352
2020-10-11,1.352
2020-10-12,1.319
2020-10-13,1.324
2020-10-14,1.339
2020-10-15,1.331
2020-10-16,1.329
2020-10-17,1.329
2020-10-18,1.329
2020-10-19,1.342
2020-10-20,1.353
2020-10-21,1.357
2020-10-22,1.362
2020-10-23,1.349
2020-10-24,1.349
2020-10-25,1.349
2020-10-26,1.366
2020-10-27,1.379
2020-10-28,1.428
2020-10-29,1.441
2020-10-30,1.468
2020-10-31,1.468
2020-11-01,1.468
2020-11-02,1.431
2020-11-03,1.412
2020-11-04,1.403
2020-11-05,1.406
2020-11-06,1.405
2020-11-07,1.405
2020-11-08,1.405
2020-11-09,1.486
2020-11-10,1.457
2020-11-11,1.418
2020-11-12,1.433
2020-11-13,1.436
2020-11-14,1.436
2020-11-15,1.436
2020-11-16,1.439
2020-11-17,1.451
2020-11-18,1.455
2020-11-19,1.447
2020-11-20,1.443
2020-11-21,1.443
2020-11-22,1.443
2020-11-23,1.457
2020-11-24,1.492
2020-11-25,1.499
2020-11-26,1.499
2020-11-27,1.492
2020-11-28,1.492
2020-11-29,1.492
2020-11-30,1.488
2020-12-01,1.486
2020-12-02,2.525
2020-12-03,2.492
2020-12-04,2.457
2020-12-05,2.457
2020-12-06,2.457
2020-12-07,2.492
2020-12-08,2.47
2020-12-09,2.479
2020-12-10,2.481
2020-12-11,2.471
2020-12-12,2.471
2020-12-13,2.471
2020-12-14,2.475
2020-12-15,2.515
2020-12-16,2.49
2020-12-17,2.44
2020-12-18,2.472
2020-12-19,2.472
2020-12-20,2.472
2020-12-21,2.464
2020-12-22,2.483
2020-12-23,2.483
2020-12-24,2.47
2020-12-25,2.47
2020-12-26,2.47
2020-12-27,2.47
2020-12-28,2.471
2020-12-29,2.435
2020-12-30,2.432
2020-12-31,2.406
2021-01-01,2.406
2021-01-02,2.406
2021-01-03,2.406
2021-01-04,2.447
2021-01-05,2.441
2021-01-06,2.449
2021-01-07,2.427
2021-01-08,2.416
2021-01-09,2.416
2021-01-10,2.416
2021-01-11,2.457
2021-01-12,2.488
2021-01-13,2.466
2021-01-14,2.51
2021-01-15,2.462
2021-01-16,2.462
2021-01-17,2.462
2021-01-18,2.462
2021-01-19,2.473
2021-01-20,2.507
2021-01-21,1.516
2021-01-22,1.509
2021-01-23,1.509
2021-01-24,1.509
2021-01-25,1.466
2021-01-26,1.443
2021-01-27,1.474
2021-01-28,1.523
2021-01-29,1.548
2021-01-30,1.548
2021-01-31,1.548
2021-02-01,1.555
2021-02-02,1.549
2021-02-03,1.563
2021-02-04,1.56
2021-02-05,1.536
2021-02-06,1.536
2021-02-07,1.536
2021-02-08,1.526
2021-02-09,1.527
2021-02-10,1.527
2021-02-11,1.543
2021-02-12,1.547
2021-02-13,1.547
2021-02-14,1.547
2021-02-15,1.547
2021-02-16,1.595
2021-02-17,1.613
2021-02-18,1.603
2021-02-19,1.648
2021-02-20,1.648
2021-02-21,1.648
2021-02-22,1.651
2021-02-23,1.643
2021-02-24,1.635
2021-02-25,1.643
2021-02-26,1.645
2021-02-27,1.645
2021-02-28,1.645
2021-03-01,1.64
2021-03-02,1.633
2021-03-03,1.667
2021-03-04,1.672
2021-03-05,1.642
2021-03-06,1.642
2021-03-07,1.642
2021-03-08,1.648
2021-03-09,1.631
2021-03-10,1.614
2021-03-11,1.616
2021-03-12,1.597
2021-03-13,1.597
2021-03-14,1.597
2021-03-15,1.587
2021-03-16,1.589
2021-03-17,1.6
2021-03-18,1.606
2021-03-19,1.602
2021-03-20,1.602
2021-03-21,1.602
2021-03-22,1.578
2021-03-23,1.583
2021-03-24,1.584
2021-03-25,1.563
2021-03-26,1.537
2021-03-27,1.537
2021-03-28,1.537
2021-03-29,1.538
2021-03-30,1.542
2021-03-31,1.555
2021-04-01,1.554
2021-04-02,1.554
2021-04-03,1.554
2021-04-04,1.554
2021-04-05,1.556
2021-04-06,1.545
2021-04-07,1.555
2021-04-08,1.547
2021-04-09,1.568
2021-04-10,1.568
2021-04-11,1.568
2021-04-12,1.565
2021-04-13,1.569
2021-04-14,1.571
2021-04-15,1.561
2021-04-16,1.556
2021-04-17,1.556
2021-04-18,1.556
2021-04-19,1.555
2021-04-20,1.524
2021-04-21,1.503
2021-04-22,1.511
2021-04-23,1.51
2021-04-24,1.51
2021-04-25,1.51
2021-04-26,1.529
2021-04-27,1.537
2021-04-28,1.546
2021-04-29,1.524
2021-04-30,1.529
2021-05-01,1.529
2021-05-02,1.529
2021-05-03,1.519
2021-05-04,1.528
2021-05-05,1.527
2021-05-06,1.531
2021-05-07,1.546
2021-05-08,1.546
2021-05-09,1.546
2021-05-10,1.523
2021-05-11,1.539
2021-05-12,1.553
2021-05-13,1.53
2021-05-14,1.542
2021-05-15,1.542
2021-05-16,1.542
2021-05-17,1.549
2021-05-18,1.549
2021-05-19,1.538
2021-05-20,1.52
2021-05-21,1.524
2021-05-22,1.524
2021-05-23,1.524
2021-05-24,1.524
2021-05-25,1.53
2021-05-26,1.54
2021-05-27,1.557
2021-05-28,1.551
2021-05-29,1.551
2021-05-30,1.551
2021-05-31,1.551
2021-06-01,1.553
2021-06-02,1.54
2021-06-03,1.54
2021-06-04,1.538
2021-06-05,1.538
2021-06-06,1.538
2021-06-07,1.543
2021-06-08,1.561
2021-06-09,1.567
2021-06-10,1.556
2021-06-11,1.555
2021-06-12,1.555
2021-06-13,1.555
2021-06-14,1.548
2021-06-15,1.556
2021-06-16,1.577
2021-06-17,1.578
2021-06-18,1.604
2021-06-19,1.604
2021-06-20,1.604
2021-06-21,1.584
2021-06-22,1.583
2021-06-23,1.604
2021-06-24,1.601
2021-06-25,1.582
2021-06-26,1.582
2021-06-27,1.582
2021-06-28,1.567
2021-06-29,1.576
2021-06-30,1.564
2021-07-01,1.676
2021-07-02,1.664
2021-07-03,1.664
2021-07-04,1.664
2021-07-05,1.664
2021-07-06,1.674
2021-07-07,1.672
2021-07-08,1.693
2021-07-09,1.686
2021-07-10,1.686
2021-07-11,1.686
2021-07-12,1.694
2021-07-13,1.714
2021-07-14,1.704
2021-07-15,1.687
2021-07-16,1.671
2021-07-17,1.671
2021-07-18,1.671
2021-07-19,1.657
2021-07-20,1.675
2021-07-21,1.716
2021-07-22,1.733
2021-07-23,1.713
2021-07-24,1.713
2021-07-25,1.713
2021-07-26,1.72
2021-07-27,1.713
2021-07-28,1.734
2021-07-29,1.743
2021-07-30,1.745
2021-07-31,1.745
2021-08-01,1.745
2021-08-02,1.746
2021-08-03,1.753
2021-08-04,1.766
2021-08-05,1.764
2021-08-06,1.76
2021-08-07,1.76
2021-08-08,1.76
2021-08-09,1.755
2021-08-10,1.743
2021-08-11,1.718
2021-08-12,1.714
2021-08-13,1.694
2021-08-14,1.694
2021-08-15,1.694
2021-08-16,1.681
2021-08-17,1.672
2021-08-18,1.701
2021-08-19,1.679
2021-08-20,1.677
2021-08-21,1.677
2021-08-22,1.677
2021-08-23,1.693
2021-08-24,1.71
2021-08-25,1.716
2021-08-26,1.729
2021-08-27,1.723
2021-08-28,1.723
2021-08-29,1.723
2021-08-30,1.719
2021-08-31,1.702
2021-09-01,1.68
2021-09-02,1.668
2021-09-03,1.667
2021-09-04,1.667
2021-09-05,1.667
2021-09-06,1.667
2021-09-07,1.689
2021-09-08,1.662
2021-09-09,1.693
2021-09-10,1.717
2021-09-11,1.717
2021-09-12,1.717
2021-09-13,1.725
2021-09-14,1.726
2021-09-15,1.721
2021-09-16,1.705
2021-09-17,1.702
2021-09-18,1.702
2021-09-19,1.702
2021-09-20,1.715
2021-09-21,1.718
2021-09-22,1.721
2021-09-23,1.732
2021-09-24,1.737
2021-09-25,1.737
2021-09-26,1.737
2021-09-27,1.741
2021-09-28,1.764
2021-09-29,1.755
2021-09-30,1.812
2021-10-01,1.82
2021-10-02,1.82
2021-10-03,1.82
2021-10-04,1.82
2021-10-05,1.835
2021-10-06,1.829
2021-10-07,1.826
2021-10-08,1.844
2021-10-09,1.844
2021-10-10,1.844
2021-10-11,1.865
2021-10-12,1.872
2021-10-13,1.854
2021-10-14,1.822
2021-10-15,1.836
2021-10-16,1.836
2021-10-17,1.836
2021-10-18,1.842
2021-10-19,1.831
2021-10-20,1.812
2021-10-21,1.821
2021-10-22,1.811
2021-10-23,1.811
2021-10-24,1.811
2021-10-25,1.813
2021-10-26,1.804
2021-10-27,1.817
2021-10-28,1.801
2021-10-29,1.823
2021-10-30,1.823
2021-10-31,1.823
2021-11-01,1.812
2021-11-02,1.797
2021-11-03,1.778
2021-11-04,1.798
2021-11-05,1.8
2021-11-06,1.8
2021-11-07,1.8
2021-11-08,1.821
2021-11-09,1.806
2021-11-10,1.777
2021-11-11,1.795
2021-11-12,1.789
2021-11-13,1.789
2021-11-14,1.789
2021-11-15,1.768
2021-11-16,1.752
2021-11-17,1.742
2021-11-18,1.75
2021-11-19,1.742
2021-11-20,1.742
2021-11-21,1.742
2021-11-22,1.725
2021-11-23,1.712
2021-11-24,1.711
2021-11-25,1.711
2021-11-26,1.71
2021-11-27,1.71
2021-11-28,1.71
2021-11-29,1.681
2021-11-30,1.704
2021-12-01,1.69
2021-12-02,1.681
2021-12-03,1.652
2021-12-04,1.652
2021-12-05,1.652
2021-12-06,1.623
2021-12-07,1.665
2021-12-08,1.65
2021-12-09,1.648
2021-12-10,1.616
2021-12-11,1.616
2021-12-12,1.616
2021-12-13,1.571
2021-12-14,1.597
2021-12-15,1.586
2021-12-16,1.545
2021-12-17,1.554
2021-12-18,1.554
2021-12-19,1.554
2021-12-20,1.557
2021-12-21,1.572
2021-12-22,1.566
2021-12-23,1.572
2021-12-24,1.572
2021-12-25,1.572
2021-12-26,1.572
2021-12-27,1.554
2021-12-28,1.54
2021-12-29,1.529
2021-12-30,1.524
2021-12-31,1.508
2022-01-01,1.508
2022-01-02,1.508
2022-01-03,1.52
2022-01-04,1.51
2022-01-05,1.503
2022-01-06,1.51
2022-01-07,1.517
2022-01-08,1.517
2022-01-09,1.517
2022-01-10,1.54
2022-01-11,1.53
2022-01-12,1.527
2022-01-13,1.525
2022-01-14,1.512
2022-01-15,1.512
2022-01-16,1.512
2022-01-17,1.512
2022-01-18,1.495
2022-01-19,1.516
2022-01-20,1.528
2022-01-21,1.522
2022-01-22,1.522
2022-01-23,1.522
2022-01-24,1.547
2022-01-25,1.566
2022-01-26,1.584
2022-01-27,1.773
2022-01-28,1.779
2022-01-29,1.779
2022-01-30,1.779
2022-01-31,1.742
2022-02-01,1.739
2022-02-02,1.719
2022-02-03,1.698
2022-02-04,1.718
2022-02-05,1.718
2022-02-06,1.718
2022-02-07,1.715
2022-02-08,1.706
2022-02-09,1.708
2022-02-10,1.74
2022-02-11,1.734
2022-02-12,1.734
2022-02-13,1.734
2022-02-14,1.74
2022-02-15,1.745
2022-02-16,1.776
2022-02-17,1.782
2022-02-18,1.787
2022-02-19,1.787
2022-02-20,1.787
2022-02-21,1.787
2022-02-22,1.802
2022-02-23,1.809
2022-02-24,1.857
2022-02-25,1.816
2022-02-26,1.816
2022-02-27,1.816
2022-02-28,1.836
2022-03-01,1.815
2022-03-02,1.795
2022-03-03,1.755
2022-03-04,1.69
2022-03-05,1.69
2022-03-06,1.69
2022-03-07,1.679
2022-03-08,1.791
2022-03-09,1.777
2022-03-10,1.784
2022-03-11,1.81
2022-03-12,1.81
2022-03-13,1.81
2022-03-14,1.779
2022-03-15,1.772
2022-03-16,1.798
2022-03-17,1.797
2022-03-18,1.809
2022-03-19,1.809
2022-03-20,1.809
2022-03-21,1.8
2022-03-22,1.799
2022-03-23,1.811
2022-03-24,1.801
2022-03-25,1.778
2022-03-26,1.778
2022-03-27,1.778
2022-03-28,1.784
2022-03-29,1.8
2022-03-30,1.769
2022-03-31,1.724
2022-04-01,1.688
2022-04-02,1.688
2022-04-03,1.688
2022-04-04,1.697
2022-04-05,1.674
2022-04-06,1.678
2022-04-07,1.67
2022-04-08,1.678
2022-04-09,1.678
2022-04-10,1.678
2022-04-11,1.679
2022-04-12,1.68
2022-04-13,1.68
2022-04-14,1.688
2022-04-15,1.688
2022-04-16,1.688
2022-04-17,1.688
2022-04-18,1.71
2022-04-19,1.688
2022-04-20,1.648
2022-04-21,1.644
2022-04-22,1.676
2022-04-23,1.676
2022-04-24,1.676
2022-04-25,1.674
2022-04-26,1.704
2022-04-27,1.678
2022-04-28,1.649
2022-04-29,1.701
2022-04-30,1.701
2022-05-01,1.701
2022-05-02,1.747
2022-05-03,1.754
2022-05-04,1.724
2022-05-05,1.777
2022-05-06,1.757
2022-05-07,1.757
2022-05-08,1.757
2022-05-09,1.74
2022-05-10,1.75
2022-05-11,1.747
2022-05-12,1.751
2022-05-13,1.709
2022-05-14,1.709
2022-05-15,1.709
2022-05-16,1.698
2022-05-17,1.697
2022-05-18,1.87
2022-05-19,1.916
2022-05-20,1.898
2022-05-21,1.898
2022-05-22,1.898
2022-05-23,1.871
2022-05-24,1.829
2022-05-25,1.835
2022-05-26,1.864
2022-05-27,1.844
2022-05-28,1.844
2022-05-29,1.844
2022-05-30,1.844
2022-05-31,1.849
2022-06-01,1.889
2022-06-02,1.882
2022-06-03,1.908
2022-06-04,1.908
2022-06-05,1.908
2022-06-06,1.91
2022-06-07,1.912
2022-06-08,1.916
2022-06-09,1.962
2022-06-10,1.948
2022-06-11,1.948
2022-06-12,1.948
2022-06-13,1.976
2022-06-14,2.045
2022-06-15,2.047
2022-06-16,2.069
2022-06-17,2.077
2022-06-18,2.077
2022-06-19,2.077
2022-06-20,2.077
2022-06-21,2.051
2022-06-22,2.054
2022-06-23,2.005
2022-06-24,1.951
2022-06-25,1.951
2022-06-26,1.951
2022-06-27,1.95
2022-06-28,1.974
2022-06-29,2.002
2022-06-30,2.084
2022-07-01,2.099
2022-07-02,2.099
2022-07-03,2.099
2022-07-04,2.099
2022-07-05,2.063
2022-07-06,2.079
2022-07-07,2.098
2022-07-08,2.104
2022-07-09,2.104
2022-07-10,2.104
2022-07-11,2.098
2022-07-12,2.1
2022-07-13,2.078
2022-07-14,2.095
2022-07-15,2.113
2022-07-16,2.113
2022-07-17,2.113
2022-07-18,2.134
2022-07-19,2.107
2022-07-20,2.106
2022-07-21,2.081
2022-07-22,2.053
2022-07-23,2.053
2022-07-24,2.053
2022-07-25,2.042
2022-07-26,2.035
2022-07-27,2.022
2022-07-28,1.973
2022-07-29,1.977
2022-07-30,1.977
2022-07-31,1.977
2022-08-01,1.969
2022-08-02,1.954
2022-08-03,1.954
2022-08-04,1.956
2022-08-05,1.955
2022-08-06,1.955
2022-08-07,1.955
2022-08-08,1.937
2022-08-09,1.912
2022-08-10,1.923
2022-08-11,1.927
2022-08-12,1.963
2022-08-13,1.963
2022-08-14,1.963
2022-08-15,1.938
2022-08-16,1.925
2022-08-17,1.923
2022-08-18,1.876
2022-08-19,1.882
2022-08-20,1.882
2022-08-21,1.882
2022-08-22,1.912
2022-08-23,1.94
2022-08-24,1.945
2022-08-25,1.94
2022-08-26,1.994
2022-08-27,1.994
2022-08-28,1.994
2022-08-29,2.011
2022-08-30,2.037
2022-08-31,2.054
2022-09-01,2.037
2022-09-02,2.08
2022-09-03,2.08
2022-09-04,2.08
2022-09-05,2.08
2022-09-06,2.101
2022-09-07,2.032
2022-09-08,2.178
2022-09-09,2.162
2022-09-10,2.162
2022-09-11,2.162
2022-09-12,2.122
2022-09-13,2.173
2022-09-14,2.175
2022-09-15,2.204
2022-09-16,2.186
2022-09-17,2.186
2022-09-18,2.186
2022-09-19,2.194
2022-09-20,2.237
2022-09-21,2.238
2022-09-22,2.257
2022-09-23,2.276
2022-09-24,2.276
2022-09-25,2.276
2022-09-26,2.296
2022-09-27,2.324
2022-09-28,2.306
2022-09-29,2.354
2022-09-30,2.428
2022-10-01,2.428
2022-10-02,2.428
2022-10-03,2.389
2022-10-04,2.325
2022-10-05,2.36
2022-10-06,2.392
2022-10-07,2.348
2022-10-08,2.348
2022-10-09,2.348
2022-10-10,2.273
2022-10-11,2.274
2022-10-12,2.315
2022-10-13,2.303
2022-10-14,2.345
2022-10-15,2.345
2022-10-16,2.345
2022-10-17,2.342
2022-10-18,2.311
2022-10-19,2.309
2022-10-20,2.369
2022-10-21,2.335
2022-10-22,2.335
2022-10-23,2.335
2022-10-24,2.315
2022-10-25,2.265
2022-10-26,2.257
2022-10-27,2.222
2022-10-28,2.177
2022-10-29,2.177
2022-10-30,2.177
2022-10-31,2.193
2022-11-01,2.194
2022-11-02,2.233
2022-11-03,2.247
2022-11-04,2.182
2022-11-05,2.182
2022-11-06,2.182
2022-11-07,2.157
2022-11-08,2.137
2022-11-09,2.177
2022-11-10,2.107
2022-11-11,2.059
2022-11-12,2.059
2022-11-13,2.059
2022-11-14,2.084
2022-11-15,2.062
2022-11-16,2.062
2022-11-17,2.075
2022-11-18,2.059
2022-11-19,2.059
2022-11-20,2.059
2022-11-21,2.025
2022-11-22,2.002
2022-11-23,2.003
2022-11-24,2.003
2022-11-25,2.031
2022-11-26,2.031
2022-11-27,2.031
2022-11-28,2.059
2022-11-29,2.059
2022-11-30,2.025
2022-12-01,2.012
2022-12-02,1.996
2022-12-03,1.996
2022-12-04,1.996
2022-12-05,2.03
2022-12-06,2.022
2022-12-07,1.999
2022-12-08,1.992
2022-12-09,2.0
2022-12-10,2.0
2022-12-11,2.0
2022-12-12,1.984
2022-12-13,1.989
2022-12-14,1.997
2022-12-15,2.039
2022-12-16,2.065
2022-12-17,2.065
2022-12-18,2.065
2022-12-19,2.079
2022-12-20,2.075
2022-12-21,2.044
2022-12-22,2.049
2022-12-23,2.048
2022-12-24,2.048
2022-12-25,2.048
2022-12-26,2.048
2022-12-27,2.033
2022-12-28,2.072
2022-12-29,2.04
2022-12-30,2.071
2022-12-31,2.071
2023-01-01,2.071
2023-01-02,2.071
2023-01-03,2.056
2023-01-04,2.02
2023-01-05,2.032
2023-01-06,1.989
2023-01-07,1.989
2023-01-08,1.989
2023-01-09,2.029
2023-01-10,2.034
2023-01-11,2.058
2023-01-12,2.122
2023-01-13,2.119
2023-01-14,2.119
2023-01-15,2.119
2023-01-16,2.119
2023-01-17,2.119
2023-01-18,2.227
2023-01-19,2.242
2023-01-20,2.216
2023-01-21,2.216
2023-01-22,2.216
2023-01-23,2.182
2023-01-24,2.184
2023-01-25,2.201
2023-01-26,2.339
2023-01-27,2.269
2023-01-28,2.269
2023-01-29,2.269
2023-01-30,2.261
2023-01-31,2.248
2023-02-01,2.233
2023-02-02,2.252
2023-02-03,2.265
2023-02-04,2.265
2023-02-05,2.265
2023-02-06,2.242
2023-02-07,2.264
2023-02-08,2.288
2023-02-09,2.3
2023-02-10,2.267
2023-02-11,2.267
2023-02-12,2.267
2023-02-13,2.234
2023-02-14,2.254
2023-02-15,2.258
2023-02-16,2.272
2023-02-17,2.229
2023-02-18,2.229
2023-02-19,2.229
2023-02-20,2.229
2023-02-21,2.236
2023-02-22,2.227
2023-02-23,2.24
2023-02-24,2.252
2023-02-25,2.252
2023-02-26,2.252
2023-02-27,2.251
2023-02-28,2.272
2023-03-01,2.314
2023-03-02,2.312
2023-03-03,2.316
2023-03-04,2.316
2023-03-05,2.316
2023-03-06,2.306
2023-03-07,2.341
2023-03-08,2.322
2023-03-09,2.345
2023-03-10,2.399
2023-03-11,2.399
2023-03-12,2.399
2023-03-13,2.36
2023-03-14,2.369
2023-03-15,2.334
2023-03-16,2.324
2023-03-17,2.344
2023-03-18,2.344
2023-03-19,2.344
2023-03-20,2.323
2023-03-21,2.338
2023-03-22,2.36
2023-03-23,2.39
2023-03-24,2.336
2023-03-25,2.336
2023-03-26,2.336
2023-03-27,2.298
2023-03-28,2.094
2023-03-29,2.1
2023-03-30,2.105
2023-03-31,2.049
2023-04-01,2.049
2023-04-02,2.049
2023-04-03,2.022
2023-04-04,2.003
2023-04-05,1.999
2023-04-06,1.978
2023-04-07,1.978
2023-04-08,1.978
2023-04-09,1.978
2023-04-10,1.991
2023-04-11,1.971
2023-04-12,1.976
2023-04-13,1.963
2023-04-14,1.997
2023-04-15,1.997
2023-04-16,1.997
2023-04-17,1.985
2023-04-18,1.986
2023-04-19,1.984
2023-04-20,1.98
2023-04-21,1.974
2023-04-22,1.974
2023-04-23,1.974
2023-04-24,1.984
2023-04-25,1.97
2023-04-26,1.989
2023-04-27,1.934
2023-04-28,1.924
2023-04-29,1.924
2023-04-30,1.924
2023-05-01,1.912
2023-05-02,1.916
2023-05-03,1.922
2023-05-04,1.915
2023-05-05,1.9
2023-05-06,1.9
2023-05-07,1.9
2023-05-08,1.914
2023-05-09,1.911
2023-05-10,1.899
2023-05-11,1.888
2023-05-12,1.872
2023-05-13,1.872
2023-05-14,1.872
2023-05-15,1.86
2023-05-16,1.884
2023-05-17,1.899
2023-05-18,1.903
2023-05-19,1.896
2023-05-20,1.896
2023-05-21,1.896
2023-05-22,1.922
2023-05-23,1.932
2023-05-24,1.923
2023-05-25,1.933
2023-05-26,1.94
2023-05-27,1.94
2023-05-28,1.94
2023-05-29,1.94
2023-05-30,1.974
2023-05-31,1.967
2023-06-01,1.925
2023-06-02,1.906
2023-06-03,1.906
2023-06-04,1.906
2023-06-05,1.9
2023-06-06,1.87
2023-06-07,1.858
2023-06-08,1.871
2023-06-09,1.86
2023-06-10,1.86
2023-06-11,1.86
2023-06-12,1.86
2023-06-13,1.866
2023-06-14,1.853
2023-06-15,1.833
2023-06-16,1.82
2023-06-17,1.82
2023-06-18,1.82
2023-06-19,1.82
2023-06-20,1.814
2023-06-21,1.807
2023-06-22,1.798
