,SLGN US Equity
2020-10-30,1.465
2020-10-31,1.465
2020-11-01,1.465
2020-11-02,1.452
2020-11-03,1.437
2020-11-04,1.431
2020-11-05,1.407
2020-11-06,1.402
2020-11-07,1.402
2020-11-08,1.402
2020-11-09,1.473
2020-11-10,1.444
2020-11-11,1.437
2020-11-12,1.445
2020-11-13,1.433
2020-11-14,1.433
2020-11-15,1.433
2020-11-16,1.418
2020-11-17,1.437
2020-11-18,1.439
2020-11-19,1.464
2020-11-20,1.47
2020-11-21,1.47
2020-11-22,1.47
2020-11-23,1.46
2020-11-24,1.459
2020-11-25,1.485
2020-11-26,1.485
2020-11-27,1.479
2020-11-28,1.479
2020-11-29,1.479
2020-11-30,1.488
2020-12-01,1.462
2020-12-02,1.479
2020-12-03,1.479
2020-12-04,1.443
2020-12-05,1.443
2020-12-06,1.443
2020-12-07,1.437
2020-12-08,1.439
2020-12-09,1.421
2020-12-10,1.426
2020-12-11,1.418
2020-12-12,1.418
2020-12-13,1.418
2020-12-14,1.421
2020-12-15,1.403
2020-12-16,1.385
2020-12-17,1.38
2020-12-18,1.376
2020-12-19,1.376
2020-12-20,1.376
2020-12-21,1.383
2020-12-22,1.385
2020-12-23,1.379
2020-12-24,1.365
2020-12-25,1.365
2020-12-26,1.365
2020-12-27,1.365
2020-12-28,1.376
2020-12-29,1.376
2020-12-30,1.358
2020-12-31,1.357
2021-01-01,1.357
2021-01-02,1.357
2021-01-03,1.357
2021-01-04,1.374
2021-01-05,1.362
2021-01-06,1.31
2021-01-07,1.325
2021-01-08,1.352
2021-01-09,1.352
2021-01-10,1.352
2021-01-11,1.356
2021-01-12,1.352
2021-01-13,1.374
2021-01-14,1.387
2021-01-15,1.395
2021-01-16,1.395
2021-01-17,1.395
2021-01-18,1.395
2021-01-19,1.39
2021-01-20,1.369
2021-01-21,1.363
2021-01-22,1.345
2021-01-23,1.345
2021-01-24,1.345
2021-01-25,1.37
2021-01-26,1.387
2021-01-27,1.4
2021-01-28,1.399
2021-01-29,1.381
2021-01-30,1.381
2021-01-31,1.381
2021-02-01,1.345
2021-02-02,1.352
2021-02-03,1.365
2021-02-04,1.362
2021-02-05,1.335
2021-02-06,1.335
2021-02-07,1.335
2021-02-08,1.31
2021-02-09,1.313
2021-02-10,1.299
2021-02-11,1.317
2021-02-12,1.297
2021-02-13,1.297
2021-02-14,1.297
2021-02-15,1.297
2021-02-16,1.309
2021-02-17,1.316
2021-02-18,1.304
2021-02-19,1.301
2021-02-20,1.301
2021-02-21,1.301
2021-02-22,1.319
2021-02-23,1.304
2021-02-24,1.3
2021-02-25,1.318
2021-02-26,1.339
2021-02-27,1.339
2021-02-28,1.339
2021-03-01,1.296
2021-03-02,1.286
2021-03-03,1.289
2021-03-04,1.297
2021-03-05,1.246
2021-03-06,1.246
2021-03-07,1.246
2021-03-08,1.205
2021-03-09,1.183
2021-03-10,1.189
2021-03-11,1.219
2021-03-12,1.197
2021-03-13,1.197
2021-03-14,1.197
2021-03-15,1.165
2021-03-16,1.168
2021-03-17,1.172
2021-03-18,1.189
2021-03-19,1.209
2021-03-20,1.209
2021-03-21,1.209
2021-03-22,1.188
2021-03-23,1.205
2021-03-24,1.197
2021-03-25,1.17
2021-03-26,1.166
2021-03-27,1.166
2021-03-28,1.166
2021-03-29,1.155
2021-03-30,1.174
2021-03-31,1.193
2021-04-01,1.194
2021-04-02,1.194
2021-04-03,1.194
2021-04-04,1.194
2021-04-05,1.184
2021-04-06,1.175
2021-04-07,1.192
2021-04-08,1.192
2021-04-09,1.191
2021-04-10,1.191
2021-04-11,1.191
2021-04-12,1.186
2021-04-13,1.185
2021-04-14,1.187
2021-04-15,1.181
2021-04-16,1.151
2021-04-17,1.151
2021-04-18,1.151
2021-04-19,1.147
2021-04-20,1.15
2021-04-21,1.135
2021-04-22,1.148
2021-04-23,1.143
2021-04-24,1.143
2021-04-25,1.143
2021-04-26,1.158
2021-04-27,1.163
2021-04-28,1.215
2021-04-29,1.629
2021-04-30,1.635
2021-05-01,1.635
2021-05-02,1.635
2021-05-03,1.62
2021-05-04,1.616
2021-05-05,1.595
2021-05-06,1.599
2021-05-07,1.595
2021-05-08,1.595
2021-05-09,1.595
2021-05-10,1.602
2021-05-11,1.599
2021-05-12,1.624
2021-05-13,1.583
2021-05-14,1.593
2021-05-15,1.593
2021-05-16,1.593
2021-05-17,1.573
2021-05-18,1.577
2021-05-19,1.61
2021-05-20,1.594
2021-05-21,1.596
2021-05-22,1.596
2021-05-23,1.596
2021-05-24,1.597
2021-05-25,1.619
2021-05-26,1.631
2021-05-27,1.634
2021-05-28,1.631
2021-05-29,1.631
2021-05-30,1.631
2021-05-31,1.631
2021-06-01,1.621
2021-06-02,1.631
2021-06-03,1.631
2021-06-04,1.623
2021-06-05,1.623
2021-06-06,1.623
2021-06-07,1.658
2021-06-08,1.658
2021-06-09,1.652
2021-06-10,1.63
2021-06-11,1.614
2021-06-12,1.614
2021-06-13,1.614
2021-06-14,1.633
2021-06-15,1.626
2021-06-16,1.646
2021-06-17,1.671
2021-06-18,1.696
2021-06-19,1.696
2021-06-20,1.696
2021-06-21,1.676
2021-06-22,1.65
2021-06-23,1.665
2021-06-24,1.679
2021-06-25,1.65
2021-06-26,1.65
2021-06-27,1.65
2021-06-28,1.668
2021-06-29,1.669
2021-06-30,1.656
2021-07-01,1.662
2021-07-02,1.658
2021-07-03,1.658
2021-07-04,1.658
2021-07-05,1.658
2021-07-06,1.668
2021-07-07,1.651
2021-07-08,1.669
2021-07-09,1.65
2021-07-10,1.65
2021-07-11,1.65
2021-07-12,1.658
2021-07-13,1.685
2021-07-14,1.686
2021-07-15,1.683
2021-07-16,1.697
2021-07-17,1.697
2021-07-18,1.697
2021-07-19,1.726
2021-07-20,1.726
2021-07-21,1.739
2021-07-22,1.756
2021-07-23,1.76
2021-07-24,1.76
2021-07-25,1.76
2021-07-26,1.737
2021-07-27,1.746
2021-07-28,1.723
2021-07-29,1.712
2021-07-30,1.696
2021-07-31,1.696
2021-08-01,1.696
2021-08-02,1.728
2021-08-03,1.724
2021-08-04,1.74
2021-08-05,1.734
2021-08-06,1.732
2021-08-07,1.732
2021-08-08,1.732
2021-08-09,1.707
2021-08-10,1.674
2021-08-11,1.655
2021-08-12,1.661
2021-08-13,1.645
2021-08-14,1.645
2021-08-15,1.645
2021-08-16,1.618
2021-08-17,1.643
2021-08-18,1.648
2021-08-19,1.664
2021-08-20,1.648
2021-08-21,1.648
2021-08-22,1.648
2021-08-23,1.653
2021-08-24,1.635
2021-08-25,1.618
2021-08-26,1.631
2021-08-27,1.622
2021-08-28,1.622
2021-08-29,1.622
2021-08-30,1.607
2021-08-31,1.614
2021-09-01,1.613
2021-09-02,1.598
2021-09-03,1.598
2021-09-04,1.598
2021-09-05,1.598
2021-09-06,1.598
2021-09-07,1.644
2021-09-08,1.636
2021-09-09,1.666
2021-09-10,1.663
2021-09-11,1.663
2021-09-12,1.663
2021-09-13,1.685
2021-09-14,1.702
2021-09-15,1.673
2021-09-16,1.68
2021-09-17,1.736
2021-09-18,1.736
2021-09-19,1.736
2021-09-20,1.724
2021-09-21,1.727
2021-09-22,1.741
2021-09-23,1.745
2021-09-24,1.762
2021-09-25,1.762
2021-09-26,1.762
2021-09-27,1.762
2021-09-28,1.768
2021-09-29,1.768
2021-09-30,1.785
2021-10-01,1.819
2021-10-02,1.819
2021-10-03,1.819
2021-10-04,1.781
2021-10-05,1.764
2021-10-06,1.714
2021-10-07,1.682
2021-10-08,1.704
2021-10-09,1.704
2021-10-10,1.704
2021-10-11,1.724
2021-10-12,1.721
2021-10-13,1.722
2021-10-14,1.684
2021-10-15,1.687
2021-10-16,1.687
2021-10-17,1.687
2021-10-18,1.701
2021-10-19,1.706
2021-10-20,1.687
2021-10-21,1.704
2021-10-22,1.713
2021-10-23,1.713
2021-10-24,1.713
2021-10-25,1.739
2021-10-26,1.749
2021-10-27,1.719
2021-10-28,1.691
2021-10-29,1.704
2021-10-30,1.704
2021-10-31,1.704
2021-11-01,1.708
2021-11-02,1.671
2021-11-03,1.62
2021-11-04,1.646
2021-11-05,1.67
2021-11-06,1.67
2021-11-07,1.67
2021-11-08,1.669
2021-11-09,1.647
2021-11-10,1.65
2021-11-11,1.631
2021-11-12,1.616
2021-11-13,1.616
2021-11-14,1.616
2021-11-15,1.603
2021-11-16,1.587
2021-11-17,1.586
2021-11-18,1.617
2021-11-19,1.623
2021-11-20,1.623
2021-11-21,1.623
2021-11-22,1.619
2021-11-23,1.536
2021-11-24,1.539
2021-11-25,1.539
2021-11-26,1.528
2021-11-27,1.528
2021-11-28,1.528
2021-11-29,1.526
2021-11-30,1.564
2021-12-01,1.578
2021-12-02,1.553
2021-12-03,1.549
2021-12-04,1.549
2021-12-05,1.549
2021-12-06,1.525
2021-12-07,1.535
2021-12-08,1.553
2021-12-09,1.56
2021-12-10,1.538
2021-12-11,1.538
2021-12-12,1.538
2021-12-13,1.555
2021-12-14,1.554
2021-12-15,1.532
2021-12-16,1.527
2021-12-17,1.532
2021-12-18,1.532
2021-12-19,1.532
2021-12-20,1.603
2021-12-21,1.601
2021-12-22,1.602
2021-12-23,1.609
2021-12-24,1.609
2021-12-25,1.609
2021-12-26,1.609
2021-12-27,1.581
2021-12-28,1.559
2021-12-29,1.544
2021-12-30,1.55
2021-12-31,1.545
2022-01-01,1.545
2022-01-02,1.545
2022-01-03,1.563
2022-01-04,1.554
2022-01-05,1.543
2022-01-06,1.553
2022-01-07,1.56
2022-01-08,1.56
2022-01-09,1.56
2022-01-10,1.558
2022-01-11,1.568
2022-01-12,1.562
2022-01-13,1.537
2022-01-14,1.54
2022-01-15,1.54
2022-01-16,1.54
2022-01-17,1.54
2022-01-18,1.554
2022-01-19,1.527
2022-01-20,1.554
2022-01-21,1.579
2022-01-22,1.579
2022-01-23,1.579
2022-01-24,1.602
2022-01-25,1.596
2022-01-26,1.571
2022-01-27,1.457
2022-01-28,1.45
2022-01-29,1.45
2022-01-30,1.45
2022-01-31,1.441
2022-02-01,1.394
2022-02-02,1.422
2022-02-03,1.429
2022-02-04,1.437
2022-02-05,1.437
2022-02-06,1.437
2022-02-07,1.384
2022-02-08,1.381
2022-02-09,1.389
2022-02-10,1.402
2022-02-11,1.423
2022-02-12,1.423
2022-02-13,1.423
2022-02-14,1.417
2022-02-15,1.414
2022-02-16,1.41
2022-02-17,1.416
2022-02-18,1.424
2022-02-19,1.424
2022-02-20,1.424
2022-02-21,1.424
2022-02-22,1.438
2022-02-23,1.448
2022-02-24,1.467
2022-02-25,1.433
2022-02-26,1.433
2022-02-27,1.433
2022-02-28,1.442
2022-03-01,1.474
2022-03-02,1.467
2022-03-03,1.457
2022-03-04,1.444
2022-03-05,1.444
2022-03-06,1.444
2022-03-07,1.425
2022-03-08,1.444
2022-03-09,1.425
2022-03-10,1.418
2022-03-11,1.411
2022-03-12,1.411
2022-03-13,1.411
2022-03-14,1.37
2022-03-15,1.357
2022-03-16,1.342
2022-03-17,1.335
2022-03-18,1.338
2022-03-19,1.338
2022-03-20,1.338
2022-03-21,1.306
2022-03-22,1.307
2022-03-23,1.337
2022-03-24,1.332
2022-03-25,1.303
2022-03-26,1.303
2022-03-27,1.303
2022-03-28,1.305
2022-03-29,1.307
2022-03-30,1.299
2022-03-31,1.302
2022-04-01,1.302
2022-04-02,1.302
2022-04-03,1.302
2022-04-04,1.318
2022-04-05,1.327
2022-04-06,1.306
2022-04-07,1.32
2022-04-08,1.314
2022-04-09,1.314
2022-04-10,1.314
2022-04-11,1.312
2022-04-12,1.333
2022-04-13,1.319
2022-04-14,1.325
2022-04-15,1.325
2022-04-16,1.325
2022-04-17,1.325
2022-04-18,1.348
2022-04-19,1.328
2022-04-20,1.304
2022-04-21,1.302
2022-04-22,1.365
2022-04-23,1.365
2022-04-24,1.365
2022-04-25,1.389
2022-04-26,1.417
2022-04-27,1.411
2022-04-28,1.396
2022-04-29,1.449
2022-04-30,1.449
2022-05-01,1.449
2022-05-02,1.445
2022-05-03,1.424
2022-05-04,1.391
2022-05-05,1.38
2022-05-06,1.423
2022-05-07,1.423
2022-05-08,1.423
2022-05-09,1.443
2022-05-10,1.467
2022-05-11,1.489
2022-05-12,1.569
2022-05-13,1.564
2022-05-14,1.564
2022-05-15,1.564
2022-05-16,1.546
2022-05-17,1.53
2022-05-18,1.569
2022-05-19,1.602
2022-05-20,1.597
2022-05-21,1.597
2022-05-22,1.597
2022-05-23,1.591
2022-05-24,1.559
2022-05-25,1.588
2022-05-26,1.557
2022-05-27,1.524
2022-05-28,1.524
2022-05-29,1.524
2022-05-30,1.524
2022-05-31,1.547
2022-06-01,1.525
2022-06-02,1.502
2022-06-03,1.494
2022-06-04,1.494
2022-06-05,1.494
2022-06-06,1.497
2022-06-07,1.481
2022-06-08,1.504
2022-06-09,1.527
2022-06-10,1.552
2022-06-11,1.552
2022-06-12,1.552
2022-06-13,1.608
2022-06-14,1.614
2022-06-15,1.632
2022-06-16,1.694
2022-06-17,1.694
2022-06-18,1.694
2022-06-19,1.694
2022-06-20,1.694
2022-06-21,1.694
2022-06-22,1.704
2022-06-23,1.683
2022-06-24,1.597
2022-06-25,1.597
2022-06-26,1.597
2022-06-27,1.591
2022-06-28,1.616
2022-06-29,1.62
2022-06-30,1.639
2022-07-01,1.613
2022-07-02,1.613
2022-07-03,1.613
2022-07-04,1.613
2022-07-05,1.641
2022-07-06,1.645
2022-07-07,1.654
2022-07-08,1.745
2022-07-09,1.745
2022-07-10,1.745
2022-07-11,1.73
2022-07-12,1.701
2022-07-13,1.716
2022-07-14,1.715
2022-07-15,1.723
2022-07-16,1.723
2022-07-17,1.723
2022-07-18,1.725
2022-07-19,1.675
2022-07-20,1.668
2022-07-21,1.644
2022-07-22,1.637
2022-07-23,1.637
2022-07-24,1.637
2022-07-25,1.639
2022-07-26,1.612
2022-07-27,1.543
2022-07-28,1.523
2022-07-29,1.523
2022-07-30,1.523
2022-07-31,1.523
2022-08-01,1.523
2022-08-02,1.546
2022-08-03,1.547
2022-08-04,1.575
2022-08-05,1.578
2022-08-06,1.578
2022-08-07,1.578
2022-08-08,1.553
2022-08-09,1.512
2022-08-10,1.473
2022-08-11,1.493
2022-08-12,1.447
2022-08-13,1.447
2022-08-14,1.447
2022-08-15,1.435
2022-08-16,1.422
2022-08-17,1.443
2022-08-18,1.431
2022-08-19,1.444
2022-08-20,1.444
2022-08-21,1.444
2022-08-22,1.471
2022-08-23,1.447
2022-08-24,1.434
2022-08-25,1.424
2022-08-26,1.446
2022-08-27,1.446
2022-08-28,1.446
2022-08-29,1.444
2022-08-30,1.46
2022-08-31,1.474
2022-09-01,1.485
2022-09-02,1.49
2022-09-03,1.49
2022-09-04,1.49
2022-09-05,1.49
2022-09-06,1.488
2022-09-07,1.445
2022-09-08,1.422
2022-09-09,1.409
2022-09-10,1.409
2022-09-11,1.409
2022-09-12,1.386
2022-09-13,1.418
2022-09-14,1.429
2022-09-15,1.428
2022-09-16,1.445
2022-09-17,1.445
2022-09-18,1.445
2022-09-19,1.428
2022-09-20,1.474
2022-09-21,1.498
2022-09-22,1.55
2022-09-23,1.577
2022-09-24,1.577
2022-09-25,1.577
2022-09-26,1.595
2022-09-27,1.619
2022-09-28,1.581
2022-09-29,1.603
2022-09-30,1.597
2022-10-01,1.597
2022-10-02,1.597
2022-10-03,1.583
2022-10-04,1.531
2022-10-05,1.53
2022-10-06,1.558
2022-10-07,1.593
2022-10-08,1.593
2022-10-09,1.593
2022-10-10,1.568
2022-10-11,1.573
2022-10-12,1.583
2022-10-13,1.554
2022-10-14,1.569
2022-10-15,1.569
2022-10-16,1.569
2022-10-17,1.527
2022-10-18,1.501
2022-10-19,1.513
2022-10-20,1.537
2022-10-21,1.493
2022-10-22,1.493
2022-10-23,1.493
2022-10-24,1.489
2022-10-25,1.494
2022-10-26,1.438
2022-10-27,1.435
2022-10-28,1.407
2022-10-29,1.407
2022-10-30,1.407
2022-10-31,1.417
2022-11-01,1.428
2022-11-02,1.46
2022-11-03,1.453
2022-11-04,1.405
2022-11-05,1.405
2022-11-06,1.405
2022-11-07,1.388
2022-11-08,1.356
2022-11-09,1.378
2022-11-10,1.349
2022-11-11,1.369
2022-11-12,1.369
2022-11-13,1.369
2022-11-14,1.369
2022-11-15,1.358
2022-11-16,1.345
2022-11-17,1.347
2022-11-18,1.322
2022-11-19,1.322
2022-11-20,1.322
2022-11-21,1.298
2022-11-22,1.284
2022-11-23,1.264
2022-11-24,1.264
2022-11-25,1.264
2022-11-26,1.264
2022-11-27,1.264
2022-11-28,1.289
2022-11-29,1.286
2022-11-30,1.265
2022-12-01,1.258
2022-12-02,1.235
2022-12-03,1.235
2022-12-04,1.235
2022-12-05,1.247
2022-12-06,1.246
2022-12-07,1.261
2022-12-08,1.254
2022-12-09,1.271
2022-12-10,1.271
2022-12-11,1.271
2022-12-12,1.275
2022-12-13,1.261
2022-12-14,1.256
2022-12-15,1.284
2022-12-16,1.278
2022-12-17,1.278
2022-12-18,1.278
2022-12-19,1.3
2022-12-20,1.299
2022-12-21,1.269
2022-12-22,1.285
2022-12-23,1.267
2022-12-24,1.267
2022-12-25,1.267
2022-12-26,1.267
2022-12-27,1.261
2022-12-28,1.287
2022-12-29,1.276
2022-12-30,1.291
2022-12-31,1.291
2023-01-01,1.291
2023-01-02,1.291
2023-01-03,1.292
2023-01-04,1.298
2023-01-05,1.269
2023-01-06,1.275
2023-01-07,1.275
2023-01-08,1.275
2023-01-09,1.283
2023-01-10,1.281
2023-01-11,1.286
2023-01-12,1.276
2023-01-13,1.269
2023-01-14,1.269
2023-01-15,1.269
2023-01-16,1.269
2023-01-17,1.278
2023-01-18,1.306
2023-01-19,1.317
2023-01-20,1.31
2023-01-21,1.31
2023-01-22,1.31
2023-01-23,1.328
2023-01-24,1.318
2023-01-25,1.296
2023-01-26,1.299
2023-01-27,1.305
2023-01-28,1.305
2023-01-29,1.305
2023-01-30,1.297
2023-01-31,1.268
2023-02-01,1.265
2023-02-02,1.239
2023-02-03,1.246
2023-02-04,1.246
2023-02-05,1.246
2023-02-06,1.245
2023-02-07,1.257
2023-02-08,1.275
2023-02-09,1.277
2023-02-10,1.272
2023-02-11,1.272
2023-02-12,1.272
2023-02-13,1.265
2023-02-14,1.271
2023-02-15,1.258
2023-02-16,1.276
2023-02-17,1.272
2023-02-18,1.272
2023-02-19,1.272
2023-02-20,1.272
2023-02-21,1.295
2023-02-22,1.285
2023-02-23,1.278
2023-02-24,1.28
2023-02-25,1.28
2023-02-26,1.28
2023-02-27,1.28
2023-02-28,1.28
2023-03-01,1.267
2023-03-02,1.265
2023-03-03,1.25
2023-03-04,1.25
2023-03-05,1.25
2023-03-06,1.282
2023-03-07,1.287
2023-03-08,1.293
2023-03-09,1.308
2023-03-10,1.326
2023-03-11,1.326
2023-03-12,1.326
2023-03-13,1.337
2023-03-14,1.309
2023-03-15,1.34
2023-03-16,1.329
2023-03-17,1.349
2023-03-18,1.349
2023-03-19,1.349
2023-03-20,1.31
2023-03-21,1.311
2023-03-22,1.324
2023-03-23,1.341
2023-03-24,1.328
2023-03-25,1.328
2023-03-26,1.328
2023-03-27,1.32
2023-03-28,1.304
2023-03-29,1.301
2023-03-30,1.293
2023-03-31,1.269
2023-04-01,1.269
2023-04-02,1.269
2023-04-03,1.272
2023-04-04,1.298
2023-04-05,1.328
2023-04-06,1.32
2023-04-07,1.32
2023-04-08,1.32
2023-04-09,1.32
2023-04-10,1.319
2023-04-11,1.318
2023-04-12,1.348
2023-04-13,1.337
2023-04-14,1.348
2023-04-15,1.348
2023-04-16,1.348
2023-04-17,1.334
2023-04-18,1.326
2023-04-19,1.312
2023-04-20,1.294
2023-04-21,1.295
2023-04-22,1.295
2023-04-23,1.295
2023-04-24,1.29
2023-04-25,1.312
2023-04-26,1.462
2023-04-27,1.505
2023-04-28,1.474
2023-04-29,1.474
2023-04-30,1.474
2023-05-01,1.463
2023-05-02,1.494
2023-05-03,1.52
2023-05-04,1.536
2023-05-05,1.512
2023-05-06,1.512
2023-05-07,1.512
2023-05-08,1.516
2023-05-09,1.541
2023-05-10,1.52
2023-05-11,1.505
2023-05-12,1.503
2023-05-13,1.503
2023-05-14,1.503
2023-05-15,1.517
2023-05-16,1.533
2023-05-17,1.539
2023-05-18,1.553
2023-05-19,1.544
2023-05-20,1.544
2023-05-21,1.544
2023-05-22,1.548
2023-05-23,1.559
2023-05-24,1.585
2023-05-25,1.586
2023-05-26,1.582
2023-05-27,1.582
2023-05-28,1.582
2023-05-29,1.582
2023-05-30,1.593
2023-05-31,1.627
2023-06-01,1.647
2023-06-02,1.6
2023-06-03,1.6
2023-06-04,1.6
2023-06-05,1.616
2023-06-06,1.613
2023-06-07,1.569
2023-06-08,1.529
2023-06-09,1.561
2023-06-10,1.561
2023-06-11,1.561
2023-06-12,1.547
2023-06-13,1.538
2023-06-14,1.558
2023-06-15,1.543
2023-06-16,1.537
2023-06-17,1.537
2023-06-18,1.537
2023-06-19,1.537
2023-06-20,1.582
2023-06-21,1.583
2023-06-22,1.581
2023-06-23,1.6
2023-06-24,1.6
2023-06-25,1.6
2023-06-26,1.574
2023-06-27,1.531
2023-06-28,1.562
2023-06-29,1.553
2023-06-30,1.561
2023-07-01,1.561
2023-07-02,1.561
2023-07-03,1.543
2023-07-04,1.543
2023-07-05,1.597
2023-07-06,1.582
2023-07-07,1.557
2023-07-08,1.557
2023-07-09,1.557
2023-07-10,1.572
2023-07-11,1.56
2023-07-12,1.528
2023-07-13,1.543
2023-07-14,1.552
2023-07-15,1.552
2023-07-16,1.552
2023-07-17,1.553
2023-07-18,1.545
2023-07-19,1.532
2023-07-20,1.524
2023-07-21,1.516
2023-07-22,1.516
2023-07-23,1.516
2023-07-24,1.515
2023-07-25,1.491
2023-07-26,1.701
2023-07-27,1.681
2023-07-28,1.652
2023-07-29,1.652
2023-07-30,1.652
2023-07-31,1.663
2023-08-01,1.634
2023-08-02,1.643
2023-08-03,1.636
2023-08-04,1.637
2023-08-05,1.637
2023-08-06,1.637
2023-08-07,1.624
2023-08-08,1.619
2023-08-09,1.597
2023-08-10,1.595
2023-08-11,1.595
2023-08-12,1.595
2023-08-13,1.595
2023-08-14,1.597
2023-08-15,1.615
2023-08-16,1.61
2023-08-17,1.602
2023-08-18,1.606
2023-08-19,1.606
2023-08-20,1.606
2023-08-21,1.615
2023-08-22,1.622
2023-08-23,1.615
2023-08-24,1.607
2023-08-25,1.599
2023-08-26,1.599
2023-08-27,1.599
2023-08-28,1.591
2023-08-29,1.579
2023-08-30,1.579
2023-08-31,1.587
2023-09-01,1.593
2023-09-02,1.593
2023-09-03,1.593
2023-09-04,1.593
2023-09-05,1.649
2023-09-06,1.655
2023-09-07,1.693
2023-09-08,1.679
2023-09-09,1.679
2023-09-10,1.679
2023-09-11,1.684
