,ALLY US Equity
2020-10-01,7.014
2020-10-02,6.752
2020-10-03,6.752
2020-10-04,6.752
2020-10-05,6.592
2020-10-06,6.708
2020-10-07,6.48
2020-10-08,6.408
2020-10-09,6.422
2020-10-10,6.422
2020-10-11,6.422
2020-10-12,6.45
2020-10-13,6.48
2020-10-14,6.53
2020-10-15,6.417
2020-10-16,6.247
2020-10-17,6.247
2020-10-18,6.247
2020-10-19,6.286
2020-10-20,6.291
2020-10-21,6.42
2020-10-22,6.199
2020-10-23,6.15
2020-10-24,6.15
2020-10-25,6.15
2020-10-26,6.282
2020-10-27,6.554
2020-10-28,6.731
2020-10-29,6.671
2020-10-30,6.655
2020-10-31,6.655
2020-11-01,6.655
2020-11-02,6.434
2020-11-03,6.217
2020-11-04,6.436
2020-11-05,6.275
2020-11-06,6.364
2020-11-07,6.364
2020-11-08,6.364
2020-11-09,5.945
2020-11-10,6.098
2020-11-11,6.172
2020-11-12,6.178
2020-11-13,5.937
2020-11-14,5.937
2020-11-15,5.937
2020-11-16,5.782
2020-11-17,5.82
2020-11-18,5.903
2020-11-19,5.941
2020-11-20,6.127
2020-11-21,6.127
2020-11-22,6.127
2020-11-23,5.947
2020-11-24,5.715
2020-11-25,5.784
2020-11-26,5.784
2020-11-27,5.79
2020-11-28,5.79
2020-11-29,5.79
2020-11-30,5.989
2020-12-01,5.721
2020-12-02,5.719
2020-12-03,5.697
2020-12-04,5.532
2020-12-05,5.532
2020-12-06,5.532
2020-12-07,5.542
2020-12-08,5.469
2020-12-09,5.296
2020-12-10,5.148
2020-12-11,5.235
2020-12-12,5.235
2020-12-13,5.235
2020-12-14,5.274
2020-12-15,5.144
2020-12-16,5.169
2020-12-17,5.22
2020-12-18,5.291
2020-12-19,5.291
2020-12-20,5.291
2020-12-21,5.113
2020-12-22,5.192
2020-12-23,5.091
2020-12-24,5.141
2020-12-25,5.141
2020-12-26,5.141
2020-12-27,5.141
2020-12-28,5.076
2020-12-29,5.108
2020-12-30,5.037
2020-12-31,4.979
2021-01-01,4.979
2021-01-02,4.979
2021-01-03,4.979
2021-01-04,5.012
2021-01-05,4.959
2021-01-06,4.803
2021-01-07,4.772
2021-01-08,4.752
2021-01-09,4.752
2021-01-10,4.752
2021-01-11,4.738
2021-01-12,4.628
2021-01-13,4.489
2021-01-14,4.344
2021-01-15,4.344
2021-01-16,4.344
2021-01-17,4.344
2021-01-18,4.344
2021-01-19,4.302
2021-01-20,4.294
2021-01-21,4.446
2021-01-22,4.373
2021-01-23,4.373
2021-01-24,4.373
2021-01-25,4.511
2021-01-26,4.591
2021-01-27,4.872
2021-01-28,4.605
2021-01-29,4.669
2021-01-30,4.669
2021-01-31,4.669
2021-02-01,4.578
2021-02-02,4.445
2021-02-03,4.35
2021-02-04,4.216
2021-02-05,4.243
2021-02-06,4.243
2021-02-07,4.243
2021-02-08,4.23
2021-02-09,4.319
2021-02-10,4.28
2021-02-11,4.303
2021-02-12,4.206
2021-02-13,4.206
2021-02-14,4.206
2021-02-15,4.206
2021-02-16,4.149
2021-02-17,4.233
2021-02-18,4.274
2021-02-19,4.128
2021-02-20,4.128
2021-02-21,4.128
2021-02-22,4.145
2021-02-23,4.178
2021-02-24,4.139
2021-02-25,4.312
2021-02-26,4.258
2021-02-27,4.258
2021-02-28,4.258
2021-03-01,4.118
2021-03-02,4.063
2021-03-03,4.091
2021-03-04,4.102
2021-03-05,4.018
2021-03-06,4.018
2021-03-07,4.018
2021-03-08,4.03
2021-03-09,3.989
2021-03-10,3.886
2021-03-11,3.871
2021-03-12,3.876
2021-03-13,3.876
2021-03-14,3.876
2021-03-15,3.79
2021-03-16,3.836
2021-03-17,3.778
2021-03-18,3.899
2021-03-19,3.908
2021-03-20,3.908
2021-03-21,3.908
2021-03-22,3.935
2021-03-23,4.05
2021-03-24,4.065
2021-03-25,3.886
2021-03-26,3.856
2021-03-27,3.856
2021-03-28,3.856
2021-03-29,3.948
2021-03-30,3.841
2021-03-31,3.908
2021-04-01,3.781
2021-04-02,3.781
2021-04-03,3.781
2021-04-04,3.781
2021-04-05,3.766
2021-04-06,3.777
2021-04-07,3.758
2021-04-08,3.754
2021-04-09,3.747
2021-04-10,3.747
2021-04-11,3.747
2021-04-12,3.677
2021-04-13,3.763
2021-04-14,3.7
2021-04-15,3.709
2021-04-16,3.703
2021-04-17,3.703
2021-04-18,3.703
2021-04-19,3.674
2021-04-20,3.776
2021-04-21,3.648
2021-04-22,3.7
2021-04-23,3.613
2021-04-24,3.613
2021-04-25,3.613
2021-04-26,3.565
2021-04-27,3.518
2021-04-28,3.493
2021-04-29,3.405
2021-04-30,3.421
2021-05-01,3.421
2021-05-02,3.421
2021-05-03,3.425
2021-05-04,3.427
2021-05-05,3.346
2021-05-06,3.326
2021-05-07,3.254
2021-05-08,3.254
2021-05-09,3.254
2021-05-10,3.28
2021-05-11,3.356
2021-05-12,3.437
2021-05-13,3.337
2021-05-14,3.26
2021-05-15,3.26
2021-05-16,3.26
2021-05-17,3.249
2021-05-18,3.277
2021-05-19,3.299
2021-05-20,3.339
2021-05-21,3.313
2021-05-22,3.313
2021-05-23,3.313
2021-05-24,3.29
2021-05-25,3.316
2021-05-26,3.293
2021-05-27,3.214
2021-05-28,3.218
2021-05-29,3.218
2021-05-30,3.218
2021-05-31,3.218
2021-06-01,3.135
2021-06-02,3.163
2021-06-03,3.192
2021-06-04,3.184
2021-06-05,3.184
2021-06-06,3.184
2021-06-07,3.199
2021-06-08,3.185
2021-06-09,3.219
2021-06-10,3.262
2021-06-11,3.213
2021-06-12,3.213
2021-06-13,3.213
2021-06-14,3.296
2021-06-15,3.27
2021-06-16,3.324
2021-06-17,3.5
2021-06-18,3.555
2021-06-19,3.555
2021-06-20,3.555
2021-06-21,3.504
2021-06-22,3.567
2021-06-23,3.507
2021-06-24,3.468
2021-06-25,3.469
2021-06-26,3.469
2021-06-27,3.469
2021-06-28,3.505
2021-06-29,3.558
2021-06-30,3.532
2021-07-01,3.495
2021-07-02,3.482
2021-07-03,3.482
2021-07-04,3.482
2021-07-05,3.482
2021-07-06,3.549
2021-07-07,3.517
2021-07-08,3.597
2021-07-09,3.433
2021-07-10,3.433
2021-07-11,3.433
2021-07-12,3.394
2021-07-13,3.424
2021-07-14,3.443
2021-07-15,3.45
2021-07-16,3.514
2021-07-17,3.514
2021-07-18,3.514
2021-07-19,3.669
2021-07-20,3.458
2021-07-21,3.352
2021-07-22,3.378
2021-07-23,3.399
2021-07-24,3.399
2021-07-25,3.399
2021-07-26,3.39
2021-07-27,3.428
2021-07-28,3.448
2021-07-29,3.373
2021-07-30,3.411
2021-07-31,3.411
2021-08-01,3.411
2021-08-02,3.427
2021-08-03,3.437
2021-08-04,3.477
2021-08-05,3.425
2021-08-06,3.364
2021-08-07,3.364
2021-08-08,3.364
2021-08-09,3.383
2021-08-10,3.265
2021-08-11,3.232
2021-08-12,3.227
2021-08-13,3.215
2021-08-14,3.215
2021-08-15,3.215
2021-08-16,3.26
2021-08-17,3.344
2021-08-18,3.349
2021-08-19,3.421
2021-08-20,3.418
2021-08-21,3.418
2021-08-22,3.418
2021-08-23,3.398
2021-08-24,3.359
2021-08-25,3.271
2021-08-26,3.353
2021-08-27,3.272
2021-08-28,3.272
2021-08-29,3.272
2021-08-30,3.375
2021-08-31,3.312
2021-09-01,3.338
2021-09-02,3.376
2021-09-03,3.431
2021-09-04,3.431
2021-09-05,3.431
2021-09-06,3.431
2021-09-07,3.492
2021-09-08,3.515
2021-09-09,3.453
2021-09-10,3.433
2021-09-11,3.433
2021-09-12,3.433
2021-09-13,3.316
2021-09-14,3.386
2021-09-15,3.339
2021-09-16,3.333
2021-09-17,3.339
2021-09-18,3.339
2021-09-19,3.339
2021-09-20,3.412
2021-09-21,3.399
2021-09-22,3.357
2021-09-23,3.302
2021-09-24,3.345
2021-09-25,3.345
2021-09-26,3.345
2021-09-27,3.267
2021-09-28,3.368
2021-09-29,3.394
2021-09-30,3.432
2021-10-01,3.374
2021-10-02,3.374
2021-10-03,3.374
2021-10-04,3.295
2021-10-05,3.268
2021-10-06,3.263
2021-10-07,3.308
2021-10-08,3.305
2021-10-09,3.305
2021-10-10,3.305
2021-10-11,3.341
2021-10-12,3.31
2021-10-13,3.342
2021-10-14,3.292
2021-10-15,3.191
2021-10-16,3.191
2021-10-17,3.191
2021-10-18,3.193
2021-10-19,3.205
2021-10-20,3.139
2021-10-21,3.307
2021-10-22,3.455
2021-10-23,3.455
2021-10-24,3.455
2021-10-25,3.411
2021-10-26,3.479
2021-10-27,3.704
2021-10-28,3.655
2021-10-29,3.65
2021-10-30,3.65
2021-10-31,3.65
2021-11-01,3.54
2021-11-02,3.549
2021-11-03,3.481
2021-11-04,3.545
2021-11-05,3.524
2021-11-06,3.524
2021-11-07,3.524
2021-11-08,3.534
2021-11-09,3.551
2021-11-10,3.524
2021-11-11,3.452
2021-11-12,3.445
2021-11-13,3.445
2021-11-14,3.445
2021-11-15,3.49
2021-11-16,3.577
2021-11-17,3.631
2021-11-18,3.593
2021-11-19,3.636
2021-11-20,3.636
2021-11-21,3.636
2021-11-22,3.556
2021-11-23,3.482
2021-11-24,3.49
2021-11-25,3.49
2021-11-26,3.602
2021-11-27,3.602
2021-11-28,3.602
2021-11-29,3.653
2021-11-30,3.803
2021-12-01,3.875
2021-12-02,3.69
2021-12-03,3.763
2021-12-04,3.763
2021-12-05,3.763
2021-12-06,3.706
2021-12-07,3.605
2021-12-08,3.598
2021-12-09,3.607
2021-12-10,3.584
2021-12-11,3.584
2021-12-12,3.584
2021-12-13,3.694
2021-12-14,3.625
2021-12-15,3.643
2021-12-16,3.68
2021-12-17,3.769
2021-12-18,3.769
2021-12-19,3.769
2021-12-20,3.87
2021-12-21,3.751
2021-12-22,3.689
2021-12-23,3.663
2021-12-24,3.663
2021-12-25,3.663
2021-12-26,3.663
2021-12-27,3.659
2021-12-28,3.638
2021-12-29,3.634
2021-12-30,3.662
2021-12-31,3.66
2022-01-01,3.66
2022-01-02,3.66
2022-01-03,3.587
2022-01-04,3.504
2022-01-05,3.583
2022-01-06,3.524
2022-01-07,3.492
2022-01-08,3.492
2022-01-09,3.492
2022-01-10,3.474
2022-01-11,3.448
2022-01-12,2.512
2022-01-13,2.477
2022-01-14,2.483
2022-01-15,2.483
2022-01-16,2.483
2022-01-17,2.483
2022-01-18,2.572
2022-01-19,2.668
2022-01-20,2.669
2022-01-21,2.777
2022-01-22,2.777
2022-01-23,2.777
2022-01-24,3.297
2022-01-25,3.06
2022-01-26,3.071
2022-01-27,3.144
2022-01-28,3.167
2022-01-29,3.167
2022-01-30,3.167
2022-01-31,3.084
2022-02-01,3.002
2022-02-02,3.006
2022-02-03,3.045
2022-02-04,3.03
2022-02-05,3.03
2022-02-06,3.03
2022-02-07,3.055
2022-02-08,2.996
2022-02-09,2.945
2022-02-10,2.987
2022-02-11,3.035
2022-02-12,3.035
2022-02-13,3.035
2022-02-14,3.045
2022-02-15,2.953
2022-02-16,2.918
2022-02-17,2.983
2022-02-18,2.958
2022-02-19,2.958
2022-02-20,2.958
2022-02-21,2.958
2022-02-22,2.987
2022-02-23,3.059
2022-02-24,3.049
2022-02-25,2.916
2022-02-26,2.916
2022-02-27,2.916
2022-02-28,2.95
2022-03-01,3.178
2022-03-02,3.122
2022-03-03,3.158
2022-03-04,3.286
2022-03-05,3.286
2022-03-06,3.286
2022-03-07,3.607
2022-03-08,3.572
2022-03-09,3.432
2022-03-10,3.506
2022-03-11,3.557
2022-03-12,3.557
2022-03-13,3.557
2022-03-14,3.534
2022-03-15,3.552
2022-03-16,3.394
2022-03-17,3.334
2022-03-18,3.274
2022-03-19,3.274
2022-03-20,3.274
2022-03-21,3.36
2022-03-22,3.246
2022-03-23,3.331
2022-03-24,3.288
2022-03-25,3.283
2022-03-26,3.283
2022-03-27,3.283
2022-03-28,3.36
2022-03-29,3.26
2022-03-30,3.303
2022-03-31,3.385
2022-04-01,3.465
2022-04-02,3.465
2022-04-03,3.465
2022-04-04,3.508
2022-04-05,3.547
2022-04-06,3.562
2022-04-07,3.61
2022-04-08,3.553
2022-04-09,3.553
2022-04-10,3.553
2022-04-11,3.634
2022-04-12,3.604
2022-04-13,3.571
2022-04-14,3.253
2022-04-15,3.253
2022-04-16,3.253
2022-04-17,3.253
2022-04-18,3.047
2022-04-19,2.975
2022-04-20,3.03
2022-04-21,3.11
2022-04-22,3.224
2022-04-23,3.224
2022-04-24,3.224
2022-04-25,3.19
2022-04-26,3.303
2022-04-27,3.335
2022-04-28,3.227
2022-04-29,3.331
2022-04-30,3.331
2022-05-01,3.331
2022-05-02,3.279
2022-05-03,3.22
2022-05-04,3.054
2022-05-05,3.083
2022-05-06,3.183
2022-05-07,3.183
2022-05-08,3.183
2022-05-09,3.279
2022-05-10,3.312
2022-05-11,3.438
2022-05-12,3.489
2022-05-13,3.363
2022-05-14,3.363
2022-05-15,3.363
2022-05-16,3.437
2022-05-17,3.236
2022-05-18,3.413
2022-05-19,3.443
2022-05-20,3.442
2022-05-21,3.442
2022-05-22,3.442
2022-05-23,3.296
2022-05-24,3.391
2022-05-25,3.303
2022-05-26,3.183
2022-05-27,3.084
2022-05-28,3.084
2022-05-29,3.084
2022-05-30,3.084
2022-05-31,3.023
2022-06-01,3.145
2022-06-02,3.084
2022-06-03,3.143
2022-06-04,3.143
2022-06-05,3.143
2022-06-06,3.127
2022-06-07,3.104
2022-06-08,3.192
2022-06-09,3.29
2022-06-10,3.545
2022-06-11,3.545
2022-06-12,3.545
2022-06-13,3.872
2022-06-14,3.89
2022-06-15,3.807
2022-06-16,4.112
2022-06-17,4.04
2022-06-18,4.04
2022-06-19,4.04
2022-06-20,4.04
2022-06-21,3.993
2022-06-22,4.004
2022-06-23,3.959
2022-06-24,3.772
2022-06-25,3.772
2022-06-26,3.772
2022-06-27,4.332
2022-06-28,4.369
2022-06-29,4.423
2022-06-30,4.498
2022-07-01,4.408
2022-07-02,4.408
2022-07-03,4.408
2022-07-04,4.408
2022-07-05,4.363
2022-07-06,4.415
2022-07-07,4.308
2022-07-08,4.339
2022-07-09,4.339
2022-07-10,4.339
2022-07-11,4.419
2022-07-12,4.438
2022-07-13,4.494
2022-07-14,4.562
2022-07-15,4.391
2022-07-16,4.391
2022-07-17,4.391
2022-07-18,4.373
2022-07-19,4.563
2022-07-20,4.424
2022-07-21,4.407
2022-07-22,4.477
2022-07-23,4.477
2022-07-24,4.477
2022-07-25,4.531
2022-07-26,4.715
2022-07-27,4.551
2022-07-28,4.598
2022-07-29,4.49
2022-07-30,4.49
2022-07-31,4.49
2022-08-01,4.442
2022-08-02,4.62
2022-08-03,4.5
2022-08-04,4.533
2022-08-05,4.558
2022-08-06,4.558
2022-08-07,4.558
2022-08-08,4.437
2022-08-09,4.505
2022-08-10,4.26
2022-08-11,4.161
2022-08-12,4.147
2022-08-13,4.147
2022-08-14,4.147
2022-08-15,4.163
2022-08-16,4.024
2022-08-17,4.131
2022-08-18,4.091
2022-08-19,4.224
2022-08-20,4.224
2022-08-21,4.224
2022-08-22,4.34
2022-08-23,4.322
2022-08-24,4.272
2022-08-25,4.135
2022-08-26,4.318
2022-08-27,4.318
2022-08-28,4.318
2022-08-29,4.474
2022-08-30,4.451
2022-08-31,4.473
2022-09-01,4.529
2022-09-02,4.543
2022-09-03,4.543
2022-09-04,4.543
2022-09-05,4.543
2022-09-06,4.62
2022-09-07,4.521
2022-09-08,4.439
2022-09-09,4.384
2022-09-10,4.384
2022-09-11,4.384
2022-09-12,4.317
2022-09-13,4.642
2022-09-14,4.673
2022-09-15,4.548
2022-09-16,4.572
2022-09-17,4.572
2022-09-18,4.572
2022-09-19,4.497
2022-09-20,4.618
2022-09-21,4.71
2022-09-22,4.84
2022-09-23,5.043
2022-09-24,5.043
2022-09-25,5.043
2022-09-26,5.28
2022-09-27,5.357
2022-09-28,5.139
2022-09-29,5.276
2022-09-30,5.409
2022-10-01,5.409
2022-10-02,5.409
2022-10-03,5.15
2022-10-04,4.884
2022-10-05,4.905
2022-10-06,4.968
2022-10-07,5.171
2022-10-08,5.171
2022-10-09,5.171
2022-10-10,5.169
2022-10-11,5.162
2022-10-12,5.116
2022-10-13,4.926
2022-10-14,5.081
2022-10-15,5.081
2022-10-16,5.081
2022-10-17,4.89
2022-10-18,5.128
2022-10-19,5.538
2022-10-20,5.521
2022-10-21,5.561
2022-10-22,5.561
2022-10-23,5.561
2022-10-24,5.455
2022-10-25,5.303
2022-10-26,5.291
2022-10-27,5.289
2022-10-28,5.084
2022-10-29,5.084
2022-10-30,5.084
2022-10-31,5.163
2022-11-01,5.116
2022-11-02,5.27
2022-11-03,5.578
2022-11-04,5.471
2022-11-05,5.471
2022-11-06,5.471
2022-11-07,5.442
2022-11-08,5.446
2022-11-09,5.656
2022-11-10,4.899
2022-11-11,4.763
2022-11-12,4.763
2022-11-13,4.763
2022-11-14,5.014
2022-11-15,5.148
2022-11-16,5.194
2022-11-17,5.359
2022-11-18,5.402
2022-11-19,5.402
2022-11-20,5.402
2022-11-21,5.427
2022-11-22,5.354
2022-11-23,5.296
2022-11-24,5.296
2022-11-25,5.268
2022-11-26,5.268
2022-11-27,5.268
2022-11-28,5.387
2022-11-29,5.3
2022-11-30,5.202
2022-12-01,5.347
2022-12-02,5.306
2022-12-03,5.306
2022-12-04,5.306
2022-12-05,5.522
2022-12-06,5.466
2022-12-07,5.544
2022-12-08,5.582
2022-12-09,5.542
2022-12-10,5.542
2022-12-11,5.542
2022-12-12,5.387
2022-12-13,5.343
2022-12-14,5.44
2022-12-15,5.56
2022-12-16,5.646
2022-12-17,5.646
2022-12-18,5.646
2022-12-19,5.906
2022-12-20,5.903
2022-12-21,5.768
2022-12-22,5.903
2022-12-23,5.792
2022-12-24,5.792
2022-12-25,5.792
2022-12-26,5.792
2022-12-27,5.853
2022-12-28,5.893
2022-12-29,5.69
2022-12-30,5.669
2022-12-31,5.669
2023-01-01,5.669
2023-01-02,5.669
2023-01-03,5.646
2023-01-04,5.441
2023-01-05,5.47
2023-01-06,5.268
2023-01-07,5.268
2023-01-08,5.268
2023-01-09,5.194
2023-01-10,5.095
2023-01-11,4.997
2023-01-12,5.032
2023-01-13,5.029
2023-01-14,5.029
2023-01-15,5.029
2023-01-16,5.029
2023-01-17,5.032
2023-01-18,5.038
2023-01-19,5.196
2023-01-20,4.309
2023-01-21,4.309
2023-01-22,4.309
2023-01-23,4.197
2023-01-24,4.322
2023-01-25,4.149
2023-01-26,4.216
2023-01-27,4.209
2023-01-28,4.209
2023-01-29,4.209
2023-01-30,4.306
2023-01-31,4.149
2023-02-01,3.983
2023-02-02,3.829
2023-02-03,3.863
2023-02-04,3.863
2023-02-05,3.863
2023-02-06,4.015
2023-02-07,3.885
2023-02-08,3.991
2023-02-09,4.107
2023-02-10,4.126
2023-02-11,4.126
2023-02-12,4.126
2023-02-13,4.043
2023-02-14,4.117
2023-02-15,4.165
2023-02-16,4.291
2023-02-17,4.324
2023-02-18,4.324
2023-02-19,4.324
2023-02-20,4.324
2023-02-21,4.506
2023-02-22,4.467
2023-02-23,4.404
2023-02-24,4.443
2023-02-25,4.443
2023-02-26,4.443
2023-02-27,4.534
2023-02-28,4.468
2023-03-01,4.465
2023-03-02,4.446
2023-03-03,4.398
2023-03-04,4.398
2023-03-05,4.398
2023-03-06,4.467
2023-03-07,4.564
2023-03-08,4.561
2023-03-09,4.904
2023-03-10,5.2
2023-03-11,5.2
2023-03-12,5.2
2023-03-13,5.825
2023-03-14,5.825
2023-03-15,5.706
2023-03-16,5.728
2023-03-17,6.024
2023-03-18,6.024
2023-03-19,6.024
2023-03-20,5.713
2023-03-21,5.307
2023-03-22,5.469
2023-03-23,5.592
2023-03-24,5.544
2023-03-25,5.544
2023-03-26,5.544
2023-03-27,5.544
2023-03-28,5.541
2023-03-29,5.383
2023-03-30,5.341
2023-03-31,5.267
2023-04-01,5.267
2023-04-02,5.267
2023-04-03,5.294
2023-04-04,5.148
2023-04-05,5.198
2023-04-06,5.096
2023-04-07,5.096
2023-04-08,5.096
2023-04-09,5.096
2023-04-10,5.05
2023-04-11,4.884
2023-04-12,5.036
2023-04-13,5.008
2023-04-14,4.948
2023-04-15,4.948
2023-04-16,4.948
2023-04-17,4.902
2023-04-18,4.946
2023-04-19,4.838
2023-04-20,5.034
2023-04-21,5.115
2023-04-22,5.115
2023-04-23,5.115
2023-04-24,5.006
2023-04-25,5.11
2023-04-26,5.043
2023-04-27,5.012
2023-04-28,4.882
2023-04-29,4.882
2023-04-30,4.882
2023-05-01,4.948
2023-05-02,5.166
2023-05-03,5.204
2023-05-04,5.328
2023-05-05,5.119
2023-05-06,5.119
2023-05-07,5.119
2023-05-08,5.172
2023-05-09,5.127
2023-05-10,5.121
2023-05-11,5.125
2023-05-12,5.17
2023-05-13,5.17
2023-05-14,5.17
2023-05-15,5.071
2023-05-16,5.17
2023-05-17,4.961
2023-05-18,4.752
2023-05-19,4.904
2023-05-20,4.904
2023-05-21,4.904
2023-05-22,4.822
2023-05-23,4.811
2023-05-24,4.893
2023-05-25,4.929
2023-05-26,4.869
2023-05-27,4.869
2023-05-28,4.869
2023-05-29,4.869
2023-05-30,4.792
2023-05-31,4.86
2023-06-01,4.78
2023-06-02,4.593
2023-06-03,4.593
2023-06-04,4.593
2023-06-05,4.69
2023-06-06,4.6
2023-06-07,4.543
2023-06-08,4.568
2023-06-09,4.633
2023-06-10,4.633
2023-06-11,4.633
2023-06-12,4.64
2023-06-13,4.486
2023-06-14,4.573
2023-06-15,4.523
2023-06-16,4.573
2023-06-17,4.573
2023-06-18,4.573
2023-06-19,4.573
2023-06-20,4.666
2023-06-21,4.731
2023-06-22,4.83
2023-06-23,4.923
2023-06-24,4.923
2023-06-25,4.923
2023-06-26,5.036
2023-06-27,4.807
2023-06-28,4.73
2023-06-29,4.746
2023-06-30,4.73
2023-07-01,4.73
2023-07-02,4.73
2023-07-03,4.666
2023-07-04,4.666
2023-07-05,4.751
2023-07-06,4.86
2023-07-07,4.798
2023-07-08,4.798
2023-07-09,4.798
2023-07-10,4.751
2023-07-11,4.649
2023-07-12,4.553
2023-07-13,4.499
2023-07-14,4.648
2023-07-15,4.648
2023-07-16,4.648
2023-07-17,4.629
2023-07-18,4.54
2023-07-19,4.297
2023-07-20,4.4
2023-07-21,4.441
2023-07-22,4.441
2023-07-23,4.441
2023-07-24,4.304
2023-07-25,4.412
2023-07-26,4.33
2023-07-27,4.314
2023-07-28,4.225
2023-07-29,4.225
2023-07-30,4.225
2023-07-31,4.095
2023-08-01,4.111
2023-08-02,4.325
2023-08-03,4.404
2023-08-04,4.309
2023-08-05,4.309
2023-08-06,4.309
2023-08-07,4.303
2023-08-08,4.271
2023-08-09,4.363
2023-08-10,4.388
2023-08-11,4.375
2023-08-12,4.375
2023-08-13,4.375
