,SPGI US Equity
2020-10-07,0.79
2020-10-08,0.785
2020-10-09,0.786
2020-10-10,0.786
2020-10-11,0.786
2020-10-12,0.779
2020-10-13,0.792
2020-10-14,0.798
2020-10-15,0.807
2020-10-16,0.805
2020-10-17,0.805
2020-10-18,0.805
2020-10-19,0.822
2020-10-20,0.824
2020-10-21,0.83
2020-10-22,0.832
2020-10-23,0.831
2020-10-24,0.831
2020-10-25,0.831
2020-10-26,0.841
2020-10-27,0.848
2020-10-28,0.858
2020-10-29,0.861
2020-10-30,0.869
2020-10-31,0.869
2020-11-01,0.869
2020-11-02,0.855
2020-11-03,0.838
2020-11-04,0.799
2020-11-05,0.788
2020-11-06,0.791
2020-11-07,0.791
2020-11-08,0.791
2020-11-09,0.81
2020-11-10,0.837
2020-11-11,0.815
2020-11-12,0.821
2020-11-13,0.82
2020-11-14,0.82
2020-11-15,0.82
2020-11-16,0.826
2020-11-17,0.833
2020-11-18,0.833
2020-11-19,0.828
2020-11-20,0.829
2020-11-21,0.829
2020-11-22,0.829
2020-11-23,0.832
2020-11-24,0.837
2020-11-25,0.828
2020-11-26,0.828
2020-11-27,0.819
2020-11-28,0.819
2020-11-29,0.819
2020-11-30,0.796
2020-12-01,0.837
2020-12-02,0.84
2020-12-03,0.857
2020-12-04,0.824
2020-12-05,0.824
2020-12-06,0.824
2020-12-07,0.832
2020-12-08,0.802
2020-12-09,0.817
2020-12-10,0.821
2020-12-11,0.824
2020-12-12,0.824
2020-12-13,0.824
2020-12-14,0.826
2020-12-15,0.826
2020-12-16,0.834
2020-12-17,0.833
2020-12-18,0.83
2020-12-19,0.83
2020-12-20,0.83
2020-12-21,0.837
2020-12-22,0.839
2020-12-23,0.853
2020-12-24,0.845
2020-12-25,0.845
2020-12-26,0.845
2020-12-27,0.845
2020-12-28,0.841
2020-12-29,0.832
2020-12-30,0.827
2020-12-31,0.814
2021-01-01,0.814
2021-01-02,0.814
2021-01-03,0.814
2021-01-04,0.803
2021-01-05,0.814
2021-01-06,0.813
2021-01-07,0.813
2021-01-08,0.818
2021-01-09,0.818
2021-01-10,0.818
2021-01-11,0.838
2021-01-12,0.847
2021-01-13,0.857
2021-01-14,0.874
2021-01-15,0.874
2021-01-16,0.874
2021-01-17,0.874
2021-01-18,0.874
2021-01-19,0.854
2021-01-20,0.831
2021-01-21,0.842
2021-01-22,0.987
2021-01-23,0.987
2021-01-24,0.987
2021-01-25,0.988
2021-01-26,0.975
2021-01-27,1.015
2021-01-28,0.975
2021-01-29,0.981
2021-01-30,0.981
2021-01-31,0.981
2021-02-01,0.966
2021-02-02,0.942
2021-02-03,0.959
2021-02-04,0.947
2021-02-05,0.96
2021-02-06,0.96
2021-02-07,0.96
2021-02-08,0.956
2021-02-09,0.936
2021-02-10,1.083
2021-02-11,1.094
2021-02-12,1.094
2021-02-13,1.094
2021-02-14,1.094
2021-02-15,1.094
2021-02-16,1.097
2021-02-17,1.095
2021-02-18,1.097
2021-02-19,1.094
2021-02-20,1.094
2021-02-21,1.094
2021-02-22,1.114
2021-02-23,1.139
2021-02-24,1.116
2021-02-25,1.12
2021-02-26,1.125
2021-02-27,1.125
2021-02-28,1.125
2021-03-01,1.097
2021-03-02,1.112
2021-03-03,1.134
2021-03-04,1.131
2021-03-05,1.107
2021-03-06,1.107
2021-03-07,1.107
2021-03-08,1.081
2021-03-09,1.083
2021-03-10,1.076
2021-03-11,1.073
2021-03-12,1.072
2021-03-13,1.072
2021-03-14,1.072
2021-03-15,1.054
2021-03-16,1.062
2021-03-17,1.058
2021-03-18,1.063
2021-03-19,1.066
2021-03-20,1.066
2021-03-21,1.066
2021-03-22,1.072
2021-03-23,1.068
2021-03-24,1.053
2021-03-25,1.054
2021-03-26,1.03
2021-03-27,1.03
2021-03-28,1.03
2021-03-29,1.024
2021-03-30,1.05
2021-03-31,1.05
2021-04-01,1.021
2021-04-02,1.021
2021-04-03,1.021
2021-04-04,1.021
2021-04-05,1.009
2021-04-06,1.012
2021-04-07,1.025
2021-04-08,1.013
2021-04-09,1.003
2021-04-10,1.003
2021-04-11,1.003
2021-04-12,0.998
2021-04-13,0.993
2021-04-14,0.996
2021-04-15,0.987
2021-04-16,0.98
2021-04-17,0.98
2021-04-18,0.98
2021-04-19,0.984
2021-04-20,0.977
2021-04-21,0.968
2021-04-22,0.966
2021-04-23,0.954
2021-04-24,0.954
2021-04-25,0.954
2021-04-26,0.965
2021-04-27,0.964
2021-04-28,0.974
2021-04-29,0.943
2021-04-30,0.948
2021-05-01,0.948
2021-05-02,0.948
2021-05-03,0.94
2021-05-04,0.932
2021-05-05,0.944
2021-05-06,0.95
2021-05-07,0.947
2021-05-08,0.947
2021-05-09,0.947
2021-05-10,0.948
2021-05-11,0.975
2021-05-12,1.001
2021-05-13,0.975
2021-05-14,0.976
2021-05-15,0.976
2021-05-16,0.976
2021-05-17,0.987
2021-05-18,1.0
2021-05-19,0.998
2021-05-20,0.988
2021-05-21,0.98
2021-05-22,0.98
2021-05-23,0.98
2021-05-24,0.976
2021-05-25,0.976
2021-05-26,0.975
2021-05-27,0.971
2021-05-28,0.973
2021-05-29,0.973
2021-05-30,0.973
2021-05-31,0.973
2021-06-01,0.989
2021-06-02,0.972
2021-06-03,0.968
2021-06-04,0.96
2021-06-05,0.96
2021-06-06,0.96
2021-06-07,0.969
2021-06-08,0.961
2021-06-09,0.96
2021-06-10,0.955
2021-06-11,0.941
2021-06-12,0.941
2021-06-13,0.941
2021-06-14,0.932
2021-06-15,0.933
2021-06-16,0.94
2021-06-17,0.923
2021-06-18,0.945
2021-06-19,0.945
2021-06-20,0.945
2021-06-21,0.924
2021-06-22,0.914
2021-06-23,0.921
2021-06-24,0.898
2021-06-25,0.896
2021-06-26,0.896
2021-06-27,0.896
2021-06-28,0.899
2021-06-29,0.9
2021-06-30,0.9
2021-07-01,0.896
2021-07-02,0.891
2021-07-03,0.891
2021-07-04,0.891
2021-07-05,0.891
2021-07-06,0.888
2021-07-07,0.881
2021-07-08,0.886
2021-07-09,0.891
2021-07-10,0.891
2021-07-11,0.891
2021-07-12,0.897
2021-07-13,0.903
2021-07-14,0.9
2021-07-15,0.897
2021-07-16,0.891
2021-07-17,0.891
2021-07-18,0.891
2021-07-19,0.903
2021-07-20,0.887
2021-07-21,0.886
2021-07-22,0.882
2021-07-23,0.882
2021-07-24,0.882
2021-07-25,0.882
2021-07-26,0.893
2021-07-27,0.895
2021-07-28,0.897
2021-07-29,0.871
2021-07-30,0.861
2021-07-31,0.861
2021-08-01,0.861
2021-08-02,0.85
2021-08-03,0.846
2021-08-04,0.84
2021-08-05,0.836
2021-08-06,0.836
2021-08-07,0.836
2021-08-08,0.836
2021-08-09,0.846
2021-08-10,0.85
2021-08-11,0.851
2021-08-12,0.845
2021-08-13,0.836
2021-08-14,0.836
2021-08-15,0.836
2021-08-16,0.827
2021-08-17,0.831
2021-08-18,0.858
2021-08-19,0.851
2021-08-20,0.844
2021-08-21,0.844
2021-08-22,0.844
2021-08-23,0.841
2021-08-24,0.843
2021-08-25,0.842
2021-08-26,0.843
2021-08-27,0.841
2021-08-28,0.841
2021-08-29,0.841
2021-08-30,0.83
2021-08-31,0.83
2021-09-01,0.821
2021-09-02,0.82
2021-09-03,0.815
2021-09-04,0.815
2021-09-05,0.815
2021-09-06,0.815
2021-09-07,0.825
2021-09-08,0.818
2021-09-09,0.816
2021-09-10,0.93
2021-09-11,0.93
2021-09-12,0.93
2021-09-13,0.931
2021-09-14,0.927
2021-09-15,0.926
2021-09-16,0.922
2021-09-17,0.938
2021-09-18,0.938
2021-09-19,0.938
2021-09-20,0.941
2021-09-21,0.94
2021-09-22,0.939
2021-09-23,0.927
2021-09-24,0.924
2021-09-25,0.924
2021-09-26,0.924
2021-09-27,0.94
2021-09-28,0.982
2021-09-29,0.981
2021-09-30,0.985
2021-10-01,0.977
2021-10-02,0.977
2021-10-03,0.977
2021-10-04,1.007
2021-10-05,0.985
2021-10-06,0.979
2021-10-07,0.967
2021-10-08,0.974
2021-10-09,0.974
2021-10-10,0.974
2021-10-11,0.977
2021-10-12,0.972
2021-10-13,0.972
2021-10-14,0.947
2021-10-15,0.943
2021-10-16,0.943
2021-10-17,0.943
2021-10-18,0.935
2021-10-19,0.928
2021-10-20,0.95
2021-10-21,0.94
2021-10-22,0.929
2021-10-23,0.929
2021-10-24,0.929
2021-10-25,0.936
2021-10-26,0.901
2021-10-27,0.905
2021-10-28,0.892
2021-10-29,0.883
2021-10-30,0.883
2021-10-31,0.883
2021-11-01,0.904
2021-11-02,0.908
2021-11-03,0.92
2021-11-04,0.905
2021-11-05,0.91
2021-11-06,0.91
2021-11-07,0.91
2021-11-08,0.907
2021-11-09,0.906
2021-11-10,0.922
2021-11-11,0.927
2021-11-12,0.924
2021-11-13,0.924
2021-11-14,0.924
2021-11-15,0.912
2021-11-16,0.89
2021-11-17,0.908
2021-11-18,0.911
2021-11-19,0.916
2021-11-20,0.916
2021-11-21,0.916
2021-11-22,0.923
2021-11-23,0.922
2021-11-24,0.911
2021-11-25,0.911
2021-11-26,0.929
2021-11-27,0.929
2021-11-28,0.929
2021-11-29,0.908
2021-11-30,0.926
2021-12-01,0.94
2021-12-02,0.916
2021-12-03,0.926
2021-12-04,0.926
2021-12-05,0.926
2021-12-06,0.924
2021-12-07,0.897
2021-12-08,0.892
2021-12-09,0.902
2021-12-10,0.891
2021-12-11,0.891
2021-12-12,0.891
2021-12-13,0.881
2021-12-14,0.897
2021-12-15,0.881
2021-12-16,0.885
2021-12-17,0.903
2021-12-18,0.903
2021-12-19,0.903
2021-12-20,0.917
2021-12-21,0.897
2021-12-22,0.892
2021-12-23,0.891
2021-12-24,0.891
2021-12-25,0.891
2021-12-26,0.891
2021-12-27,0.883
2021-12-28,0.888
2021-12-29,0.889
2021-12-30,0.897
2021-12-31,0.894
2022-01-01,0.894
2022-01-02,0.894
2022-01-03,0.914
2022-01-04,0.917
2022-01-05,0.925
2022-01-06,0.932
2022-01-07,0.943
2022-01-08,0.943
2022-01-09,0.943
2022-01-10,0.968
2022-01-11,0.956
2022-01-12,0.941
2022-01-13,0.966
2022-01-14,0.975
2022-01-15,0.975
2022-01-16,0.975
2022-01-17,0.975
2022-01-18,0.994
2022-01-19,0.996
2022-01-20,1.008
2022-01-21,1.011
2022-01-22,1.011
2022-01-23,1.011
2022-01-24,1.008
2022-01-25,1.055
2022-01-26,1.06
2022-01-27,1.067
2022-01-28,1.036
2022-01-29,1.036
2022-01-30,1.036
2022-01-31,1.015
2022-02-01,1.01
2022-02-02,0.999
2022-02-03,1.02
2022-02-04,1.017
2022-02-05,1.017
2022-02-06,1.017
2022-02-07,1.04
2022-02-08,1.007
2022-02-09,1.0
2022-02-10,1.017
2022-02-11,1.04
2022-02-12,1.04
2022-02-13,1.04
2022-02-14,1.059
2022-02-15,1.046
2022-02-16,1.043
2022-02-17,1.056
2022-02-18,1.064
2022-02-19,1.064
2022-02-20,1.064
2022-02-21,1.064
2022-02-22,1.06
2022-02-23,1.079
2022-02-24,1.056
2022-02-25,1.058
2022-02-26,1.058
2022-02-27,1.058
2022-02-28,1.073
2022-03-01,1.039
2022-03-02,1.016
2022-03-03,1.013
2022-03-04,0.995
2022-03-05,0.995
2022-03-06,0.995
2022-03-07,1.05
2022-03-08,1.055
2022-03-09,1.046
2022-03-10,1.07
2022-03-11,1.077
2022-03-12,1.077
2022-03-13,1.077
2022-03-14,1.084
2022-03-15,1.069
2022-03-16,1.056
2022-03-17,1.028
2022-03-18,1.01
2022-03-19,1.01
2022-03-20,1.01
2022-03-21,1.023
2022-03-22,1.0
2022-03-23,1.022
2022-03-24,1.017
2022-03-25,1.003
2022-03-26,1.003
2022-03-27,1.003
2022-03-28,1.0
2022-03-29,0.993
2022-03-30,0.999
2022-03-31,1.021
2022-04-01,1.027
2022-04-02,1.027
2022-04-03,1.027
2022-04-04,1.011
2022-04-05,1.017
2022-04-06,1.019
2022-04-07,1.008
2022-04-08,1.013
2022-04-09,1.013
2022-04-10,1.013
2022-04-11,1.031
2022-04-12,1.053
2022-04-13,1.055
2022-04-14,1.079
2022-04-15,1.079
2022-04-16,1.079
2022-04-17,1.079
2022-04-18,1.071
2022-04-19,1.058
2022-04-20,1.053
2022-04-21,1.07
2022-04-22,1.102
2022-04-23,1.102
2022-04-24,1.102
2022-04-25,1.097
2022-04-26,1.114
2022-04-27,1.099
2022-04-28,1.082
2022-04-29,1.111
2022-04-30,1.111
2022-05-01,1.111
2022-05-02,1.139
2022-05-03,1.158
2022-05-04,1.143
2022-05-05,1.2
2022-05-06,1.204
2022-05-07,1.204
2022-05-08,1.204
2022-05-09,1.266
2022-05-10,1.269
2022-05-11,1.278
2022-05-12,1.263
2022-05-13,1.236
2022-05-14,1.236
2022-05-15,1.236
2022-05-16,1.242
2022-05-17,1.222
2022-05-18,1.256
2022-05-19,1.248
2022-05-20,1.211
2022-05-21,1.211
2022-05-22,1.211
2022-05-23,1.183
2022-05-24,1.181
2022-05-25,1.192
2022-05-26,1.173
2022-05-27,1.147
2022-05-28,1.147
2022-05-29,1.147
2022-05-30,1.147
2022-05-31,1.183
2022-06-01,1.245
2022-06-02,1.211
2022-06-03,1.239
2022-06-04,1.239
2022-06-05,1.239
2022-06-06,1.229
2022-06-07,1.209
2022-06-08,1.238
2022-06-09,1.247
2022-06-10,1.26
2022-06-11,1.26
2022-06-12,1.26
2022-06-13,1.301
2022-06-14,1.321
2022-06-15,1.305
2022-06-16,1.327
2022-06-17,1.311
2022-06-18,1.311
2022-06-19,1.311
2022-06-20,1.311
2022-06-21,1.311
2022-06-22,1.29
2022-06-23,1.257
2022-06-24,1.228
2022-06-25,1.228
2022-06-26,1.228
2022-06-27,1.232
2022-06-28,1.261
2022-06-29,1.253
2022-06-30,1.244
2022-07-01,1.222
2022-07-02,1.222
2022-07-03,1.222
2022-07-04,1.222
2022-07-05,1.216
2022-07-06,1.2
2022-07-07,1.19
2022-07-08,1.188
2022-07-09,1.188
2022-07-10,1.188
2022-07-11,1.191
2022-07-12,1.21
2022-07-13,1.224
2022-07-14,1.213
2022-07-15,1.198
2022-07-16,1.198
2022-07-17,1.198
2022-07-18,1.213
2022-07-19,1.214
2022-07-20,1.21
2022-07-21,1.199
2022-07-22,1.199
2022-07-23,1.199
2022-07-24,1.199
2022-07-25,1.225
2022-07-26,1.218
2022-07-27,1.202
2022-07-28,1.158
2022-07-29,1.151
2022-07-30,1.151
2022-07-31,1.151
2022-08-01,1.153
2022-08-02,1.156
2022-08-03,1.161
2022-08-04,1.123
2022-08-05,1.127
2022-08-06,1.127
2022-08-07,1.127
2022-08-08,1.123
2022-08-09,1.126
2022-08-10,1.08
2022-08-11,1.099
2022-08-12,1.083
2022-08-13,1.083
2022-08-14,1.083
2022-08-15,1.085
2022-08-16,1.092
2022-08-17,1.095
2022-08-18,1.096
2022-08-19,1.117
2022-08-20,1.117
2022-08-21,1.117
2022-08-22,1.128
2022-08-23,1.139
2022-08-24,1.13
2022-08-25,1.116
2022-08-26,1.163
2022-08-27,1.163
2022-08-28,1.163
2022-08-29,1.173
2022-08-30,1.191
2022-08-31,1.203
2022-09-01,1.157
2022-09-02,1.172
2022-09-03,1.172
2022-09-04,1.172
2022-09-05,1.172
2022-09-06,1.142
2022-09-07,1.12
2022-09-08,1.11
2022-09-09,1.103
2022-09-10,1.103
2022-09-11,1.103
2022-09-12,1.096
2022-09-13,1.142
2022-09-14,1.16
2022-09-15,1.174
2022-09-16,1.177
2022-09-17,1.177
2022-09-18,1.177
2022-09-19,1.182
2022-09-20,1.2
2022-09-21,1.216
2022-09-22,1.263
2022-09-23,1.281
2022-09-24,1.281
2022-09-25,1.281
2022-09-26,1.291
2022-09-27,1.3
2022-09-28,1.294
2022-09-29,1.31
2022-09-30,1.332
2022-10-01,1.332
2022-10-02,1.332
2022-10-03,1.292
2022-10-04,1.257
2022-10-05,1.264
2022-10-06,1.285
2022-10-07,1.334
2022-10-08,1.334
2022-10-09,1.334
2022-10-10,1.36
2022-10-11,1.379
2022-10-12,1.377
2022-10-13,1.372
2022-10-14,1.399
2022-10-15,1.399
2022-10-16,1.399
2022-10-17,1.348
2022-10-18,1.333
2022-10-19,1.355
2022-10-20,1.377
2022-10-21,1.354
2022-10-22,1.354
2022-10-23,1.354
2022-10-24,1.333
2022-10-25,1.283
2022-10-26,1.285
2022-10-27,1.253
2022-10-28,1.217
2022-10-29,1.217
2022-10-30,1.217
2022-10-31,1.234
2022-11-01,1.254
2022-11-02,1.276
2022-11-03,1.282
2022-11-04,1.253
2022-11-05,1.253
2022-11-06,1.253
2022-11-07,1.243
2022-11-08,1.24
2022-11-09,1.263
2022-11-10,1.146
2022-11-11,1.114
2022-11-12,1.114
2022-11-13,1.114
2022-11-14,1.141
2022-11-15,1.119
2022-11-16,1.122
2022-11-17,1.144
2022-11-18,1.147
2022-11-19,1.147
2022-11-20,1.147
2022-11-21,1.142
2022-11-22,1.127
2022-11-23,1.108
2022-11-24,1.108
2022-11-25,1.106
2022-11-26,1.106
2022-11-27,1.106
2022-11-28,1.128
2022-11-29,1.14
2022-11-30,1.122
2022-12-01,1.092
2022-12-02,1.092
2022-12-03,1.092
2022-12-04,1.092
2022-12-05,1.119
2022-12-06,1.115
2022-12-07,1.115
2022-12-08,1.114
2022-12-09,1.133
2022-12-10,1.133
2022-12-11,1.133
2022-12-12,1.132
2022-12-13,1.099
2022-12-14,1.111
2022-12-15,1.14
2022-12-16,1.157
2022-12-17,1.157
2022-12-18,1.157
2022-12-19,1.171
2022-12-20,1.183
2022-12-21,1.165
2022-12-22,1.183
2022-12-23,1.18
2022-12-24,1.18
2022-12-25,1.18
2022-12-26,1.18
2022-12-27,1.186
2022-12-28,1.192
2022-12-29,1.156
2022-12-30,1.173
2022-12-31,1.173
2023-01-01,1.173
2023-01-02,1.173
2023-01-03,1.165
2023-01-04,1.143
2023-01-05,1.162
2023-01-06,1.123
2023-01-07,1.123
2023-01-08,1.123
2023-01-09,1.115
2023-01-10,1.097
2023-01-11,1.066
2023-01-12,1.058
2023-01-13,1.062
2023-01-14,1.062
2023-01-15,1.062
2023-01-16,1.062
2023-01-17,1.059
2023-01-18,1.069
2023-01-19,1.077
2023-01-20,1.056
2023-01-21,1.056
2023-01-22,1.056
2023-01-23,1.05
2023-01-24,1.057
2023-01-25,1.069
2023-01-26,1.066
2023-01-27,1.049
2023-01-28,1.049
2023-01-29,1.049
2023-01-30,1.059
2023-01-31,1.035
2023-02-01,1.028
2023-02-02,1.012
2023-02-03,1.04
2023-02-04,1.04
2023-02-05,1.04
2023-02-06,1.052
2023-02-07,1.045
2023-02-08,1.06
2023-02-09,1.052
2023-02-10,1.056
2023-02-11,1.056
2023-02-12,1.056
2023-02-13,1.047
2023-02-14,1.063
2023-02-15,1.056
2023-02-16,1.084
2023-02-17,1.075
2023-02-18,1.075
2023-02-19,1.075
2023-02-20,1.075
2023-02-21,1.106
2023-02-22,1.121
2023-02-23,1.106
2023-02-24,1.122
2023-02-25,1.122
2023-02-26,1.122
2023-02-27,1.128
2023-02-28,1.129
2023-03-01,1.14
2023-03-02,1.133
2023-03-03,1.113
2023-03-04,1.113
2023-03-05,1.113
2023-03-06,1.096
2023-03-07,1.144
2023-03-08,1.137
2023-03-09,1.154
2023-03-10,1.18
2023-03-11,1.18
2023-03-12,1.18
2023-03-13,1.186
2023-03-14,1.158
2023-03-15,1.153
2023-03-16,1.133
2023-03-17,1.152
2023-03-18,1.152
2023-03-19,1.152
2023-03-20,1.151
2023-03-21,1.128
2023-03-22,1.147
2023-03-23,1.159
2023-03-24,1.151
2023-03-25,1.151
2023-03-26,1.151
2023-03-27,1.147
2023-03-28,1.153
2023-03-29,1.139
2023-03-30,1.129
2023-03-31,1.117
2023-04-01,1.117
2023-04-02,1.117
2023-04-03,1.112
2023-04-04,1.112
2023-04-05,1.115
2023-04-06,1.127
2023-04-07,1.127
2023-04-08,1.127
2023-04-09,1.127
2023-04-10,1.134
2023-04-11,1.123
2023-04-12,1.12
2023-04-13,1.104
2023-04-14,1.104
2023-04-15,1.104
2023-04-16,1.104
2023-04-17,1.1
2023-04-18,1.091
2023-04-19,1.091
2023-04-20,1.095
2023-04-21,1.099
2023-04-22,1.099
2023-04-23,1.099
2023-04-24,1.111
2023-04-25,1.119
2023-04-26,1.136
2023-04-27,1.087
2023-04-28,1.07
2023-04-29,1.07
2023-04-30,1.07
2023-05-01,1.07
2023-05-02,1.09
2023-05-03,1.109
2023-05-04,1.117
2023-05-05,1.096
2023-05-06,1.096
2023-05-07,1.096
2023-05-08,1.102
2023-05-09,1.101
2023-05-10,1.08
2023-05-11,1.081
2023-05-12,1.083
2023-05-13,1.083
2023-05-14,1.083
2023-05-15,1.077
2023-05-16,1.086
2023-05-17,1.079
2023-05-18,1.07
2023-05-19,1.065
2023-05-20,1.065
2023-05-21,1.065
2023-05-22,1.046
2023-05-23,1.075
2023-05-24,1.093
2023-05-25,1.084
2023-05-26,1.076
2023-05-27,1.076
2023-05-28,1.076
2023-05-29,1.076
2023-05-30,1.066
2023-05-31,1.057
2023-06-01,1.052
2023-06-02,1.033
2023-06-03,1.033
2023-06-04,1.033
2023-06-05,1.027
2023-06-06,1.024
2023-06-07,1.038
2023-06-08,1.016
2023-06-09,1.011
2023-06-10,1.011
2023-06-11,1.011
2023-06-12,1.008
2023-06-13,0.994
2023-06-14,0.988
2023-06-15,0.97
2023-06-16,0.983
2023-06-17,0.983
2023-06-18,0.983
2023-06-19,0.983
2023-06-20,0.992
2023-06-21,0.999
2023-06-22,1.001
2023-06-23,0.996
2023-06-24,0.996
2023-06-25,0.996
2023-06-26,1.004
2023-06-27,0.994
2023-06-28,0.993
2023-06-29,0.982
2023-06-30,0.969
2023-07-01,0.969
2023-07-02,0.969
2023-07-03,0.979
2023-07-04,0.979
2023-07-05,0.973
2023-07-06,0.983
2023-07-07,0.988
2023-07-08,0.988
2023-07-09,0.988
2023-07-10,0.975
2023-07-11,0.977
2023-07-12,0.953
2023-07-13,0.94
2023-07-14,0.931
2023-07-15,0.931
2023-07-16,0.931
2023-07-17,0.928
2023-07-18,0.918
2023-07-19,0.917
2023-07-20,0.914
2023-07-21,0.915
2023-07-22,0.915
2023-07-23,0.915
2023-07-24,0.916
2023-07-25,0.906
2023-07-26,0.904
2023-07-27,0.979
2023-07-28,0.989
2023-07-29,0.989
2023-07-30,0.989
2023-07-31,0.983
2023-08-01,0.973
2023-08-02,0.986
2023-08-03,1.013
2023-08-04,1.005
2023-08-05,1.005
2023-08-06,1.005
2023-08-07,0.996
2023-08-08,1.006
2023-08-09,1.003
2023-08-10,0.998
2023-08-11,0.998
2023-08-12,0.998
2023-08-13,0.998
2023-08-14,0.995
2023-08-15,1.0
2023-08-16,1.0
2023-08-17,1.007
2023-08-18,1.013
2023-08-19,1.013
