,DGX US Equity
2020-10-31,2.035
2020-11-01,2.035
2020-11-02,1.991
2020-11-03,1.965
2020-11-04,1.977
2020-11-05,1.942
2020-11-06,1.959
2020-11-07,1.959
2020-11-08,1.959
2020-11-09,2.066
2020-11-10,2.06
2020-11-11,2.017
2020-11-12,2.049
2020-11-13,2.046
2020-11-14,2.046
2020-11-15,2.046
2020-11-16,2.023
2020-11-17,2.006
2020-11-18,2.033
2020-11-19,2.024
2020-11-20,1.992
2020-11-21,1.992
2020-11-22,1.992
2020-11-23,1.979
2020-11-24,1.973
2020-11-25,2.0
2020-11-26,2.0
2020-11-27,1.992
2020-11-28,1.992
2020-11-29,1.992
2020-11-30,2.005
2020-12-01,1.978
2020-12-02,1.999
2020-12-03,2.024
2020-12-04,2.016
2020-12-05,2.016
2020-12-06,2.016
2020-12-07,2.023
2020-12-08,2.003
2020-12-09,2.002
2020-12-10,1.981
2020-12-11,2.037
2020-12-12,2.037
2020-12-13,2.037
2020-12-14,2.019
2020-12-15,1.997
2020-12-16,2.055
2020-12-17,2.059
2020-12-18,2.066
2020-12-19,2.066
2020-12-20,2.066
2020-12-21,2.057
2020-12-22,2.051
2020-12-23,2.058
2020-12-24,2.068
2020-12-25,2.068
2020-12-26,2.068
2020-12-27,2.068
2020-12-28,2.098
2020-12-29,2.1
2020-12-30,2.101
2020-12-31,2.086
2021-01-01,2.086
2021-01-02,2.086
2021-01-03,2.086
2021-01-04,2.053
2021-01-05,2.042
2021-01-06,1.978
2021-01-07,2.006
2021-01-08,2.022
2021-01-09,2.022
2021-01-10,2.022
2021-01-11,2.011
2021-01-12,1.97
2021-01-13,1.982
2021-01-14,1.989
2021-01-15,1.999
2021-01-16,1.999
2021-01-17,1.999
2021-01-18,1.999
2021-01-19,1.964
2021-01-20,1.943
2021-01-21,1.977
2021-01-22,1.989
2021-01-23,1.989
2021-01-24,1.989
2021-01-25,1.98
2021-01-26,1.964
2021-01-27,1.978
2021-01-28,2.0
2021-01-29,1.916
2021-01-30,1.916
2021-01-31,1.916
2021-02-01,1.856
2021-02-02,1.889
2021-02-03,1.95
2021-02-04,2.029
2021-02-05,2.032
2021-02-06,2.032
2021-02-07,2.032
2021-02-08,2.035
2021-02-09,2.032
2021-02-10,2.003
2021-02-11,1.979
2021-02-12,1.964
2021-02-13,1.964
2021-02-14,1.964
2021-02-15,1.964
2021-02-16,2.027
2021-02-17,2.031
2021-02-18,2.031
2021-02-19,2.076
2021-02-20,2.076
2021-02-21,2.076
2021-02-22,2.13
2021-02-23,2.106
2021-02-24,2.138
2021-02-25,2.159
2021-02-26,2.141
2021-02-27,2.141
2021-02-28,2.141
2021-03-01,2.123
2021-03-02,2.087
2021-03-03,2.117
2021-03-04,2.11
2021-03-05,2.098
2021-03-06,2.098
2021-03-07,2.098
2021-03-08,2.044
2021-03-09,2.064
2021-03-10,2.154
2021-03-11,2.066
2021-03-12,2.066
2021-03-13,2.066
2021-03-14,2.066
2021-03-15,2.041
2021-03-16,2.052
2021-03-17,2.045
2021-03-18,2.026
2021-03-19,2.01
2021-03-20,2.01
2021-03-21,2.01
2021-03-22,2.0
2021-03-23,2.011
2021-03-24,1.984
2021-03-25,1.98
2021-03-26,1.948
2021-03-27,1.948
2021-03-28,1.948
2021-03-29,1.966
2021-03-30,1.959
2021-03-31,1.962
2021-04-01,1.945
2021-04-02,1.945
2021-04-03,1.945
2021-04-04,1.945
2021-04-05,1.935
2021-04-06,1.953
2021-04-07,1.961
2021-04-08,1.978
2021-04-09,1.978
2021-04-10,1.978
2021-04-11,1.978
2021-04-12,1.944
2021-04-13,1.952
2021-04-14,1.968
2021-04-15,1.94
2021-04-16,1.926
2021-04-17,1.926
2021-04-18,1.926
2021-04-19,1.911
2021-04-20,1.937
2021-04-21,1.927
2021-04-22,1.922
2021-04-23,1.958
2021-04-24,1.958
2021-04-25,1.958
2021-04-26,1.942
2021-04-27,1.942
2021-04-28,1.951
2021-04-29,1.954
2021-04-30,1.948
2021-05-01,1.948
2021-05-02,1.948
2021-05-03,1.936
2021-05-04,1.884
2021-05-05,1.881
2021-05-06,1.857
2021-05-07,1.849
2021-05-08,1.849
2021-05-09,1.849
2021-05-10,1.816
2021-05-11,1.864
2021-05-12,1.889
2021-05-13,1.869
2021-05-14,1.897
2021-05-15,1.897
2021-05-16,1.897
2021-05-17,1.946
2021-05-18,1.961
2021-05-19,1.966
2021-05-20,1.955
2021-05-21,1.956
2021-05-22,1.956
2021-05-23,1.956
2021-05-24,1.969
2021-05-25,1.964
2021-05-26,1.937
2021-05-27,1.938
2021-05-28,1.951
2021-05-29,1.951
2021-05-30,1.951
2021-05-31,1.951
2021-06-01,2.019
2021-06-02,2.015
2021-06-03,2.005
2021-06-04,1.994
2021-06-05,1.994
2021-06-06,1.994
2021-06-07,1.993
2021-06-08,2.015
2021-06-09,2.015
2021-06-10,2.004
2021-06-11,2.018
2021-06-12,2.018
2021-06-13,2.018
2021-06-14,2.007
2021-06-15,2.005
2021-06-16,2.016
2021-06-17,2.006
2021-06-18,2.015
2021-06-19,2.015
2021-06-20,2.015
2021-06-21,1.985
2021-06-22,1.973
2021-06-23,1.989
2021-06-24,1.989
2021-06-25,1.982
2021-06-26,1.982
2021-06-27,1.982
2021-06-28,1.951
2021-06-29,1.932
2021-06-30,1.947
2021-07-01,1.933
2021-07-02,1.927
2021-07-03,1.927
2021-07-04,1.927
2021-07-05,1.927
2021-07-06,1.916
2021-07-07,1.9
2021-07-08,1.91
2021-07-09,1.894
2021-07-10,1.894
2021-07-11,1.894
2021-07-12,1.886
2021-07-13,1.894
2021-07-14,1.9
2021-07-15,1.907
2021-07-16,1.901
2021-07-17,1.901
2021-07-18,1.901
2021-07-19,1.877
2021-07-20,1.877
2021-07-21,1.883
2021-07-22,1.854
2021-07-23,1.834
2021-07-24,1.834
2021-07-25,1.834
2021-07-26,1.848
2021-07-27,1.827
2021-07-28,1.827
2021-07-29,1.811
2021-07-30,1.803
2021-07-31,1.803
2021-08-01,1.803
2021-08-02,1.788
2021-08-03,1.759
2021-08-04,1.743
2021-08-05,1.736
2021-08-06,1.744
2021-08-07,1.744
2021-08-08,1.744
2021-08-09,1.729
2021-08-10,1.721
2021-08-11,1.722
2021-08-12,1.727
2021-08-13,1.725
2021-08-14,1.725
2021-08-15,1.725
2021-08-16,1.69
2021-08-17,1.679
2021-08-18,1.715
2021-08-19,1.687
2021-08-20,1.682
2021-08-21,1.682
2021-08-22,1.682
2021-08-23,1.699
2021-08-24,1.71
2021-08-25,1.708
2021-08-26,1.71
2021-08-27,1.715
2021-08-28,1.715
2021-08-29,1.715
2021-08-30,1.696
2021-08-31,1.673
2021-09-01,1.666
2021-09-02,1.65
2021-09-03,1.641
2021-09-04,1.641
2021-09-05,1.641
2021-09-06,1.641
2021-09-07,1.644
2021-09-08,1.619
2021-09-09,1.625
2021-09-10,1.651
2021-09-11,1.651
2021-09-12,1.651
2021-09-13,1.662
2021-09-14,1.652
2021-09-15,1.642
2021-09-16,1.65
2021-09-17,1.652
2021-09-18,1.652
2021-09-19,1.652
2021-09-20,1.658
2021-09-21,1.657
2021-09-22,1.675
2021-09-23,1.666
2021-09-24,1.67
2021-09-25,1.67
2021-09-26,1.67
2021-09-27,1.706
2021-09-28,1.751
2021-09-29,1.732
2021-09-30,1.76
2021-10-01,1.785
2021-10-02,1.785
2021-10-03,1.785
2021-10-04,1.803
2021-10-05,1.804
2021-10-06,1.789
2021-10-07,1.774
2021-10-08,1.794
2021-10-09,1.794
2021-10-10,1.794
2021-10-11,1.814
2021-10-12,1.813
2021-10-13,1.807
2021-10-14,1.788
2021-10-15,1.787
2021-10-16,1.787
2021-10-17,1.787
2021-10-18,1.772
2021-10-19,1.748
2021-10-20,1.734
2021-10-21,1.752
2021-10-22,1.799
2021-10-23,1.799
2021-10-24,1.799
2021-10-25,1.818
2021-10-26,1.811
2021-10-27,1.831
2021-10-28,1.807
2021-10-29,1.796
2021-10-30,1.796
2021-10-31,1.796
2021-11-01,1.789
2021-11-02,1.827
2021-11-03,1.817
2021-11-04,1.833
2021-11-05,1.875
2021-11-06,1.875
2021-11-07,1.875
2021-11-08,1.853
2021-11-09,1.856
2021-11-10,1.82
2021-11-11,1.778
2021-11-12,1.757
2021-11-13,1.757
2021-11-14,1.757
2021-11-15,1.798
2021-11-16,1.781
2021-11-17,1.783
2021-11-18,1.783
2021-11-19,1.776
2021-11-20,1.776
2021-11-21,1.776
2021-11-22,1.749
2021-11-23,1.745
2021-11-24,1.763
2021-11-25,1.763
2021-11-26,1.701
2021-11-27,1.701
2021-11-28,1.701
2021-11-29,1.682
2021-11-30,1.773
2021-12-01,1.743
2021-12-02,1.708
2021-12-03,1.678
2021-12-04,1.678
2021-12-05,1.678
2021-12-06,1.672
2021-12-07,1.646
2021-12-08,1.646
2021-12-09,1.671
2021-12-10,1.647
2021-12-11,1.647
2021-12-12,1.647
2021-12-13,1.614
2021-12-14,1.603
2021-12-15,1.565
2021-12-16,1.533
2021-12-17,1.54
2021-12-18,1.54
2021-12-19,1.54
2021-12-20,1.537
2021-12-21,1.577
2021-12-22,1.571
2021-12-23,1.578
2021-12-24,1.578
2021-12-25,1.578
2021-12-26,1.578
2021-12-27,1.556
2021-12-28,1.556
2021-12-29,1.549
2021-12-30,1.538
2021-12-31,1.523
2022-01-01,1.523
2022-01-02,1.523
2022-01-03,1.604
2022-01-04,1.666
2022-01-05,1.675
2022-01-06,1.665
2022-01-07,1.691
2022-01-08,1.691
2022-01-09,1.691
2022-01-10,1.651
2022-01-11,1.669
2022-01-12,1.791
2022-01-13,1.818
2022-01-14,1.852
2022-01-15,1.852
2022-01-16,1.852
2022-01-17,1.852
2022-01-18,1.89
2022-01-19,1.888
2022-01-20,1.913
2022-01-21,1.905
2022-01-22,1.905
2022-01-23,1.905
2022-01-24,1.897
2022-01-25,1.913
2022-01-26,1.938
2022-01-27,1.943
2022-01-28,1.946
2022-01-29,1.946
2022-01-30,1.946
2022-01-31,1.944
2022-02-01,1.94
2022-02-02,1.931
2022-02-03,2.088
2022-02-04,2.12
2022-02-05,2.12
2022-02-06,2.12
2022-02-07,2.15
2022-02-08,2.113
2022-02-09,2.078
2022-02-10,2.126
2022-02-11,2.135
2022-02-12,2.135
2022-02-13,2.135
2022-02-14,2.169
2022-02-15,2.156
2022-02-16,2.146
2022-02-17,2.189
2022-02-18,2.151
2022-02-19,2.151
2022-02-20,2.151
2022-02-21,2.151
2022-02-22,2.165
2022-02-23,2.189
2022-02-24,2.182
2022-02-25,2.138
2022-02-26,2.138
2022-02-27,2.138
2022-02-28,2.153
2022-03-01,2.143
2022-03-02,2.097
2022-03-03,2.081
2022-03-04,2.053
2022-03-05,2.053
2022-03-06,2.053
2022-03-07,2.105
2022-03-08,2.133
2022-03-09,2.113
2022-03-10,2.107
2022-03-11,2.101
2022-03-12,2.101
2022-03-13,2.101
2022-03-14,2.075
2022-03-15,2.023
2022-03-16,2.0
2022-03-17,1.974
2022-03-18,1.975
2022-03-19,1.975
2022-03-20,1.975
2022-03-21,1.992
2022-03-22,1.993
2022-03-23,2.013
2022-03-24,2.018
2022-03-25,1.989
2022-03-26,1.989
2022-03-27,1.989
2022-03-28,1.977
2022-03-29,2.026
2022-03-30,2.062
2022-03-31,2.094
2022-04-01,2.102
2022-04-02,2.102
2022-04-03,2.102
2022-04-04,2.13
2022-04-05,2.137
2022-04-06,2.125
2022-04-07,2.071
2022-04-08,2.04
2022-04-09,2.04
2022-04-10,2.04
2022-04-11,2.079
2022-04-12,2.081
2022-04-13,2.084
2022-04-14,2.101
2022-04-15,2.101
2022-04-16,2.101
2022-04-17,2.101
2022-04-18,2.144
2022-04-19,2.102
2022-04-20,2.063
2022-04-21,2.039
2022-04-22,2.077
2022-04-23,2.077
2022-04-24,2.077
2022-04-25,2.085
2022-04-26,2.115
2022-04-27,2.072
2022-04-28,2.098
2022-04-29,2.129
2022-04-30,2.129
2022-05-01,2.129
2022-05-02,2.152
2022-05-03,2.13
2022-05-04,2.049
2022-05-05,2.092
2022-05-06,2.09
2022-05-07,2.09
2022-05-08,2.09
2022-05-09,2.092
2022-05-10,2.125
2022-05-11,2.144
2022-05-12,2.093
2022-05-13,2.089
2022-05-14,2.089
2022-05-15,2.089
2022-05-16,2.104
2022-05-17,2.027
2022-05-18,2.047
2022-05-19,2.034
2022-05-20,2.02
2022-05-21,2.02
2022-05-22,2.02
2022-05-23,2.042
2022-05-24,2.034
2022-05-25,2.02
2022-05-26,2.011
2022-05-27,1.96
2022-05-28,1.96
2022-05-29,1.96
2022-05-30,1.96
2022-05-31,2.02
2022-06-01,2.055
2022-06-02,2.055
2022-06-03,2.092
2022-06-04,2.092
2022-06-05,2.092
2022-06-06,2.097
2022-06-07,2.068
2022-06-08,2.102
2022-06-09,2.112
2022-06-10,2.171
2022-06-11,2.171
2022-06-12,2.171
2022-06-13,2.229
2022-06-14,2.242
2022-06-15,2.212
2022-06-16,2.226
2022-06-17,2.181
2022-06-18,2.181
2022-06-19,2.181
2022-06-20,2.181
2022-06-21,2.16
2022-06-22,2.121
2022-06-23,2.073
2022-06-24,2.031
2022-06-25,2.031
2022-06-26,2.031
2022-06-27,2.056
2022-06-28,2.088
2022-06-29,2.07
2022-06-30,2.142
2022-07-01,2.084
2022-07-02,2.084
2022-07-03,2.084
2022-07-04,2.084
2022-07-05,2.123
2022-07-06,2.086
2022-07-07,2.088
2022-07-08,2.089
2022-07-09,2.089
2022-07-10,2.089
2022-07-11,2.085
2022-07-12,2.114
2022-07-13,2.13
2022-07-14,2.128
2022-07-15,2.087
2022-07-16,2.087
2022-07-17,2.087
2022-07-18,2.121
2022-07-19,2.075
2022-07-20,2.103
2022-07-21,2.106
2022-07-22,2.184
2022-07-23,2.184
2022-07-24,2.184
2022-07-25,2.183
2022-07-26,2.148
2022-07-27,2.13
2022-07-28,2.117
2022-07-29,2.095
2022-07-30,2.095
2022-07-31,2.095
2022-08-01,2.094
2022-08-02,2.093
2022-08-03,2.074
2022-08-04,2.073
2022-08-05,2.053
2022-08-06,2.053
2022-08-07,2.053
2022-08-08,2.043
2022-08-09,2.055
2022-08-10,2.03
2022-08-11,2.035
2022-08-12,2.036
2022-08-13,2.036
2022-08-14,2.036
2022-08-15,2.028
2022-08-16,2.036
2022-08-17,2.076
2022-08-18,2.104
2022-08-19,2.112
2022-08-20,2.112
2022-08-21,2.112
2022-08-22,2.168
2022-08-23,2.2
2022-08-24,2.222
2022-08-25,2.191
2022-08-26,2.251
2022-08-27,2.251
2022-08-28,2.251
2022-08-29,2.26
2022-08-30,2.266
2022-08-31,2.283
2022-09-01,2.269
2022-09-02,2.287
2022-09-03,2.287
2022-09-04,2.287
2022-09-05,2.287
2022-09-06,2.282
2022-09-07,2.245
2022-09-08,2.198
2022-09-09,2.201
2022-09-10,2.201
2022-09-11,2.201
2022-09-12,2.173
2022-09-13,2.272
2022-09-14,2.308
2022-09-15,2.302
2022-09-16,2.294
2022-09-17,2.294
2022-09-18,2.294
2022-09-19,2.278
2022-09-20,2.301
2022-09-21,2.35
2022-09-22,2.329
2022-09-23,2.339
2022-09-24,2.339
2022-09-25,2.339
2022-09-26,2.322
2022-09-27,2.339
2022-09-28,2.286
2022-09-29,2.296
2022-09-30,2.332
2022-10-01,2.332
2022-10-02,2.332
2022-10-03,2.269
2022-10-04,2.222
2022-10-05,2.227
2022-10-06,2.258
2022-10-07,2.308
2022-10-08,2.308
2022-10-09,2.308
2022-10-10,2.295
2022-10-11,2.288
2022-10-12,2.288
2022-10-13,2.264
2022-10-14,2.257
2022-10-15,2.257
2022-10-16,2.257
2022-10-17,2.235
2022-10-18,2.207
2022-10-19,2.257
2022-10-20,2.123
2022-10-21,2.09
2022-10-22,2.09
2022-10-23,2.09
2022-10-24,2.057
2022-10-25,1.984
2022-10-26,1.992
2022-10-27,2.004
2022-10-28,1.967
2022-10-29,1.967
2022-10-30,1.967
2022-10-31,1.98
2022-11-01,1.992
2022-11-02,2.025
2022-11-03,1.99
2022-11-04,1.981
2022-11-05,1.981
2022-11-06,1.981
2022-11-07,1.947
2022-11-08,1.951
2022-11-09,1.956
2022-11-10,1.866
2022-11-11,1.884
2022-11-12,1.884
2022-11-13,1.884
2022-11-14,1.892
2022-11-15,1.923
2022-11-16,1.906
2022-11-17,1.949
2022-11-18,1.943
2022-11-19,1.943
2022-11-20,1.943
2022-11-21,1.915
2022-11-22,1.912
2022-11-23,1.89
2022-11-24,1.89
2022-11-25,1.882
2022-11-26,1.882
2022-11-27,1.882
2022-11-28,1.908
2022-11-29,1.909
2022-11-30,1.874
2022-12-01,1.864
2022-12-02,1.891
2022-12-03,1.891
2022-12-04,1.891
2022-12-05,1.91
2022-12-06,1.91
2022-12-07,1.909
2022-12-08,1.89
2022-12-09,1.911
2022-12-10,1.911
2022-12-11,1.911
2022-12-12,1.909
2022-12-13,1.9
2022-12-14,1.883
2022-12-15,1.906
2022-12-16,1.906
2022-12-17,1.906
2022-12-18,1.906
2022-12-19,1.878
2022-12-20,1.894
2022-12-21,1.832
2022-12-22,1.828
2022-12-23,1.82
2022-12-24,1.82
2022-12-25,1.82
2022-12-26,1.82
2022-12-27,1.809
2022-12-28,1.818
2022-12-29,1.814
2022-12-30,1.818
2022-12-31,1.818
2023-01-01,1.818
2023-01-02,1.818
2023-01-03,1.826
2023-01-04,1.84
2023-01-05,1.816
2023-01-06,1.803
2023-01-07,1.803
2023-01-08,1.803
2023-01-09,1.835
2023-01-10,1.839
2023-01-11,1.836
2023-01-12,1.894
2023-01-13,1.896
2023-01-14,1.896
2023-01-15,1.896
2023-01-16,1.896
2023-01-17,1.893
2023-01-18,1.925
2023-01-19,1.922
2023-01-20,1.921
2023-01-21,1.921
2023-01-22,1.921
2023-01-23,1.9
2023-01-24,1.941
2023-01-25,1.954
2023-01-26,1.927
2023-01-27,1.945
2023-01-28,1.945
2023-01-29,1.945
2023-01-30,1.943
2023-01-31,1.907
2023-02-01,1.905
2023-02-02,2.0
2023-02-03,2.037
2023-02-04,2.037
2023-02-05,2.037
2023-02-06,2.001
2023-02-07,1.994
2023-02-08,1.989
2023-02-09,1.992
2023-02-10,2.009
2023-02-11,2.009
2023-02-12,2.009
2023-02-13,1.989
2023-02-14,2.012
2023-02-15,1.984
2023-02-16,1.984
2023-02-17,1.963
2023-02-18,1.963
2023-02-19,1.963
2023-02-20,1.963
2023-02-21,2.026
2023-02-22,2.023
2023-02-23,2.042
2023-02-24,2.078
2023-02-25,2.078
2023-02-26,2.078
2023-02-27,2.098
2023-02-28,2.103
2023-03-01,2.093
2023-03-02,2.082
2023-03-03,2.066
2023-03-04,2.066
2023-03-05,2.066
2023-03-06,2.073
2023-03-07,2.112
2023-03-08,2.128
2023-03-09,2.157
2023-03-10,2.166
2023-03-11,2.166
2023-03-12,2.166
2023-03-13,2.186
2023-03-14,2.173
2023-03-15,2.19
2023-03-16,2.171
2023-03-17,2.212
2023-03-18,2.212
2023-03-19,2.212
2023-03-20,2.189
2023-03-21,2.14
2023-03-22,2.166
2023-03-23,2.149
2023-03-24,2.077
2023-03-25,2.077
2023-03-26,2.077
2023-03-27,2.086
2023-03-28,2.096
2023-03-29,2.101
2023-03-30,2.089
2023-03-31,2.056
2023-04-01,2.056
2023-04-02,2.056
2023-04-03,2.039
2023-04-04,2.06
2023-04-05,2.03
2023-04-06,2.026
2023-04-07,2.026
2023-04-08,2.026
2023-04-09,2.026
2023-04-10,2.019
2023-04-11,2.012
2023-04-12,2.032
2023-04-13,2.029
2023-04-14,2.034
2023-04-15,2.034
2023-04-16,2.034
2023-04-17,2.023
2023-04-18,2.037
2023-04-19,2.017
2023-04-20,2.012
2023-04-21,1.994
2023-04-22,1.994
2023-04-23,1.994
2023-04-24,1.975
2023-04-25,1.976
2023-04-26,1.971
2023-04-27,2.059
2023-04-28,2.102
2023-04-29,2.102
2023-04-30,2.102
2023-05-01,2.092
2023-05-02,2.109
2023-05-03,2.132
2023-05-04,2.151
2023-05-05,2.133
2023-05-06,2.133
2023-05-07,2.133
2023-05-08,2.161
2023-05-09,2.179
2023-05-10,2.199
2023-05-11,2.225
2023-05-12,2.228
2023-05-13,2.228
2023-05-14,2.228
2023-05-15,2.199
2023-05-16,2.23
2023-05-17,2.204
2023-05-18,2.224
2023-05-19,2.215
2023-05-20,2.215
2023-05-21,2.215
2023-05-22,2.213
2023-05-23,2.221
2023-05-24,2.205
2023-05-25,2.195
2023-05-26,2.177
2023-05-27,2.177
2023-05-28,2.177
2023-05-29,2.177
2023-05-30,2.175
2023-05-31,2.195
2023-06-01,2.172
2023-06-02,2.148
2023-06-03,2.148
2023-06-04,2.148
2023-06-05,2.17
2023-06-06,2.187
2023-06-07,2.159
2023-06-08,2.146
2023-06-09,2.164
2023-06-10,2.164
2023-06-11,2.164
2023-06-12,2.145
2023-06-13,2.13
2023-06-14,2.137
2023-06-15,2.123
2023-06-16,2.101
2023-06-17,2.101
2023-06-18,2.101
2023-06-19,2.101
2023-06-20,2.11
2023-06-21,2.1
2023-06-22,2.098
2023-06-23,2.058
2023-06-24,2.058
2023-06-25,2.058
2023-06-26,2.06
2023-06-27,2.043
2023-06-28,2.052
2023-06-29,2.063
2023-06-30,2.072
2023-07-01,2.072
2023-07-02,2.072
2023-07-03,2.093
2023-07-04,2.093
2023-07-05,2.084
2023-07-06,2.065
2023-07-07,2.072
2023-07-08,2.072
2023-07-09,2.072
2023-07-10,2.05
2023-07-11,2.043
2023-07-12,2.033
2023-07-13,2.036
2023-07-14,2.041
2023-07-15,2.041
2023-07-16,2.041
2023-07-17,2.048
2023-07-18,2.042
2023-07-19,2.001
2023-07-20,1.994
2023-07-21,1.984
2023-07-22,1.984
2023-07-23,1.984
2023-07-24,1.988
2023-07-25,1.976
2023-07-26,2.122
2023-07-27,2.152
2023-07-28,2.15
2023-07-29,2.15
2023-07-30,2.15
2023-07-31,2.138
2023-08-01,2.148
2023-08-02,2.145
2023-08-03,2.115
2023-08-04,2.131
2023-08-05,2.131
2023-08-06,2.131
2023-08-07,2.116
2023-08-08,2.143
2023-08-09,2.136
2023-08-10,2.156
2023-08-11,2.155
2023-08-12,2.155
2023-08-13,2.155
2023-08-14,2.153
2023-08-15,2.179
2023-08-16,2.198
2023-08-17,2.2
2023-08-18,2.179
2023-08-19,2.179
2023-08-20,2.179
2023-08-21,2.189
2023-08-22,2.198
2023-08-23,2.181
2023-08-24,2.184
2023-08-25,2.198
2023-08-26,2.198
2023-08-27,2.198
2023-08-28,2.197
2023-08-29,2.197
2023-08-30,2.16
2023-08-31,2.213
2023-09-01,2.221
2023-09-02,2.221
2023-09-03,2.221
2023-09-04,2.221
2023-09-05,2.279
2023-09-06,2.28
2023-09-07,2.281
2023-09-08,2.283
2023-09-09,2.283
2023-09-10,2.283
2023-09-11,2.288
