,IP US Equity
2020-11-02,5.104
2020-11-03,4.943
2020-11-04,5.1
2020-11-05,4.904
2020-11-06,4.946
2020-11-07,4.946
2020-11-08,4.946
2020-11-09,4.855
2020-11-10,4.71
2020-11-11,4.725
2020-11-12,4.883
2020-11-13,4.749
2020-11-14,4.749
2020-11-15,4.749
2020-11-16,4.553
2020-11-17,4.541
2020-11-18,4.589
2020-11-19,4.62
2020-11-20,4.601
2020-11-21,4.601
2020-11-22,4.601
2020-11-23,4.548
2020-11-24,4.385
2020-11-25,4.454
2020-11-26,4.454
2020-11-27,4.487
2020-11-28,4.487
2020-11-29,4.487
2020-11-30,4.597
2020-12-01,4.563
2020-12-02,4.562
2020-12-03,4.715
2020-12-04,4.654
2020-12-05,4.654
2020-12-06,4.654
2020-12-07,4.673
2020-12-08,4.633
2020-12-09,4.591
2020-12-10,4.676
2020-12-11,4.677
2020-12-12,4.677
2020-12-13,4.677
2020-12-14,4.738
2020-12-15,4.628
2020-12-16,4.613
2020-12-17,4.572
2020-12-18,4.551
2020-12-19,4.551
2020-12-20,4.551
2020-12-21,4.597
2020-12-22,4.604
2020-12-23,4.59
2020-12-24,4.571
2020-12-25,4.571
2020-12-26,4.571
2020-12-27,4.571
2020-12-28,4.605
2020-12-29,4.645
2020-12-30,4.582
2020-12-31,4.575
2021-01-01,4.575
2021-01-02,4.575
2021-01-03,4.575
2021-01-04,4.691
2021-01-05,4.573
2021-01-06,4.305
2021-01-07,4.368
2021-01-08,4.418
2021-01-09,4.418
2021-01-10,4.418
2021-01-11,4.366
2021-01-12,4.322
2021-01-13,4.477
2021-01-14,4.551
2021-01-15,4.526
2021-01-16,4.526
2021-01-17,4.526
2021-01-18,4.526
2021-01-19,4.515
2021-01-20,4.461
2021-01-21,4.403
2021-01-22,4.405
2021-01-23,4.405
2021-01-24,4.405
2021-01-25,4.388
2021-01-26,4.404
2021-01-27,4.511
2021-01-28,4.535
2021-01-29,4.521
2021-01-30,4.521
2021-01-31,4.521
2021-02-01,4.568
2021-02-02,4.519
2021-02-03,4.493
2021-02-04,4.865
2021-02-05,5.044
2021-02-06,5.044
2021-02-07,5.044
2021-02-08,4.959
2021-02-09,4.932
2021-02-10,4.902
2021-02-11,4.925
2021-02-12,4.824
2021-02-13,4.824
2021-02-14,4.824
2021-02-15,4.824
2021-02-16,4.823
2021-02-17,4.84
2021-02-18,4.907
2021-02-19,4.796
2021-02-20,4.796
2021-02-21,4.796
2021-02-22,4.752
2021-02-23,4.679
2021-02-24,4.621
2021-02-25,4.657
2021-02-26,4.728
2021-02-27,4.728
2021-02-28,4.728
2021-03-01,4.536
2021-03-02,4.491
2021-03-03,4.411
2021-03-04,4.51
2021-03-05,4.335
2021-03-06,4.335
2021-03-07,4.335
2021-03-08,4.215
2021-03-09,4.285
2021-03-10,4.298
2021-03-11,4.355
2021-03-12,4.346
2021-03-13,4.346
2021-03-14,4.346
2021-03-15,4.392
2021-03-16,4.425
2021-03-17,4.335
2021-03-18,4.354
2021-03-19,4.382
2021-03-20,4.382
2021-03-21,4.382
2021-03-22,4.461
2021-03-23,4.555
2021-03-24,4.497
2021-03-25,4.32
2021-03-26,4.26
2021-03-27,4.26
2021-03-28,4.26
2021-03-29,4.305
2021-03-30,4.268
2021-03-31,4.342
2021-04-01,4.324
2021-04-02,4.324
2021-04-03,4.324
2021-04-04,4.324
2021-04-05,4.292
2021-04-06,4.253
2021-04-07,4.273
2021-04-08,4.298
2021-04-09,4.273
2021-04-10,4.273
2021-04-11,4.273
2021-04-12,4.197
2021-04-13,4.247
2021-04-14,4.219
2021-04-15,4.143
2021-04-16,4.092
2021-04-17,4.092
2021-04-18,4.092
2021-04-19,4.106
2021-04-20,4.162
2021-04-21,4.125
2021-04-22,4.201
2021-04-23,4.135
2021-04-24,4.135
2021-04-25,4.135
2021-04-26,4.124
2021-04-27,4.112
2021-04-28,4.071
2021-04-29,4.041
2021-04-30,4.027
2021-05-01,4.027
2021-05-02,4.027
2021-05-03,3.963
2021-05-04,3.868
2021-05-05,3.846
2021-05-06,3.783
2021-05-07,3.789
2021-05-08,3.789
2021-05-09,3.789
2021-05-10,3.762
2021-05-11,3.726
2021-05-12,3.833
2021-05-13,3.736
2021-05-14,3.728
2021-05-15,3.728
2021-05-16,3.728
2021-05-17,3.644
2021-05-18,3.683
2021-05-19,3.712
2021-05-20,3.715
2021-05-21,3.676
2021-05-22,3.676
2021-05-23,3.676
2021-05-24,3.627
2021-05-25,3.673
2021-05-26,3.657
2021-05-27,3.632
2021-05-28,3.671
2021-05-29,3.671
2021-05-30,3.671
2021-05-31,3.671
2021-06-01,3.629
2021-06-02,3.664
2021-06-03,3.609
2021-06-04,3.583
2021-06-05,3.583
2021-06-06,3.583
2021-06-07,3.635
2021-06-08,3.611
2021-06-09,3.661
2021-06-10,3.687
2021-06-11,3.64
2021-06-12,3.64
2021-06-13,3.64
2021-06-14,3.719
2021-06-15,3.666
2021-06-16,3.723
2021-06-17,3.846
2021-06-18,3.911
2021-06-19,3.911
2021-06-20,3.911
2021-06-21,3.795
2021-06-22,3.794
2021-06-23,3.811
2021-06-24,3.812
2021-06-25,3.818
2021-06-26,3.818
2021-06-27,3.818
2021-06-28,3.816
2021-06-29,3.817
2021-06-30,3.779
2021-07-01,3.768
2021-07-02,3.778
2021-07-03,3.778
2021-07-04,3.778
2021-07-05,3.778
2021-07-06,3.837
2021-07-07,3.772
2021-07-08,3.777
2021-07-09,3.722
2021-07-10,3.722
2021-07-11,3.722
2021-07-12,3.723
2021-07-13,3.771
2021-07-14,3.77
2021-07-15,3.868
2021-07-16,3.918
2021-07-17,3.918
2021-07-18,3.918
2021-07-19,4.01
2021-07-20,3.977
2021-07-21,3.962
2021-07-22,4.004
2021-07-23,3.989
2021-07-24,3.989
2021-07-25,3.989
2021-07-26,3.964
2021-07-27,3.944
2021-07-28,3.96
2021-07-29,3.992
2021-07-30,4.011
2021-07-31,4.011
2021-08-01,4.011
2021-08-02,4.028
2021-08-03,3.946
2021-08-04,4.014
2021-08-05,4.599
2021-08-06,4.562
2021-08-07,4.562
2021-08-08,4.562
2021-08-09,4.504
2021-08-10,4.429
2021-08-11,4.397
2021-08-12,4.407
2021-08-13,4.421
2021-08-14,4.421
2021-08-15,4.421
2021-08-16,4.402
2021-08-17,4.442
2021-08-18,4.472
2021-08-19,4.502
2021-08-20,4.456
2021-08-21,4.456
2021-08-22,4.456
2021-08-23,4.479
2021-08-24,4.444
2021-08-25,4.403
2021-08-26,4.432
2021-08-27,4.354
2021-08-28,4.354
2021-08-29,4.354
2021-08-30,4.41
2021-08-31,4.357
2021-09-01,4.375
2021-09-02,4.342
2021-09-03,4.37
2021-09-04,4.37
2021-09-05,4.37
2021-09-06,4.37
2021-09-07,4.46
2021-09-08,4.478
2021-09-09,4.469
2021-09-10,4.487
2021-09-11,4.487
2021-09-12,4.487
2021-09-13,4.468
2021-09-14,4.534
2021-09-15,4.519
2021-09-16,4.525
2021-09-17,4.626
2021-09-18,4.626
2021-09-19,4.626
2021-09-20,4.685
2021-09-21,4.741
2021-09-22,4.665
2021-09-23,4.585
2021-09-24,4.596
2021-09-25,4.596
2021-09-26,4.596
2021-09-27,4.567
2021-09-28,4.592
2021-09-29,4.58
2021-09-30,4.682
2021-10-01,4.682
2021-10-02,4.682
2021-10-03,4.682
2021-10-04,4.682
2021-10-05,4.682
2021-10-06,4.682
2021-10-07,4.682
2021-10-08,4.682
2021-10-09,4.682
2021-10-10,4.682
2021-10-11,4.682
2021-10-12,4.682
2021-10-13,4.682
2021-10-14,4.682
2021-10-15,4.682
2021-10-16,4.682
2021-10-17,4.682
2021-10-18,4.682
2021-10-19,4.682
2021-10-20,4.682
2021-10-21,4.682
2021-10-22,4.682
2021-10-23,4.682
2021-10-24,4.682
2021-10-25,4.682
2021-10-26,4.682
2021-10-27,4.682
2021-10-28,4.682
2021-10-29,4.682
2021-10-30,4.682
2021-10-31,4.682
2021-11-01,4.682
2021-11-02,4.682
2021-11-03,4.682
2021-11-04,4.682
2021-11-05,4.682
2021-11-06,4.682
2021-11-07,4.682
2021-11-08,4.682
2021-11-09,4.682
2021-11-10,4.682
2021-11-11,4.224
2021-11-12,4.259
2021-11-13,4.259
2021-11-14,4.259
2021-11-15,4.245
2021-11-16,4.26
2021-11-17,4.29
2021-11-18,4.322
2021-11-19,4.412
2021-11-20,4.412
2021-11-21,4.412
2021-11-22,4.333
2021-11-23,4.345
2021-11-24,4.414
2021-11-25,4.414
2021-11-26,4.416
2021-11-27,4.416
2021-11-28,4.416
2021-11-29,4.445
2021-11-30,4.611
2021-12-01,4.651
2021-12-02,4.575
2021-12-03,4.519
2021-12-04,4.519
2021-12-05,4.519
2021-12-06,4.461
2021-12-07,4.499
2021-12-08,4.524
2021-12-09,4.546
2021-12-10,4.574
2021-12-11,4.574
2021-12-12,4.574
2021-12-13,4.579
2021-12-14,4.609
2021-12-15,4.543
2021-12-16,4.465
2021-12-17,4.579
2021-12-18,4.579
2021-12-19,4.579
2021-12-20,4.709
2021-12-21,4.632
2021-12-22,4.637
2021-12-23,4.579
2021-12-24,4.579
2021-12-25,4.579
2021-12-26,4.579
2021-12-27,4.531
2021-12-28,4.498
2021-12-29,4.493
2021-12-30,4.497
2021-12-31,4.468
2022-01-01,4.468
2022-01-02,4.468
2022-01-03,4.486
2022-01-04,4.331
2022-01-05,4.311
2022-01-06,4.342
2022-01-07,4.295
2022-01-08,4.295
2022-01-09,4.295
2022-01-10,4.322
2022-01-11,4.326
2022-01-12,4.329
2022-01-13,4.258
2022-01-14,4.24
2022-01-15,4.24
2022-01-16,4.24
2022-01-17,4.24
2022-01-18,4.257
2022-01-19,4.253
2022-01-20,4.358
2022-01-21,4.439
2022-01-22,4.439
2022-01-23,4.439
2022-01-24,4.352
2022-01-25,4.397
2022-01-26,4.437
2022-01-27,4.525
2022-01-28,5.175
2022-01-29,5.175
2022-01-30,5.175
2022-01-31,5.061
2022-02-01,5.082
2022-02-02,5.118
2022-02-03,5.134
2022-02-04,5.219
2022-02-05,5.219
2022-02-06,5.219
2022-02-07,5.233
2022-02-08,5.18
2022-02-09,5.178
2022-02-10,5.239
2022-02-11,5.244
2022-02-12,5.244
2022-02-13,5.244
2022-02-14,5.282
2022-02-15,5.017
2022-02-16,4.915
2022-02-17,4.913
2022-02-18,4.848
2022-02-19,4.848
2022-02-20,4.848
2022-02-21,4.848
2022-02-22,4.831
2022-02-23,5.023
2022-02-24,5.128
2022-02-25,4.989
2022-02-26,4.989
2022-02-27,4.989
2022-02-28,5.206
2022-03-01,5.491
2022-03-02,5.394
2022-03-03,5.366
2022-03-04,5.369
2022-03-05,5.369
2022-03-06,5.369
2022-03-07,5.53
2022-03-08,5.446
2022-03-09,5.374
2022-03-10,5.39
2022-03-11,5.341
2022-03-12,5.341
2022-03-13,5.341
2022-03-14,5.327
2022-03-15,5.247
2022-03-16,5.132
2022-03-17,5.039
2022-03-18,5.035
2022-03-19,5.035
2022-03-20,5.035
2022-03-21,5.063
2022-03-22,5.026
2022-03-23,5.077
2022-03-24,5.009
2022-03-25,4.892
2022-03-26,4.892
2022-03-27,4.892
2022-03-28,4.913
2022-03-29,4.853
2022-03-30,4.885
2022-03-31,4.91
2022-04-01,4.894
2022-04-02,4.894
2022-04-03,4.894
2022-04-04,4.937
2022-04-05,4.95
2022-04-06,4.96
2022-04-07,4.994
2022-04-08,4.673
2022-04-09,4.673
2022-04-10,4.673
2022-04-11,4.676
2022-04-12,4.679
2022-04-13,4.638
2022-04-14,4.601
2022-04-15,4.601
2022-04-16,4.601
2022-04-17,4.601
2022-04-18,4.598
2022-04-19,4.485
2022-04-20,4.416
2022-04-21,4.391
2022-04-22,4.573
2022-04-23,4.573
2022-04-24,4.573
2022-04-25,4.595
2022-04-26,4.641
2022-04-27,4.607
2022-04-28,4.596
2022-04-29,4.734
2022-04-30,4.734
2022-05-01,4.734
2022-05-02,4.707
2022-05-03,4.679
2022-05-04,4.518
2022-05-05,4.554
2022-05-06,4.549
2022-05-07,4.549
2022-05-08,4.549
2022-05-09,4.583
2022-05-10,4.579
2022-05-11,4.596
2022-05-12,4.605
2022-05-13,4.584
2022-05-14,4.584
2022-05-15,4.584
2022-05-16,4.575
2022-05-17,4.455
2022-05-18,4.533
2022-05-19,4.582
2022-05-20,4.614
2022-05-21,4.614
2022-05-22,4.614
2022-05-23,4.551
2022-05-24,4.856
2022-05-25,4.651
2022-05-26,4.531
2022-05-27,4.474
2022-05-28,4.474
2022-05-29,4.474
2022-05-30,4.474
2022-05-31,4.553
2022-06-01,4.649
2022-06-02,4.644
2022-06-03,4.719
2022-06-04,4.719
2022-06-05,4.719
2022-06-06,4.702
2022-06-07,4.637
2022-06-08,4.7
2022-06-09,4.717
2022-06-10,4.851
2022-06-11,4.851
2022-06-12,4.851
2022-06-13,5.06
2022-06-14,5.004
2022-06-15,4.965
2022-06-16,5.121
2022-06-17,5.165
2022-06-18,5.165
2022-06-19,5.165
2022-06-20,5.165
2022-06-21,5.223
2022-06-22,5.304
2022-06-23,5.319
2022-06-24,5.106
2022-06-25,5.106
2022-06-26,5.106
2022-06-27,5.109
2022-06-28,5.166
2022-06-29,5.154
2022-06-30,5.229
2022-07-01,5.21
2022-07-02,5.21
2022-07-03,5.21
2022-07-04,5.21
2022-07-05,5.257
2022-07-06,5.224
2022-07-07,5.08
2022-07-08,5.121
2022-07-09,5.121
2022-07-10,5.121
2022-07-11,5.179
2022-07-12,5.114
2022-07-13,5.19
2022-07-14,5.235
2022-07-15,5.218
2022-07-16,5.218
2022-07-17,5.218
2022-07-18,5.418
2022-07-19,5.267
2022-07-20,5.226
2022-07-21,5.186
2022-07-22,5.196
2022-07-23,5.196
2022-07-24,5.196
2022-07-25,5.164
2022-07-26,5.371
2022-07-27,5.266
2022-07-28,5.072
2022-07-29,5.101
2022-07-30,5.101
2022-07-31,5.101
2022-08-01,5.095
2022-08-02,5.153
2022-08-03,5.12
2022-08-04,5.211
2022-08-05,5.221
2022-08-06,5.221
2022-08-07,5.221
2022-08-08,5.136
2022-08-09,5.132
2022-08-10,5.026
2022-08-11,4.981
2022-08-12,4.85
2022-08-13,4.85
2022-08-14,4.85
2022-08-15,4.852
2022-08-16,4.799
2022-08-17,4.862
2022-08-18,4.891
2022-08-19,4.952
2022-08-20,4.952
2022-08-21,4.952
2022-08-22,5.079
2022-08-23,5.046
2022-08-24,5.066
2022-08-25,4.921
2022-08-26,5.065
2022-08-27,5.065
2022-08-28,5.065
2022-08-29,5.122
2022-08-30,5.128
2022-08-31,5.187
2022-09-01,5.226
2022-09-02,5.274
2022-09-03,5.274
2022-09-04,5.274
2022-09-05,5.274
2022-09-06,5.353
2022-09-07,5.258
2022-09-08,5.193
2022-09-09,5.174
2022-09-10,5.174
2022-09-11,5.174
2022-09-12,5.119
2022-09-13,5.332
2022-09-14,5.44
2022-09-15,5.44
2022-09-16,6.128
2022-09-17,6.128
2022-09-18,6.128
2022-09-19,5.911
2022-09-20,6.198
2022-09-21,6.301
2022-09-22,6.385
2022-09-23,6.522
2022-09-24,6.522
2022-09-25,6.522
2022-09-26,6.795
2022-09-27,6.767
2022-09-28,6.6
2022-09-29,6.727
2022-09-30,6.81
2022-10-01,6.81
2022-10-02,6.81
2022-10-03,6.634
2022-10-04,6.493
2022-10-05,6.568
2022-10-06,6.704
2022-10-07,6.84
2022-10-08,6.84
2022-10-09,6.84
2022-10-10,6.838
2022-10-11,6.829
2022-10-12,6.846
2022-10-13,6.579
2022-10-14,6.611
2022-10-15,6.611
2022-10-16,6.611
2022-10-17,6.49
2022-10-18,6.075
2022-10-19,6.258
2022-10-20,6.385
2022-10-21,6.159
2022-10-22,6.159
2022-10-23,6.159
2022-10-24,6.18
2022-10-25,6.093
2022-10-26,6.133
2022-10-27,6.12
2022-10-28,5.727
2022-10-29,5.727
2022-10-30,5.727
2022-10-31,5.791
2022-11-01,5.805
2022-11-02,5.949
2022-11-03,5.954
2022-11-04,5.781
2022-11-05,5.781
2022-11-06,5.781
2022-11-07,5.795
2022-11-08,5.807
2022-11-09,5.859
2022-11-10,5.508
2022-11-11,5.284
2022-11-12,5.284
2022-11-13,5.284
2022-11-14,5.278
2022-11-15,5.235
2022-11-16,5.341
2022-11-17,5.347
2022-11-18,5.343
2022-11-19,5.343
2022-11-20,5.343
2022-11-21,5.281
2022-11-22,5.206
2022-11-23,5.192
2022-11-24,5.192
2022-11-25,5.205
2022-11-26,5.205
2022-11-27,5.205
2022-11-28,5.341
2022-11-29,5.261
2022-11-30,5.149
2022-12-01,5.111
2022-12-02,5.151
2022-12-03,5.151
2022-12-04,5.151
2022-12-05,5.233
2022-12-06,5.248
2022-12-07,5.287
2022-12-08,5.284
2022-12-09,5.297
2022-12-10,5.297
2022-12-11,5.297
2022-12-12,5.22
2022-12-13,5.161
2022-12-14,5.177
2022-12-15,5.257
2022-12-16,5.394
2022-12-17,5.394
2022-12-18,5.394
2022-12-19,5.501
2022-12-20,5.539
2022-12-21,5.542
2022-12-22,5.579
2022-12-23,5.531
2022-12-24,5.531
2022-12-25,5.531
2022-12-26,5.531
2022-12-27,5.502
2022-12-28,5.59
2022-12-29,5.524
2022-12-30,5.547
2022-12-31,5.547
2023-01-01,5.547
2023-01-02,5.547
2023-01-03,5.424
2023-01-04,5.215
2023-01-05,5.306
2023-01-06,5.242
2023-01-07,5.242
2023-01-08,5.242
2023-01-09,5.19
2023-01-10,5.106
2023-01-11,5.107
2023-01-12,5.079
2023-01-13,5.022
2023-01-14,5.022
2023-01-15,5.022
2023-01-16,5.022
2023-01-17,5.117
2023-01-18,5.204
2023-01-19,5.244
2023-01-20,5.118
2023-01-21,5.118
2023-01-22,5.118
2023-01-23,5.126
2023-01-24,5.227
2023-01-25,5.289
2023-01-26,5.159
2023-01-27,5.04
2023-01-28,5.04
2023-01-29,5.04
2023-01-30,5.083
2023-01-31,4.631
2023-02-01,4.849
2023-02-02,4.769
2023-02-03,4.794
2023-02-04,4.794
2023-02-05,4.794
2023-02-06,4.891
2023-02-07,4.92
2023-02-08,5.025
2023-02-09,5.165
2023-02-10,5.13
2023-02-11,5.13
2023-02-12,5.13
2023-02-13,5.057
2023-02-14,5.059
2023-02-15,5.043
2023-02-16,5.066
2023-02-17,5.115
2023-02-18,5.115
2023-02-19,5.115
2023-02-20,5.115
2023-02-21,5.421
2023-02-22,5.395
2023-02-23,5.355
2023-02-24,5.364
2023-02-25,5.364
2023-02-26,5.364
2023-02-27,5.351
2023-02-28,5.379
2023-03-01,5.335
2023-03-02,5.217
2023-03-03,5.188
2023-03-04,5.188
2023-03-05,5.188
2023-03-06,5.351
2023-03-07,5.4
2023-03-08,5.322
2023-03-09,5.413
2023-03-10,5.517
2023-03-11,5.517
2023-03-12,5.517
2023-03-13,5.623
2023-03-14,5.529
2023-03-15,5.683
2023-03-16,5.652
2023-03-17,5.753
2023-03-18,5.753
2023-03-19,5.753
2023-03-20,5.626
2023-03-21,5.56
2023-03-22,5.696
2023-03-23,5.745
2023-03-24,5.683
2023-03-25,5.683
2023-03-26,5.683
2023-03-27,5.68
2023-03-28,5.653
2023-03-29,5.587
2023-03-30,5.56
2023-03-31,5.434
2023-04-01,5.434
2023-04-02,5.434
2023-04-03,5.449
2023-04-04,5.542
2023-04-05,5.524
2023-04-06,5.477
2023-04-07,5.477
2023-04-08,5.477
2023-04-09,5.477
2023-04-10,5.46
2023-04-11,5.363
2023-04-12,5.373
2023-04-13,5.383
2023-04-14,5.457
2023-04-15,5.457
2023-04-16,5.457
2023-04-17,5.392
2023-04-18,5.37
2023-04-19,5.358
2023-04-20,5.361
2023-04-21,5.437
2023-04-22,5.437
2023-04-23,5.437
2023-04-24,5.386
2023-04-25,5.649
2023-04-26,5.67
2023-04-27,5.92
2023-04-28,5.956
2023-04-29,5.956
2023-04-30,5.956
2023-05-01,5.933
2023-05-02,6.102
2023-05-03,6.106
2023-05-04,6.204
2023-05-05,6.096
2023-05-06,6.096
2023-05-07,6.096
2023-05-08,6.091
2023-05-09,6.14
2023-05-10,6.184
2023-05-11,6.23
2023-05-12,6.216
2023-05-13,6.216
2023-05-14,6.216
2023-05-15,6.205
2023-05-16,6.272
2023-05-17,6.15
2023-05-18,6.164
2023-05-19,6.177
2023-05-20,6.177
2023-05-21,6.177
2023-05-22,6.222
2023-05-23,6.177
2023-05-24,6.276
2023-05-25,6.355
2023-05-26,6.353
2023-05-27,6.353
2023-05-28,6.353
2023-05-29,6.353
2023-05-30,6.454
2023-05-31,6.608
2023-06-01,6.669
2023-06-02,6.396
2023-06-03,6.396
2023-06-04,6.396
2023-06-05,6.417
2023-06-06,6.303
2023-06-07,6.048
2023-06-08,6.12
2023-06-09,6.134
2023-06-10,6.134
2023-06-11,6.134
2023-06-12,6.202
2023-06-13,6.159
2023-06-14,6.111
2023-06-15,6.109
2023-06-16,6.076
2023-06-17,6.076
2023-06-18,6.076
2023-06-19,6.076
2023-06-20,6.165
2023-06-21,6.244
2023-06-22,6.321
2023-06-23,6.35
2023-06-24,6.35
2023-06-25,6.35
2023-06-26,6.2
2023-06-27,6.136
2023-06-28,6.194
2023-06-29,6.134
2023-06-30,6.109
2023-07-01,6.109
2023-07-02,6.109
2023-07-03,6.067
2023-07-04,6.067
2023-07-05,6.202
2023-07-06,6.208
2023-07-07,6.111
2023-07-08,6.111
2023-07-09,6.111
2023-07-10,6.224
2023-07-11,6.13
2023-07-12,6.109
2023-07-13,6.105
2023-07-14,6.188
2023-07-15,6.188
2023-07-16,6.188
2023-07-17,6.264
2023-07-18,6.19
2023-07-19,6.151
2023-07-20,6.138
2023-07-21,6.091
2023-07-22,6.091
2023-07-23,6.091
2023-07-24,5.993
2023-07-25,5.718
2023-07-26,5.745
2023-07-27,5.454
2023-07-28,5.402
2023-07-29,5.402
2023-07-30,5.402
2023-07-31,5.354
2023-08-01,5.372
2023-08-02,5.277
2023-08-03,5.272
2023-08-04,5.325
2023-08-05,5.325
2023-08-06,5.325
2023-08-07,5.342
2023-08-08,5.385
2023-08-09,5.407
2023-08-10,5.431
2023-08-11,5.451
2023-08-12,5.451
2023-08-13,5.451
2023-08-14,5.491
2023-08-15,5.555
2023-08-16,5.599
2023-08-17,5.567
2023-08-18,5.522
2023-08-19,5.522
2023-08-20,5.522
2023-08-21,5.594
2023-08-22,5.643
2023-08-23,5.624
2023-08-24,5.648
2023-08-25,5.616
2023-08-26,5.616
2023-08-27,5.616
2023-08-28,5.531
2023-08-29,5.494
2023-08-30,5.474
2023-08-31,5.457
2023-09-01,5.415
2023-09-02,5.415
2023-09-03,5.415
2023-09-04,5.415
2023-09-05,5.552
2023-09-06,5.624
2023-09-07,5.674
2023-09-08,5.502
2023-09-09,5.502
2023-09-10,5.502
2023-09-11,5.507
2023-09-12,5.523
2023-09-13,5.636
