,SR US Equity
2023-09-20,5.266
2023-09-21,5.287
2023-09-22,5.301
2023-09-23,5.301
2023-09-24,5.301
2023-09-25,5.286
2023-09-26,5.406
2023-09-27,5.496
2023-09-28,5.535
2023-09-29,5.469
2023-09-30,5.469
2023-10-01,5.469
2023-10-02,5.652
2023-10-03,5.593
2023-10-04,5.552
2023-10-05,5.444
2023-10-06,5.381
2023-10-07,5.381
2023-10-08,5.381
2023-10-09,5.339
2023-10-10,5.299
2023-10-11,5.28
2023-10-12,5.374
2023-10-13,5.366
2023-10-14,5.366
2023-10-15,5.366
2023-10-16,5.298
2023-10-17,5.207
2023-10-18,5.257
2023-10-19,5.376
2023-10-20,5.371
2023-10-21,5.371
2023-10-22,5.371
2023-10-23,5.475
2023-10-24,5.576
2023-10-25,5.588
2023-10-26,5.573
2023-10-27,5.647
2023-10-28,5.647
2023-10-29,5.647
2023-10-30,5.627
2023-10-31,5.562
2023-11-01,5.426
2023-11-02,5.298
2023-11-03,5.191
2023-11-04,5.191
2023-11-05,5.191
2023-11-06,5.303
2023-11-07,5.327
2023-11-08,5.404
2023-11-09,5.394
2023-11-10,5.416
2023-11-11,5.416
2023-11-12,5.416
2023-11-13,5.387
2023-11-14,5.169
2023-11-15,5.146
2023-11-16,5.161
2023-11-17,5.026
2023-11-18,5.026
2023-11-19,5.026
2023-11-20,5.059
2023-11-21,5.161
2023-11-22,5.095
2023-11-23,5.095
2023-11-24,5.08
2023-11-25,5.08
2023-11-26,5.08
2023-11-27,5.065
2023-11-28,5.05
2023-11-29,5.084
2023-11-30,5.077
2023-12-01,5.005
2023-12-02,5.005
2023-12-03,5.005
2023-12-04,4.95
2023-12-05,5.009
2023-12-06,4.882
2023-12-07,4.847
2023-12-08,4.868
2023-12-09,4.868
2023-12-10,4.868
2023-12-11,4.829
2023-12-12,4.79
2023-12-13,4.687
2023-12-14,4.734
2023-12-15,4.864
2023-12-16,4.864
2023-12-17,4.864
2023-12-18,4.874
2023-12-19,4.814
2023-12-20,4.882
2023-12-21,4.859
2023-12-22,4.799
2023-12-23,4.799
2023-12-24,4.799
2023-12-25,4.799
2023-12-26,4.835
2023-12-27,4.891
2023-12-28,4.904
2023-12-29,4.91
2023-12-30,4.91
2023-12-31,4.91
2024-01-01,4.91
2024-01-02,4.8
2024-01-03,4.807
2024-01-04,4.852
2024-01-05,4.882
2024-01-06,4.882
2024-01-07,4.882
2024-01-08,4.854
2024-01-09,4.958
2024-01-10,4.984
2024-01-11,5.115
2024-01-12,5.094
2024-01-13,5.094
2024-01-14,5.094
2024-01-15,5.094
2024-01-16,5.188
2024-01-17,5.24
2024-01-18,5.259
2024-01-19,5.206
2024-01-20,5.206
2024-01-21,5.206
2024-01-22,5.087
2024-01-23,5.033
2024-01-24,5.144
2024-01-25,5.203
2024-01-26,5.264
2024-01-27,5.264
2024-01-28,5.264
2024-01-29,5.229
2024-01-30,5.274
2024-01-31,5.392
2024-02-01,5.164
2024-02-02,5.188
2024-02-03,5.188
2024-02-04,5.188
2024-02-05,5.268
2024-02-06,5.275
2024-02-07,5.283
2024-02-08,5.229
2024-02-09,5.239
2024-02-10,5.239
2024-02-11,5.239
2024-02-12,5.151
2024-02-13,5.294
2024-02-14,5.225
2024-02-15,5.092
2024-02-16,5.144
2024-02-17,5.144
2024-02-18,5.144
2024-02-19,5.144
2024-02-20,5.111
2024-02-21,5.118
2024-02-22,5.129
2024-02-23,5.169
2024-02-24,5.169
2024-02-25,5.169
2024-02-26,5.223
2024-02-27,5.175
2024-02-28,5.149
2024-02-29,5.153
2024-03-01,5.128
2024-03-02,5.128
2024-03-03,5.128
2024-03-04,5.018
2024-03-05,5.034
2024-03-06,5.034
2024-03-07,5.0
2024-03-08,4.975
2024-03-09,4.975
2024-03-10,4.975
2024-03-11,4.938
2024-03-12,4.953
2024-03-13,4.999
2024-03-14,5.049
2024-03-15,5.068
2024-03-16,5.068
2024-03-17,5.068
2024-03-18,5.129
2024-03-19,5.096
2024-03-20,5.037
2024-03-21,5.062
2024-03-22,5.053
2024-03-23,5.053
2024-03-24,5.053
2024-03-25,5.045
2024-03-26,5.073
2024-03-27,4.986
2024-03-28,4.921
2024-03-29,4.921
2024-03-30,4.921
2024-03-31,4.921
2024-04-01,4.955
2024-04-02,4.948
2024-04-03,4.998
2024-04-04,5.042
2024-04-05,5.089
2024-04-06,5.089
2024-04-07,5.089
2024-04-08,5.03
