,FLO US Equity
2020-11-03,
2020-11-04,
2020-11-05,
2020-11-06,
2020-11-07,
2020-11-08,
2020-11-09,4.041
2020-11-10,4.022
2020-11-11,3.979
2020-11-12,4.061
2020-11-13,4.059
2020-11-14,4.059
2020-11-15,4.059
2020-11-16,4.102
2020-11-17,4.07
2020-11-18,4.083
2020-11-19,4.034
2020-11-20,4.061
2020-11-21,4.061
2020-11-22,4.061
2020-11-23,4.04
2020-11-24,4.013
2020-11-25,4.049
2020-11-26,4.049
2020-11-27,4.029
2020-11-28,4.029
2020-11-29,4.029
2020-11-30,4.042
2020-12-01,3.984
2020-12-02,4.054
2020-12-03,4.036
2020-12-04,4.0
2020-12-05,4.0
2020-12-06,4.0
2020-12-07,3.988
2020-12-08,3.988
2020-12-09,3.97
2020-12-10,3.997
2020-12-11,3.989
2020-12-12,3.989
2020-12-13,3.989
2020-12-14,3.915
2020-12-15,3.898
2020-12-16,3.928
2020-12-17,3.915
2020-12-18,3.975
2020-12-19,3.975
2020-12-20,3.975
2020-12-21,3.972
2020-12-22,3.958
2020-12-23,3.899
2020-12-24,3.872
2020-12-25,3.872
2020-12-26,3.872
2020-12-27,3.872
2020-12-28,3.903
2020-12-29,3.935
2020-12-30,3.968
2020-12-31,3.963
2021-01-01,3.963
2021-01-02,3.963
2021-01-03,3.963
2021-01-04,3.915
2021-01-05,3.951
2021-01-06,3.956
2021-01-07,3.995
2021-01-08,4.053
2021-01-09,4.053
2021-01-10,4.053
2021-01-11,4.053
2021-01-12,4.088
2021-01-13,4.114
2021-01-14,4.051
2021-01-15,4.013
2021-01-16,4.013
2021-01-17,4.013
2021-01-18,4.013
2021-01-19,4.067
2021-01-20,4.013
2021-01-21,4.049
2021-01-22,3.997
2021-01-23,3.997
2021-01-24,3.997
2021-01-25,3.908
2021-01-26,3.899
2021-01-27,3.866
2021-01-28,3.872
2021-01-29,3.906
2021-01-30,3.906
2021-01-31,3.906
2021-02-01,3.97
2021-02-02,3.963
2021-02-03,3.984
2021-02-04,4.018
2021-02-05,4.006
2021-02-06,4.006
2021-02-07,4.006
2021-02-08,3.975
2021-02-09,3.953
2021-02-10,3.958
2021-02-11,4.006
2021-02-12,4.013
2021-02-13,4.013
2021-02-14,4.013
2021-02-15,4.013
2021-02-16,4.07
2021-02-17,4.054
2021-02-18,4.111
2021-02-19,4.111
2021-02-20,4.111
2021-02-21,4.111
2021-02-22,4.113
2021-02-23,4.074
2021-02-24,4.098
2021-02-25,4.096
2021-02-26,4.175
2021-02-27,4.175
2021-02-28,4.175
2021-03-01,4.162
2021-03-02,4.109
2021-03-03,4.054
2021-03-04,4.018
2021-03-05,3.92
2021-03-06,3.92
2021-03-07,3.92
2021-03-08,3.876
2021-03-09,3.899
2021-03-10,3.852
2021-03-11,3.876
2021-03-12,3.856
2021-03-13,3.856
2021-03-14,3.856
2021-03-15,3.784
2021-03-16,3.753
2021-03-17,3.778
2021-03-18,3.812
2021-03-19,3.812
2021-03-20,3.812
2021-03-21,3.812
2021-03-22,3.742
2021-03-23,3.751
2021-03-24,3.834
2021-03-25,3.759
2021-03-26,3.722
2021-03-27,3.722
2021-03-28,3.722
2021-03-29,3.69
2021-03-30,3.713
2021-03-31,3.781
2021-04-01,3.759
2021-04-02,3.759
2021-04-03,3.759
2021-04-04,3.759
2021-04-05,3.745
2021-04-06,3.722
2021-04-07,3.722
2021-04-08,3.72
2021-04-09,3.769
2021-04-10,3.769
2021-04-11,3.769
2021-04-12,3.734
2021-04-13,3.791
2021-04-14,3.797
2021-04-15,3.769
2021-04-16,3.745
2021-04-17,3.745
2021-04-18,3.745
2021-04-19,3.723
2021-04-20,3.694
2021-04-21,3.681
2021-04-22,3.69
2021-04-23,3.703
2021-04-24,3.703
2021-04-25,3.703
2021-04-26,3.775
2021-04-27,3.764
2021-04-28,3.772
2021-04-29,3.737
2021-04-30,3.756
2021-05-01,3.756
2021-05-02,3.756
2021-05-03,3.714
2021-05-04,3.714
2021-05-05,3.694
2021-05-06,3.648
2021-05-07,3.675
2021-05-08,3.675
2021-05-09,3.675
2021-05-10,3.635
2021-05-11,3.646
2021-05-12,3.679
2021-05-13,3.649
2021-05-14,3.711
2021-05-15,3.711
2021-05-16,3.711
2021-05-17,3.702
2021-05-18,3.661
2021-05-19,3.646
2021-05-20,3.643
2021-05-21,3.68
2021-05-22,3.68
2021-05-23,3.68
2021-05-24,3.682
2021-05-25,3.687
2021-05-26,3.68
2021-05-27,3.703
2021-05-28,3.69
2021-05-29,3.69
2021-05-30,3.69
2021-05-31,3.69
2021-06-01,3.62
2021-06-02,3.555
2021-06-03,3.495
2021-06-04,3.533
2021-06-05,3.533
2021-06-06,3.533
2021-06-07,3.533
2021-06-08,3.567
2021-06-09,3.593
2021-06-10,3.577
2021-06-11,3.577
2021-06-12,3.577
2021-06-13,3.577
2021-06-14,3.572
2021-06-15,3.588
2021-06-16,3.611
2021-06-17,3.627
2021-06-18,3.714
2021-06-19,3.714
2021-06-20,3.714
2021-06-21,3.692
2021-06-22,3.685
2021-06-23,3.728
2021-06-24,3.712
2021-06-25,3.646
2021-06-26,3.646
2021-06-27,3.646
2021-06-28,3.639
2021-06-29,3.663
2021-06-30,3.642
2021-07-01,3.654
2021-07-02,3.634
2021-07-03,3.634
2021-07-04,3.634
2021-07-05,3.634
2021-07-06,3.654
2021-07-07,3.68
2021-07-08,3.705
2021-07-09,3.668
2021-07-10,3.668
2021-07-11,3.668
2021-07-12,3.665
2021-07-13,3.711
2021-07-14,3.692
2021-07-15,3.643
2021-07-16,3.621
2021-07-17,3.621
2021-07-18,3.621
2021-07-19,3.618
2021-07-20,3.655
2021-07-21,3.706
2021-07-22,3.746
2021-07-23,3.714
2021-07-24,3.714
2021-07-25,3.714
2021-07-26,3.692
2021-07-27,3.681
2021-07-28,3.734
2021-07-29,3.742
2021-07-30,3.741
2021-07-31,3.741
2021-08-01,3.741
2021-08-02,3.739
2021-08-03,3.75
2021-08-04,3.886
2021-08-05,3.847
2021-08-06,3.85
2021-08-07,3.85
2021-08-08,3.85
2021-08-09,3.857
2021-08-10,3.849
2021-08-11,3.829
2021-08-12,4.046
2021-08-13,3.802
2021-08-14,3.802
2021-08-15,3.802
2021-08-16,3.759
2021-08-17,3.677
2021-08-18,3.768
2021-08-19,3.744
2021-08-20,3.766
2021-08-21,3.766
2021-08-22,3.766
2021-08-23,3.796
2021-08-24,3.874
2021-08-25,3.882
2021-08-26,3.906
2021-08-27,3.872
2021-08-28,3.872
2021-08-29,3.872
2021-08-30,3.84
2021-08-31,3.835
2021-09-01,3.824
2021-09-02,3.783
2021-09-03,3.819
2021-09-04,3.819
2021-09-05,3.819
2021-09-06,3.819
2021-09-07,3.869
2021-09-08,3.837
2021-09-09,3.905
2021-09-10,3.895
2021-09-11,3.895
2021-09-12,3.895
2021-09-13,3.909
2021-09-14,3.914
2021-09-15,3.952
2021-09-16,3.961
2021-09-17,3.946
2021-09-18,3.946
2021-09-19,3.946
2021-09-20,3.985
2021-09-21,3.973
2021-09-22,3.968
2021-09-23,3.936
2021-09-24,3.919
2021-09-25,3.919
2021-09-26,3.919
2021-09-27,3.924
2021-09-28,3.889
2021-09-29,3.824
2021-09-30,3.882
2021-10-01,3.853
2021-10-02,3.853
2021-10-03,3.853
2021-10-04,3.8
2021-10-05,3.767
2021-10-06,3.71
2021-10-07,3.717
2021-10-08,3.701
2021-10-09,3.701
2021-10-10,3.701
2021-10-11,3.677
2021-10-12,3.659
2021-10-13,3.61
2021-10-14,3.626
2021-10-15,3.674
2021-10-16,3.674
2021-10-17,3.674
2021-10-18,3.687
2021-10-19,3.693
2021-10-20,3.658
2021-10-21,3.668
2021-10-22,3.659
2021-10-23,3.659
2021-10-24,3.659
2021-10-25,3.642
2021-10-26,3.646
2021-10-27,3.722
2021-10-28,3.689
2021-10-29,3.707
2021-10-30,3.707
2021-10-31,3.707
2021-11-01,3.68
2021-11-02,3.646
2021-11-03,3.598
2021-11-04,3.63
2021-11-05,3.635
2021-11-06,3.635
2021-11-07,3.635
2021-11-08,3.626
2021-11-09,3.595
2021-11-10,3.599
2021-11-11,3.598
2021-11-12,3.518
2021-11-13,3.518
2021-11-14,3.518
2021-11-15,3.393
2021-11-16,3.417
2021-11-17,3.414
2021-11-18,3.437
2021-11-19,3.423
2021-11-20,3.423
2021-11-21,3.423
2021-11-22,3.428
2021-11-23,3.401
2021-11-24,3.395
2021-11-25,3.395
2021-11-26,3.467
2021-11-27,3.467
2021-11-28,3.467
2021-11-29,3.475
2021-11-30,3.553
2021-12-01,3.576
2021-12-02,3.574
2021-12-03,3.535
2021-12-04,3.535
2021-12-05,3.535
2021-12-06,3.543
2021-12-07,3.513
2021-12-08,3.499
2021-12-09,3.535
2021-12-10,3.51
2021-12-11,3.51
2021-12-12,3.51
2021-12-13,3.454
2021-12-14,3.45
2021-12-15,3.408
2021-12-16,3.34
2021-12-17,3.36
2021-12-18,3.36
2021-12-19,3.36
2021-12-20,3.362
2021-12-21,3.362
2021-12-22,3.362
2021-12-23,3.384
2021-12-24,3.384
2021-12-25,3.384
2021-12-26,3.384
2021-12-27,3.355
2021-12-28,3.317
2021-12-29,3.316
2021-12-30,3.318
2021-12-31,3.312
2022-01-01,3.312
2022-01-02,3.312
2022-01-03,3.312
2022-01-04,3.299
2022-01-05,3.263
2022-01-06,3.256
2022-01-07,3.246
2022-01-08,3.246
2022-01-09,3.246
2022-01-10,3.224
2022-01-11,3.272
2022-01-12,3.261
2022-01-13,3.218
2022-01-14,3.13
2022-01-15,3.13
2022-01-16,3.13
2022-01-17,3.13
2022-01-18,3.139
2022-01-19,3.145
2022-01-20,3.209
2022-01-21,3.166
2022-01-22,3.166
2022-01-23,3.166
2022-01-24,3.182
2022-01-25,3.237
2022-01-26,3.253
2022-01-27,3.237
2022-01-28,3.216
2022-01-29,3.216
2022-01-30,3.216
2022-01-31,3.234
2022-02-01,3.239
2022-02-02,3.199
2022-02-03,3.184
2022-02-04,3.233
2022-02-05,3.233
2022-02-06,3.233
2022-02-07,3.22
2022-02-08,3.196
2022-02-09,3.218
2022-02-10,3.239
2022-02-11,3.549
2022-02-12,3.549
2022-02-13,3.549
2022-02-14,3.533
2022-02-15,3.523
2022-02-16,3.55
2022-02-17,3.498
2022-02-18,3.457
2022-02-19,3.457
2022-02-20,3.457
2022-02-21,3.457
2022-02-22,3.489
2022-02-23,3.481
2022-02-24,3.688
2022-02-25,3.564
2022-02-26,3.564
2022-02-27,3.564
2022-02-28,3.616
2022-03-01,3.63
2022-03-02,3.587
2022-03-03,3.557
2022-03-04,3.65
2022-03-05,3.65
2022-03-06,3.65
2022-03-07,3.812
2022-03-08,3.93
2022-03-09,3.88
2022-03-10,3.952
2022-03-11,4.043
2022-03-12,4.043
2022-03-13,4.043
2022-03-14,4.01
2022-03-15,3.964
2022-03-16,3.897
2022-03-17,3.906
2022-03-18,3.883
2022-03-19,3.883
2022-03-20,3.883
2022-03-21,3.92
2022-03-22,3.9
2022-03-23,3.934
2022-03-24,3.942
2022-03-25,3.894
2022-03-26,3.894
2022-03-27,3.894
2022-03-28,3.894
2022-03-29,3.779
2022-03-30,3.812
2022-03-31,3.826
2022-04-01,3.747
2022-04-02,3.747
2022-04-03,3.747
2022-04-04,3.78
2022-04-05,3.784
2022-04-06,3.734
2022-04-07,3.726
2022-04-08,3.706
2022-04-09,3.706
2022-04-10,3.706
2022-04-11,3.703
2022-04-12,3.678
2022-04-13,3.676
2022-04-14,3.673
2022-04-15,3.673
2022-04-16,3.673
2022-04-17,3.673
2022-04-18,3.688
2022-04-19,3.659
2022-04-20,3.581
2022-04-21,3.568
2022-04-22,3.592
2022-04-23,3.592
2022-04-24,3.592
2022-04-25,3.566
2022-04-26,3.652
2022-04-27,3.68
2022-04-28,3.636
2022-04-29,3.709
2022-04-30,3.709
2022-05-01,3.709
2022-05-02,3.773
2022-05-03,3.726
2022-05-04,3.676
2022-05-05,3.712
2022-05-06,3.706
2022-05-07,3.706
2022-05-08,3.706
2022-05-09,3.605
2022-05-10,3.677
2022-05-11,3.663
2022-05-12,3.64
2022-05-13,3.598
2022-05-14,3.598
2022-05-15,3.598
2022-05-16,3.629
2022-05-17,3.654
2022-05-18,3.877
2022-05-19,3.915
2022-05-20,3.712
2022-05-21,3.712
2022-05-22,3.712
2022-05-23,3.767
2022-05-24,3.691
2022-05-25,3.669
2022-05-26,3.595
2022-05-27,3.599
2022-05-28,3.599
2022-05-29,3.599
2022-05-30,3.599
2022-05-31,3.564
2022-06-01,3.723
2022-06-02,3.713
2022-06-03,3.77
2022-06-04,3.77
2022-06-05,3.77
2022-06-06,3.767
2022-06-07,3.768
2022-06-08,3.817
2022-06-09,3.904
2022-06-10,3.89
2022-06-11,3.89
2022-06-12,3.89
2022-06-13,3.901
2022-06-14,4.004
2022-06-15,3.936
2022-06-16,3.966
2022-06-17,3.953
2022-06-18,3.953
2022-06-19,3.953
2022-06-20,3.953
2022-06-21,3.903
2022-06-22,3.903
2022-06-23,3.858
2022-06-24,3.718
2022-06-25,3.718
2022-06-26,3.718
2022-06-27,3.717
2022-06-28,3.73
2022-06-29,3.693
2022-06-30,3.705
2022-07-01,3.655
2022-07-02,3.655
2022-07-03,3.655
2022-07-04,3.655
2022-07-05,3.623
2022-07-06,3.68
2022-07-07,3.612
2022-07-08,3.632
2022-07-09,3.632
2022-07-10,3.632
2022-07-11,3.604
2022-07-12,3.578
2022-07-13,3.556
2022-07-14,3.591
2022-07-15,3.604
2022-07-16,3.604
2022-07-17,3.604
2022-07-18,3.665
2022-07-19,3.62
2022-07-20,3.632
2022-07-21,3.63
2022-07-22,3.583
2022-07-23,3.583
2022-07-24,3.583
2022-07-25,3.556
2022-07-26,3.498
2022-07-27,3.525
2022-07-28,3.463
2022-07-29,3.433
2022-07-30,3.433
2022-07-31,3.433
2022-08-01,3.422
2022-08-02,3.506
2022-08-03,3.489
2022-08-04,3.53
2022-08-05,3.523
2022-08-06,3.523
2022-08-07,3.523
2022-08-08,3.522
2022-08-09,3.516
2022-08-10,3.536
2022-08-11,3.536
2022-08-12,3.775
2022-08-13,3.775
2022-08-14,3.775
2022-08-15,3.738
2022-08-16,3.709
2022-08-17,3.704
2022-08-18,3.694
2022-08-19,3.666
2022-08-20,3.666
2022-08-21,3.666
2022-08-22,3.716
2022-08-23,3.728
2022-08-24,3.728
2022-08-25,3.767
2022-08-26,3.787
2022-08-27,3.787
2022-08-28,3.787
2022-08-29,3.816
2022-08-30,3.79
2022-08-31,3.807
2022-09-01,3.779
2022-09-02,3.819
2022-09-03,3.819
2022-09-04,3.819
2022-09-05,3.819
2022-09-06,3.886
2022-09-07,3.825
2022-09-08,3.868
2022-09-09,3.861
2022-09-10,3.861
2022-09-11,3.861
2022-09-12,3.846
2022-09-13,3.951
2022-09-14,3.954
2022-09-15,3.924
2022-09-16,3.918
2022-09-17,3.918
2022-09-18,3.918
2022-09-19,3.884
2022-09-20,3.935
2022-09-21,3.958
2022-09-22,3.944
2022-09-23,3.894
2022-09-24,3.894
2022-09-25,3.894
2022-09-26,3.897
2022-09-27,3.958
2022-09-28,3.919
2022-09-29,3.947
2022-09-30,4.012
2022-10-01,4.012
2022-10-02,4.012
2022-10-03,3.975
2022-10-04,3.914
2022-10-05,3.955
2022-10-06,4.017
2022-10-07,4.035
2022-10-08,4.035
2022-10-09,4.035
2022-10-10,3.953
2022-10-11,3.888
2022-10-12,3.887
2022-10-13,3.758
2022-10-14,3.773
2022-10-15,3.773
2022-10-16,3.773
2022-10-17,3.758
2022-10-18,3.664
2022-10-19,3.694
2022-10-20,3.708
2022-10-21,3.668
2022-10-22,3.668
2022-10-23,3.668
2022-10-24,3.629
2022-10-25,3.612
2022-10-26,3.586
2022-10-27,3.527
2022-10-28,3.471
2022-10-29,3.471
2022-10-30,3.471
2022-10-31,3.451
2022-11-01,3.468
2022-11-02,3.497
2022-11-03,3.476
2022-11-04,3.474
2022-11-05,3.474
2022-11-06,3.474
2022-11-07,3.482
2022-11-08,3.476
2022-11-09,3.482
2022-11-10,3.368
2022-11-11,3.683
2022-11-12,3.683
2022-11-13,3.683
2022-11-14,3.604
2022-11-15,3.503
2022-11-16,3.483
2022-11-17,3.492
2022-11-18,3.446
2022-11-19,3.446
2022-11-20,3.446
2022-11-21,3.375
2022-11-22,3.358
2022-11-23,3.348
2022-11-24,3.348
2022-11-25,3.329
2022-11-26,3.329
2022-11-27,3.329
2022-11-28,3.329
2022-11-29,3.359
2022-11-30,3.297
2022-12-01,3.29
2022-12-02,3.28
2022-12-03,3.28
2022-12-04,3.28
2022-12-05,3.264
2022-12-06,3.41
2022-12-07,3.367
2022-12-08,3.359
2022-12-09,3.402
2022-12-10,3.402
2022-12-11,3.402
2022-12-12,3.381
2022-12-13,3.421
2022-12-14,3.385
2022-12-15,3.434
2022-12-16,3.428
2022-12-17,3.428
2022-12-18,3.428
2022-12-19,3.44
2022-12-20,3.451
2022-12-21,3.386
2022-12-22,3.391
2022-12-23,3.367
2022-12-24,3.367
2022-12-25,3.367
2022-12-26,3.367
2022-12-27,3.36
2022-12-28,3.391
2022-12-29,3.397
2022-12-30,3.422
2022-12-31,3.422
2023-01-01,3.422
2023-01-02,3.422
2023-01-03,3.454
2023-01-04,3.442
2023-01-05,3.428
2023-01-06,3.373
2023-01-07,3.373
2023-01-08,3.373
2023-01-09,3.453
2023-01-10,3.502
2023-01-11,3.524
2023-01-12,3.532
2023-01-13,3.513
2023-01-14,3.513
2023-01-15,3.513
2023-01-16,3.513
2023-01-17,3.513
2023-01-18,3.638
2023-01-19,3.665
2023-01-20,3.68
2023-01-21,3.68
2023-01-22,3.68
2023-01-23,3.698
2023-01-24,3.701
2023-01-25,3.654
2023-01-26,3.683
2023-01-27,3.685
2023-01-28,3.685
2023-01-29,3.685
2023-01-30,3.641
2023-01-31,3.552
2023-02-01,3.555
2023-02-02,3.563
2023-02-03,3.572
2023-02-04,3.572
2023-02-05,3.572
2023-02-06,3.534
2023-02-07,3.568
2023-02-08,3.581
2023-02-09,3.601
2023-02-10,3.573
2023-02-11,3.573
2023-02-12,3.573
2023-02-13,3.53
2023-02-14,3.567
2023-02-15,3.537
2023-02-16,3.558
2023-02-17,3.474
2023-02-18,3.474
2023-02-19,3.474
2023-02-20,3.474
2023-02-21,3.474
2023-02-22,3.462
2023-02-23,3.558
2023-02-24,3.594
2023-02-25,3.594
2023-02-26,3.594
2023-02-27,3.594
2023-02-28,3.652
2023-03-01,3.686
2023-03-02,3.639
2023-03-03,3.592
2023-03-04,3.592
2023-03-05,3.592
2023-03-06,3.596
2023-03-07,3.623
2023-03-08,3.664
2023-03-09,3.678
2023-03-10,3.694
2023-03-11,3.694
2023-03-12,3.694
2023-03-13,3.774
2023-03-14,3.698
2023-03-15,3.691
2023-03-16,3.656
2023-03-17,3.766
2023-03-18,3.766
2023-03-19,3.766
2023-03-20,3.716
2023-03-21,3.706
2023-03-22,3.741
2023-03-23,3.738
2023-03-24,3.679
2023-03-25,3.679
2023-03-26,3.679
2023-03-27,3.659
2023-03-28,3.667
2023-03-29,3.698
2023-03-30,3.591
2023-03-31,3.559
2023-04-01,3.559
2023-04-02,3.559
2023-04-03,3.512
2023-04-04,3.581
2023-04-05,3.566
2023-04-06,3.572
2023-04-07,3.572
2023-04-08,3.572
2023-04-09,3.572
2023-04-10,3.588
2023-04-11,3.585
2023-04-12,3.583
2023-04-13,3.592
2023-04-14,3.631
2023-04-15,3.631
2023-04-16,3.631
2023-04-17,3.597
2023-04-18,3.587
2023-04-19,3.611
2023-04-20,3.605
2023-04-21,3.592
2023-04-22,3.592
2023-04-23,3.592
2023-04-24,3.607
2023-04-25,3.584
2023-04-26,3.591
2023-04-27,3.541
2023-04-28,3.546
2023-04-29,3.546
2023-04-30,3.546
2023-05-01,3.507
2023-05-02,3.542
2023-05-03,3.455
2023-05-04,3.423
2023-05-05,3.43
2023-05-06,3.43
2023-05-07,3.43
2023-05-08,3.418
2023-05-09,3.376
2023-05-10,3.396
2023-05-11,3.39
2023-05-12,3.404
2023-05-13,3.404
2023-05-14,3.404
2023-05-15,3.418
2023-05-16,3.424
2023-05-17,3.409
2023-05-18,3.383
2023-05-19,3.754
2023-05-20,3.754
2023-05-21,3.754
2023-05-22,3.812
2023-05-23,3.751
2023-05-24,3.752
2023-05-25,3.736
2023-05-26,3.781
2023-05-27,3.781
2023-05-28,3.781
2023-05-29,3.781
2023-05-30,3.868
2023-05-31,3.905
2023-06-01,3.921
2023-06-02,3.838
2023-06-03,3.838
2023-06-04,3.838
2023-06-05,3.874
2023-06-06,3.912
2023-06-07,3.816
2023-06-08,3.836
2023-06-09,3.846
2023-06-10,3.846
2023-06-11,3.846
2023-06-12,3.939
2023-06-13,3.91
2023-06-14,3.932
2023-06-15,3.929
2023-06-16,3.879
2023-06-17,3.879
2023-06-18,3.879
2023-06-19,3.879
2023-06-20,3.875
2023-06-21,3.878
2023-06-22,3.934
2023-06-23,3.953
2023-06-24,3.953
2023-06-25,3.953
2023-06-26,3.953
2023-06-27,3.934
2023-06-28,3.944
2023-06-29,3.882
2023-06-30,3.885
2023-07-01,3.885
2023-07-02,3.885
2023-07-03,3.846
2023-07-04,3.846
2023-07-05,3.901
2023-07-06,3.92
2023-07-07,3.997
2023-07-08,3.997
2023-07-09,3.997
2023-07-10,3.991
2023-07-11,3.993
2023-07-12,3.955
2023-07-13,3.989
2023-07-14,3.997
2023-07-15,3.997
2023-07-16,3.997
2023-07-17,4.039
2023-07-18,3.996
2023-07-19,3.952
2023-07-20,3.915
2023-07-21,3.91
2023-07-22,3.91
2023-07-23,3.91
2023-07-24,3.912
2023-07-25,3.909
2023-07-26,3.907
2023-07-27,3.937
2023-07-28,3.904
2023-07-29,3.904
2023-07-30,3.904
2023-07-31,3.912
2023-08-01,3.91
2023-08-02,3.849
2023-08-03,3.866
2023-08-04,3.876
2023-08-05,3.876
2023-08-06,3.876
2023-08-07,3.862
2023-08-08,3.913
2023-08-09,3.891
2023-08-10,3.902
2023-08-11,3.728
2023-08-12,3.728
2023-08-13,3.728
2023-08-14,3.779
2023-08-15,3.79
2023-08-16,3.831
2023-08-17,3.922
2023-08-18,3.899
2023-08-19,3.899
2023-08-20,3.899
2023-08-21,3.991
2023-08-22,4.025
2023-08-23,4.012
2023-08-24,4.132
2023-08-25,4.081
2023-08-26,4.081
2023-08-27,4.081
2023-08-28,4.098
2023-08-29,4.116
2023-08-30,4.107
2023-08-31,4.076
2023-09-01,4.146
2023-09-02,4.146
2023-09-03,4.146
2023-09-04,4.146
2023-09-05,4.213
2023-09-06,4.234
2023-09-07,4.153
2023-09-08,4.142
2023-09-09,4.142
2023-09-10,4.142
2023-09-11,4.084
2023-09-12,4.137
2023-09-13,4.169
2023-09-14,4.133
2023-09-15,4.171
2023-09-16,4.171
