,AMP US Equity
2023-08-10,1.633
2023-08-11,1.625
2023-08-12,1.625
2023-08-13,1.625
2023-08-14,1.627
2023-08-15,1.663
2023-08-16,1.677
2023-08-17,1.693
2023-08-18,1.684
2023-08-19,1.684
2023-08-20,1.684
2023-08-21,1.681
2023-08-22,1.703
2023-08-23,1.679
2023-08-24,1.681
2023-08-25,1.675
2023-08-26,1.675
2023-08-27,1.675
2023-08-28,1.664
2023-08-29,1.644
2023-08-30,1.646
2023-08-31,1.658
2023-09-01,1.639
2023-09-02,1.639
2023-09-03,1.639
2023-09-04,1.639
2023-09-05,1.649
2023-09-06,1.652
2023-09-07,1.648
2023-09-08,1.626
2023-09-09,1.626
2023-09-10,1.626
2023-09-11,1.633
2023-09-12,1.616
2023-09-13,1.626
2023-09-14,1.604
2023-09-15,1.616
2023-09-16,1.616
2023-09-17,1.616
2023-09-18,1.617
2023-09-19,1.616
2023-09-20,1.626
2023-09-21,1.664
2023-09-22,1.683
2023-09-23,1.683
2023-09-24,1.683
2023-09-25,1.672
2023-09-26,1.711
2023-09-27,1.716
2023-09-28,1.731
2023-09-29,1.731
2023-09-30,1.731
2023-10-01,1.731
2023-10-02,1.751
2023-10-03,1.796
2023-10-04,1.791
2023-10-05,1.767
2023-10-06,1.745
2023-10-07,1.745
2023-10-08,1.745
2023-10-09,1.746
2023-10-10,1.732
2023-10-11,1.729
2023-10-12,1.75
2023-10-13,1.752
2023-10-14,1.752
2023-10-15,1.752
2023-10-16,1.721
2023-10-17,1.699
2023-10-18,1.759
2023-10-19,1.798
2023-10-20,1.823
2023-10-21,1.823
2023-10-22,1.823
2023-10-23,1.828
2023-10-24,1.816
2023-10-25,1.853
2023-10-26,1.762
2023-10-27,1.795
2023-10-28,1.795
2023-10-29,1.795
2023-10-30,1.765
2023-10-31,1.772
2023-11-01,1.755
2023-11-02,1.682
2023-11-03,1.653
2023-11-04,1.653
2023-11-05,1.653
2023-11-06,1.666
2023-11-07,1.667
2023-11-08,1.67
2023-11-09,1.673
2023-11-10,1.65
2023-11-11,1.65
2023-11-12,1.65
2023-11-13,1.656
2023-11-14,1.621
2023-11-15,1.616
2023-11-16,1.613
2023-11-17,1.596
2023-11-18,1.596
2023-11-19,1.596
2023-11-20,1.588
2023-11-21,1.595
2023-11-22,1.584
2023-11-23,1.584
2023-11-24,1.58
2023-11-25,1.58
2023-11-26,1.58
2023-11-27,1.588
2023-11-28,1.607
2023-11-29,1.594
2023-11-30,1.57
2023-12-01,1.558
2023-12-02,1.558
2023-12-03,1.558
2023-12-04,1.569
2023-12-05,1.575
2023-12-06,1.585
2023-12-07,1.574
2023-12-08,1.552
2023-12-09,1.552
2023-12-10,1.552
2023-12-11,1.519
2023-12-12,1.499
2023-12-13,1.493
2023-12-14,1.461
2023-12-15,1.469
2023-12-16,1.469
2023-12-17,1.469
2023-12-18,1.476
2023-12-19,1.455
2023-12-20,1.489
2023-12-21,1.476
2023-12-22,1.475
2023-12-23,1.475
2023-12-24,1.475
2023-12-25,1.475
2023-12-26,1.466
2023-12-27,1.459
2023-12-28,1.455
2023-12-29,1.46
2023-12-30,1.46
2023-12-31,1.46
2024-01-01,1.46
2024-01-02,1.484
2024-01-03,1.478
2024-01-04,1.484
2024-01-05,1.472
2024-01-06,1.472
2024-01-07,1.472
2024-01-08,1.463
2024-01-09,1.498
2024-01-10,1.489
2024-01-11,1.488
2024-01-12,1.496
2024-01-13,1.496
2024-01-14,1.496
2024-01-15,1.496
2024-01-16,1.507
2024-01-17,1.513
2024-01-18,1.502
2024-01-19,1.475
2024-01-20,1.475
2024-01-21,1.475
2024-01-22,1.454
2024-01-23,1.452
2024-01-24,1.445
2024-01-25,1.469
2024-01-26,1.469
2024-01-27,1.469
2024-01-28,1.469
2024-01-29,1.463
2024-01-30,1.461
2024-01-31,1.487
2024-02-01,1.49
2024-02-02,1.472
2024-02-03,1.472
2024-02-04,1.472
2024-02-05,1.474
2024-02-06,1.482
2024-02-07,1.469
2024-02-08,1.452
2024-02-09,1.444
2024-02-10,1.444
2024-02-11,1.444
2024-02-12,1.442
2024-02-13,1.47
2024-02-14,1.464
2024-02-15,1.441
2024-02-16,1.441
2024-02-17,1.441
2024-02-18,1.441
2024-02-19,1.441
2024-02-20,1.444
2024-02-21,1.45
2024-02-22,1.421
2024-02-23,1.408
2024-02-24,1.408
2024-02-25,1.408
2024-02-26,1.405
2024-02-27,1.402
2024-02-28,1.396
2024-02-29,1.407
2024-03-01,1.396
2024-03-02,1.396
2024-03-03,1.396
2024-03-04,1.39
2024-03-05,1.389
2024-03-06,1.379
2024-03-07,1.388
2024-03-08,1.391
2024-03-09,1.391
2024-03-10,1.391
2024-03-11,1.392
2024-03-12,1.388
2024-03-13,1.375
2024-03-14,1.384
2024-03-15,1.366
2024-03-16,1.366
2024-03-17,1.366
2024-03-18,1.351
2024-03-19,1.336
2024-03-20,1.329
2024-03-21,1.317
2024-03-22,1.334
2024-03-23,1.334
2024-03-24,1.334
2024-03-25,1.33
2024-03-26,1.331
2024-03-27,1.316
2024-03-28,1.309
2024-03-29,1.309
2024-03-30,1.309
2024-03-31,1.309
2024-04-01,1.32
2024-04-02,1.325
2024-04-03,1.315
2024-04-04,1.338
2024-04-05,1.32
2024-04-06,1.32
2024-04-07,1.32
2024-04-08,1.317
