,LFUS US Equity
2020-11-01,1.558
2020-11-02,1.525
2020-11-03,1.493
2020-11-04,1.513
2020-11-05,1.46
2020-11-06,1.446
2020-11-07,1.446
2020-11-08,1.446
2020-11-09,1.437
2020-11-10,1.393
2020-11-11,1.395
2020-11-12,1.406
2020-11-13,1.371
2020-11-14,1.371
2020-11-15,1.371
2020-11-16,1.333
2020-11-17,1.342
2020-11-18,1.332
2020-11-19,1.327
2020-11-20,1.324
2020-11-21,1.324
2020-11-22,1.324
2020-11-23,1.307
2020-11-24,1.273
2020-11-25,1.284
2020-11-26,1.284
2020-11-27,1.27
2020-11-28,1.27
2020-11-29,1.27
2020-11-30,1.279
2020-12-01,1.274
2020-12-02,1.282
2020-12-03,1.269
2020-12-04,1.246
2020-12-05,1.246
2020-12-06,1.246
2020-12-07,1.243
2020-12-08,1.23
2020-12-09,1.234
2020-12-10,1.257
2020-12-11,1.247
2020-12-12,1.247
2020-12-13,1.247
2020-12-14,1.266
2020-12-15,1.236
2020-12-16,1.264
2020-12-17,1.227
2020-12-18,1.225
2020-12-19,1.225
2020-12-20,1.225
2020-12-21,1.248
2020-12-22,1.236
2020-12-23,1.223
2020-12-24,1.223
2020-12-25,1.223
2020-12-26,1.223
2020-12-27,1.223
2020-12-28,1.218
2020-12-29,1.234
2020-12-30,1.216
2020-12-31,1.208
2021-01-01,1.208
2021-01-02,1.208
2021-01-03,1.208
2021-01-04,1.221
2021-01-05,1.206
2021-01-06,1.178
2021-01-07,1.153
2021-01-08,1.141
2021-01-09,1.141
2021-01-10,1.141
2021-01-11,1.127
2021-01-12,1.096
2021-01-13,1.102
2021-01-14,1.086
2021-01-15,1.116
2021-01-16,1.116
2021-01-17,1.116
2021-01-18,1.116
2021-01-19,1.099
2021-01-20,1.084
2021-01-21,1.105
2021-01-22,1.102
2021-01-23,1.102
2021-01-24,1.102
2021-01-25,1.129
2021-01-26,1.161
2021-01-27,1.231
2021-01-28,1.217
2021-01-29,1.264
2021-01-30,1.264
2021-01-31,1.264
2021-02-01,1.209
2021-02-02,1.172
2021-02-03,1.183
2021-02-04,1.137
2021-02-05,1.104
2021-02-06,1.104
2021-02-07,1.104
2021-02-08,1.079
2021-02-09,1.073
2021-02-10,1.075
2021-02-11,1.058
2021-02-12,0.824
2021-02-13,0.824
2021-02-14,0.824
2021-02-15,0.824
2021-02-16,0.818
2021-02-17,0.836
2021-02-18,0.846
2021-02-19,0.811
2021-02-20,0.811
2021-02-21,0.811
2021-02-22,0.816
2021-02-23,0.84
2021-02-24,0.834
2021-02-25,0.874
2021-02-26,0.869
2021-02-27,0.869
2021-02-28,0.869
2021-03-01,0.83
2021-03-02,0.858
2021-03-03,0.865
2021-03-04,0.898
2021-03-05,0.879
2021-03-06,0.879
2021-03-07,0.879
2021-03-08,0.886
2021-03-09,0.856
2021-03-10,0.86
2021-03-11,0.846
2021-03-12,0.841
2021-03-13,0.841
2021-03-14,0.841
2021-03-15,0.824
2021-03-16,0.824
2021-03-17,0.823
2021-03-18,0.851
2021-03-19,0.858
2021-03-20,0.858
2021-03-21,0.858
2021-03-22,0.867
2021-03-23,0.892
2021-03-24,0.886
2021-03-25,0.868
2021-03-26,0.842
2021-03-27,0.842
2021-03-28,0.842
2021-03-29,0.872
2021-03-30,0.861
2021-03-31,0.855
2021-04-01,0.845
2021-04-02,0.845
2021-04-03,0.845
2021-04-04,0.845
2021-04-05,0.832
2021-04-06,0.833
2021-04-07,0.847
2021-04-08,0.842
2021-04-09,0.837
2021-04-10,0.837
2021-04-11,0.837
2021-04-12,0.84
2021-04-13,0.847
2021-04-14,0.832
2021-04-15,0.83
2021-04-16,0.824
2021-04-17,0.824
2021-04-18,0.824
2021-04-19,0.832
2021-04-20,0.849
2021-04-21,0.838
2021-04-22,0.844
2021-04-23,0.819
2021-04-24,0.819
2021-04-25,0.819
2021-04-26,0.811
2021-04-27,0.821
2021-04-28,0.825
2021-04-29,0.831
2021-04-30,0.852
2021-05-01,0.852
2021-05-02,0.852
2021-05-03,0.848
2021-05-04,0.869
2021-05-05,0.869
2021-05-06,0.874
2021-05-07,0.855
2021-05-08,0.855
2021-05-09,0.855
2021-05-10,0.889
2021-05-11,0.889
2021-05-12,0.918
2021-05-13,0.892
2021-05-14,0.878
2021-05-15,0.878
2021-05-16,0.878
2021-05-17,0.872
2021-05-18,0.881
2021-05-19,0.885
2021-05-20,0.871
2021-05-21,0.875
2021-05-22,0.875
2021-05-23,0.875
2021-05-24,0.877
2021-05-25,0.886
2021-05-26,0.872
2021-05-27,0.865
2021-05-28,0.864
2021-05-29,0.864
2021-05-30,0.864
2021-05-31,0.864
2021-06-01,0.859
2021-06-02,0.873
2021-06-03,0.877
2021-06-04,0.863
2021-06-05,0.863
2021-06-06,0.863
2021-06-07,0.877
2021-06-08,0.87
2021-06-09,0.872
2021-06-10,0.868
2021-06-11,0.866
2021-06-12,0.866
2021-06-13,0.866
2021-06-14,0.867
2021-06-15,0.874
2021-06-16,0.883
2021-06-17,0.903
2021-06-18,0.944
2021-06-19,0.944
2021-06-20,0.944
2021-06-21,0.928
2021-06-22,0.928
2021-06-23,0.931
2021-06-24,0.919
2021-06-25,0.912
2021-06-26,0.912
2021-06-27,0.912
2021-06-28,0.896
2021-06-29,0.89
2021-06-30,0.885
2021-07-01,0.885
2021-07-02,0.893
2021-07-03,0.893
2021-07-04,0.893
2021-07-05,0.893
2021-07-06,0.912
2021-07-07,0.904
2021-07-08,0.916
2021-07-09,0.893
2021-07-10,0.893
2021-07-11,0.893
2021-07-12,0.891
2021-07-13,0.901
2021-07-14,0.915
2021-07-15,0.92
2021-07-16,0.939
2021-07-17,0.939
2021-07-18,0.939
2021-07-19,0.948
2021-07-20,0.918
2021-07-21,0.901
2021-07-22,0.914
2021-07-23,0.902
2021-07-24,0.902
2021-07-25,0.902
2021-07-26,0.898
2021-07-27,0.92
2021-07-28,0.866
2021-07-29,0.887
2021-07-30,0.891
2021-07-31,0.891
2021-08-01,0.891
2021-08-02,0.901
2021-08-03,0.892
2021-08-04,0.906
2021-08-05,0.908
2021-08-06,0.897
2021-08-07,0.897
2021-08-08,0.897
2021-08-09,0.899
2021-08-10,0.877
2021-08-11,0.871
2021-08-12,0.86
2021-08-13,0.85
2021-08-14,0.85
2021-08-15,0.85
2021-08-16,0.848
2021-08-17,0.866
2021-08-18,0.87
2021-08-19,0.871
2021-08-20,0.862
2021-08-21,0.862
2021-08-22,0.862
2021-08-23,0.851
2021-08-24,0.849
2021-08-25,0.839
2021-08-26,0.841
2021-08-27,0.828
2021-08-28,0.828
2021-08-29,0.828
2021-08-30,0.821
2021-08-31,0.828
2021-09-01,0.838
2021-09-02,0.833
2021-09-03,0.842
2021-09-04,0.842
2021-09-05,0.842
2021-09-06,0.842
2021-09-07,0.859
2021-09-08,0.862
2021-09-09,0.865
2021-09-10,0.867
2021-09-11,0.867
2021-09-12,0.867
2021-09-13,0.881
2021-09-14,0.898
2021-09-15,0.87
2021-09-16,0.87
2021-09-17,0.849
2021-09-18,0.849
2021-09-19,0.849
2021-09-20,0.882
2021-09-21,0.886
2021-09-22,0.867
2021-09-23,0.86
2021-09-24,0.837
2021-09-25,0.837
2021-09-26,0.837
2021-09-27,0.834
2021-09-28,0.84
2021-09-29,0.855
2021-09-30,0.865
2021-10-01,0.85
2021-10-02,0.85
2021-10-03,0.85
2021-10-04,0.859
2021-10-05,0.848
2021-10-06,0.859
2021-10-07,0.854
2021-10-08,0.852
2021-10-09,0.852
2021-10-10,0.852
2021-10-11,0.859
2021-10-12,0.872
2021-10-13,0.865
2021-10-14,0.838
2021-10-15,0.842
2021-10-16,0.842
2021-10-17,0.842
2021-10-18,0.828
2021-10-19,0.822
2021-10-20,0.811
2021-10-21,0.799
2021-10-22,0.803
2021-10-23,0.803
2021-10-24,0.803
2021-10-25,0.8
2021-10-26,0.828
2021-10-27,0.848
2021-10-28,0.807
2021-10-29,0.803
2021-10-30,0.803
2021-10-31,0.803
2021-11-01,0.789
2021-11-02,0.754
2021-11-03,0.752
2021-11-04,0.747
2021-11-05,0.739
2021-11-06,0.739
2021-11-07,0.739
2021-11-08,0.741
2021-11-09,0.729
2021-11-10,0.732
2021-11-11,0.728
2021-11-12,0.717
2021-11-13,0.717
2021-11-14,0.717
2021-11-15,0.729
2021-11-16,0.721
2021-11-17,0.713
2021-11-18,0.717
2021-11-19,0.734
2021-11-20,0.734
2021-11-21,0.734
2021-11-22,0.746
2021-11-23,0.75
2021-11-24,0.75
2021-11-25,0.75
2021-11-26,0.776
2021-11-27,0.776
2021-11-28,0.776
2021-11-29,0.762
2021-11-30,0.791
2021-12-01,0.787
2021-12-02,0.766
2021-12-03,0.77
2021-12-04,0.77
2021-12-05,0.77
2021-12-06,0.767
2021-12-07,0.761
2021-12-08,0.762
2021-12-09,0.785
2021-12-10,0.775
2021-12-11,0.775
2021-12-12,0.775
2021-12-13,0.769
2021-12-14,0.779
2021-12-15,0.774
2021-12-16,0.794
2021-12-17,0.795
2021-12-18,0.795
2021-12-19,0.795
2021-12-20,0.805
2021-12-21,0.79
2021-12-22,0.788
2021-12-23,0.776
2021-12-24,0.776
2021-12-25,0.776
2021-12-26,0.776
2021-12-27,0.751
2021-12-28,0.749
2021-12-29,0.747
2021-12-30,0.753
2021-12-31,0.75
2022-01-01,0.75
2022-01-02,0.75
2022-01-03,0.747
2022-01-04,0.729
2022-01-05,0.746
2022-01-06,0.75
2022-01-07,0.778
2022-01-08,0.778
2022-01-09,0.778
2022-01-10,0.781
2022-01-11,0.774
2022-01-12,0.772
2022-01-13,0.778
2022-01-14,0.781
2022-01-15,0.781
2022-01-16,0.781
2022-01-17,0.781
2022-01-18,0.8
2022-01-19,0.824
2022-01-20,0.851
2022-01-21,0.883
2022-01-22,0.883
2022-01-23,0.883
2022-01-24,0.851
2022-01-25,0.889
2022-01-26,0.898
2022-01-27,0.927
2022-01-28,0.906
2022-01-29,0.906
2022-01-30,0.906
2022-01-31,0.874
2022-02-01,0.869
2022-02-02,0.922
2022-02-03,0.93
2022-02-04,0.941
2022-02-05,0.941
2022-02-06,0.941
2022-02-07,0.941
2022-02-08,0.933
2022-02-09,0.907
2022-02-10,0.922
2022-02-11,0.942
2022-02-12,0.942
2022-02-13,0.942
2022-02-14,0.942
2022-02-15,0.921
2022-02-16,0.904
2022-02-17,0.932
2022-02-18,0.926
2022-02-19,0.926
2022-02-20,0.926
2022-02-21,0.926
2022-02-22,0.95
2022-02-23,0.956
2022-02-24,0.937
2022-02-25,0.908
2022-02-26,0.908
2022-02-27,0.908
2022-02-28,0.924
2022-03-01,0.96
2022-03-02,0.93
2022-03-03,0.946
2022-03-04,0.973
2022-03-05,0.973
2022-03-06,0.973
2022-03-07,1.006
2022-03-08,1.001
2022-03-09,0.97
2022-03-10,0.975
2022-03-11,0.996
2022-03-12,0.996
2022-03-13,0.996
2022-03-14,1.004
2022-03-15,0.978
2022-03-16,0.949
2022-03-17,0.943
2022-03-18,0.924
2022-03-19,0.924
2022-03-20,0.924
2022-03-21,0.925
2022-03-22,0.925
2022-03-23,0.941
2022-03-24,0.941
2022-03-25,0.949
2022-03-26,0.949
2022-03-27,0.949
2022-03-28,0.936
2022-03-29,0.922
2022-03-30,0.937
2022-03-31,0.957
2022-04-01,0.958
2022-04-02,0.958
2022-04-03,0.958
2022-04-04,0.956
2022-04-05,0.993
2022-04-06,1.01
2022-04-07,1.018
2022-04-08,1.027
2022-04-09,1.027
2022-04-10,1.027
2022-04-11,1.024
2022-04-12,1.038
2022-04-13,1.025
2022-04-14,1.042
2022-04-15,1.042
2022-04-16,1.042
2022-04-17,1.042
2022-04-18,1.043
2022-04-19,1.032
2022-04-20,1.008
2022-04-21,1.007
2022-04-22,1.031
2022-04-23,1.031
2022-04-24,1.031
2022-04-25,1.023
2022-04-26,1.063
2022-04-27,1.061
2022-04-28,1.03
2022-04-29,1.041
2022-04-30,1.041
2022-05-01,1.041
2022-05-02,1.01
2022-05-03,1.013
2022-05-04,0.916
2022-05-05,0.931
2022-05-06,0.92
2022-05-07,0.92
2022-05-08,0.92
2022-05-09,0.935
2022-05-10,0.935
2022-05-11,0.945
2022-05-12,0.927
2022-05-13,0.893
2022-05-14,0.893
2022-05-15,0.893
2022-05-16,0.905
2022-05-17,0.868
2022-05-18,0.901
2022-05-19,0.908
2022-05-20,0.909
2022-05-21,0.909
2022-05-22,0.909
2022-05-23,0.896
2022-05-24,0.906
2022-05-25,0.909
2022-05-26,0.893
2022-05-27,0.871
2022-05-28,0.871
2022-05-29,0.871
2022-05-30,0.871
2022-05-31,0.874
2022-06-01,0.876
2022-06-02,0.849
2022-06-03,0.857
2022-06-04,0.857
2022-06-05,0.857
2022-06-06,0.856
2022-06-07,0.845
2022-06-08,0.868
2022-06-09,0.88
2022-06-10,0.903
2022-06-11,0.903
2022-06-12,0.903
2022-06-13,0.939
2022-06-14,0.937
2022-06-15,0.892
2022-06-16,0.982
2022-06-17,0.965
2022-06-18,0.965
2022-06-19,0.965
2022-06-20,0.965
2022-06-21,0.955
2022-06-22,0.963
2022-06-23,0.956
2022-06-24,0.916
2022-06-25,0.916
2022-06-26,0.916
2022-06-27,0.916
2022-06-28,0.918
2022-06-29,0.926
2022-06-30,0.929
2022-07-01,0.951
2022-07-02,0.951
2022-07-03,0.951
2022-07-04,0.951
2022-07-05,0.941
2022-07-06,0.996
2022-07-07,0.969
2022-07-08,0.985
2022-07-09,0.985
2022-07-10,0.985
2022-07-11,0.978
2022-07-12,0.996
2022-07-13,0.983
2022-07-14,0.995
2022-07-15,0.965
2022-07-16,0.965
2022-07-17,0.965
2022-07-18,0.979
2022-07-19,0.95
2022-07-20,0.931
2022-07-21,0.91
2022-07-22,0.915
2022-07-23,0.915
2022-07-24,0.915
2022-07-25,0.91
2022-07-26,0.907
2022-07-27,0.881
2022-07-28,0.86
2022-07-29,0.847
2022-07-30,0.847
2022-07-31,0.847
2022-08-01,0.848
2022-08-02,0.854
2022-08-03,0.942
2022-08-04,0.987
2022-08-05,0.998
2022-08-06,0.998
2022-08-07,0.998
2022-08-08,1.006
2022-08-09,1.04
2022-08-10,1.009
2022-08-11,1.018
2022-08-12,1.002
2022-08-13,1.002
2022-08-14,1.002
2022-08-15,1.003
2022-08-16,1.015
2022-08-17,1.023
2022-08-18,1.01
2022-08-19,1.027
2022-08-20,1.027
2022-08-21,1.027
2022-08-22,1.05
2022-08-23,1.057
2022-08-24,1.047
2022-08-25,1.027
2022-08-26,1.068
2022-08-27,1.068
2022-08-28,1.068
2022-08-29,1.062
2022-08-30,1.061
2022-08-31,1.066
2022-09-01,1.09
2022-09-02,1.112
2022-09-03,1.112
2022-09-04,1.112
2022-09-05,1.112
2022-09-06,1.117
2022-09-07,1.112
2022-09-08,1.109
2022-09-09,1.092
2022-09-10,1.092
2022-09-11,1.092
2022-09-12,1.082
2022-09-13,1.125
2022-09-14,1.135
2022-09-15,1.159
2022-09-16,1.194
2022-09-17,1.194
2022-09-18,1.194
2022-09-19,1.169
2022-09-20,1.193
2022-09-21,1.208
2022-09-22,1.25
2022-09-23,1.263
2022-09-24,1.263
2022-09-25,1.263
2022-09-26,1.284
2022-09-27,1.282
2022-09-28,1.243
2022-09-29,1.24
2022-09-30,1.272
2022-10-01,1.272
2022-10-02,1.272
2022-10-03,1.219
2022-10-04,1.178
2022-10-05,1.184
2022-10-06,1.184
2022-10-07,1.238
2022-10-08,1.238
2022-10-09,1.238
2022-10-10,1.251
2022-10-11,1.249
2022-10-12,1.28
2022-10-13,1.238
2022-10-14,1.274
2022-10-15,1.274
2022-10-16,1.274
2022-10-17,1.24
2022-10-18,1.216
2022-10-19,1.234
2022-10-20,1.249
2022-10-21,1.209
2022-10-22,1.209
2022-10-23,1.209
2022-10-24,1.199
2022-10-25,1.173
2022-10-26,1.178
2022-10-27,1.166
2022-10-28,1.132
2022-10-29,1.132
2022-10-30,1.132
2022-10-31,1.148
2022-11-01,1.175
2022-11-02,1.307
2022-11-03,1.337
2022-11-04,1.28
2022-11-05,1.28
2022-11-06,1.28
2022-11-07,1.261
2022-11-08,1.235
2022-11-09,1.247
2022-11-10,1.181
2022-11-11,1.159
2022-11-12,1.159
2022-11-13,1.159
2022-11-14,1.152
2022-11-15,1.092
2022-11-16,1.121
2022-11-17,1.124
2022-11-18,1.114
2022-11-19,1.114
2022-11-20,1.114
2022-11-21,1.137
2022-11-22,1.114
2022-11-23,1.112
2022-11-24,1.112
2022-11-25,1.11
2022-11-26,1.11
2022-11-27,1.11
2022-11-28,1.145
2022-11-29,1.147
2022-11-30,1.103
2022-12-01,1.096
2022-12-02,1.099
2022-12-03,1.099
2022-12-04,1.099
2022-12-05,1.144
2022-12-06,1.15
2022-12-07,1.143
2022-12-08,1.137
2022-12-09,1.157
2022-12-10,1.157
2022-12-11,1.157
2022-12-12,1.167
2022-12-13,1.151
2022-12-14,1.168
2022-12-15,1.201
2022-12-16,1.237
2022-12-17,1.237
2022-12-18,1.237
2022-12-19,1.252
2022-12-20,1.251
2022-12-21,1.234
2022-12-22,1.264
2022-12-23,1.244
2022-12-24,1.244
2022-12-25,1.244
2022-12-26,1.244
2022-12-27,1.243
2022-12-28,1.263
2022-12-29,1.22
2022-12-30,1.235
2022-12-31,1.235
2023-01-01,1.235
2023-01-02,1.235
2023-01-03,1.219
2023-01-04,1.2
2023-01-05,1.205
2023-01-06,1.171
2023-01-07,1.171
2023-01-08,1.171
2023-01-09,1.142
2023-01-10,1.131
2023-01-11,1.115
2023-01-12,1.096
2023-01-13,1.1
2023-01-14,1.1
2023-01-15,1.1
2023-01-16,1.1
2023-01-17,1.105
2023-01-18,1.108
2023-01-19,1.141
2023-01-20,1.115
2023-01-21,1.115
2023-01-22,1.115
2023-01-23,1.081
2023-01-24,1.073
2023-01-25,1.088
2023-01-26,1.075
2023-01-27,1.073
2023-01-28,1.073
2023-01-29,1.073
2023-01-30,1.102
2023-01-31,1.059
2023-02-01,1.04
2023-02-02,1.002
2023-02-03,1.003
2023-02-04,1.003
2023-02-05,1.003
2023-02-06,1.03
2023-02-07,1.003
2023-02-08,1.008
2023-02-09,1.007
2023-02-10,1.018
2023-02-11,1.018
2023-02-12,1.018
2023-02-13,1.013
2023-02-14,1.013
2023-02-15,1.013
2023-02-16,1.008
2023-02-17,1.01
2023-02-18,1.01
2023-02-19,1.01
2023-02-20,1.01
2023-02-21,1.047
2023-02-22,1.051
2023-02-23,1.047
2023-02-24,1.056
2023-02-25,1.056
2023-02-26,1.056
2023-02-27,1.048
2023-02-28,1.05
2023-03-01,1.035
2023-03-02,1.016
2023-03-03,0.996
2023-03-04,0.996
2023-03-05,0.996
2023-03-06,1.01
2023-03-07,1.034
2023-03-08,1.013
2023-03-09,1.027
2023-03-10,1.044
2023-03-11,1.044
2023-03-12,1.044
2023-03-13,1.052
2023-03-14,1.032
2023-03-15,1.085
2023-03-16,1.055
2023-03-17,1.08
2023-03-18,1.08
2023-03-19,1.08
2023-03-20,1.057
2023-03-21,1.046
2023-03-22,1.065
2023-03-23,1.047
2023-03-24,1.034
2023-03-25,1.034
2023-03-26,1.034
2023-03-27,1.014
2023-03-28,1.015
2023-03-29,0.991
2023-03-30,0.989
2023-03-31,0.977
2023-04-01,0.977
2023-04-02,0.977
2023-04-03,0.98
2023-04-04,1.009
2023-04-05,1.038
2023-04-06,1.045
2023-04-07,1.045
2023-04-08,1.045
2023-04-09,1.045
2023-04-10,1.027
2023-04-11,1.017
2023-04-12,1.027
2023-04-13,1.023
2023-04-14,1.027
2023-04-15,1.027
2023-04-16,1.027
2023-04-17,1.024
2023-04-18,1.039
2023-04-19,1.046
2023-04-20,1.045
2023-04-21,1.066
2023-04-22,1.066
2023-04-23,1.066
2023-04-24,1.058
2023-04-25,1.068
2023-04-26,1.097
2023-04-27,1.088
2023-04-28,1.081
2023-04-29,1.081
2023-04-30,1.081
2023-05-01,1.075
2023-05-02,1.076
2023-05-03,0.994
2023-05-04,1.007
2023-05-05,0.996
2023-05-06,0.996
2023-05-07,0.996
2023-05-08,1.009
2023-05-09,1.028
2023-05-10,1.018
2023-05-11,1.022
2023-05-12,1.028
2023-05-13,1.028
2023-05-14,1.028
2023-05-15,1.004
2023-05-16,1.01
2023-05-17,0.984
2023-05-18,0.975
2023-05-19,0.977
2023-05-20,0.977
2023-05-21,0.977
2023-05-22,0.97
2023-05-23,0.988
2023-05-24,1.004
2023-05-25,0.989
2023-05-26,0.962
2023-05-27,0.962
2023-05-28,0.962
2023-05-29,0.962
2023-05-30,0.982
2023-05-31,1.021
2023-06-01,1.018
2023-06-02,0.989
2023-06-03,0.989
2023-06-04,0.989
2023-06-05,1.014
2023-06-06,0.987
2023-06-07,0.975
2023-06-08,0.972
2023-06-09,0.977
2023-06-10,0.977
2023-06-11,0.977
2023-06-12,0.973
2023-06-13,0.96
2023-06-14,0.968
2023-06-15,0.963
2023-06-16,0.962
2023-06-17,0.962
2023-06-18,0.962
2023-06-19,0.962
2023-06-20,0.937
2023-06-21,0.937
2023-06-22,0.949
2023-06-23,0.967
2023-06-24,0.967
2023-06-25,0.967
2023-06-26,0.949
2023-06-27,0.931
2023-06-28,0.922
2023-06-29,0.915
2023-06-30,0.897
2023-07-01,0.897
2023-07-02,0.897
2023-07-03,0.91
2023-07-04,0.91
2023-07-05,0.904
2023-07-06,0.912
2023-07-07,0.902
2023-07-08,0.902
2023-07-09,0.902
2023-07-10,0.898
2023-07-11,0.887
2023-07-12,0.874
2023-07-13,0.861
2023-07-14,0.867
2023-07-15,0.867
2023-07-16,0.867
2023-07-17,0.855
2023-07-18,0.845
2023-07-19,0.858
2023-07-20,0.876
2023-07-21,0.877
2023-07-22,0.877
2023-07-23,0.877
2023-07-24,0.881
2023-07-25,0.872
2023-07-26,0.862
2023-07-27,0.857
2023-07-28,0.867
2023-07-29,0.867
2023-07-30,0.867
2023-07-31,0.858
2023-08-01,0.865
2023-08-02,1.017
2023-08-03,1.007
2023-08-04,1.017
2023-08-05,1.017
2023-08-06,1.017
2023-08-07,1.013
2023-08-08,1.015
2023-08-09,0.995
2023-08-10,0.999
2023-08-11,1.0
2023-08-12,1.0
2023-08-13,1.0
2023-08-14,1.012
2023-08-15,1.014
2023-08-16,1.012
2023-08-17,1.022
2023-08-18,1.015
2023-08-19,1.015
2023-08-20,1.015
2023-08-21,1.002
2023-08-22,1.01
2023-08-23,0.995
2023-08-24,1.009
2023-08-25,1.003
2023-08-26,1.003
2023-08-27,1.003
2023-08-28,1.0
2023-08-29,0.964
2023-08-30,0.97
2023-08-31,0.967
2023-09-01,0.965
2023-09-02,0.965
2023-09-03,0.965
2023-09-04,0.965
2023-09-05,0.991
2023-09-06,0.988
2023-09-07,1.023
2023-09-08,1.022
2023-09-09,1.022
2023-09-10,1.022
2023-09-11,1.028
2023-09-12,1.035
2023-09-13,1.041
