,BOH US Equity
2020-11-03,
2020-11-04,
2020-11-05,
2020-11-06,
2020-11-07,
2020-11-08,
2020-11-09,
2020-11-10,
2020-11-11,
2020-11-12,
2020-11-13,
2020-11-14,
2020-11-15,
2020-11-16,
2020-11-17,
2020-11-18,
2020-11-19,4.014
2020-11-20,4.059
2020-11-21,4.059
2020-11-22,4.059
2020-11-23,4.015
2020-11-24,3.821
2020-11-25,3.784
2020-11-26,3.784
2020-11-27,3.825
2020-11-28,3.825
2020-11-29,3.825
2020-11-30,3.973
2020-12-01,3.884
2020-12-02,3.817
2020-12-03,3.818
2020-12-04,3.749
2020-12-05,3.749
2020-12-06,3.749
2020-12-07,3.742
2020-12-08,3.752
2020-12-09,3.759
2020-12-10,3.755
2020-12-11,3.777
2020-12-12,3.777
2020-12-13,3.777
2020-12-14,3.815
2020-12-15,3.748
2020-12-16,3.774
2020-12-17,3.806
2020-12-18,3.87
2020-12-19,3.87
2020-12-20,3.87
2020-12-21,3.843
2020-12-22,3.922
2020-12-23,3.836
2020-12-24,3.863
2020-12-25,3.863
2020-12-26,3.863
2020-12-27,3.863
2020-12-28,3.839
2020-12-29,3.91
2020-12-30,3.871
2020-12-31,3.883
2021-01-01,3.883
2021-01-02,3.883
2021-01-03,3.883
2021-01-04,3.846
2021-01-05,3.861
2021-01-06,3.668
2021-01-07,3.606
2021-01-08,3.634
2021-01-09,3.634
2021-01-10,3.634
2021-01-11,3.591
2021-01-12,3.538
2021-01-13,3.581
2021-01-14,3.521
2021-01-15,3.567
2021-01-16,3.567
2021-01-17,3.567
2021-01-18,3.567
2021-01-19,3.549
2021-01-20,3.546
2021-01-21,3.622
2021-01-22,3.537
2021-01-23,3.537
2021-01-24,3.537
2021-01-25,3.645
2021-01-26,3.821
2021-01-27,3.866
2021-01-28,3.821
2021-01-29,3.951
2021-01-30,3.951
2021-01-31,3.951
2021-02-01,3.88
2021-02-02,3.851
2021-02-03,3.89
2021-02-04,3.819
2021-02-05,3.785
2021-02-06,3.785
2021-02-07,3.785
2021-02-08,3.706
2021-02-09,3.599
2021-02-10,3.557
2021-02-11,3.563
2021-02-12,3.529
2021-02-13,3.529
2021-02-14,3.529
2021-02-15,3.529
2021-02-16,3.486
2021-02-17,3.498
2021-02-18,3.529
2021-02-19,3.467
2021-02-20,3.467
2021-02-21,3.467
2021-02-22,3.422
2021-02-23,3.334
2021-02-24,3.307
2021-02-25,3.423
2021-02-26,3.505
2021-02-27,3.505
2021-02-28,3.505
2021-03-01,3.417
2021-03-02,3.445
2021-03-03,3.386
2021-03-04,3.489
2021-03-05,3.346
2021-03-06,3.346
2021-03-07,3.346
2021-03-08,3.259
2021-03-09,3.363
2021-03-10,3.275
2021-03-11,3.26
2021-03-12,3.229
2021-03-13,3.229
2021-03-14,3.229
2021-03-15,3.219
2021-03-16,3.296
2021-03-17,3.247
2021-03-18,3.204
2021-03-19,3.19
2021-03-20,3.19
2021-03-21,3.19
2021-03-22,3.335
2021-03-23,3.456
2021-03-24,3.437
2021-03-25,3.361
2021-03-26,3.293
2021-03-27,3.293
2021-03-28,3.293
2021-03-29,3.426
2021-03-30,3.344
2021-03-31,3.427
2021-04-01,3.37
2021-04-02,3.37
2021-04-03,3.37
2021-04-04,3.37
2021-04-05,3.383
2021-04-06,3.387
2021-04-07,3.511
2021-04-08,3.517
2021-04-09,3.48
2021-04-10,3.48
2021-04-11,3.48
2021-04-12,3.445
2021-04-13,3.527
2021-04-14,3.48
2021-04-15,3.487
2021-04-16,3.443
2021-04-17,3.443
2021-04-18,3.443
2021-04-19,3.464
2021-04-20,3.57
2021-04-21,3.518
2021-04-22,3.573
2021-04-23,3.473
2021-04-24,3.473
2021-04-25,3.473
2021-04-26,3.515
2021-04-27,3.303
2021-04-28,3.337
2021-04-29,3.266
2021-04-30,3.337
2021-05-01,3.337
2021-05-02,3.337
2021-05-03,3.296
2021-05-04,3.249
2021-05-05,3.249
2021-05-06,3.197
2021-05-07,3.213
2021-05-08,3.213
2021-05-09,3.213
2021-05-10,3.255
2021-05-11,3.3
2021-05-12,3.401
2021-05-13,3.255
2021-05-14,3.245
2021-05-15,3.245
2021-05-16,3.245
2021-05-17,3.261
2021-05-18,3.315
2021-05-19,3.322
2021-05-20,3.339
2021-05-21,3.3
2021-05-22,3.3
2021-05-23,3.3
2021-05-24,3.362
2021-05-25,3.42
2021-05-26,3.397
2021-05-27,3.383
2021-05-28,3.355
2021-05-29,3.355
2021-05-30,3.355
2021-05-31,3.355
2021-06-01,3.354
2021-06-02,3.403
2021-06-03,3.39
2021-06-04,3.4
2021-06-05,3.4
2021-06-06,3.4
2021-06-07,3.39
2021-06-08,3.371
2021-06-09,3.388
2021-06-10,3.374
2021-06-11,3.348
2021-06-12,3.348
2021-06-13,3.348
2021-06-14,3.433
2021-06-15,3.38
2021-06-16,3.351
2021-06-17,3.527
2021-06-18,3.661
2021-06-19,3.661
2021-06-20,3.661
2021-06-21,3.508
2021-06-22,3.533
2021-06-23,3.529
2021-06-24,3.464
2021-06-25,3.405
2021-06-26,3.405
2021-06-27,3.405
2021-06-28,3.526
2021-06-29,3.548
2021-06-30,3.534
2021-07-01,3.506
2021-07-02,3.546
2021-07-03,3.546
2021-07-04,3.546
2021-07-05,3.546
2021-07-06,3.616
2021-07-07,3.708
2021-07-08,3.741
2021-07-09,3.566
2021-07-10,3.566
2021-07-11,3.566
2021-07-12,3.561
2021-07-13,3.588
2021-07-14,3.563
2021-07-15,3.524
2021-07-16,3.602
2021-07-17,3.602
2021-07-18,3.602
2021-07-19,3.759
2021-07-20,3.693
2021-07-21,3.656
2021-07-22,3.761
2021-07-23,3.706
2021-07-24,3.706
2021-07-25,3.706
2021-07-26,3.657
2021-07-27,3.63
2021-07-28,3.612
2021-07-29,3.374
2021-07-30,3.422
2021-07-31,3.422
2021-08-01,3.422
2021-08-02,3.454
2021-08-03,3.417
2021-08-04,3.466
2021-08-05,3.432
2021-08-06,3.348
2021-08-07,3.348
2021-08-08,3.348
2021-08-09,3.38
2021-08-10,3.354
2021-08-11,3.292
2021-08-12,3.308
2021-08-13,3.337
2021-08-14,3.337
2021-08-15,3.337
2021-08-16,3.359
2021-08-17,3.371
2021-08-18,3.435
2021-08-19,3.444
2021-08-20,3.37
2021-08-21,3.37
2021-08-22,3.37
2021-08-23,3.372
2021-08-24,3.368
2021-08-25,3.372
2021-08-26,3.43
2021-08-27,3.354
2021-08-28,3.354
2021-08-29,3.354
2021-08-30,3.415
2021-08-31,3.39
2021-09-01,3.441
2021-09-02,3.448
2021-09-03,3.448
2021-09-04,3.448
2021-09-05,3.448
2021-09-06,3.448
2021-09-07,3.448
2021-09-08,3.448
2021-09-09,3.448
2021-09-10,3.448
2021-09-11,3.448
2021-09-12,3.448
2021-09-13,3.448
2021-09-14,3.448
2021-09-15,3.448
2021-09-16,3.448
2021-09-17,3.448
2021-09-18,3.448
2021-09-19,3.448
2021-09-20,3.448
2021-09-21,3.448
2021-09-22,3.448
2021-09-23,3.448
2021-09-24,3.448
2021-09-25,3.448
2021-09-26,3.448
2021-09-27,3.448
2021-09-28,3.448
2021-09-29,3.448
2021-09-30,3.448
2021-10-01,3.448
2021-10-02,3.448
2021-10-03,3.448
2021-10-04,3.448
2021-10-05,3.448
2021-10-06,3.448
2021-10-07,3.448
2021-10-08,3.448
2021-10-09,3.448
2021-10-10,3.448
2021-10-11,3.448
2021-10-12,3.448
2021-10-13,3.448
2021-10-14,3.448
2021-10-15,3.448
2021-10-16,3.448
2021-10-17,3.448
2021-10-18,3.448
2021-10-19,3.448
2021-10-20,3.448
2021-10-21,3.448
2021-10-22,3.448
2021-10-23,3.448
2021-10-24,3.448
2021-10-25,3.448
2021-10-26,3.448
2021-10-27,3.448
2021-10-28,3.448
2021-10-29,3.448
2021-10-30,3.448
2021-10-31,3.448
2021-11-01,3.448
2021-11-02,3.448
2021-11-03,3.448
2021-11-04,3.448
2021-11-05,3.448
2021-11-06,3.448
2021-11-07,3.448
2021-11-08,3.448
2021-11-09,3.448
2021-11-10,3.448
2021-11-11,3.448
2021-11-12,3.448
2021-11-13,3.448
2021-11-14,3.448
2021-11-15,3.448
2021-11-16,3.448
2021-11-17,3.448
2021-11-18,3.448
2021-11-19,3.448
2021-11-20,3.448
2021-11-21,3.448
2021-11-22,3.448
2021-11-23,3.448
2021-11-24,3.448
2021-11-25,3.448
2021-11-26,3.448
2021-11-27,3.448
2021-11-28,3.448
2021-11-29,3.448
2021-11-30,3.448
2021-12-01,3.448
2021-12-02,3.448
2021-12-03,3.448
2021-12-04,3.448
2021-12-05,3.448
2021-12-06,3.448
2021-12-07,3.448
2021-12-08,3.448
2021-12-09,3.448
2021-12-10,3.448
2021-12-11,3.448
2021-12-12,3.448
2021-12-13,3.448
2021-12-14,3.448
2021-12-15,3.448
2021-12-16,3.448
2021-12-17,3.448
2021-12-18,3.448
2021-12-19,3.448
2021-12-20,3.448
2021-12-21,3.448
2021-12-22,3.448
2021-12-23,3.448
2021-12-24,3.448
2021-12-25,3.448
2021-12-26,3.448
2021-12-27,3.448
2021-12-28,3.448
2021-12-29,3.448
2021-12-30,3.448
2021-12-31,3.448
2022-01-01,3.448
2022-01-02,3.448
2022-01-03,3.448
2022-01-04,3.448
2022-01-05,3.448
2022-01-06,3.448
2022-01-07,3.448
2022-01-08,3.448
2022-01-09,3.448
2022-01-10,3.448
2022-01-11,3.448
2022-01-12,3.448
2022-01-13,3.448
2022-01-14,3.448
2022-01-15,3.448
2022-01-16,3.448
2022-01-17,3.448
2022-01-18,3.448
2022-01-19,3.448
2022-01-20,3.448
2022-01-21,3.547
2022-01-22,3.547
2022-01-23,3.547
2022-01-24,3.507
2022-01-25,3.295
2022-01-26,3.354
2022-01-27,3.392
2022-01-28,3.391
2022-01-29,3.391
2022-01-30,3.391
2022-01-31,3.375
2022-02-01,3.353
2022-02-02,3.401
2022-02-03,3.393
2022-02-04,3.36
2022-02-05,3.36
2022-02-06,3.36
2022-02-07,3.367
2022-02-08,3.287
2022-02-09,3.321
2022-02-10,3.313
2022-02-11,3.318
2022-02-12,3.318
2022-02-13,3.318
2022-02-14,3.322
2022-02-15,3.278
2022-02-16,3.294
2022-02-17,3.361
2022-02-18,3.329
2022-02-19,3.329
2022-02-20,3.329
2022-02-21,3.329
2022-02-22,3.334
2022-02-23,3.377
2022-02-24,3.454
2022-02-25,3.324
2022-02-26,3.324
2022-02-27,3.324
2022-02-28,3.343
2022-03-01,3.477
2022-03-02,3.362
2022-03-03,3.379
2022-03-04,3.507
2022-03-05,3.507
2022-03-06,3.507
2022-03-07,3.59
2022-03-08,3.608
2022-03-09,3.519
2022-03-10,3.729
2022-03-11,3.658
2022-03-12,3.658
2022-03-13,3.658
2022-03-14,3.671
2022-03-15,3.663
2022-03-16,3.565
2022-03-17,3.597
2022-03-18,3.6
2022-03-19,3.6
2022-03-20,3.6
2022-03-21,3.588
2022-03-22,3.578
2022-03-23,3.661
2022-03-24,3.651
2022-03-25,3.553
2022-03-26,3.553
2022-03-27,3.553
2022-03-28,3.577
2022-03-29,3.526
2022-03-30,3.628
2022-03-31,3.655
2022-04-01,3.701
2022-04-02,3.701
2022-04-03,3.701
2022-04-04,3.631
2022-04-05,3.667
2022-04-06,3.707
2022-04-07,3.767
2022-04-08,3.781
2022-04-09,3.781
2022-04-10,3.781
2022-04-11,3.805
2022-04-12,3.842
2022-04-13,3.771
2022-04-14,3.801
2022-04-15,3.801
2022-04-16,3.801
2022-04-17,3.801
2022-04-18,3.82
2022-04-19,3.702
2022-04-20,3.675
2022-04-21,3.707
2022-04-22,3.849
2022-04-23,3.849
2022-04-24,3.849
2022-04-25,3.873
2022-04-26,3.962
2022-04-27,3.791
2022-04-28,3.758
2022-04-29,3.875
2022-04-30,3.875
2022-05-01,3.875
2022-05-02,3.851
2022-05-03,3.819
2022-05-04,3.708
2022-05-05,3.804
2022-05-06,3.851
2022-05-07,3.851
2022-05-08,3.851
2022-05-09,3.835
2022-05-10,3.864
2022-05-11,3.89
2022-05-12,3.847
2022-05-13,3.846
2022-05-14,3.846
2022-05-15,3.846
2022-05-16,3.831
2022-05-17,3.714
2022-05-18,3.774
2022-05-19,3.835
2022-05-20,3.828
2022-05-21,3.828
2022-05-22,3.828
2022-05-23,3.746
2022-05-24,3.715
2022-05-25,3.852
2022-05-26,3.809
2022-05-27,3.734
2022-05-28,3.734
2022-05-29,3.734
2022-05-30,3.734
2022-05-31,3.729
2022-06-01,3.791
2022-06-02,3.716
2022-06-03,3.741
2022-06-04,3.741
2022-06-05,3.741
2022-06-06,3.742
2022-06-07,3.727
2022-06-08,3.787
2022-06-09,3.884
2022-06-10,3.944
2022-06-11,3.944
2022-06-12,3.944
2022-06-13,4.017
2022-06-14,4.04
2022-06-15,4.038
2022-06-16,4.15
2022-06-17,4.14
2022-06-18,4.14
2022-06-19,4.14
2022-06-20,4.14
2022-06-21,4.002
2022-06-22,3.994
2022-06-23,4.013
2022-06-24,3.802
2022-06-25,3.802
2022-06-26,3.802
2022-06-27,3.865
2022-06-28,3.892
2022-06-29,3.976
2022-06-30,3.896
2022-07-01,3.821
2022-07-02,3.821
2022-07-03,3.821
2022-07-04,3.821
2022-07-05,3.844
2022-07-06,3.841
2022-07-07,3.801
2022-07-08,3.82
2022-07-09,3.82
2022-07-10,3.82
2022-07-11,3.869
2022-07-12,3.891
2022-07-13,3.982
2022-07-14,4.043
2022-07-15,3.933
2022-07-16,3.933
2022-07-17,3.933
2022-07-18,3.909
2022-07-19,3.811
2022-07-20,3.777
2022-07-21,3.768
2022-07-22,3.767
2022-07-23,3.767
2022-07-24,3.767
2022-07-25,3.7
2022-07-26,3.874
2022-07-27,3.843
2022-07-28,3.835
2022-07-29,3.801
2022-07-30,3.801
2022-07-31,3.801
2022-08-01,3.777
2022-08-02,3.847
2022-08-03,3.823
2022-08-04,3.846
2022-08-05,3.782
2022-08-06,3.782
2022-08-07,3.782
2022-08-08,3.793
2022-08-09,3.749
2022-08-10,3.735
2022-08-11,3.695
2022-08-12,3.631
2022-08-13,3.631
2022-08-14,3.631
2022-08-15,3.616
2022-08-16,3.58
2022-08-17,3.606
2022-08-18,3.609
2022-08-19,3.633
2022-08-20,3.633
2022-08-21,3.633
2022-08-22,3.728
2022-08-23,3.765
2022-08-24,3.794
2022-08-25,3.754
2022-08-26,3.831
2022-08-27,3.831
2022-08-28,3.831
2022-08-29,3.875
2022-08-30,3.871
2022-08-31,3.868
2022-09-01,3.875
2022-09-02,3.903
2022-09-03,3.903
2022-09-04,3.903
2022-09-05,3.903
2022-09-06,3.952
2022-09-07,3.886
2022-09-08,3.829
2022-09-09,3.799
2022-09-10,3.799
2022-09-11,3.799
2022-09-12,3.773
2022-09-13,3.856
2022-09-14,3.825
2022-09-15,3.796
2022-09-16,3.803
2022-09-17,3.803
2022-09-18,3.803
2022-09-19,3.749
2022-09-20,3.727
2022-09-21,3.801
2022-09-22,3.862
2022-09-23,3.884
2022-09-24,3.884
2022-09-25,3.884
2022-09-26,3.919
2022-09-27,4.01
2022-09-28,3.973
2022-09-29,4.034
2022-09-30,4.022
2022-10-01,4.022
2022-10-02,4.022
2022-10-03,3.946
2022-10-04,3.792
2022-10-05,3.808
2022-10-06,3.825
2022-10-07,3.992
2022-10-08,3.992
2022-10-09,3.992
2022-10-10,4.001
2022-10-11,4.025
2022-10-12,4.041
2022-10-13,3.915
2022-10-14,3.95
2022-10-15,3.95
2022-10-16,3.95
2022-10-17,3.85
2022-10-18,3.836
2022-10-19,3.901
2022-10-20,4.008
2022-10-21,4.023
2022-10-22,4.023
2022-10-23,4.023
2022-10-24,4.279
2022-10-25,4.242
2022-10-26,4.125
2022-10-27,4.116
2022-10-28,4.025
2022-10-29,4.025
2022-10-30,4.025
2022-10-31,3.999
2022-11-01,4.007
2022-11-02,4.019
2022-11-03,4.096
2022-11-04,3.99
2022-11-05,3.99
2022-11-06,3.99
2022-11-07,4.006
2022-11-08,3.996
2022-11-09,4.021
2022-11-10,3.772
2022-11-11,3.736
2022-11-12,3.736
2022-11-13,3.736
2022-11-14,3.733
2022-11-15,3.753
2022-11-16,3.829
2022-11-17,3.865
2022-11-18,3.825
2022-11-19,3.825
2022-11-20,3.825
2022-11-21,3.801
2022-11-22,3.746
2022-11-23,3.723
2022-11-24,3.723
2022-11-25,3.667
2022-11-26,3.667
2022-11-27,3.667
2022-11-28,3.771
2022-11-29,3.792
2022-11-30,3.733
2022-12-01,3.709
2022-12-02,3.679
2022-12-03,3.679
2022-12-04,3.679
2022-12-05,3.859
2022-12-06,3.879
2022-12-07,3.902
2022-12-08,3.875
2022-12-09,3.898
2022-12-10,3.898
2022-12-11,3.898
2022-12-12,3.847
2022-12-13,3.869
2022-12-14,3.957
2022-12-15,4.029
2022-12-16,4.027
2022-12-17,4.027
2022-12-18,4.027
2022-12-19,4.034
2022-12-20,4.007
2022-12-21,3.93
2022-12-22,3.936
2022-12-23,3.921
2022-12-24,3.921
2022-12-25,3.921
2022-12-26,3.921
2022-12-27,3.913
2022-12-28,3.938
2022-12-29,3.873
2022-12-30,3.882
2022-12-31,3.882
2023-01-01,3.882
2023-01-02,3.882
2023-01-03,3.874
2023-01-04,3.893
2023-01-05,3.909
2023-01-06,3.766
2023-01-07,3.766
2023-01-08,3.766
2023-01-09,3.764
2023-01-10,3.731
2023-01-11,3.725
2023-01-12,3.727
2023-01-13,3.736
2023-01-14,3.736
2023-01-15,3.736
2023-01-16,3.736
2023-01-17,3.754
2023-01-18,3.892
2023-01-19,3.924
2023-01-20,3.835
2023-01-21,3.835
2023-01-22,3.835
2023-01-23,4.029
2023-01-24,4.051
2023-01-25,4.05
2023-01-26,4.049
2023-01-27,4.001
2023-01-28,4.001
2023-01-29,4.001
2023-01-30,3.992
2023-01-31,3.955
2023-02-01,3.935
2023-02-02,3.851
2023-02-03,3.798
2023-02-04,3.798
2023-02-05,3.798
2023-02-06,3.876
2023-02-07,3.833
2023-02-08,3.888
2023-02-09,3.949
2023-02-10,3.954
2023-02-11,3.954
2023-02-12,3.954
2023-02-13,3.916
2023-02-14,3.941
2023-02-15,3.9
2023-02-16,3.974
2023-02-17,3.982
2023-02-18,3.982
2023-02-19,3.982
2023-02-20,3.982
2023-02-21,4.052
2023-02-22,4.064
2023-02-23,4.033
2023-02-24,4.027
2023-02-25,4.027
2023-02-26,4.027
2023-02-27,4.019
2023-02-28,4.003
2023-03-01,4.014
2023-03-02,4.043
2023-03-03,4.013
2023-03-04,4.013
2023-03-05,4.013
2023-03-06,4.065
2023-03-07,4.104
2023-03-08,4.11
2023-03-09,4.438
2023-03-10,4.728
2023-03-11,4.728
2023-03-12,4.728
2023-03-13,5.791
2023-03-14,5.866
2023-03-15,6.296
2023-03-16,5.689
2023-03-17,5.867
2023-03-18,5.867
2023-03-19,5.867
2023-03-20,5.88
2023-03-21,5.598
2023-03-22,5.898
2023-03-23,5.972
2023-03-24,5.91
2023-03-25,5.91
2023-03-26,5.91
2023-03-27,5.796
2023-03-28,5.806
2023-03-29,5.671
2023-03-30,5.884
2023-03-31,5.742
2023-04-01,5.742
2023-04-02,5.742
2023-04-03,5.866
2023-04-04,5.991
2023-04-05,6.017
2023-04-06,5.927
2023-04-07,5.927
2023-04-08,5.927
2023-04-09,5.927
2023-04-10,5.856
2023-04-11,5.768
2023-04-12,5.896
2023-04-13,5.903
2023-04-14,6.032
2023-04-15,6.032
2023-04-16,6.032
2023-04-17,5.841
2023-04-18,6.15
2023-04-19,5.99
2023-04-20,6.009
2023-04-21,6.117
2023-04-22,6.117
2023-04-23,6.117
2023-04-24,6.015
2023-04-25,6.249
2023-04-26,6.362
2023-04-27,6.343
2023-04-28,6.164
2023-04-29,6.164
2023-04-30,6.164
2023-05-01,6.245
2023-05-02,6.783
2023-05-03,6.663
2023-05-04,7.344
2023-05-05,6.83
2023-05-06,6.83
2023-05-07,6.83
2023-05-08,6.936
2023-05-09,7.251
2023-05-10,7.654
2023-05-11,8.527
2023-05-12,8.895
2023-05-13,8.895
2023-05-14,8.895
2023-05-15,8.643
2023-05-16,8.549
2023-05-17,7.736
2023-05-18,7.7
2023-05-19,7.908
2023-05-20,7.908
2023-05-21,7.908
2023-05-22,7.353
2023-05-23,7.376
2023-05-24,7.531
2023-05-25,7.548
2023-05-26,7.611
2023-05-27,7.611
2023-05-28,7.611
2023-05-29,7.611
2023-05-30,7.328
2023-05-31,7.489
2023-06-01,7.33
2023-06-02,6.757
2023-06-03,6.757
2023-06-04,6.757
2023-06-05,7.014
2023-06-06,6.544
2023-06-07,6.163
2023-06-08,6.194
2023-06-09,6.435
2023-06-10,6.435
2023-06-11,6.435
2023-06-12,6.475
2023-06-13,6.348
2023-06-14,6.569
2023-06-15,6.4
2023-06-16,6.299
2023-06-17,6.299
2023-06-18,6.299
2023-06-19,6.299
2023-06-20,6.41
2023-06-21,6.603
2023-06-22,6.83
2023-06-23,7.138
2023-06-24,7.138
2023-06-25,7.138
2023-06-26,6.896
2023-06-27,6.886
2023-06-28,6.976
2023-06-29,6.933
2023-06-30,7.111
2023-07-01,7.111
2023-07-02,7.111
2023-07-03,6.905
2023-07-04,6.905
2023-07-05,6.959
2023-07-06,7.218
2023-07-07,6.994
2023-07-08,6.994
2023-07-09,6.994
2023-07-10,6.795
2023-07-11,6.508
2023-07-12,6.278
2023-07-13,6.17
2023-07-14,6.181
2023-07-15,6.181
2023-07-16,6.181
2023-07-17,6.056
2023-07-18,5.547
2023-07-19,5.402
2023-07-20,5.412
2023-07-21,5.432
2023-07-22,5.432
2023-07-23,5.432
2023-07-24,5.098
2023-07-25,5.319
2023-07-26,5.057
2023-07-27,5.164
2023-07-28,5.085
2023-07-29,5.085
2023-07-30,5.085
2023-07-31,5.087
2023-08-01,5.235
2023-08-02,5.369
2023-08-03,5.408
2023-08-04,5.274
2023-08-05,5.274
2023-08-06,5.274
2023-08-07,5.23
2023-08-08,5.272
2023-08-09,5.305
2023-08-10,5.17
2023-08-11,5.174
2023-08-12,5.174
2023-08-13,5.174
2023-08-14,5.3
2023-08-15,5.567
2023-08-16,5.537
2023-08-17,5.343
2023-08-18,5.363
2023-08-19,5.363
2023-08-20,5.363
2023-08-21,5.464
2023-08-22,5.585
2023-08-23,5.457
2023-08-24,5.401
2023-08-25,5.586
2023-08-26,5.586
2023-08-27,5.586
2023-08-28,5.431
2023-08-29,5.376
2023-08-30,5.355
2023-08-31,5.337
2023-09-01,5.202
2023-09-02,5.202
2023-09-03,5.202
2023-09-04,5.202
2023-09-05,5.428
2023-09-06,5.659
2023-09-07,5.766
2023-09-08,5.754
2023-09-09,5.754
2023-09-10,5.754
2023-09-11,5.872
2023-09-12,5.825
2023-09-13,5.863
2023-09-14,5.72
2023-09-15,5.656
2023-09-16,5.656
2023-09-17,5.656
2023-09-18,5.706
2023-09-19,5.654
